Quarter,Time,Tm,Detail,DAL,TAM
2.0,10:53,Buccaneers,Martin Gramatica 24 yard field goal,0,3
,4:13,Buccaneers,Keyshawn Johnson 7 yard pass from Brad Johnson (Martin Gramatica kick),0,10
3.0,9:24,Buccaneers,Martin Gramatica 26 yard field goal,0,13
,2:03,Buccaneers,Martin Gramatica 50 yard field goal,0,16
