#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:40,DAL 43,6,2:47,20,Punt
2,1,2:39,DAL 24,3,1:21,0,Punt
3,2,15:00,DAL 23,3,1:06,77,Touchdown
4,2,12:02,DAL 31,3,1:34,-2,Punt
5,2,8:20,SFO 35,4,0:57,5,Field Goal
6,2,5:45,DAL 20,6,2:43,57,Field Goal
7,2,2:52,SFO 19,5,2:00,19,Touchdown
8,3,15:00,DAL 25,7,2:56,75,Touchdown
9,3,8:23,DAL 13,4,2:22,4,Fumble
10,3,5:53,DAL 20,12,6:04,51,Field Goal
11,4,13:40,DAL 30,5,3:53,20,Punt
12,4,8:20,SFO 41,6,3:14,17,Field Goal
13,4,3:46,SFO 46,9,3:46,28,End of Game
