Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
1,2:42,4,5,DAL 5,3,0,Joe Nedney 23 yard field goal good,3.010,3.000
1,2:42,,,SFO 30,3,0,"Joe Nedney kicks off 67 yards, returned by Isaiah Stanback for 21 yards (tackle by Tarell Brown)",0.000,0.540
1,2:32,1,10,DAL 24,3,0,"Penalty on Marc Colombo: False Start, 5 yards (no play)",0.540,0.130
1,2:32,1,15,DAL 19,3,0,Tony Romo pass incomplete short right intended for Terrell Owens,0.130,-0.740
1,2:26,2,15,DAL 19,3,0,Marion Barber up the middle for 5 yards (tackle by Patrick Willis and Justin Smith),-0.740,-0.690
1,1:37,3,10,DAL 24,3,0,Tony Romo pass incomplete deep left intended for Terrell Owens,-0.690,-1.770
1,1:29,4,10,DAL 24,3,0,"Sam Paulescu punts 36 yards, returned by Allen Rossum for 9 yards (tackle by Bobby Carpenter)",-1.770,-2.190
1,1:18,1,10,SFO 49,3,0,Shaun Hill pass complete deep left to Vernon Davis for 47 yards (tackle by Ken Hamlin),2.190,6.280
1,0:53,1,4,DAL 4,3,0,Shaun Hill pass incomplete short left intended for Bryant Johnson,6.280,5.340
1,0:49,2,4,DAL 4,3,0,Frank Gore up the middle for no gain (tackle by Jay Ratliff and Zach Thomas),5.340,4.490
1,0:07,3,4,DAL 4,3,0,Shaun Hill pass incomplete short middle intended for Bryant Johnson,4.490,3.030
1,0:03,4,4,DAL 4,6,0,Joe Nedney 22 yard field goal good,3.030,3.000
Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,SFO 30,6,0,"Joe Nedney kicks off 69 yards, returned by Orlando Scandrick for 22 yards (tackle by Marcus Hudson)",0.000,0.480
2,14:55,1,10,DAL 23,6,0,Tony Romo pass incomplete deep left intended for Jason Witten,0.480,-0.070
,,,,,,,"DAL challenged the pass completion ruling, and the play was upheld.",,
2,14:47,2,10,DAL 23,6,0,Marion Barber right end for 2 yards (tackle by Takeo Spikes and Manny Lawson),-0.070,-0.490
2,14:06,3,8,DAL 25,6,6,"Tony Romo pass complete deep right to Terrell Owens for 75 yards, touchdown. Penalty on Nate Clements: Illegal Contact (Declined)",-0.490,7.000
2,14:06,,,SFO 2,6,7,Nick Folk kicks extra point good,0.000,0.000
2,14:06,,,DAL 30,6,7,"Nick Folk kicks off 65 yards, returned by Allen Rossum for 11 yards (tackle by Carlos Polk)",0.000,-0.140
2,13:47,1,10,SFO 16,6,7,Frank Gore left tackle for 2 yards (tackle by Tank Johnson),-0.140,-0.350
2,13:09,2,8,SFO 18,6,7,Shaun Hill sacked by Anthony Spencer for -9 yards,-0.350,-2.240
2,12:32,3,17,SFO 9,6,7,Shaun Hill sacked by DeMarcus Ware for -4 yards,-2.240,-2.490
2,12:08,4,21,SFO 5,6,9,"Andy Lee punts, blocked by Carlos Polk, safety",-2.490,-2.000
2,12:08,4,21,SFO 5,6,9,--,-2.490,0.000
2,12:08,,,SFO 20,6,9,"Andy Lee kicks off 60 yards, returned by Patrick Crayton for 11 yards (tackle by Michael Robinson)",0.000,1.000
2,11:56,1,10,DAL 31,6,9,"Marion Barber up the middle for 2 yards. Penalty on Leonard Davis: Offensive Holding, 10 yards (no play)",1.000,0.340
2,11:31,1,20,DAL 21,6,9,Tony Romo pass incomplete short right intended for Terrell Owens,0.340,-0.890
2,11:24,2,20,DAL 21,6,9,Tony Romo pass incomplete short right intended for Marion Barber,-0.890,-1.550
2,11:17,3,20,DAL 21,6,9,Tony Romo pass complete short right to Marion Barber for 8 yards (tackle by Donald Strickland),-1.550,-1.440
2,10:40,4,12,DAL 29,6,9,Sam Paulescu punts 70 yards,-1.440,0.380
2,10:28,1,10,SFO 1,6,9,Frank Gore right guard for no gain (tackle by Tank Johnson),-0.380,-0.780
2,9:49,2,10,SFO 1,6,9,Frank Gore right tackle for 2 yards (tackle by Bradie James and Zach Thomas),-0.780,-1.190
2,9:05,3,8,SFO 3,6,9,Frank Gore up the middle for no gain (tackle by Jay Ratliff),-1.190,-2.490
2,8:29,4,8,SFO 3,6,9,"Andy Lee punts 44 yards, returned by Patrick Crayton for 12 yards (tackle by Marcus Hudson)",-2.490,-3.250
2,8:20,1,10,SFO 35,6,9,Tony Romo pass complete short middle to Marion Barber for 5 yards (tackle by Takeo Spikes and Patrick Willis),3.250,3.380
2,7:38,2,5,SFO 30,6,9,Tony Romo pass incomplete short left intended for Tony Curtis (defended by Manny Lawson),3.380,2.680
2,7:33,3,5,SFO 30,6,9,Tony Romo pass incomplete short right,2.680,1.450
2,7:28,4,5,SFO 30,6,12,Nick Folk 48 yard field goal good,1.450,3.000
2,7:28,,,DAL 30,6,12,"Nick Folk kicks off 40 yards, out of bounds",0.000,1.600
2,7:23,1,10,SFO 40,6,12,Frank Gore up the middle for 3 yards (tackle by Chris Canty),1.600,1.460
2,6:41,2,7,SFO 43,6,12,Shaun Hill pass complete short right to Isaac Bruce for 5 yards (tackle by Terence Newman),1.460,1.420
2,6:00,3,2,SFO 48,6,12,Shaun Hill pass incomplete deep right intended for Frank Gore (defended by DeMarcus Ware),1.420,-0.190
2,5:54,4,2,SFO 48,6,12,"Andy Lee punts 52 yards, touchback",-0.190,-0.280
2,5:45,1,10,DAL 20,6,12,Tashard Choice up the middle for 5 yards (tackle by Justin Smith),0.280,0.410
2,5:04,2,5,DAL 25,6,12,Tony Romo pass complete deep right to Terrell Owens for 45 yards,0.410,3.580
2,4:35,1,10,SFO 30,6,12,Tashard Choice up the middle for no gain (tackle by Aubrayo Franklin),3.580,3.030
2,3:52,2,10,SFO 30,6,12,Tony Romo pass incomplete short left,3.030,2.340
2,3:48,3,10,SFO 30,6,12,Tony Romo pass complete short middle to Marion Barber for 7 yards (tackle by Roderick Green),2.340,2.030
2,3:06,4,3,SFO 23,6,15,Nick Folk 41 yard field goal good,2.030,3.000
2,3:06,,,DAL 30,6,15,"Nick Folk kicks off 65 yards, returned by Delanie Walker for 14 yards (tackle by Keith Davis)",0.000,0.150
2,2:56,1,10,SFO 19,6,15,"Shaun Hill for no gain. Shaun Hill fumbles, recovered by Zach Thomas at SFO-19",0.150,-4.310
2,2:52,1,10,SFO 19,6,15,Tony Romo pass complete short middle to Terrell Owens for 8 yards (tackle by Takeo Spikes),4.310,5.140
2,2:12,2,2,SFO 11,6,15,Marion Barber right tackle for 4 yards (tackle by Walt Harris),5.140,5.600
2,2:00,1,7,SFO 7,6,15,Marion Barber right guard for 2 yards (tackle by Justin Smith and Takeo Spikes),5.600,5.150
2,1:15,2,5,SFO 5,6,15,Marion Barber up the middle for 4 yards (tackle by Aubrayo Franklin),5.150,5.170
2,0:57,2,5,SFO 5,6,15,Timeout #2 by San Francisco 49ers,5.150,5.170
2,0:57,3,1,SFO 1,6,21,"Tony Romo pass complete short left to Martellus Bennett for 1 yard, touchdown",5.170,7.000
2,0:57,,,SFO 2,6,22,Nick Folk kicks extra point good,0.000,0.000
2,0:57,,,DAL 30,6,22,"Nick Folk kicks off 66 yards, returned by Delanie Walker for 11 yards (tackle by Deon Anderson)",0.000,-0.220
2,0:43,1,10,SFO 15,6,22,Shaun Hill pass complete short middle to Michael Robinson for 7 yards (tackle by Kevin Burnett),-0.220,0.350
2,0:24,2,3,SFO 22,6,22,Shaun Hill pass complete short right to Michael Robinson for 2 yards (tackle by Bradie James),0.350,-0.270
Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,6,22,"Joe Nedney kicks off 70 yards, returned by Isaiah Stanback for 25 yards (tackle by Roderick Green)",0.000,0.610
3,14:54,1,10,DAL 25,6,22,Tony Romo pass incomplete short middle intended for Terrell Owens,0.610,0.060
3,14:51,2,10,DAL 25,6,22,Marion Barber up the middle for 1 yard (tackle by Justin Smith),0.060,-0.490
3,14:07,3,9,DAL 26,6,22,Tony Romo pass complete deep right to Terrell Owens for 52 yards (tackle by Mark Roman),-0.490,4.110
3,13:37,1,10,SFO 22,6,22,Tony Romo pass complete short left for 12 yards (tackle by Walt Harris),4.110,4.910
3,12:57,1,10,SFO 10,6,22,Marion Barber up the middle for no gain (tackle by Aubrayo Franklin),4.910,4.190
3,12:15,2,10,SFO 10,6,22,Tony Romo pass incomplete short left intended for Marion Barber,4.190,3.130
3,12:15,3,10,SFO 10,6,22,"Penalty on Roderick Green: Neutral Zone Infraction, 5 yards (no play)",3.130,4.260
3,12:10,3,5,SFO 5,6,22,"Penalty on Flozell Adams: False Start, 5 yards (no play)",4.260,3.130
3,12:10,3,10,SFO 10,6,28,"Tony Romo pass complete short middle to Patrick Crayton for 10 yards, touchdown",3.130,7.000
3,12:10,,,SFO 2,6,29,Nick Folk kicks extra point good,0.000,0.000
3,12:10,,,DAL 30,6,29,"Nick Folk kicks off 62 yards, returned by Delanie Walker for 32 yards (tackle by Pat Watkins)",0.000,1.600
3,11:57,1,10,SFO 40,6,29,Frank Gore up the middle for 3 yards (tackle by Jay Ratliff),1.600,1.460
3,11:21,2,7,SFO 43,6,29,Shaun Hill pass incomplete deep middle intended for Vernon Davis,1.460,0.760
3,11:15,3,7,SFO 43,6,29,Shaun Hill pass complete deep middle to Bryant Johnson for 18 yards (tackle by Pat Watkins),0.760,2.980
3,10:35,1,10,DAL 39,6,29,Shaun Hill pass complete short middle to Isaac Bruce for 14 yards (tackle by Kevin Burnett),2.980,3.910
3,10:00,1,10,DAL 25,6,29,Frank Gore left tackle for 6 yards (tackle by Keith Davis and Anthony Spencer),3.910,4.200
3,9:19,2,4,DAL 19,6,29,Shaun Hill pass complete short left to Dominique Zeigler for 1 yard (tackle by Anthony Henry),4.200,3.660
3,8:34,3,3,DAL 18,6,29,Shaun Hill pass incomplete short right intended for Isaac Bruce,3.660,2.350
3,8:27,4,3,DAL 18,9,29,Joe Nedney 35 yard field goal good,2.350,3.000
3,8:27,,,SFO 30,9,29,"Joe Nedney kicks off 71 yards, returned by Isaiah Stanback for 14 yards (tackle by Jeff Ulbrich)",0.000,-0.320
3,8:17,1,10,DAL 13,9,29,Tashard Choice right tackle for 8 yards (tackle by Michael Lewis),-0.320,0.350
3,7:37,2,2,DAL 21,9,29,Tony Romo pass complete short middle to Tashard Choice for 5 yards (tackle by Takeo Spikes),0.350,0.670
3,6:52,1,10,DAL 26,9,29,Tashard Choice up the middle for 3 yards (tackle by Patrick Willis),0.670,0.540
3,6:06,2,7,DAL 29,9,29,"Tony Romo for no gain. Tony Romo fumbles, recovered by Manny Lawson at DAL-17 (tackle by Flozell Adams)",0.540,-4.440
,,,,,,,"SFO challenged the pass completion ruling, and the original play was overturned.",,
3,6:01,1,10,DAL 17,9,29,Shaun Hill pass incomplete deep left intended for Bryant Johnson is intercepted by Anthony Henry at DAL--8,4.440,-0.280
3,5:53,1,10,DAL 20,9,29,Marion Barber left tackle for 3 yards (tackle by Patrick Willis),0.280,0.140
3,5:10,2,7,DAL 23,9,29,Tony Romo pass incomplete short left intended for Patrick Crayton,0.140,-0.560
3,5:04,3,7,DAL 23,9,29,Tony Romo pass complete short middle to Terrell Owens for 17 yards (tackle by Michael Lewis),-0.560,1.600
3,4:20,1,10,DAL 40,9,29,Marion Barber right tackle for 9 yards (tackle by Nate Clements),1.600,2.270
3,3:34,2,1,DAL 49,9,29,Tony Romo pass complete short right to Marion Barber for 7 yards (tackle by Patrick Willis),2.270,2.650
3,3:02,1,10,SFO 44,9,29,Marion Barber up the middle for 2 yards (tackle by Isaac Sopoaga),2.650,2.380
3,2:17,2,8,SFO 42,9,29,Tony Romo pass incomplete deep left intended for Jason Witten (defended by Nate Clements),2.380,1.690
3,2:09,3,8,SFO 42,9,29,Tony Romo pass complete short right for 15 yards,1.690,3.780
3,1:36,1,10,SFO 27,9,29,Tony Romo sacked by Manny Lawson for -7 yards,3.780,2.290
3,1:00,2,17,SFO 34,9,29,Tony Romo pass complete short left to Marion Barber for 10 yards (tackle by Nate Clements),2.290,2.940
3,0:14,3,7,SFO 24,9,29,"Penalty on Marc Colombo: False Start, 5 yards (no play)",2.940,2.280
Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,SFO 29,9,29,Tony Romo pass incomplete deep right intended for Terrell Owens (defended by Nate Clements),2.280,1.500
4,14:53,4,12,SFO 29,9,32,Nick Folk 47 yard field goal good,1.500,3.000
4,14:53,,,DAL 30,9,32,"Nick Folk kicks off 63 yards, returned by Delanie Walker for 20 yards (tackle by Deon Anderson)",0.000,0.740
4,14:43,1,10,SFO 27,9,32,Shaun Hill pass incomplete short left intended for Jason Hill (defended by Orlando Scandrick),0.740,0.200
4,14:36,2,10,SFO 27,9,32,"Shaun Hill sacked by Ken Hamlin for -7 yards. Shaun Hill fumbles (forced by Ken Hamlin), recovered by Shaun Hill at SFO-20",0.200,-1.420
4,14:00,3,17,SFO 20,9,32,Shaun Hill pass incomplete deep right intended for Isaac Bruce,-1.420,-2.030
4,13:53,4,17,SFO 20,9,32,"Andy Lee punts 54 yards, returned by Patrick Crayton for 4 yards (tackle by Dominique Zeigler)",-2.030,-0.940
4,13:40,1,10,DAL 30,9,32,Tashard Choice up the middle for 2 yards (tackle by Aubrayo Franklin),0.940,0.660
4,13:01,2,8,DAL 32,9,32,Tony Romo pass complete short middle to Tashard Choice for 9 yards (tackle by Patrick Willis),0.660,1.660
4,12:11,1,10,DAL 41,9,32,Tony Romo pass complete short left to Terrell Owens for 2 yards (tackle by Nate Clements),1.660,1.390
4,11:26,2,8,DAL 43,9,32,Tashard Choice up the middle for no gain (tackle by Takeo Spikes),1.390,0.700
4,10:38,3,8,DAL 43,9,32,Tony Romo pass complete short left to Marion Barber for 7 yards (tackle by Nate Clements),0.700,-0.060
4,9:56,3,8,DAL 43,9,32,Timeout #1 by Dallas Cowboys,0.700,-0.060
4,9:56,4,1,,9,32,"Sam Paulescu punts 50 yards, touchback",-0.060,-0.280
4,9:47,1,10,SFO 20,9,32,"Shaun Hill pass complete short right to Isaac Bruce for 7 yards. Penalty on Tank Johnson: Roughing the Passer, 15 yards",0.280,1.730
4,9:29,1,10,SFO 42,9,32,Shaun Hill pass incomplete short right intended for Frank Gore,1.730,1.190
4,9:24,2,10,SFO 42,9,32,"Shaun Hill pass incomplete short left intended for Isaac Bruce. Penalty on Orlando Scandrick: Roughing the Passer, 15 yards (no play)",1.190,2.720
4,9:20,1,10,DAL 43,9,32,Shaun Hill sacked by Greg Ellis for -5 yards,2.720,1.500
4,9:02,2,15,DAL 48,9,32,Shaun Hill pass complete deep right to Dominique Zeigler for 30 yards (tackle by Ken Hamlin),1.500,4.370
4,8:27,1,10,DAL 18,15,32,"Shaun Hill pass complete deep middle to Isaac Bruce for 18 yards, touchdown",4.370,7.000
4,8:27,,,DAL 2,16,32,Joe Nedney kicks extra point good,0.000,0.000
4,8:27,,,SFO 30,16,32,"Joe Nedney kicks onside 15 yards, recovered by Michael Robinson. Penalty on Nate Clements: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,8:27,,,SFO 25,16,32,"Joe Nedney kicks onside 16 yards, recovered by Marion Barber",0.000,-2.850
4,8:19,1,10,SFO 41,16,32,Tony Romo pass complete short right for 9 yards (tackle by Donald Strickland),2.850,3.520
4,7:31,2,1,SFO 32,16,32,Marion Barber up the middle for 2 yards (tackle by Ronald Fields),3.520,3.580
4,6:51,1,10,SFO 30,16,32,Tony Romo pass incomplete short left intended for Jason Witten,3.580,3.030
4,6:45,2,10,SFO 30,16,32,Marion Barber up the middle for no gain (tackle by Donald Strickland),3.030,2.340
4,5:58,3,10,SFO 30,16,32,Tony Romo pass complete short right to Marion Barber for 6 yards (tackle by Ray McDonald and Michael Lewis),2.340,1.940
4,5:11,4,4,SFO 24,16,35,Nick Folk 42 yard field goal good,1.940,3.000
4,5:11,,,DAL 30,16,35,"Nick Folk kicks off 62 yards, returned by Delanie Walker for 35 yards (tackle by Courtney Brown)",0.000,1.800
4,4:55,1,10,SFO 43,16,35,Shaun Hill pass complete short right to Bryant Johnson for 18 yards,1.800,2.980
4,4:49,1,10,DAL 39,16,35,Shaun Hill pass complete short right to Jason Hill for 22 yards (tackle by Bradie James),2.980,4.440
4,4:16,1,10,DAL 17,16,35,Shaun Hill pass complete short left to Bryant Johnson for 8 yards (tackle by Ken Hamlin),4.440,5.290
4,3:54,2,2,DAL 9,22,35,"Shaun Hill pass complete short right to DeShaun Foster for 9 yards, touchdown",5.290,7.000
4,3:54,,,,22,35,"Two Point Attempt: Shaun Hill pass incomplete intended for Isaac Bruce, conversion fails",1.000,-1.000
4,3:54,,,SFO 30,22,35,"Joe Nedney kicks onside 16 yards, recovered by Orlando Scandrick",0.000,-2.520
4,3:45,1,10,SFO 46,22,35,Marion Barber left guard for 5 yards (tackle by Isaac Sopoaga),2.520,2.650
4,3:40,1,10,SFO 46,22,35,Timeout #1 by San Francisco 49ers,2.520,2.650
4,3:40,2,5,SFO 41,22,35,"Penalty on Leonard Davis: False Start, 5 yards (no play)",2.650,1.980
4,3:40,2,10,SFO 46,22,35,Marion Barber right tackle for 5 yards (tackle by Takeo Spikes),1.980,1.950
4,3:36,2,10,SFO 46,22,35,Timeout #2 by San Francisco 49ers,1.980,1.950
4,3:36,3,5,SFO 41,22,35,Tony Romo pass complete short middle to Terrell Owens for 14 yards (tackle by Mark Roman),1.950,3.780
4,2:48,1,10,SFO 27,22,35,Marion Barber right guard for 1 yard (tackle by Takeo Spikes),3.780,3.370
4,2:04,2,9,SFO 26,22,35,Marion Barber right end for 6 yards (tackle by Keith Lewis),3.370,3.470
4,1:58,3,3,SFO 20,22,35,Marion Barber up the middle for 5 yards (tackle by Aubrayo Franklin),3.470,4.580
4,1:48,3,3,SFO 20,22,35,Timeout #3 by San Francisco 49ers,3.470,4.580
4,1:48,1,10,SFO 15,22,35,Tony Romo kneels for -1 yards,4.580,3.810
4,1:02,2,11,SFO 16,22,35,Tony Romo kneels for -1 yards,3.810,2.980
4,0:34,3,12,SFO 17,22,35,Tony Romo kneels for -1 yards,2.980,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
