Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
3,11:03,1,10,DET 40,13,7,Andy Dalton pass complete short middle to Darnell Mooney for 11 yards (tackle by Tracy Walker and Dean Marlowe),,
3,10:41,1,10,DET 29,13,7,Khalil Herbert up the middle for 4 yards (tackle by Alim McNeill and Charles Harris),,
3,10:01,2,6,DET 25,13,7,Khalil Herbert left tackle for no gain (tackle by Austin Bryant),,
3,9:18,3,6,DET 25,13,7,"Andy Dalton scrambles left end for no gain (tackle by Dean Marlowe). Penalty on Cody Whitehair: Offensive Holding, 10 yards (accepted) (no play)",,
3,8:47,3,16,DET 35,13,7,Andy Dalton pass incomplete short right intended for Cole Kmet,,
3,8:43,4,16,DET 35,13,7,Cairo Santos 53 yard field goal no good,,
3,8:38,1,10,DET 43,13,7,Jamaal Williams right end for 6 yards (tackle by Alec Ogletree),,
3,8:01,2,4,DET 49,13,7,Jared Goff pass complete short right to Kalif Raymond for -1 yards (tackle by Jaylon Johnson),,
3,7:20,3,5,DET 48,13,7,Jared Goff pass incomplete short right intended for Kalif Raymond (defended by Artie Burns),,
3,7:16,4,5,DET 48,13,7,"Jack Fox punts 52 yards, touchback.",,
3,7:06,1,10,CHI 20,13,7,Darnell Mooney left end for 2 yards (tackle by Alex Anzalone),,
3,6:28,2,8,CHI 22,13,7,David Montgomery right end for 6 yards (tackle by Tracy Walker and Julian Okwara),,
3,5:46,3,2,CHI 28,13,7,David Montgomery up the middle for no gain (tackle by Alex Anzalone),,
3,5:13,4,2,CHI 28,13,7,"Pat O'Donnell punts 51 yards, fair catch by Kalif Raymond at DET-21",,
3,5:07,1,10,DET 21,13,7,"Jared Goff pass complete short left to Kalif Raymond for 17 yards (tackle by Eddie Jackson and Robert Quinn). Penalty on Christian Jones: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,4:38,1,10,CHI 47,13,7,Jared Goff pass complete short middle to T.J. Hockenson for 8 yards (tackle by Alec Ogletree and Xavier Crawford),,
3,4:00,2,2,CHI 39,13,7,Godwin Igwebuike up the middle for 11 yards (tackle by Eddie Jackson and Caleb Johnson),,
3,3:17,1,10,CHI 28,13,7,Jared Goff pass incomplete short left intended for Godwin Igwebuike,,
3,3:13,2,10,CHI 28,13,7,Jared Goff pass complete short right to Amon-Ra St. Brown for no gain (tackle by Tashaun Gipson),,
3,2:37,3,10,CHI 28,13,7,Jared Goff pass complete short right to Amon-Ra St. Brown for 11 yards (tackle by DeAndre Houston-Carson),,
3,1:51,1,10,CHI 17,13,13,"Jared Goff pass complete deep right to T.J. Hockenson for 17 yards, touchdown",,
3,1:46,,,CHI 15,13,13,Riley Patterson kicks extra point good (no play),,
3,1:46,,,CHI 20,13,14,Riley Patterson kicks extra point good,,
3,1:46,,,DET 35,13,14,"Jack Fox kicks off 61 yards, returned by Khalil Herbert for 15 yards (tackle by Anthony Pittman and Dean Marlowe)",,
3,1:40,1,10,CHI 19,13,14,David Montgomery left tackle for no gain (tackle by Alim McNeill),,
3,1:02,2,10,CHI 19,13,14,Andy Dalton pass complete deep middle to Darnell Mooney for 16 yards (tackle by Amani Oruwariye),,
3,0:24,1,10,CHI 35,13,14,Andy Dalton scrambles up the middle for 3 yards (tackle by Austin Bryant),,
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CHI 38,13,14,Andy Dalton pass incomplete deep right intended for Isaiah Coulter,,
4,14:55,3,7,CHI 38,13,14,Andy Dalton pass complete short right to David Montgomery for 12 yards (tackle by Alex Anzalone),,
4,14:24,1,10,CHI 50,13,14,David Montgomery up the middle for 3 yards (tackle by Jalen Reeves-Maybin),,
4,13:49,2,7,DET 47,13,14,Andy Dalton sacked by Levi Onwuzurike for -7 yards,,
4,13:06,3,14,CHI 46,13,14,Andy Dalton scrambles left end for 5 yards (tackle by Michael Brockers),,
4,12:19,4,9,DET 49,13,14,Pat O'Donnell punts 39 yards downed by Ryan Nall,,
4,12:08,1,10,DET 10,13,14,Jared Goff pass complete short left to Josh Reynolds for 15 yards (tackle by Tashaun Gipson and Christian Jones),,
4,11:29,1,10,DET 25,13,14,Jamaal Williams up the middle for 19 yards (tackle by Jaylon Johnson and Eddie Jackson),,
4,10:49,1,10,DET 44,13,14,Jamaal Williams right tackle for 3 yards (tackle by Bilal Nichols and Alec Ogletree),,
4,10:05,2,7,DET 47,13,14,"Penalty on Evan Brown: False Start, 5 yards (accepted) (no play)",,
4,9:59,2,12,DET 42,13,14,"Jermar Jefferson up the middle for no gain (tackle by Eddie Goldman). Penalty on Tommy Kraemer: Offensive Holding, 10 yards (accepted) (no play)",,
4,9:35,2,22,DET 32,13,14,"Jermar Jefferson left tackle for no gain (tackle by Christian Jones). Penalty on Taylor Decker: Offensive Holding, 10 yards (accepted) (no play)",,
4,9:19,2,32,DET 22,13,14,Jared Goff pass incomplete intended for Josh Reynolds,,
4,9:14,3,32,DET 22,13,14,Jared Goff pass complete short right to Amon-Ra St. Brown for 7 yards (tackle by Xavier Crawford),,
4,8:41,4,25,DET 29,13,14,"Jack Fox punts 49 yards, returned by Jakeem Grant for -1 yards (tackle by Anthony Pittman)",,
4,8:30,1,10,CHI 21,13,14,David Montgomery up the middle for 4 yards (tackle by Austin Bryant),,
4,7:51,2,6,CHI 25,13,14,Andy Dalton pass complete short right to Cole Kmet for 7 yards (tackle by Will Harris),,
4,7:13,1,10,CHI 32,13,14,Khalil Herbert right tackle for 5 yards (tackle by Levi Onwuzurike and Alex Anzalone),,
4,6:37,2,5,CHI 37,13,14,Andy Dalton pass incomplete short middle intended for Jakeem Grant (defended by Tracy Walker),,
4,6:33,3,5,CHI 37,13,14,"Andy Dalton pass complete short right to Damiere Byrd for 13 yards (tackle by Will Harris). Penalty on Alex Anzalone: Defensive Holding, 5 yards (declined)",,
4,6:08,1,10,CHI 50,13,14,Andy Dalton pass incomplete deep left intended for Jakeem Grant,,
4,6:03,2,10,CHI 50,13,14,David Montgomery left end for 12 yards (tackle by Dean Marlowe and Tracy Walker),,
4,5:19,1,10,DET 38,13,14,David Montgomery right end for -1 yards (tackle by Derrick Barnes),,
4,4:35,2,11,DET 39,13,14,Andy Dalton pass complete short left to Cole Kmet for 12 yards (tackle by Derrick Barnes),,
4,3:58,1,10,DET 27,13,14,Andy Dalton scrambles left end for 9 yards (tackle by Tracy Walker),,
4,3:13,2,1,DET 18,13,14,David Montgomery up the middle for 1 yard (tackle by Nick Williams and Will Harris),,
4,2:28,1,10,DET 17,13,14,David Montgomery left tackle for no gain (tackle by Alim McNeill),,
4,2:00,2,10,DET 17,13,14,David Montgomery right end for 1 yard (tackle by Julian Okwara),,
4,1:54,,,,,,Timeout #3 by Detroit Lions,,
4,1:54,3,9,DET 16,13,14,"Penalty on DET: Defensive Delay of Game, 5 yards (accepted) (no play)",,
4,1:54,,,,,,Timeout #2 by Detroit Lions,,
4,1:54,3,4,DET 11,13,14,Andy Dalton pass complete short left to Damiere Byrd for 7 yards (tackle by Will Harris),,
4,1:08,,,,,,Timeout #1 by Chicago Bears,,
4,1:08,1,4,DET 4,13,14,Andy Dalton kneels for -3 yards,,
4,1:05,,,,,,Timeout #3 by Detroit Lions,,
4,1:05,2,7,DET 7,13,14,Andy Dalton kneels for -2 yards,,
4,0:30,3,9,DET 9,13,14,Andy Dalton kneels for -1 yards,,
4,0:01,,,,,,Timeout #2 by Chicago Bears,,
4,0:01,4,10,DET 10,16,14,Cairo Santos 28 yard field goal good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
