Quarter,Time,Tm,Detail,CHI,DET
1.0,9:26,Lions,Josh Reynolds 39 yard pass from Jared Goff (Riley Patterson kick),0,7
2.0,13:24,Bears,Cairo Santos 28 yard field goal,3,7
,4:29,Bears,Jimmy Graham 17 yard pass from Andy Dalton (Cairo Santos kick),10,7
,0:00,Bears,Cairo Santos 43 yard field goal,13,7
3.0,1:46,Lions,T.J. Hockenson 17 yard pass from Jared Goff (Riley Patterson kick),13,14
4.0,0:00,Bears,Cairo Santos 28 yard field goal,16,14
