0,1
Officials,Officials
Referee,Gene Steratore
Umpire,Carl Paganelli
Head Linesman,Mike Spanier
Line Judge,Gary Arthur
Back Judge,Dino Paganelli
Side Judge,Bob Waggoner
Field Judge,Mike Weatherford
