0,1
Game Info,Game Info
Won Toss,Bears (deferred)
Roof,outdoors
Surface,grass
Duration,3:02
Attendance,61581
Weather,"48 degrees, relative humidity 59%, wind 12 mph"
Vegas Line,Chicago Bears -6.0
Over/Under,41.0 (under)
