Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
2,12:54,4,21,PHI 45,0,7,Saverio Rocca punts 29 yards,-0.390,-0.670
2,12:45,1,10,MIN 26,0,7,Joe Webb pass incomplete short left intended for Sidney Rice,0.670,0.130
2,12:40,2,10,MIN 26,0,7,Adrian Peterson left guard for 3 yards (tackle by Antonio Dixon),0.130,-0.160
2,12:00,3,7,MIN 29,0,7,Joe Webb pass incomplete deep right intended for Bernard Berrian,-0.160,-1.440
2,11:54,4,7,MIN 29,0,7,Chris Kluwe punts 46 yards,-1.440,-0.610
2,11:44,1,10,PHI 25,0,7,Michael Vick left end for 6 yards (tackle by Ben Leber),0.610,0.870
2,11:18,2,4,PHI 31,0,7,Michael Vick pass complete short left to Jason Avant for 6 yards,0.870,1.400
2,10:55,1,10,PHI 37,0,7,LeSean McCoy right end for 1 yard (tackle by Chad Greenway),1.400,0.990
2,10:18,2,9,PHI 38,0,7,Michael Vick pass incomplete short right intended for DeSean Jackson,0.990,0.300
2,10:11,3,9,PHI 38,0,7,Michael Vick pass incomplete deep middle intended for DeSean Jackson is intercepted by Husain Abdullah at MIN-14,0.300,0.280
2,10:03,1,10,MIN 14,0,7,Joe Webb right end for 7 yards (tackle by Akeem Jordan),-0.280,0.280
2,9:26,2,3,MIN 21,0,7,Adrian Peterson middle for 15 yards (tackle by Quintin Mikell),0.280,1.330
2,8:46,1,10,MIN 36,0,7,"Adrian Peterson left end for 23 yards. Adrian Peterson fumbles, recovered by Quintin Mikell at PHI-41 (tackle by Jeff Dugan)",1.330,-1.660
2,8:33,1,10,PHI 41,0,7,Michael Vick pass incomplete deep left intended for DeSean Jackson,1.660,1.120
2,8:24,2,10,PHI 41,0,7,Michael Vick pass complete short left to LeSean McCoy for no gain,1.120,0.430
2,7:48,3,10,PHI 41,0,7,"Penalty on Todd Herremans: False Start, 5 yards (no play)",0.430,-0.230
2,7:28,3,15,PHI 36,0,7,Michael Vick pass incomplete deep right intended for DeSean Jackson,-0.230,-0.980
2,7:21,4,15,PHI 36,0,7,"Saverio Rocca punts 49 yards, returned by Greg Camarillo for 7 yards (tackle by Akeem Jordan). Penalty on Colt Anderson: Player Out of Bounds on , 5 yards",-0.980,-0.740
2,7:09,1,10,MIN 27,0,7,Joe Webb pass complete short left to Percy Harvin for 12 yards (tackle by Quintin Mikell),0.740,1.530
2,6:33,1,10,MIN 39,0,7,Joe Webb pass complete short right to Percy Harvin for 17 yards (tackle by Colt Anderson),1.530,2.650
2,5:52,1,10,PHI 44,0,7,Adrian Peterson right end for 1 yard (tackle by Mike Patterson),2.650,2.250
2,5:10,2,9,PHI 43,0,7,Joe Webb pass complete short right to Jim Kleinsasser for 3 yards (tackle by Jamar Chaney),2.250,1.950
2,4:29,3,6,PHI 40,0,7,Joe Webb pass complete short right to Bernard Berrian for 8 yards (tackle by Joselio Hanson),1.950,3.450
2,3:49,1,10,PHI 32,0,7,Joe Webb pass complete short left to Percy Harvin for 3 yards (tackle by Joselio Hanson),3.450,3.310
2,3:09,2,7,PHI 29,0,7,Joe Webb sacked by Trent Cole for -9 yards,3.310,1.420
2,2:32,3,16,PHI 38,0,7,Joe Webb pass incomplete deep left intended for Sidney Rice (defended by Dimitri Patterson),1.420,0.720
2,2:26,4,16,PHI 38,0,7,"Chris Kluwe punts 28 yards, fair catch by Jeremy Maclin",0.720,0.380
2,2:20,1,10,PHI 10,0,7,"Michael Vick pass incomplete deep left intended for DeSean Jackson. Penalty on DeSean Jackson: Offensive Pass Interfere, 5 yards (no play)",-0.380,-0.570
2,2:15,1,15,PHI 5,0,7,LeSean McCoy right tackle for 10 yards (tackle by Ben Leber),-0.570,-0.350
2,2:00,2,5,PHI 15,0,7,Michael Vick pass complete short right to Jeremy Maclin for 9 yards (tackle by Frank Walker),-0.350,0.540
2,1:37,1,10,PHI 24,0,7,Michael Vick left end for 7 yards (tackle by Letroy Guion),0.540,0.940
2,1:29,2,3,PHI 31,0,7,Michael Vick pass complete short left to Brent Celek for 22 yards (tackle by Jamarca Sanford and Asher Allen),0.940,2.460
2,0:59,1,10,MIN 47,0,7,Michael Vick pass complete short right to Brent Celek for 8 yards (tackle by Chad Greenway),2.460,2.990
2,0:55,,,,0,7,Timeout #1 by Philadelphia Eagles,0.000,2.990
2,0:55,2,2,MIN 39,6,7,"Michael Vick sacked by Antoine Winfield for -11 yards. Michael Vick fumbles (forced by Antoine Winfield), recovered by Antoine Winfield at PHI-45 and returned for 45 yards, touchdown",2.990,-7.000
2,,,,PHI 2,7,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,7,7,"Ryan Longwell kicks off 69 yards, returned by Jeremy Maclin for 22 yards (tackle by Asher Allen)",0.000,0.480
2,0:38,1,10,PHI 23,7,7,Michael Vick pass complete short left to Jeremy Maclin for 5 yards (tackle by Antoine Winfield),0.480,0.610
2,0:25,,,,7,7,Timeout #2 by Philadelphia Eagles,0.000,0.610
2,0:25,2,5,PHI 28,7,7,Michael Vick pass incomplete deep middle intended for Jason Avant,0.610,-0.100
2,0:20,3,5,PHI 28,7,7,"Michael Vick pass incomplete short left intended for DeSean Jackson. Penalty on Asher Allen: Defensive Holding, 5 yards (no play)",-0.100,1.140
2,0:16,1,10,PHI 33,7,7,Michael Vick pass complete deep left to DeSean Jackson for 21 yards (tackle by Asher Allen),1.140,2.520
2,0:09,1,10,MIN 46,7,7,Michael Vick pass complete short left to Jason Avant for 10 yards (tackle by Asher Allen),2.520,3.180
2,0:03,1,10,MIN 36,7,7,David Akers 54 yard field goal no good,3.180,1.800
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,7,7,"David Akers kicks off 71 yards, returned by Lorenzo Booker for 27 yards (tackle by Akeem Jordan)",0.000,0.670
3,14:55,1,10,MIN 26,7,7,Joe Webb pass complete deep left to Percy Harvin for 46 yards (tackle by Dimitri Patterson). Penalty on Dimitri Patterson: Defensive Pass Interfere (Declined),0.670,3.710
3,14:11,1,10,PHI 28,7,7,Joe Webb pass complete short middle to Visanthe Shiancoe for 23 yards (tackle by Dimitri Patterson),3.710,6.060
3,13:40,1,5,PHI 5,7,7,"Adrian Peterson middle for -1 yards (tackle by Jamar Chaney). Penalty on Dimitri Patterson: Unnecessary Roughness, 3 yards",6.060,6.510
3,13:32,1,3,PHI 3,7,7,Adrian Peterson middle for 1 yard (tackle by Quintin Mikell),6.510,5.720
3,12:50,2,2,PHI 2,7,7,Joe Webb pass incomplete short left intended for Sidney Rice (defended by Asante Samuel),5.720,4.950
,,,,,,,"PHI challenged the pass completion ruling, and the original play was overturned.",,
3,12:46,3,2,PHI 2,7,7,Joe Webb sacked by Juqua Parker for -10 yards,4.950,2.630
3,12:27,4,12,PHI 12,10,7,Ryan Longwell 30 yard field goal good,2.630,3.000
3,,,,MIN 30,10,7,"Ryan Longwell kicks off 50 yards, fair catch by Owen Schmitt",0.000,0.280
3,12:19,1,10,PHI 20,10,7,Michael Vick pass complete short right to Jeremy Maclin for 3 yards (tackle by Antoine Winfield),0.280,0.140
3,11:45,2,7,PHI 23,10,7,Michael Vick sacked by Jamarca Sanford for -1 yards,0.140,-0.690
3,11:01,3,8,PHI 22,10,7,Michael Vick pass incomplete short left intended for DeSean Jackson (defended by Asher Allen),-0.690,-1.900
3,10:54,4,8,PHI 22,10,7,"Saverio Rocca punts 54 yards, returned by Greg Camarillo for 1 yard (tackle by Eldra Buckley)",-1.900,-0.610
3,10:44,1,10,MIN 25,10,7,Adrian Peterson right end for 18 yards (tackle by Kurt Coleman),0.610,1.800
3,10:09,1,10,MIN 43,10,7,Adrian Peterson middle for 9 yards (tackle by Kurt Coleman),1.800,2.470
3,9:47,2,1,PHI 48,10,7,Adrian Peterson middle for 3 yards (tackle by Quintin Mikell),2.470,2.590
3,9:09,1,10,PHI 45,10,7,Joe Webb pass complete short left to Adrian Peterson for 11 yards (tackle by Kurt Coleman),2.590,3.310
3,8:30,1,10,PHI 34,10,7,"Joe Webb pass complete short right to Sidney Rice for 16 yards (tackle by Asante Samuel). Penalty on Asante Samuel: Unnecessary Roughness, 9 yards",3.310,5.140
3,8:12,1,9,PHI 9,10,7,"Penalty on Mike Patterson: Neutral Zone Infraction, 5 yards (no play)",5.140,6.280
3,7:55,1,4,PHI 4,10,7,Joe Webb pass complete short left to Percy Harvin for -5 yards (tackle by Kurt Coleman),6.280,4.380
3,7:12,2,9,PHI 9,16,7,"Joe Webb right end for 9 yards, touchdown",4.380,7.000
3,,,,PHI 2,17,7,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,17,7,"Ryan Longwell kicks off 57 yards, returned by Chad Hall for 13 yards (tackle by Eric Frampton)",0.000,0.670
3,6:57,1,10,PHI 26,17,7,"Michael Vick pass incomplete short middle intended for LeSean McCoy. Penalty on Mike McGlynn: Offensive Holding, 10 yards (no play)",0.670,-0.300
3,6:50,1,20,PHI 16,17,7,Michael Vick pass complete short left to DeSean Jackson for 11 yards (tackle by Asher Allen),-0.300,0.270
3,6:16,2,9,PHI 27,17,7,Michael Vick for 7 yards (tackle by Chad Greenway),0.270,0.500
3,5:57,3,2,PHI 34,17,7,LeSean McCoy left end for 7 yards (tackle by Kevin Williams),0.500,1.660
3,5:16,1,10,PHI 41,17,7,Michael Vick pass complete short left to Brent Celek for 6 yards (tackle by Asher Allen),1.660,1.930
3,4:33,2,4,PHI 47,17,7,Michael Vick pass complete short left to Jeremy Maclin for 14 yards (tackle by Chad Greenway),1.930,2.980
3,4:10,1,10,MIN 39,17,7,LeSean McCoy left end for 3 yards (tackle by E.J. Henderson),2.980,2.850
3,3:30,2,7,MIN 36,17,7,Michael Vick for 8 yards (tackle by Chad Greenway),2.850,3.710
3,2:56,1,10,MIN 28,17,7,Michael Vick pass incomplete short right intended for Jeremy Maclin (defended by Ray Edwards),3.710,3.170
3,2:53,2,10,MIN 28,17,7,"Michael Vick middle for 5 yards (tackle by Kevin Williams). Michael Vick fumbles (forced by Kevin Williams), recovered by Jared Allen at MIN-23 (tackle by Jason Peters)",3.170,-0.480
3,2:39,1,10,MIN 23,17,7,Adrian Peterson right tackle for 7 yards (tackle by Mike Patterson),0.480,0.880
3,2:02,2,3,MIN 30,17,7,Adrian Peterson left end for -4 yards (tackle by Darryl Tapp),0.880,-0.360
3,1:19,3,7,MIN 26,17,7,"Joe Webb for 3 yards (tackle by Darryl Tapp). Penalty on Joe Webb: Face Mask (15 Yards), 15 yards",-0.360,-2.340
3,0:53,3,19,MIN 14,17,7,Toby Gerhart middle for 6 yards (tackle by Jamar Chaney),-2.340,-2.030
3,0:19,4,13,MIN 20,17,7,Chris Kluwe punts 33 yards,-2.030,-2.060
3,0:14,1,10,PHI 47,17,7,Michael Vick pass complete short left to Brent Celek for 8 yards (tackle by Ben Leber and Frank Walker),2.060,2.600
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,MIN 45,17,7,Michael Vick pass incomplete deep middle intended for Brent Celek,2.600,1.880
4,14:55,3,2,MIN 45,17,7,Michael Vick pass complete short left to Brent Celek for 5 yards (tackle by Chad Greenway),1.880,2.920
4,14:23,1,10,MIN 40,17,7,LeSean McCoy middle for 5 yards (tackle by E.J. Henderson),2.920,3.050
4,13:48,2,5,MIN 35,17,7,Michael Vick sacked by Jared Allen for -2 yards,3.050,2.080
4,13:06,3,7,MIN 37,17,7,Michael Vick left end for 6 yards (tackle by Frank Walker),2.080,1.410
4,12:24,4,1,MIN 31,17,7,LeSean McCoy right end for 5 yards (tackle by Jamarca Sanford),1.410,3.840
4,11:44,1,10,MIN 26,17,7,LeSean McCoy middle for 1 yard (tackle by E.J. Henderson),3.840,3.430
4,11:07,2,9,MIN 25,17,7,Michael Vick pass incomplete short left intended for DeSean Jackson (defended by Frank Walker),3.430,2.740
4,11:02,3,9,MIN 25,17,7,Michael Vick pass complete short middle to Jeremy Maclin for 15 yards (tackle by Antoine Winfield),2.740,4.910
4,10:26,1,10,MIN 10,17,7,Michael Vick pass incomplete short middle intended for DeSean Jackson (defended by Husain Abdullah),4.910,4.190
4,10:21,2,10,MIN 10,17,13,"Michael Vick middle for 10 yards, touchdown",4.190,7.000
4,,,,MIN 2,17,14,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,17,14,David Akers kicks off 58 yards,0.000,1.600
4,10:17,1,10,MIN 40,17,14,Joe Webb pass incomplete short right intended for Bernard Berrian,1.600,1.050
4,10:11,2,10,MIN 40,17,14,Joe Webb pass complete short left to Bernard Berrian for 8 yards (tackle by Joselio Hanson),1.050,1.420
4,9:35,3,2,MIN 48,17,14,Joe Webb pass complete short right to Lorenzo Booker for 6 yards (tackle by Akeem Jordan),1.420,2.520
4,9:08,1,10,PHI 46,17,14,Adrian Peterson middle for -1 yards (tackle by Quintin Mikell),2.520,1.840
4,8:26,2,11,PHI 47,17,14,Joe Webb pass incomplete short right intended for Visanthe Shiancoe,1.840,1.160
4,8:23,,,,17,14,Timeout #1 by Philadelphia Eagles,0.000,1.160
4,8:23,3,11,PHI 47,17,14,Joe Webb pass complete deep left to Percy Harvin for 19 yards (tackle by Jamar Chaney),1.160,3.710
4,7:46,1,10,PHI 28,17,14,Adrian Peterson left end for 27 yards (tackle by Moise Fokou),3.710,6.970
4,7:11,1,1,PHI 1,17,14,Adrian Peterson middle for no gain. Penalty on PHI: Defensive 12 On-field (no play),6.970,6.970
4,6:49,1,1,PHI 1,23,14,"Adrian Peterson left guard for 1 yard, touchdown",6.970,7.000
4,,,,PHI 2,24,14,"Ryan Longwell kicks extra point good. Penalty on Trent Cole: Illegal Formation, 5 yards",0.000,0.000
4,,,,MIN 35,24,14,"Ryan Longwell kicks off 64 yards, returned by Chad Hall for 15 yards (tackle by Heath Farwell)",0.000,-0.140
4,6:38,1,10,PHI 16,24,14,Michael Vick pass complete short left to LeSean McCoy for 28 yards (tackle by Lito Sheppard),-0.140,1.860
4,6:04,1,10,PHI 44,24,14,Michael Vick pass complete short right to Brent Celek for 5 yards (tackle by Chad Greenway),1.860,1.990
4,5:39,2,5,PHI 49,24,14,Michael Vick pass complete short left to LeSean McCoy for 9 yards (tackle by Antoine Winfield),1.990,2.790
4,5:13,1,10,MIN 42,24,14,Michael Vick pass incomplete short left intended for Jeremy Maclin,2.790,2.240
4,5:09,2,10,MIN 42,24,14,Michael Vick sacked by Letroy Guion for -8 yards,2.240,0.500
4,4:37,3,18,,24,14,Michael Vick pass incomplete deep right intended for Jason Avant,0.500,-0.060
4,4:30,4,18,,24,14,"Saverio Rocca punts 36 yards, fair catch by Greg Camarillo",-0.060,0.280
4,4:23,1,10,MIN 14,24,14,Adrian Peterson middle for 2 yards (tackle by Quintin Mikell),-0.280,-0.510
4,4:18,,,,24,14,Timeout #2 by Philadelphia Eagles,0.000,-0.510
4,4:18,2,8,MIN 16,24,14,Adrian Peterson right tackle for 2 yards (tackle by Mike Patterson),-0.510,-0.920
4,4:14,,,,24,14,Timeout #3 by Philadelphia Eagles,0.000,-0.920
4,4:14,3,6,MIN 18,24,14,Joe Webb left end for 6 yards (tackle by Trevard Lindley and Akeem Jordan),-0.920,0.540
4,3:21,1,10,MIN 24,24,14,Adrian Peterson right end for no gain (tackle by Quintin Mikell),0.540,0.000
4,2:35,2,10,MIN 24,24,14,Joe Webb right end for -1 yards (tackle by Brodrick Bunkley),0.000,-0.820
4,2:00,3,11,MIN 23,24,14,Adrian Peterson left end for 2 yards (tackle by Quintin Mikell),-0.820,-1.700
4,1:13,,,,24,14,Timeout #1 by Minnesota Vikings,0.000,-1.700
4,1:13,4,9,MIN 25,24,14,Chris Kluwe punts 39 yards,-1.700,-1.930
4,1:06,1,10,PHI 45,24,14,"Penalty on Winston Justice: False Start, 5 yards (no play)",1.930,1.600
4,1:06,1,15,PHI 40,24,14,Michael Vick pass complete short middle to Brent Celek for 17 yards (tackle by Antoine Winfield),1.600,2.720
4,0:44,1,10,MIN 43,24,14,Michael Vick pass incomplete deep left intended for DeSean Jackson,2.720,2.180
4,0:27,2,10,MIN 43,24,14,Michael Vick pass complete short left to Brent Celek for 14 yards (tackle by Chad Greenway and Antoine Winfield),2.180,3.640
4,0:07,1,10,MIN 29,24,14,Michael Vick spiked the ball,3.640,3.100
4,0:06,2,10,MIN 29,24,14,Michael Vick pass incomplete short middle intended for LeSean McCoy,3.100,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
