Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2,13:33,2,7,STL 46,3,7,Andre Ellington left end for 4 yards (tackle by Robert Quinn and Michael Brockers),2.190,2.190
2,12:58,2,7,STL 46,3,7,Timeout #1 by Arizona Cardinals,2.190,2.020
2,12:58,3,3,STL 42,3,7,Carson Palmer pass complete short middle to Larry Fitzgerald for 15 yards (tackle by Quinton Pointer),2.020,3.780
2,12:21,1,10,STL 27,3,7,Rashard Mendenhall up the middle for 2 yards (tackle by Darian Stewart),3.780,3.500
2,11:42,2,8,STL 25,3,7,Carson Palmer pass complete short right to Andre Ellington for 8 yards (tackle by Trumaine Johnson),3.500,4.440
2,11:00,1,10,STL 17,3,7,"Carson Palmer pass complete short middle to Jim Dray for 16 yards (tackle by Rodney McLeod). Jim Dray fumbles (forced by Rodney McLeod), recovered by Janoris Jenkins at STL-0. Penalty on Eugene Sims: Personal Foul, 10 yards",4.440,0.380
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,10:53,1,10,STL 10,3,7,Zac Stacy up the middle for 3 yards (tackle by Karlos Dansby),-0.380,-0.560
2,10:10,2,7,STL 13,3,7,Kellen Clemens pass complete short left to Zac Stacy for -4 yards (tackle by Karlos Dansby),-0.560,-1.540
2,9:27,3,11,STL 9,3,7,Kellen Clemens pass complete short right to Lance Kendricks for 15 yards (tackle by Daryl Washington),-1.540,0.540
2,8:48,1,10,STL 24,3,7,Zac Stacy up the middle for 9 yards (tackle by Tyrann Mathieu),0.540,1.210
2,8:05,2,1,STL 33,3,7,Benny Cunningham up the middle for 6 yards (tackle by Karlos Dansby),1.210,1.530
2,7:22,1,10,STL 39,3,7,Benny Cunningham up the middle for 3 yards (tackle by John Abraham),1.530,1.390
2,6:42,2,7,STL 42,3,7,"Kellen Clemens pass complete short middle to Tavon Austin for 3 yards (tackle by Daryl Washington). Penalty on STL: Illegal Formation, 5 yards (no play)",1.390,0.720
2,6:12,2,12,STL 37,3,7,Kellen Clemens pass complete short left to Zac Stacy for 3 yards (tackle by Rashad Johnson),0.720,0.430
2,5:26,3,9,STL 40,3,7,Kellen Clemens left end for 8 yards (tackle by Daryl Washington),0.430,-0.190
2,4:41,4,1,STL 48,3,7,"Johnny Hekker punts 52 yards, touchback",-0.190,-0.280
2,4:31,1,10,ARI 20,3,7,Andre Ellington up the middle for no gain (tackle by Jo-Lonn Dunbar and Kendall Langford),0.280,-0.270
2,3:55,2,10,ARI 20,3,7,Carson Palmer pass complete short left to Rob Housler for 6 yards (tackle by James Laurinaitis),-0.270,-0.160
2,3:09,3,4,ARI 26,3,7,Carson Palmer pass complete short middle to Michael Floyd for 13 yards (tackle by Trumaine Johnson),-0.160,1.530
2,2:31,1,10,ARI 39,3,7,Carson Palmer pass incomplete deep middle intended for Rob Housler,1.530,0.990
2,2:25,2,10,ARI 39,3,7,Carson Palmer pass complete short right to Larry Fitzgerald for 1 yard (tackle by Trumaine Johnson),0.990,0.430
2,2:00,3,9,ARI 40,3,7,"Carson Palmer pass incomplete short left intended for Michael Floyd. Penalty on Janoris Jenkins: Defensive Pass Interference, 15 yards (no play)",0.430,2.590
2,1:55,1,10,STL 45,3,7,Stepfan Taylor left end for 6 yards (tackle by Darian Stewart),2.590,2.850
2,1:30,2,4,STL 39,3,7,"Penalty on Eric Winston: False Start, 5 yards (no play)",2.850,2.180
2,1:30,2,9,STL 44,3,7,Carson Palmer pass complete short right to Stepfan Taylor for 6 yards (tackle by Alec Ogletree),2.180,2.280
2,1:11,3,3,STL 38,3,7,"Carson Palmer pass complete short middle to Larry Fitzgerald for 4 yards (tackle by Rodney McLeod). Penalty on Robert Quinn: Unsportsmanlike Conduct, 15 yards",2.280,4.310
2,1:03,1,10,STL 19,3,7,Carson Palmer pass complete short middle to Larry Fitzgerald for 12 yards (tackle by Rodney McLeod),4.310,4.310
2,0:55,1,10,STL 19,3,7,Timeout #2 by Arizona Cardinals,4.310,5.600
2,0:55,1,7,STL 7,3,13,"Carson Palmer pass complete short middle to Larry Fitzgerald for 7 yards, touchdown",5.600,7.000
2,0:55,,,STL 2,3,14,Jay Feely kicks extra point good,0.000,0.000
2,0:55,,,ARI 35,3,14,"Jay Feely kicks off 67 yards, returned by Tavon Austin for 22 yards (tackle by Jaron Brown)",0.000,-0.280
2,0:43,1,10,STL 20,3,14,"Penalty on Chris Givens: False Start, 5 yards (no play)",0.280,-0.310
2,0:43,1,15,STL 15,3,14,Kellen Clemens pass complete short right to Stedman Bailey for 11 yards (tackle by Jerraud Powers),-0.310,0.540
2,0:24,2,4,STL 26,3,14,"Penalty on Jake Long: False Start, 5 yards (no play)",0.540,0.540
2,0:24,2,4,STL 26,3,14,Timeout #1 by St. Louis Rams,0.540,-0.130
2,0:24,2,9,STL 21,3,14,Kellen Clemens pass complete short right to Stedman Bailey for 18 yards (tackle by Jerraud Powers),-0.130,1.530
2,0:18,1,10,STL 39,3,14,"Kellen Clemens pass incomplete deep right intended for Stedman Bailey. Penalty on Rashad Johnson: Defensive Holding, 5 yards (no play)",1.530,1.860
2,0:13,1,10,STL 44,3,14,Kellen Clemens pass incomplete short right intended for Tavon Austin (defended by Tyrann Mathieu),1.860,1.320
2,0:08,2,10,STL 44,3,14,Kellen Clemens pass incomplete short left intended for Lance Kendricks,1.320,0.630
2,0:03,3,10,STL 44,3,14,Kellen Clemens pass complete deep right to Jared Cook for 31 yards (tackle by Jerraud Powers),0.630,3.910
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,3,14,"Jay Feely kicks off no gain, returned by Tavon Austin for 22 yards (tackle by Antoine Cason)",0.000,0.340
3,14:55,1,10,STL 21,3,14,Kellen Clemens pass incomplete short left intended for Jared Cook (defended by Jerraud Powers),0.340,-0.200
3,14:50,2,10,STL 21,3,20,"Kellen Clemens pass incomplete short right intended for Jared Cook is intercepted by Karlos Dansby at STL-23 and returned for 23 yards, touchdown",-0.200,-7.000
3,14:42,,,STL 2,3,21,Jay Feely kicks extra point good,0.000,0.000
3,14:42,,,ARI 35,3,21,"Jay Feely kicks off 68 yards, returned by Tavon Austin for 19 yards (tackle by Jaron Brown)",0.000,0.140
3,14:38,1,10,STL 16,3,21,Zac Stacy up the middle for 1 yard (tackle by Calais Campbell and Daryl Washington),-0.140,-0.510
3,14:00,2,9,STL 17,3,21,Zac Stacy up the middle for 2 yards (tackle by Karlos Dansby),-0.510,-0.950
3,13:17,3,7,STL 19,3,21,"Kellen Clemens sacked by John Abraham for -10 yards. Kellen Clemens fumbles (forced by John Abraham), recovered by Zac Stacy at STL-12 and returned for 8 yards",-0.950,-2.030
3,12:37,4,6,STL 20,3,21,"Johnny Hekker punts 46 yards, fair catch by Patrick Peterson",-2.030,-1.200
3,12:30,1,10,ARI 34,3,21,"Carson Palmer pass incomplete short left intended for Larry Fitzgerald. Penalty on Janoris Jenkins: Illegal Contact, 5 yards (no play)",1.200,1.530
3,12:26,1,10,ARI 39,3,21,Carson Palmer pass complete short left to Larry Fitzgerald for 6 yards (tackle by Janoris Jenkins),1.530,1.800
3,11:55,2,4,ARI 45,3,21,Rashard Mendenhall right end for no gain (tackle by Trumaine Johnson and Alec Ogletree),1.800,1.090
3,11:13,3,4,ARI 45,3,21,Andre Ellington up the middle for no gain (tackle by Kendall Langford),1.090,-0.390
3,10:43,4,4,ARI 45,3,21,Dave Zastudil punts 54 yards,-0.390,0.380
3,10:33,1,10,STL 1,3,21,Kellen Clemens up the middle for 2 yards (tackle by Karlos Dansby),-0.380,-0.630
3,9:56,2,8,STL 3,3,21,Zac Stacy left tackle for 2 yards (tackle by Calais Campbell),-0.630,-0.950
3,9:15,3,6,STL 5,3,23,"Kellen Clemens sacked by John Abraham for -5 yards, safety",-0.950,-2.000
3,9:15,,,STL 20,3,23,"Johnny Hekker kicks off 53 yards, returned by Tyrann Mathieu for -5 yards (tackle by Isaiah Pead)",0.000,-0.410
3,9:01,1,10,ARI 22,3,23,Rashard Mendenhall up the middle for no gain (tackle by Robert Quinn),0.410,-0.130
3,8:21,2,10,ARI 22,3,23,Carson Palmer pass complete short left to Larry Fitzgerald for 6 yards (tackle by Darian Stewart),-0.130,-0.030
3,7:45,3,4,ARI 28,3,23,Carson Palmer pass complete short middle to Andre Roberts for 8 yards (tackle by William Hayes),-0.030,1.330
3,7:09,1,10,ARI 36,3,23,Carson Palmer sacked by Alec Ogletree for -7 yards,1.330,-0.160
3,6:31,2,17,ARI 29,3,23,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by William Hayes),-0.160,-0.820
3,6:28,3,17,ARI 29,3,23,Carson Palmer pass complete short middle to Andre Ellington for 9 yards (tackle by Rodney McLeod and James Laurinaitis),-0.820,-0.850
3,5:57,4,8,ARI 38,3,23,"Dave Zastudil punts 53 yards, returned by Tavon Austin for 9 yards (tackle by Rashad Johnson). Penalty on Stedman Bailey: Offensive Holding, 5 yards",-0.850,0.380
3,5:47,1,10,STL 5,3,23,Kellen Clemens pass complete short right to Zac Stacy for -2 yards (tackle by Daryl Washington),-0.380,-0.930
3,5:01,2,12,STL 3,3,23,Kellen Clemens pass incomplete short middle intended for Tavon Austin,-0.930,-1.650
3,4:59,3,12,STL 3,3,23,Zac Stacy up the middle for 5 yards (tackle by Yeremiah Bell),-1.650,-2.490
3,4:18,4,7,STL 8,3,23,"Johnny Hekker punts 48 yards, returned by Patrick Peterson for 9 yards (tackle by Chase Reynolds)",-2.490,-2.460
3,4:06,1,10,STL 47,3,23,Carson Palmer pass complete short right to Larry Fitzgerald for 5 yards (tackle by Trumaine Johnson),2.460,2.590
3,3:26,2,5,STL 42,3,23,Carson Palmer pass complete short left to Jim Dray for 7 yards (tackle by Janoris Jenkins),2.590,3.250
3,2:46,1,10,STL 35,3,23,Rashard Mendenhall up the middle for 1 yard (tackle by Jo-Lonn Dunbar),3.250,2.840
3,2:02,2,9,STL 34,3,23,Andre Ellington up the middle for 2 yards (tackle by Eugene Sims),2.840,2.410
3,1:18,3,7,STL 32,3,23,Carson Palmer pass incomplete short left intended for Andre Roberts (defended by Janoris Jenkins),2.410,1.240
3,1:11,4,7,STL 32,3,23,Jay Feely 50 yard field goal no good,1.240,-1.600
3,1:06,1,10,STL 40,3,23,"Tavon Austin left end for 56 yards (tackle by Karlos Dansby). Penalty on Karlos Dansby: Unnecessary Roughness, 2 yards",1.600,6.740
3,0:28,1,2,ARI 2,3,23,Zac Stacy up the middle for 1 yard (tackle by Daryl Washington),6.740,5.910
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,ARI 1,9,23,"Zac Stacy up the middle for 1 yard, touchdown",5.910,7.000
4,15:00,,,ARI 2,10,23,Greg Zuerlein kicks extra point good,0.000,0.000
4,15:00,,,STL 35,10,23,"Johnny Hekker kicks off 61 yards, returned by Javier Arenas for 26 yards (tackle by Cody Davis)",0.000,-0.940
4,14:51,1,10,ARI 30,10,23,Andre Ellington right end for 7 yards (tackle by Alec Ogletree),0.940,1.340
4,14:12,2,3,ARI 37,10,23,Andre Ellington right end for 1 yard (tackle by Kendall Langford and Chris Long),1.340,0.760
4,13:28,3,2,ARI 38,10,23,Carson Palmer pass complete short right to Larry Fitzgerald for 8 yards (tackle by T.J. McDonald),0.760,1.990
4,12:45,1,10,ARI 46,10,23,Rashard Mendenhall right end for -2 yards (tackle by William Hayes),1.990,1.180
4,12:08,2,12,ARI 44,10,23,Rashard Mendenhall up the middle for 6 yards (tackle by Kendall Langford and William Hayes),1.180,1.290
4,11:27,3,6,,10,23,Carson Palmer pass complete short middle to Stepfan Taylor for 1 yard (tackle by Alec Ogletree),1.290,0.000
4,10:54,4,5,STL 49,10,23,"Dave Zastudil punts 49 yards, touchback",0.000,-0.280
,,,,,,,"STL challenged the kick touched ruling, and the original play was overturned.",,
4,10:44,1,10,STL 20,10,23,Kellen Clemens pass incomplete short middle intended for Austin Pettis,0.280,-0.270
4,10:37,2,10,STL 20,10,23,Zac Stacy up the middle for 2 yards (tackle by Rashad Johnson and Calais Campbell),-0.270,-0.270
4,9:49,2,10,STL 20,10,23,Timeout #1 by St. Louis Rams,-0.270,-0.690
4,9:49,3,8,STL 22,10,23,Kellen Clemens sacked by Karlos Dansby for -10 yards,-0.690,-2.490
4,9:49,4,18,STL 12,10,23,"Penalty on Johnny Hekker: Delay of Game, 5 yards (no play)",-2.490,-2.490
4,8:58,4,23,STL 7,10,23,"Johnny Hekker punts 47 yards, returned by Patrick Peterson for -6 yards (tackle by Cody Davis)",-2.490,-1.600
4,8:45,1,10,ARI 40,10,23,Carson Palmer pass complete short right to Rob Housler for 5 yards (tackle by T.J. McDonald),1.600,1.730
4,8:07,2,5,ARI 45,10,23,Rashard Mendenhall up the middle for 11 yards (tackle by Trumaine Johnson),1.730,2.650
4,7:30,1,10,STL 44,10,23,Rashard Mendenhall up the middle for 2 yards (tackle by Jo-Lonn Dunbar),2.650,2.380
4,6:48,2,8,STL 42,10,23,Rashard Mendenhall up the middle for 1 yard (tackle by James Laurinaitis),2.380,1.820
4,6:04,3,7,STL 41,10,23,Carson Palmer pass complete deep left to Jaron Brown for 32 yards (tackle by Janoris Jenkins),1.820,5.140
4,5:20,1,9,STL 9,10,23,Andre Ellington right tackle for 3 yards (tackle by Alec Ogletree),5.140,4.950
4,4:41,2,6,STL 6,10,23,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Trumaine Johnson),4.950,4.040
4,4:35,3,6,STL 6,10,23,Carson Palmer pass incomplete short middle intended for Michael Floyd (defended by James Laurinaitis),4.040,2.990
4,4:31,4,6,STL 6,10,23,Jay Feely 25 yard field goal no good,2.990,-0.280
4,4:27,1,10,STL 20,10,23,Kellen Clemens pass incomplete short left intended for Chris Givens is intercepted by Rashad Johnson at STL-33 and returned for 6 yards (tackle by Austin Pettis),0.280,-3.780
4,4:20,1,10,STL 27,10,23,Stepfan Taylor right end for 3 yards (tackle by T.J. McDonald),3.780,3.640
4,3:37,2,7,STL 24,10,23,"Carson Palmer pass incomplete short middle intended for Michael Floyd (defended by Janoris Jenkins). Penalty on Trumaine Johnson: Illegal Use of Hands, 5 yards (no play)",3.640,4.310
4,3:32,1,10,STL 19,10,23,Rashard Mendenhall up the middle for 2 yards (tackle by Chris Long),4.310,4.030
4,2:51,2,8,STL 17,10,23,Carson Palmer pass complete short right to Michael Floyd for 13 yards (tackle by Trumaine Johnson),4.030,4.030
4,2:39,2,8,STL 17,10,23,Timeout #2 by St. Louis Rams,4.030,6.280
4,2:38,1,4,STL 4,10,23,Rashard Mendenhall up the middle for -1 yards (tackle by Alec Ogletree),6.280,6.280
4,2:35,1,4,STL 4,10,23,Timeout #3 by St. Louis Rams,6.280,5.150
4,2:35,2,5,STL 5,10,23,Andre Ellington right end for -1 yards (tackle by Robert Quinn),5.150,4.040
4,2:00,3,6,STL 6,10,29,"Andre Ellington up the middle for 6 yards, touchdown",4.040,7.000
4,2:00,,,STL 2,10,30,Jay Feely kicks extra point good,0.000,0.000
4,2:00,,,ARI 35,10,30,"Jay Feely kicks off 69 yards, returned by Isaiah Pead for 31 yards (tackle by Alfonso Smith)",0.000,-0.740
4,1:49,1,10,STL 27,10,30,Kellen Clemens pass complete short middle to Benny Cunningham for 6 yards (tackle by Karlos Dansby and Daryl Washington),0.740,1.010
4,1:26,2,4,STL 33,10,30,Kellen Clemens pass incomplete short right intended for Stedman Bailey,1.010,0.300
4,1:23,3,4,STL 33,10,30,Kellen Clemens pass complete short left to Austin Pettis for 19 yards (tackle by Jerraud Powers),0.300,2.390
4,1:17,1,10,ARI 48,10,30,"Kellen Clemens pass incomplete short middle intended for Austin Pettis. Penalty on Jerraud Powers: Defensive Pass Interference, 10 yards (no play)",2.390,3.050
4,1:12,1,10,ARI 38,10,30,Kellen Clemens pass incomplete short middle intended for Austin Pettis (defended by Yeremiah Bell),3.050,2.510
4,1:07,2,10,ARI 38,10,30,Kellen Clemens pass complete short right to Jared Cook for 7 yards (tackle by Daryl Washington),2.510,2.740
4,1:02,3,3,ARI 31,10,30,Kellen Clemens sacked by John Abraham for -9 yards,2.740,0.590
4,0:32,4,12,ARI 40,10,30,Kellen Clemens pass complete short right to Benny Cunningham for 10 yards (tackle by Antoine Cason),0.590,-0.940
4,0:23,1,10,ARI 30,10,30,Carson Palmer kneels for -1 yards,0.940,0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
