Quarter,Time,Tm,Detail,PIT,CIN
1.0,9:56,Steelers,Mewelde Moore 2 yard pass from Ben Roethlisberger (Jeff Reed kick),7,0
,0:42,Steelers,Jeff Reed 21 yard field goal,10,0
2.0,0:36,Bengals,Chad Johnson 5 yard pass from Ryan Fitzpatrick (Dave Rayner kick),10,7
3.0,8:29,Steelers,Mewelde Moore 13 yard rush (Jeff Reed kick),17,7
,2:38,Bengals,Dave Rayner 26 yard field goal,17,10
4.0,8:17,Steelers,Nate Washington 50 yard pass from Ben Roethlisberger (Jeff Reed kick),24,10
,5:17,Steelers,Mewelde Moore 2 yard rush (Jeff Reed kick),31,10
,1:54,Steelers,Hines Ward 16 yard pass from Byron Leftwich (Jeff Reed kick),38,10
