Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
2,10:20,1,1,ATL 1,9,7,"Jonathan Stewart left tackle for 1 yard, touchdown",6.970,7.000
2,,,,ATL 2,10,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,10,7,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,10:13,1,10,ATL 20,10,7,Michael Turner left end for 3 yards (tackle by Sherrod Martin),0.280,0.140
2,9:33,2,7,ATL 23,10,7,Michael Turner left tackle for 2 yards (tackle by Thomas Williams and James Anderson),0.140,-0.300
2,8:59,3,5,ATL 25,10,7,Matt Ryan pass complete short left to Roddy White for 7 yards (tackle by Darius Butler),-0.300,1.070
2,8:15,1,10,ATL 32,10,7,"Michael Turner left end for 33 yards (tackle by Sherrod Martin). Penalty on Roddy White: Unnecessary Roughness, 15 yards",1.070,2.260
2,7:46,1,10,,10,7,Matt Ryan pass incomplete deep left intended for Harry Douglas,2.260,1.710
2,7:41,2,10,,10,7,Jason Snelling left guard for 8 yards (tackle by Sherrod Martin),1.710,2.080
2,7:04,3,2,CAR 42,10,7,Matt Ryan left end for 2 yards (tackle by James Anderson),2.080,2.920
2,6:17,1,10,CAR 40,10,7,Michael Turner left end for no gain (tackle by Antwan Applewhite),2.920,2.370
2,5:43,2,10,CAR 40,10,7,Matt Ryan pass complete short middle to Harry Douglas for 23 yards (tackle by Sherrod Martin and James Anderson),2.370,4.440
2,5:17,1,10,CAR 17,10,7,"Matt Ryan pass incomplete deep right intended for Roddy White. Penalty on Chris Gamble: Defensive Pass Interference, 16 yards, Penalty on Charles Johnson: Defensive 12 On-field (Declined) (no play)",4.440,6.970
2,5:12,1,1,CAR 1,10,7,Michael Turner for no gain (tackle by Jason Phillips),6.970,5.910
2,4:38,2,1,CAR 1,10,7,Ovie Mughelli up the middle for no gain (tackle by Dan Connor),5.910,5.170
2,3:53,3,1,CAR 1,10,13,"Matt Ryan pass complete short left to Ovie Mughelli for 1 yard, touchdown",5.170,7.000
2,,,,CAR 2,10,14,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 35,10,14,"Matt Bosher kicks off 66 yards, returned by Kealoha Pilares for 23 yards (tackle by Lawrence Sidbury)",0.000,0.410
2,3:43,1,10,CAR 22,10,14,DeAngelo Williams left guard for no gain (tackle by Curtis Lofton and Ray Edwards),0.410,-0.130
2,2:57,2,10,CAR 22,10,14,Cam Newton pass incomplete short middle intended for Jeremy Shockey (defended by Curtis Lofton),-0.130,-0.820
2,2:52,3,10,CAR 22,10,14,Cam Newton pass complete short right to Brandon LaFell for 12 yards (tackle by Brent Grimes),-0.820,1.200
2,2:14,1,10,CAR 34,10,14,Cam Newton pass complete short left to Greg Olsen for 7 yards (tackle by Dunta Robinson),1.200,1.600
2,2:00,2,3,CAR 41,10,14,Jonathan Stewart right tackle for 10 yards (tackle by Kelvin Hayden),1.600,2.320
2,1:35,1,10,ATL 49,10,14,"Cam Newton pass complete short right to Jonathan Stewart for 11 yards (tackle by Curtis Lofton). Penalty on John Abraham: Roughing the Passer, 15 yards",2.320,4.040
2,1:26,1,10,ATL 23,10,14,Cam Newton pass incomplete,4.040,3.500
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,1:23,2,10,ATL 23,10,14,Cam Newton right end for 13 yards (tackle by Thomas DeCoud),3.500,4.910
2,0:42,1,10,ATL 10,10,14,Cam Newton pass incomplete short middle intended for Steve Smith is intercepted by Brent Grimes and returned for 29 yards (tackle by Legedu Naanee),4.910,-0.610
2,0:30,1,10,ATL 25,10,14,Matt Ryan pass incomplete deep right intended for Roddy White,0.610,0.060
2,0:25,2,10,ATL 25,10,14,Matt Ryan pass incomplete,0.060,-0.620
2,0:16,3,10,ATL 25,10,14,Matt Ryan pass complete short right to Jason Snelling for 7 yards (tackle by Thomas Williams),-0.620,-1.240
2,0:08,4,3,ATL 32,10,14,Matt Bosher punts 45 yards. Penalty on Antone Smith: Interference with Opportunity to Catch (Declined),-1.240,1.070
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,14,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,10,14,DeAngelo Williams left guard for 2 yards (tackle by Jonathan Babineaux),0.280,0.000
3,14:21,2,8,CAR 22,10,14,Cam Newton pass complete short right to Steve Smith for 4 yards (tackle by Brent Grimes),0.000,-0.160
3,13:36,3,4,CAR 26,10,14,Cam Newton pass complete short middle to Steve Smith for 9 yards (tackle by William Moore),-0.160,1.270
3,12:51,1,10,CAR 35,10,14,DeAngelo Williams right guard for 1 yard (tackle by Stephen Nicholas),1.270,0.860
3,12:15,2,9,CAR 36,10,14,Cam Newton left tackle for 6 yards (tackle by Thomas DeCoud),0.860,0.960
3,11:30,3,3,CAR 42,10,14,Cam Newton right tackle for 4 yards (tackle by Sean Weatherspoon),0.960,1.990
3,10:45,1,10,CAR 46,10,14,"Penalty on Byron Bell: False Start, 5 yards (no play)",1.990,1.660
3,10:23,1,15,CAR 41,10,14,Jonathan Stewart left guard for 4 yards (tackle by Vance Walker),1.660,1.320
3,9:40,2,11,CAR 45,10,14,Cam Newton pass complete short middle to Greg Olsen for 10 yards (tackle by Jonathan Babineaux and William Moore),1.320,1.950
3,8:53,3,1,ATL 45,10,14,Jonathan Stewart up the middle for 11 yards (tackle by Thomas DeCoud),1.950,3.310
3,8:11,1,10,ATL 34,10,14,Cam Newton pass complete short right to Jeremy Shockey for 15 yards (tackle by Thomas DeCoud),3.310,4.310
3,7:23,1,10,ATL 19,10,14,Cam Newton pass incomplete short right intended for Greg Olsen,4.310,3.750
3,7:20,2,10,ATL 19,10,14,Jonathan Stewart up the middle for 5 yards (tackle by Thomas DeCoud),3.750,3.760
3,6:36,3,5,ATL 14,16,14,"Cam Newton left end for 14 yards, touchdown",3.760,7.000
3,,,,ATL 2,17,14,Olindo Mare kicks extra point good,0.000,0.000
3,,,,CAR 35,17,14,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,6:28,1,10,ATL 20,17,14,Michael Turner up the middle for 1 yard (tackle by Charles Johnson),0.280,-0.130
3,5:53,2,9,ATL 21,17,14,Matt Ryan pass complete short right to Tony Gonzalez for 13 yards (tackle by Dan Connor),-0.130,1.200
3,5:21,1,10,ATL 34,17,14,Michael Turner right guard for no gain (tackle by Greg Hardy),1.200,0.660
3,4:41,2,10,ATL 34,17,14,Matt Ryan right tackle for 4 yards (tackle by Antwan Applewhite),0.660,0.500
3,4:06,3,6,ATL 38,17,14,Matt Ryan pass incomplete short middle intended for Roddy White,0.500,-0.850
3,4:01,4,6,ATL 38,17,14,"Matt Bosher punts 46 yards, returned by Armanti Edwards for no gain",-0.850,0.140
3,3:50,1,10,CAR 16,17,14,Cam Newton pass incomplete short right intended for Jeremy Shockey (defended by William Moore),-0.140,-0.660
3,3:43,2,10,CAR 16,17,14,DeAngelo Williams up the middle for 1 yard (tackle by Stephen Nicholas and Corey Peters),-0.660,-1.200
3,2:59,3,9,CAR 17,17,14,Cam Newton sacked by Ray Edwards for -8 yards,-1.200,-2.490
3,2:38,4,17,CAR 9,17,14,"Jason Baker punts 40 yards, fair catch by Eric Weems",-2.490,-2.320
3,2:30,1,10,CAR 49,17,14,Matt Ryan pass incomplete short middle intended for Michael Turner (defended by Charles Johnson),2.320,1.780
3,2:25,2,10,CAR 49,17,14,Michael Turner right end for 14 yards (tackle by Charles Godfrey),1.780,3.250
3,1:48,1,10,CAR 35,17,14,Michael Turner left end for 3 yards (tackle by Dan Connor),3.250,3.110
3,1:05,2,7,CAR 32,17,14,Michael Turner left end for 24 yards (tackle by James Anderson),3.110,5.370
3,0:29,,,,17,14,Timeout #1 by Atlanta Falcons,0.000,5.370
3,0:29,1,8,CAR 8,17,14,Michael Turner right guard for no gain (tackle by Dan Connor and Terrell McClain),5.370,4.570
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,CAR 8,17,14,Matt Ryan pass complete short right to Jacquizz Rodgers for 6 yards (tackle by Jordan Pugh),4.570,4.950
4,14:31,3,2,CAR 2,17,14,Matt Ryan sacked by Charles Johnson for -4 yards,4.950,2.990
4,14:16,,,,17,14,Timeout #1 by Carolina Panthers,0.000,2.990
4,14:15,4,6,CAR 6,17,17,Matt Bryant 24 yard field goal good,2.990,3.000
4,,,,ATL 35,17,17,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
4,14:12,1,10,CAR 20,17,17,"DeAngelo Williams left end for 1 yard (tackle by Curtis Lofton). Penalty on Legedu Naanee: Offensive Holding, 10 yards",0.280,-0.680
4,13:50,1,19,CAR 11,17,17,Jonathan Stewart left end for 4 yards (tackle by Sean Weatherspoon),-0.680,-1.070
4,13:09,2,15,CAR 15,17,17,Cam Newton pass incomplete deep left intended for Steve Smith,-1.070,-1.860
4,13:03,3,15,CAR 15,17,17,Cam Newton pass complete short left to Jonathan Stewart for 12 yards (tackle by William Moore and Thomas DeCoud). Penalty on Byron Bell: Offensive Holding (Declined),-1.860,-1.570
4,12:35,4,3,CAR 27,17,17,Jason Baker punts 41 yards (tackle by Thomas Williams),-1.570,-1.600
4,12:25,1,10,ATL 40,17,17,Matt Ryan pass complete short middle to Michael Turner for 8 yards (tackle by Greg Hardy and James Anderson),1.600,2.130
4,11:50,2,2,ATL 48,17,17,Michael Turner left end for -4 yards (tackle by Charles Johnson),2.130,0.890
4,11:03,3,6,ATL 44,17,17,Matt Ryan pass complete short right to Tony Gonzalez for 11 yards (tackle by James Anderson),0.890,2.590
4,10:16,1,10,CAR 45,17,17,Michael Turner left tackle for -2 yards (tackle by Captain Munnerlyn),2.590,1.770
4,9:36,2,12,CAR 47,17,17,Matt Ryan pass incomplete deep left intended for Harry Douglas,1.770,1.090
4,9:29,3,12,CAR 47,17,17,Matt Ryan pass complete short right to Harry Douglas for 34 yards (tackle by Jordan Pugh),1.090,4.710
4,8:42,1,10,CAR 13,17,17,Matt Ryan pass incomplete short left intended for Michael Turner,4.710,4.050
4,8:37,2,10,CAR 13,17,17,Michael Turner left end for 11 yards (tackle by Charles Godfrey),4.050,6.740
4,7:55,1,2,CAR 2,17,17,Michael Turner right end for 1 yard (tackle by Antwan Applewhite),6.740,5.910
4,7:09,2,1,CAR 1,17,23,"Matt Ryan left guard for 1 yard, touchdown",5.910,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,,,,CAR 2,17,24,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 35,17,24,"Matt Bosher kicks off 63 yards, returned by Kealoha Pilares for 21 yards (tackle by Kelvin Hayden)",0.000,0.480
4,6:54,1,10,CAR 23,17,24,DeAngelo Williams up the middle for 18 yards (tackle by John Abraham),0.480,1.660
4,6:16,1,10,CAR 41,17,24,Cam Newton pass incomplete short left intended for DeAngelo Williams is intercepted by Corey Peters at CAR-40 and returned for 1 yard (tackle by Byron Bell),1.660,-2.980
4,6:06,1,10,CAR 39,17,24,Michael Turner right tackle for 7 yards (tackle by James Anderson),2.980,3.390
4,5:22,2,3,CAR 32,17,24,Michael Turner right end for 6 yards (tackle by Chris Gamble),3.390,3.840
4,4:40,1,10,CAR 26,17,24,Michael Turner right end for 10 yards (tackle by James Anderson and Jason Williams),3.840,4.510
4,3:53,1,10,CAR 16,17,24,Michael Turner left tackle for 2 yards (tackle by Ronald Fields),4.510,4.210
4,3:09,2,8,CAR 14,17,24,Jason Snelling right guard for 2 yards (tackle by Dan Connor),4.210,3.730
4,3:02,,,,17,24,Timeout #2 by Carolina Panthers,0.000,3.730
4,3:02,3,6,CAR 12,17,24,Matt Ryan pass complete short right to Michael Palmer for 8 yards (tackle by Jermale Hines),3.730,6.280
4,2:12,1,4,CAR 4,17,24,Michael Turner left tackle for 2 yards (tackle by Charles Johnson),6.280,5.720
4,2:00,2,2,CAR 2,17,30,"Michael Turner right guard for 2 yards, touchdown",5.720,7.000
4,,,,CAR 2,17,31,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 35,17,31,"Matt Bosher kicks off 65 yards, returned by Kealoha Pilares for 22 yards (tackle by Kelvin Hayden)",0.000,0.410
4,1:50,1,10,CAR 22,17,31,Cam Newton pass complete short left to Greg Olsen for 7 yards,0.410,0.810
4,1:44,2,3,CAR 29,17,31,Cam Newton pass complete short middle to Greg Olsen for 10 yards (tackle by Sean Weatherspoon),0.810,1.530
4,1:23,1,10,CAR 39,17,31,Cam Newton pass incomplete deep middle intended for Greg Olsen (defended by Sean Weatherspoon),1.530,0.990
4,1:17,2,10,CAR 39,17,31,"Cam Newton pass complete deep right to Steve Smith for 24 yards (tackle by William Moore). Steve Smith fumbles (forced by William Moore), ball out of bounds at ATL-37",0.990,3.120
4,0:41,1,10,ATL 37,17,31,Cam Newton up the middle for 1 yard (tackle by Vance Walker),3.120,2.710
4,0:31,,,,17,31,Timeout #3 by Carolina Panthers,0.000,2.710
4,0:30,2,9,ATL 36,17,31,Cam Newton pass incomplete short left intended for Greg Olsen,2.710,2.010
4,0:26,3,9,ATL 36,17,31,Cam Newton pass complete short right to Greg Olsen for 8 yards,2.010,1.720
4,0:19,4,1,ATL 28,17,31,Cam Newton pass complete short middle to Steve Smith for 12 yards (tackle by Curtis Lofton),1.720,4.510
4,0:13,1,10,ATL 16,17,31,Cam Newton spiked the ball,4.510,3.900
4,0:04,2,10,ATL 16,17,31,Cam Newton pass incomplete deep middle intended for Jeremy Shockey is intercepted by Thomas DeCoud and returned for 49 yards (tackle by Jordan Gross),3.900,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
