Quarter,Time,Down,ToGo,Location,DAL,HOU,Detail,EPB,EPA
2,13:58,2,4,DAL 19,0,7,Emmitt Smith left end for 1 yard (tackle by Marcus Coleman),0.030,-0.590
2,13:22,2,4,DAL 19,,,Timeout #1 by Houston Texans,0.030,-0.590
2,13:22,3,3,DAL 20,0,7,Quincy Carter pass complete to Antonio Bryant for 6 yards (tackle by Aaron Glenn),-0.590,0.670
2,12:48,1,10,DAL 26,0,7,Quincy Carter sacked by Kailee Wong for -8 yards,0.670,-1.050
2,12:11,2,18,DAL 18,0,7,Quincy Carter pass incomplete intended for Antonio Bryant is intercepted by Aaron Glenn at DAL-26,-1.050,-3.840
2,12:04,1,10,DAL 26,0,7,Jermaine Lewis right end for 5 yards (tackle by Dexter Coakley),3.840,3.970
2,11:24,2,5,DAL 21,0,7,David Carr pass incomplete intended for Corey Bradford (defended by Mario Edwards),3.970,3.270
2,11:18,3,5,DAL 21,0,7,David Carr sacked for -3 yards,3.270,1.870
2,11:18,4,8,DAL 24,0,10,Kris Brown 42 yard field goal good,1.870,3.000
2,11:18,,,HOU 30,0,10,"Kris Brown kicks off 58 yards, returned by Ken-Yon Rambo for 15 yards (tackle by Jason Simmons). Ken-Yon Rambo fumbles, recovered by Michael Wiley at DAL-25 (tackle by Jason Bell)",0.000,0.610
2,10:25,1,10,DAL 25,0,10,Quincy Carter pass complete to Antonio Bryant for 21 yards (tackle by Aaron Glenn),0.610,1.990
2,9:57,1,10,DAL 46,0,10,Quincy Carter pass complete to Joey Galloway for 16 yards (tackle by Marcus Coleman),1.990,3.050
2,9:33,1,10,HOU 38,0,10,Emmitt Smith left guard for no gain (tackle by Seth Payne),3.050,2.510
2,8:53,2,10,HOU 38,0,10,"Penalty on Solomon Page: False Start, 5 yards (no play)",2.510,1.830
2,8:34,2,15,HOU 43,0,10,Quincy Carter sacked by Gary Walker for -7 yards. Penalty on Solomon Page: Illegal Use of Hands (Declined),1.830,0.230
2,8:09,3,22,,0,10,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Jay Foreman),0.230,-0.060
2,8:02,4,22,,0,10,"Micah Knorr punts 34 yards, fair catch by Jermaine Lewis",-0.060,0.140
2,7:55,1,10,HOU 16,0,10,James Allen right end for 4 yards (tackle by Kevin Hardy),-0.140,0.010
2,7:13,2,6,HOU 20,0,10,David Carr pass complete to Jermaine Lewis for 8 yards (tackle by Dat Nguyen),0.010,0.810
2,6:28,1,10,HOU 28,0,10,James Allen left end for 9 yards (tackle by Brandon Noble),0.810,1.480
2,5:45,2,1,HOU 37,0,10,Jarrod Baxter middle for -1 yards (tackle by Dat Nguyen),1.480,0.630
2,5:10,3,2,HOU 36,0,10,James Allen left end for -2 yards (tackle by Kevin Hardy),0.630,-1.110
2,4:36,4,4,HOU 34,0,10,"Chad Stanley punts 32 yards, returned by Ken-Yon Rambo for -1 yards (tackle by Jeff Posey)",-1.110,-1.140
2,4:26,1,10,DAL 33,0,10,Quincy Carter pass complete to Joey Galloway for 5 yards (tackle by Aaron Glenn),1.140,1.270
2,3:43,2,5,DAL 38,0,10,Quincy Carter pass incomplete intended for Antonio Bryant,1.270,0.560
2,3:38,3,5,DAL 38,0,10,Quincy Carter pass incomplete intended for Michael Wiley,0.560,-0.850
2,3:33,4,5,DAL 38,0,10,"Micah Knorr punts 44 yards, returned by Jermaine Lewis for 8 yards (tackle by Tony Dixon)",-0.850,-0.670
2,3:22,1,10,HOU 26,0,10,David Carr pass complete to Jabar Gaffney for -3 yards (tackle by Mario Edwards),0.670,-0.280
2,2:37,1,10,HOU 26,,,Timeout #2 by Houston Texans,0.670,-0.280
2,2:37,2,13,HOU 23,0,10,Jonathan Wells right end for 5 yards (tackle by Ebenezer Ekuban),-0.280,-0.300
2,2:17,2,13,HOU 23,,,Timeout #1 by Dallas Cowboys,-0.280,-0.300
2,2:17,3,8,HOU 28,0,10,David Carr pass incomplete intended for James Allen,-0.300,-1.500
2,2:13,4,8,HOU 28,0,10,"Chad Stanley punts 44 yards, returned by Joey Galloway for 9 yards (tackle by Kevin Williams). Penalty on Kevin Williams: Personal Foul, 15 yards, Penalty on Jay Foreman: Ineligible Downfield Kick (Declined)",-1.500,-2.390
2,2:01,1,10,HOU 48,0,10,Quincy Carter pass complete to Troy Hambrick for 3 yards (tackle by Jerry DeLoach),2.390,2.250
2,1:54,2,7,HOU 45,0,10,Quincy Carter pass complete to Antonio Bryant for 12 yards (tackle by Aaron Glenn),2.250,3.380
2,1:33,1,10,HOU 33,0,10,"Quincy Carter pass incomplete intended for Ken-Yon Rambo. Penalty on Matt Stevens: Personal Foul, 15 yards",3.380,4.370
2,1:27,1,10,HOU 18,0,10,Troy Hambrick left end for 4 yards (tackle by Jerry DeLoach),4.370,4.430
2,1:06,2,6,HOU 14,0,10,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Kenny Wright),4.430,3.630
2,1:05,2,6,HOU 14,,,Timeout #2 by Dallas Cowboys,4.430,3.630
2,1:05,3,6,HOU 14,0,10,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Kenny Wright),3.630,2.530
2,1:00,4,6,HOU 14,3,10,Billy Cundiff 33 yard field goal good,2.530,3.000
2,1:00,,,DAL 30,3,10,"Micah Knorr kicks off 61 yards, returned by Jermaine Lewis for 27 yards (tackle by Markus Steele)",0.000,1.330
2,0:49,1,10,HOU 36,3,10,David Carr pass complete to James Allen for 10 yards (tackle by Peppi Zellner),1.330,1.990
2,0:24,1,10,HOU 46,3,10,David Carr sacked by Ebenezer Ekuban for 0 yards,1.990,1.450
2,0:24,1,10,HOU 46,,,Timeout #3 by Houston Texans,1.990,1.450
2,0:18,2,10,HOU 46,3,10,David Carr pass incomplete intended for Jermaine Lewis,1.450,0.760
2,0:11,3,10,HOU 46,3,10,"Penalty on HOU: Illegal Substitution, 5 yards (no play)",0.760,0.100
2,0:11,3,15,HOU 41,3,10,James Allen middle for 7 yards (tackle by Dexter Coakley),0.100,-0.190
Quarter,Time,Down,ToGo,Location,DAL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,3,10,"Kris Brown kicks off 69 yards, returned by Ken-Yon Rambo for 20 yards (tackle by Erik Flowers)",0.000,0.340
3,14:54,1,10,DAL 21,3,10,Emmitt Smith left end for 9 yards (tackle by Matt Stevens),0.340,1.020
3,14:15,2,1,DAL 30,3,10,Emmitt Smith right end for 2 yards (tackle by Seth Payne),1.020,1.070
3,13:32,1,10,DAL 32,3,10,Quincy Carter pass complete to Joey Galloway for 8 yards (tackle by Aaron Glenn),1.070,1.610
3,13:10,2,2,DAL 40,3,10,Emmitt Smith left end for no gain (tackle by Jeff Posey),1.610,0.890
3,12:23,3,2,DAL 40,3,10,Quincy Carter pass complete to Joey Galloway for 31 yards (tackle by Matt Stevens),0.890,3.640
3,11:48,1,10,HOU 29,3,10,Troy Hambrick left guard for 4 yards (tackle by Jeff Posey),3.640,3.640
3,11:11,2,6,HOU 25,3,10,Troy Hambrick for 1 yard (tackle by Jeff Posey),3.640,3.070
3,10:28,3,5,HOU 24,3,10,Quincy Carter pass incomplete intended for Ken-Yon Rambo (defended by Aaron Glenn),3.070,1.920
3,10:21,4,5,HOU 24,3,10,Billy Cundiff 42 yard field goal no good,1.920,-1.070
3,10:16,1,10,HOU 32,3,10,James Allen right guard for 3 yards (tackle by Dexter Coakley),1.070,0.930
3,9:39,2,7,HOU 35,3,10,David Carr pass complete to Corey Bradford for 20 yards (tackle by Darren Woodson),0.930,2.590
3,8:54,1,10,DAL 45,3,10,David Carr sacked by Dat Nguyen for -2 yards,2.590,1.770
3,8:23,2,12,DAL 47,3,10,James Allen left end for 4 yards (tackle by Randal Williams and Mario Edwards),1.770,1.620
3,7:39,3,8,DAL 43,3,10,David Carr sacked by Dexter Coakley for -6 yards,1.620,0.000
3,7:13,4,14,DAL 49,3,10,"Chad Stanley punts 33 yards, muffed catch by Ken-Yon Rambo, recovered by Ken-Yon Rambo and returned for no gain",0.000,0.140
3,7:13,1,10,DAL 16,3,10,Quincy Carter pass complete to Emmitt Smith for 9 yards (tackle by Jamie Sharper),-0.140,0.690
3,6:37,2,1,DAL 25,3,10,Emmitt Smith left end for 22 yards (tackle by Keith Mitchell),0.690,2.060
3,5:59,1,10,DAL 47,3,10,Troy Hambrick left end for 7 yards (tackle by Jamie Sharper),2.060,2.460
3,5:21,2,3,HOU 46,9,10,"Michael Wiley left end for 46 yards, touchdown",2.460,7.000
3,5:21,,,HOU 46,10,10,Billy Cundiff kicks extra point good,0.000,0.000
3,5:21,,,DAL 30,10,10,"Micah Knorr kicks off 65 yards, returned by Jermaine Lewis for 14 yards (tackle by Randal Williams)",0.000,0.150
3,5:06,1,10,HOU 19,10,10,David Carr pass incomplete intended for Jabar Gaffney (defended by Kevin Hardy),0.150,-0.390
3,5:02,2,10,HOU 19,10,10,Jonathan Wells middle for 2 yards (tackle by Dat Nguyen),-0.390,-0.810
3,4:17,3,8,HOU 21,10,10,"Penalty on Billy Miller: False Start, 5 yards (no play)",-0.810,-1.590
3,4:17,3,13,HOU 16,10,10,"David Carr pass incomplete intended for Jermaine Lewis (defended by Dexter Coakley). Penalty on Peppi Zellner: Roughing the Passer, 15 yards (no play)",-1.590,1.000
3,4:11,1,10,HOU 31,10,10,James Allen middle for -3 yards (tackle by Kevin Hardy),1.000,0.060
3,3:31,2,13,HOU 28,10,10,David Carr pass complete to Jonathan Wells for 6 yards (tackle by Kevin Hardy),0.060,0.170
3,2:47,3,7,HOU 34,10,10,David Carr pass incomplete intended for Corey Bradford (defended by Bryant Westbrook),0.170,-1.110
3,2:42,4,7,HOU 34,10,10,"Chad Stanley punts 48 yards, returned by Joey Galloway for no gain. Penalty on Duane Hawthorne: Offensive Holding, 9 yards",-1.110,0.380
3,2:31,1,10,DAL 9,10,10,"Penalty on Gary Walker: Neutral Zone Infraction, 5 yards (no play)",-0.380,0.000
3,2:31,1,5,DAL 14,10,10,"Penalty on Flozell Adams: False Start, 5 yards (no play)",0.000,-0.380
3,2:31,1,10,DAL 9,10,10,Quincy Carter pass complete to Antonio Bryant for 8 yards (tackle by Eric Brown),-0.380,-0.020
3,1:57,2,2,DAL 17,10,10,Emmitt Smith left guard for 5 yards (tackle by Seth Payne),-0.020,0.410
3,1:13,2,2,DAL 17,,,Timeout #1 by Dallas Cowboys,-0.020,0.410
3,1:13,1,10,DAL 22,10,10,Quincy Carter pass complete to Joey Galloway for 3 yards (tackle by Kailee Wong),0.410,0.270
3,0:37,2,7,DAL 25,10,10,Quincy Carter pass complete to Emmitt Smith for 3 yards (tackle by Jay Foreman),0.270,-0.030
Quarter,Time,Down,ToGo,Location,DAL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,DAL 28,10,10,Emmitt Smith left guard for 3 yards (tackle by Jamie Sharper),-0.030,-1.310
4,14:16,4,1,DAL 31,10,10,"Micah Knorr punts 47 yards, returned by Jermaine Lewis for 4 yards (tackle by Randal Williams)",-1.310,-0.670
4,14:05,1,10,HOU 26,10,10,Jonathan Wells left end for 1 yard (tackle by John Nix),0.670,0.270
4,13:31,2,9,HOU 27,10,10,"David Carr sacked by Ebenezer Ekuban and Demetric Evans for -11 yards. Penalty on Bryant Westbrook: Illegal Contact, 5 yards (no play)",0.270,1.070
4,13:08,1,10,HOU 32,10,10,Jonathan Wells middle for 3 yards (tackle by Randal Williams),1.070,0.930
4,12:28,2,7,HOU 35,10,16,"David Carr pass complete to Corey Bradford for 65 yards, touchdown",0.930,7.000
4,12:28,,,DAL 35,10,17,Kris Brown kicks extra point good,0.000,0.000
4,12:09,1,10,DAL 21,10,17,James Allen left end for 1 yard (tackle by Dat Nguyen),4.170,3.760
4,11:30,2,9,DAL 20,10,17,David Carr right end for 11 yards (tackle by Dat Nguyen),3.760,5.140
4,10:40,1,9,DAL 9,10,17,"Penalty on David Carr: Delay of Game, 5 yards (no play)",5.140,4.440
4,10:40,1,14,DAL 14,10,17,James Allen middle for 4 yards (tackle by La'Roi Glover),4.440,4.190
4,10:01,2,10,DAL 10,10,17,James Allen right guard for -4 yards (tackle by Darren Woodson and La'Roi Glover),4.190,3.000
4,9:19,3,14,DAL 14,10,17,David Carr pass incomplete intended for James Allen is intercepted by La'Roi Glover at DAL-21 and returned for 7 yards,3.000,-0.810
4,9:13,1,10,DAL 28,10,17,Quincy Carter pass incomplete intended for Troy Hambrick (defended by Jay Foreman),0.810,0.260
4,9:08,2,10,DAL 28,10,17,Quincy Carter pass incomplete intended for Antonio Bryant,0.260,-0.430
4,9:03,3,10,DAL 28,10,17,Quincy Carter pass incomplete intended for Antonio Bryant,-0.430,-1.500
4,8:57,4,10,DAL 28,10,17,"Micah Knorr punts 32 yards, returned by Jermaine Lewis for 5 yards (tackle by Tony Dixon)",-1.500,-1.930
4,8:48,1,10,HOU 45,10,17,Jonathan Wells right end for -5 yards (tackle by La'Roi Glover),1.930,0.710
4,8:11,2,15,HOU 40,10,17,Jonathan Wells middle for 1 yard (tackle by Brandon Noble),0.710,0.170
4,7:32,3,14,HOU 41,10,17,David Carr pass complete to James Allen for 6 yards (tackle by Darren Woodson),0.170,-0.260
4,6:51,4,8,HOU 47,10,17,"Penalty on Jeff Posey: False Start, 5 yards (no play)",-0.260,-0.590
4,6:41,4,13,HOU 42,10,17,"Chad Stanley punts 44 yards, returned by Ken-Yon Rambo for -1 yards (tackle by Jason Bell)",-0.590,0.320
4,6:31,1,10,DAL 13,10,17,Emmitt Smith left end for 3 yards (tackle by Marcus Coleman),-0.320,-0.440
4,6:06,2,7,DAL 16,10,17,Emmitt Smith middle for 1 yard (tackle by Jamie Sharper),-0.440,-0.940
4,5:22,3,6,DAL 17,10,17,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Aaron Glenn),-0.940,-2.320
4,5:18,4,6,DAL 17,10,17,"Micah Knorr punts 38 yards, returned by Jermaine Lewis for 4 yards (tackle by Randal Williams)",-2.320,-2.190
4,5:07,1,10,HOU 49,10,17,James Allen right guard for 2 yards (tackle by Dexter Coakley),2.190,1.920
4,4:24,2,8,DAL 49,10,17,James Allen middle for no gain (tackle by Randal Williams),1.920,1.220
4,3:41,3,8,DAL 49,10,17,James Allen middle for 2 yards (tackle by Randal Williams),1.220,0.130
4,2:56,4,6,DAL 47,10,17,"Penalty on Chad Stanley: Delay of Game, 5 yards (no play)",0.130,-0.190
4,2:56,4,11,HOU 48,10,17,Chad Stanley punts 48 yards,-0.190,0.380
4,2:47,1,10,DAL 4,10,17,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Aaron Glenn). Penalty on DAL: Illegal Shift (Declined),-0.380,-0.780
4,2:42,2,10,DAL 4,10,19,"Quincy Carter sacked by Seth Payne for -4 yards, safety",-0.780,-2.000
4,2:42,2,10,DAL 4,10,19,--,-0.780,0.000
4,2:42,,,DAL 20,10,19,"Micah Knorr kicks off 57 yards, returned by Jermaine Lewis for 13 yards (tackle by Keith Adams). Penalty on Chris Carter: Offensive Holding, 10 yards",0.000,0.670
4,2:32,1,10,HOU 26,10,19,James Allen middle for 2 yards (tackle by La'Roi Glover),0.670,0.400
4,2:24,1,10,HOU 26,,,Timeout #3 by Dallas Cowboys,0.670,0.400
4,2:24,2,8,HOU 28,10,19,James Allen right guard for 3 yards (tackle by Greg Ellis),0.400,0.100
4,2:00,3,5,HOU 31,10,19,James Allen left end for 7 yards (tackle by Ebenezer Ekuban),0.100,1.470
4,1:16,1,10,HOU 38,10,19,David Carr for -2 yards,1.470,0.650
4,0:34,2,12,HOU 36,10,19,David Carr for -2 yards,0.650,-0.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
