Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
3,15:00,,,DEN 30,7,9,"Jason Elam kicks off 67 yards, returned by Travis Minor for 26 yards (tackle by Scottie Montgomery)",0.000,0.870
3,14:55,1,10,MIA 29,7,9,Ricky Williams left tackle for 2 yards (tackle by John Mobley),0.870,0.600
3,14:17,2,8,MIA 31,7,9,"Jay Fiedler sacked by Trevor Pryce for -9 yards. Jay Fiedler fumbles (forced by Trevor Pryce), recovered by Trevor Pryce at MIA-22 (tackle by Jay Fiedler)",0.600,-4.110
3,14:04,1,10,MIA 22,7,9,Brian Griese pass incomplete intended for Rod Smith,4.110,3.560
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
3,13:56,2,10,MIA 22,7,9,Brian Griese pass incomplete intended for Shannon Sharpe,3.560,2.870
3,13:51,3,10,MIA 22,7,9,Brian Griese pass incomplete intended for Mike Anderson,2.870,1.990
3,13:47,4,10,MIA 22,7,12,Jason Elam 40 yard field goal good,1.990,3.000
3,13:47,,,DEN 30,7,12,"Jason Elam kicks off 67 yards, returned by Travis Minor for 22 yards (tackle by Reuben Droughns)",0.000,0.610
3,13:38,1,10,MIA 25,7,12,Ricky Williams middle for no gain (tackle by Trevor Pryce),0.610,0.060
3,12:58,2,10,MIA 25,7,12,Jay Fiedler pass complete to Randy McMichael for 6 yards (tackle by Al Wilson),0.060,0.170
3,12:16,3,4,MIA 31,7,12,Jay Fiedler pass complete to Dedric Ward for 8 yards (tackle by Tyrone Poole),0.170,1.530
3,11:37,1,10,MIA 39,7,12,Ricky Williams right tackle for 3 yards (tackle by Montae Reagor),1.530,1.390
3,11:07,2,7,MIA 42,7,12,Jay Fiedler pass complete to Rob Konrad for 6 yards (tackle by John Mobley and Denard Walker),1.390,1.490
3,10:22,3,1,MIA 48,7,12,Jay Fiedler pass incomplete intended for James McKnight (defended by Izell Reese),1.490,-0.190
3,10:15,4,1,MIA 48,7,12,Mark Royals punts 51 yards,-0.190,0.380
3,10:04,1,10,DEN 2,7,12,"Penalty on Tim Bowens: Defensive Offside, 5 yards (no play)",-0.380,-0.190
3,10:04,1,5,DEN 7,7,12,Clinton Portis right tackle for 3 yards (tackle by Zach Thomas),-0.190,-0.200
3,9:32,2,2,DEN 10,7,12,Clinton Portis middle for 2 yards (tackle by Adewale Ogunleye),-0.200,-0.350
3,8:49,1,10,DEN 12,7,12,Brian Griese pass complete to Ed McCaffrey for 22 yards (tackle by Patrick Surtain),-0.350,1.200
3,8:07,1,10,DEN 34,7,12,Brian Griese sacked by Adewale Ogunleye for -6 yards,1.200,-0.150
3,7:42,2,16,DEN 28,7,12,Brian Griese pass complete to Shannon Sharpe for 3 yards (tackle by Arturo Freeman),-0.150,-0.430
3,6:50,3,13,DEN 31,7,12,Brian Griese sacked by Jason Taylor for -13 yards,-0.430,-2.240
3,6:27,4,26,DEN 18,7,12,"Tom Rouen punts 46 yards, returned by Dedric Ward for 34 yards (tackle by Matt Lepsis)",-2.240,-3.580
3,6:15,1,10,DEN 30,7,12,Jay Fiedler pass incomplete intended for Randy McMichael (defended by John Mobley),3.580,3.030
3,6:12,2,10,DEN 30,7,12,Ricky Williams left guard for -5 yards (tackle by Chester McGlockton),3.030,1.680
3,5:30,3,15,DEN 35,7,12,Jay Fiedler pass complete to Robert Edwards for -2 yards (tackle by Montae Reagor),1.680,0.790
3,4:42,4,17,DEN 37,7,12,"Mark Royals punts 14 yards, out of bounds",0.790,-0.540
3,4:35,1,10,DEN 24,7,12,Clinton Portis middle for 2 yards (tackle by Jay Williams),0.540,0.270
3,3:57,2,8,DEN 26,7,12,"Clinton Portis left end for 4 yards (tackle by Sam Madison). Penalty on Ephraim Salaam: Offensive Holding, 10 yards (no play)",0.270,-1.220
3,3:38,2,18,DEN 16,7,12,Brian Griese pass complete to Ed McCaffrey for 9 yards (tackle by Brock Marion and Patrick Surtain),-1.220,-0.560
3,2:52,3,9,DEN 25,7,12,Brian Griese pass incomplete intended for Scottie Montgomery,-0.560,-1.700
3,2:48,4,9,DEN 25,7,12,"Tom Rouen punts 54 yards, returned by Dedric Ward for 13 yards. Penalty on Ray Green: Offensive Holding, 10 yards",-1.700,-0.540
3,2:37,1,10,MIA 24,7,12,Jay Fiedler pass complete to Randy McMichael for 6 yards (tackle by Deltha O'Neal and Al Wilson),0.540,0.810
3,2:12,2,4,MIA 30,7,12,Ricky Williams left end for 3 yards (tackle by Trevor Pryce),0.810,0.500
3,1:21,3,1,MIA 33,7,12,Ricky Williams right tackle for no gain (tackle by Kavika Pittman and Lional Dalton),0.500,-1.180
3,0:41,4,1,MIA 33,7,12,"Mark Royals punts 41 yards, returned by Deltha O'Neal for 13 yards (tackle by Trent Gamble)",-1.180,-1.530
3,0:29,1,10,DEN 39,7,12,Brian Griese pass complete to Shannon Sharpe for 9 yards (tackle by Brock Marion),1.530,2.200
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,DEN 48,7,12,"Penalty on Dan Neil: False Start, 5 yards (no play)",2.200,1.530
4,15:00,2,6,DEN 43,7,12,Clinton Portis left guard for 5 yards,1.530,1.490
4,14:22,3,1,DEN 48,7,12,Clinton Portis right tackle for 9 yards (tackle by Brock Marion and Zach Thomas),1.490,2.720
4,13:46,1,10,MIA 43,7,12,Clinton Portis right tackle for 5 yards (tackle by Patrick Surtain and Zach Thomas),2.720,2.850
4,13:10,2,5,MIA 38,7,12,Brian Griese pass incomplete intended for Dwayne Carswell,2.850,2.150
4,13:06,3,5,MIA 38,7,12,Brian Griese pass incomplete intended for Rod Smith is intercepted by Sam Madison at MIA-33 and returned for 15 yards,2.150,-2.130
4,12:56,1,10,MIA 48,7,12,Jay Fiedler pass complete to Oronde Gadsden for 16 yards (tackle by Izell Reese),2.130,3.180
4,12:21,1,10,DEN 36,7,12,Ricky Williams left end for 1 yard (tackle by Ian Gold and Al Wilson),3.180,2.770
4,11:37,2,9,DEN 35,7,12,Jay Fiedler pass complete to Ricky Williams for 10 yards (tackle by Al Wilson),2.770,3.910
4,11:14,1,10,DEN 25,7,12,James McKnight right end for 16 yards (tackle by Deltha O'Neal),3.910,5.140
4,10:24,1,9,DEN 9,7,12,Ricky Williams right end for 7 yards (tackle by Izell Reese),5.140,5.720
4,9:52,2,2,DEN 2,7,12,"Ricky Williams right guard for 2 yards. Penalty on Randy McMichael: False Start, 5 yards (no play)",5.720,0.000
4,9:52,,,DEN 2,7,9,Olindo Mare kicks extra point good,0.000,0.000
4,9:52,,,MIA 30,7,12,"Olindo Mare kicks off 67 yards, returned by Kevin Kasper for 23 yards (tackle by Ray Green)",0.000,0.670
4,9:42,1,10,DEN 26,7,12,Clinton Portis right tackle for 5 yards (tackle by Derrick Rodgers),0.670,0.810
4,9:19,2,5,DEN 31,7,12,"Penalty on Shannon Sharpe: False Start, 5 yards (no play)",0.810,0.130
4,9:06,2,10,DEN 26,7,12,Brian Griese pass complete to Rod Smith for 7 yards (tackle by Sam Madison),0.130,0.370
4,8:26,3,3,DEN 33,13,12,"Brian Griese pass incomplete is intercepted by Patrick Surtain at DEN-40 and returned for 40 yards, touchdown",0.370,-7.000
4,8:13,,,DEN 33,14,12,Olindo Mare kicks extra point good,0.000,0.000
4,8:13,,,MIA 30,14,12,"Olindo Mare kicks off 69 yards, returned by Kevin Kasper for 19 yards (tackle by Tommy Hendricks)",0.000,0.280
4,8:08,1,10,DEN 20,14,12,Brian Griese pass incomplete intended for Rod Smith,0.280,-0.270
4,8:03,2,10,DEN 20,14,12,Brian Griese pass incomplete (defended by Jason Taylor),-0.270,-0.960
4,7:56,3,10,DEN 20,14,12,"Brian Griese pass complete to Rod Smith for 9 yards (tackle by Arturo Freeman). Penalty on Matt Lepsis: Illegal Formation, 5 yards (no play)",-0.960,-1.860
4,7:28,3,15,DEN 15,14,12,Brian Griese pass complete to Clinton Portis for 21 yards (tackle by Brock Marion),-1.860,1.330
4,6:48,1,10,DEN 36,14,12,Brian Griese pass complete to Ashley Lelie for 11 yards (tackle by Sam Madison),1.330,2.060
4,6:06,1,10,DEN 47,14,12,Brian Griese for 11 yards,2.060,2.790
4,5:34,1,10,MIA 42,14,12,Brian Griese pass incomplete intended for Ed McCaffrey,2.790,2.240
4,5:26,2,10,MIA 42,14,12,Brian Griese pass complete to Ed McCaffrey for 9 yards (tackle by Arturo Freeman),2.240,2.740
4,5:03,3,1,MIA 33,14,12,Brian Griese right guard for 3 yards (tackle by Jay Williams),2.740,3.580
4,4:28,1,10,MIA 30,14,12,Brian Griese pass complete to Clinton Portis for 9 yards (tackle by Brock Marion),3.580,4.250
4,3:52,2,1,MIA 21,14,12,"Brian Griese pass complete to Shannon Sharpe for 13 yards (tackle by Derrick Rodgers). Penalty on David Bowens: Roughing the Passer, 4 yards",4.250,6.280
4,3:46,1,4,MIA 4,14,12,"Brian Griese pass incomplete intended for Shannon Sharpe. Penalty on Brock Marion: Defensive Pass Interference, 3 yards (no play)",6.280,6.970
4,3:41,1,1,MIA 1,20,12,"Brian Griese pass complete to Mike Anderson for 1 yard, touchdown",6.970,-7.000
4,3:41,,,MIA 1,21,12,Jason Elam kicks extra point good,0.000,0.000
4,3:41,,,DEN 30,21,12,"Jason Elam kicks off 57 yards, returned by Travis Minor for 30 yards (tackle by Lenny Walls). Penalty on Keith Burns: Offensive Offside (Declined)",0.000,1.800
4,3:30,1,10,MIA 43,21,12,Jay Fiedler pass complete to Ricky Williams for 5 yards (tackle by Al Wilson),1.800,1.930
4,3:23,2,5,MIA 48,21,12,Jay Fiedler pass incomplete intended for Randy McMichael,1.930,1.220
4,3:19,3,5,MIA 48,21,12,Jay Fiedler pass complete to Oronde Gadsden for 6 yards (tackle by Deltha O'Neal),1.220,2.520
4,3:02,3,5,MIA 48,,,Timeout #1 by Denver Broncos,1.220,2.520
4,3:02,1,10,DEN 46,21,12,Ricky Williams left guard for 4 yards (tackle by Kavika Pittman),2.520,2.520
4,2:51,1,10,DEN 46,,,Timeout #2 by Denver Broncos,2.520,2.520
4,2:51,2,6,DEN 42,21,12,Ricky Williams middle for 4 yards (tackle by Kenoy Kennedy),2.520,2.350
4,2:42,2,6,DEN 42,,,Timeout #3 by Denver Broncos,2.520,2.350
4,2:42,3,2,DEN 38,21,12,Jay Fiedler for -9 yards (tackle by Trevor Pryce),2.350,0.130
4,2:03,4,11,DEN 47,21,12,"Mark Royals punts 47 yards, touchback",0.130,-0.280
4,1:51,1,10,DEN 20,21,12,Brian Griese pass complete to Clinton Portis for 10 yards (tackle by Brock Marion),0.280,0.940
4,1:45,1,10,DEN 30,21,12,"Brian Griese pass incomplete intended for Clinton Portis. Penalty on Patrick Surtain: Illegal Use of Hands, 5 yards (no play)",0.940,1.270
4,1:41,1,10,DEN 35,21,12,Brian Griese pass complete to Ashley Lelie for 30 yards (tackle by Patrick Surtain),1.270,3.250
4,1:35,1,10,MIA 35,21,12,Clinton Portis right tackle for -2 yards (tackle by Morlon Greenwood),3.250,2.430
4,0:59,2,12,MIA 37,21,12,Brian Griese pass incomplete intended for Rod Smith,2.430,1.750
4,0:54,2,12,MIA 37,,,Timeout #1 by Miami Dolphins,2.430,1.750
4,0:54,3,12,MIA 37,21,12,Brian Griese pass incomplete intended for Ed McCaffrey (defended by Arturo Freeman),1.750,0.790
4,0:50,4,12,MIA 37,21,18,Jason Elam 55 yard field goal good,0.790,3.000
4,0:50,,,DEN 30,21,19,"Jason Elam kicks off 65 yards, returned by Travis Minor for 21 yards (tackle by Reuben Droughns)",0.000,0.670
4,0:40,1,10,MIA 26,21,19,Jay Fiedler pass incomplete intended for Randy McMichael,0.670,0.130
4,0:35,2,10,MIA 26,21,19,Jay Fiedler pass incomplete intended for Dedric Ward,0.130,-0.560
4,0:29,3,10,MIA 26,21,19,Jay Fiedler pass complete to Randy McMichael for 17 yards (tackle by Al Wilson),-0.560,1.800
4,0:20,3,10,MIA 26,,,Timeout #2 by Miami Dolphins,-0.560,1.800
4,0:20,1,10,MIA 43,21,19,Jay Fiedler pass complete to Dedric Ward for 22 yards (tackle by Al Wilson),1.800,3.250
4,0:11,1,10,MIA 43,,,Timeout #3 by Miami Dolphins,1.800,3.250
4,0:11,1,10,DEN 35,21,22,"Olindo Mare 53 yard field goal good. Penalty on Chester McGlockton: Unnecessary Roughness, 15 yards",3.250,-3.000
4,0:11,,,MIA 45,21,22,"Olindo Mare kicks off 55 yards, touchback",0.000,0.280
4,0:06,1,10,DEN 20,21,22,"Brian Griese pass complete to Rod Smith for 14 yards, lateral to Clinton Portis for no gain (tackle by Jamar Fletcher)",0.280,1.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
