Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
1,3:17,1,13,SFO 13,0,7,Kevin Kolb pass complete short left to Jason Avant for 5 yards (tackle by Nate Clements),4.530,4.570
1,2:23,2,8,SFO 8,6,7,"Kevin Kolb pass complete short right to Brent Celek for 8 yards, touchdown",4.570,7.000
1,,,,SFO 2,7,7,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,7,7,"David Akers kicks off 67 yards, returned by Ted Ginn for 23 yards (tackle by Dimitri Patterson)",0.000,0.670
1,2:18,1,10,SFO 26,7,7,Frank Gore left guard for 1 yard (tackle by Mike Patterson),0.670,0.270
1,1:44,2,9,SFO 27,7,7,Frank Gore right end for 1 yard (tackle by Quintin Mikell),0.270,-0.300
1,1:02,3,8,SFO 28,7,7,Alex Smith pass complete short middle to Michael Crabtree for 14 yards (tackle by Trevard Lindley),-0.300,1.730
1,0:23,1,10,SFO 42,7,7,"Frank Gore right guard for 3 yards (tackle by Moise Fokou). Frank Gore fumbles (forced by Moise Fokou), recovered by Ernie Sims at SFO-45 (tackle by Joe Staley)",1.730,-2.590
1,0:16,1,10,SFO 45,7,7,Kevin Kolb pass complete short right to Jeremy Maclin for 13 yards (tackle by Dashon Goldson),2.590,3.450
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 32,7,7,LeSean McCoy left guard for 3 yards (tackle by Takeo Spikes),3.450,3.310
2,14:27,2,7,SFO 29,7,7,Kevin Kolb pass complete short middle to Jeremy Maclin for 9 yards (tackle by Shawntae Spencer),3.310,4.240
2,13:45,1,10,SFO 20,7,7,LeSean McCoy middle for 5 yards (tackle by Patrick Willis),4.240,4.450
2,13:05,2,5,SFO 15,7,7,Kevin Kolb sacked by Justin Smith for -5 yards,4.450,3.010
2,12:35,3,10,SFO 20,7,7,Kevin Kolb pass complete short right to Owen Schmitt for 6 yards (tackle by Nate Clements),3.010,2.580
2,11:45,4,4,SFO 14,10,7,David Akers 33 yard field goal good,2.580,3.000
2,,,,PHI 30,10,7,"David Akers kicks off 59 yards, returned by Ted Ginn for 18 yards (tackle by Dimitri Patterson)",0.000,0.870
2,11:41,1,10,SFO 29,10,7,Frank Gore right tackle for 2 yards (tackle by Antonio Dixon),0.870,0.600
2,11:00,2,8,SFO 31,10,7,"Penalty on Trent Cole: Neutral Zone Infraction, 5 yards (no play)",0.600,1.270
2,10:38,2,3,SFO 36,10,7,Frank Gore right guard for 2 yards (tackle by Juqua Parker),1.270,0.830
2,9:59,3,1,SFO 38,10,7,Alex Smith pass complete deep middle to Ted Ginn for 17 yards (tackle by Quintin Mikell),0.830,2.590
2,9:09,1,10,PHI 45,10,7,"Frank Gore middle for no gain (tackle by Mike Patterson). Penalty on Vernon Davis: Illegal Formation, 5 yards (no play)",2.590,2.260
2,8:39,1,15,,10,7,Alex Smith right end for 3 yards (tackle by Joselio Hanson),2.260,1.770
2,7:54,2,12,PHI 47,10,7,Alex Smith pass incomplete deep right intended for Ted Ginn is intercepted by Dimitri Patterson at PHI-3,1.770,0.380
2,7:47,1,10,PHI 3,10,7,Mike Bell middle for 3 yards (tackle by Aubrayo Franklin),-0.380,-0.560
2,7:06,2,7,PHI 6,10,7,LeSean McCoy left tackle for 14 yards (tackle by Taylor Mays),-0.560,0.280
2,6:31,1,10,PHI 20,10,7,Kevin Kolb pass incomplete short right intended for DeSean Jackson (defended by Nate Clements),0.280,-0.270
2,6:26,2,10,PHI 20,10,7,LeSean McCoy left guard for 1 yard (tackle by Ray McDonald),-0.270,-0.820
2,5:40,3,9,PHI 21,10,7,Kevin Kolb sacked by Justin Smith for -4 yards,-0.820,-2.320
2,5:06,4,13,PHI 17,10,7,"Saverio Rocca punts 51 yards. Penalty on Keaton Kristick: Illegal Block Above the (Declined), Penalty on Dominique Zeigler: Illegal Block Above the , 10 yards",-2.320,-0.280
2,4:51,1,10,SFO 20,10,7,Alex Smith pass incomplete short right intended for Josh Morgan (defended by Quintin Mikell),0.280,-0.270
2,4:32,2,10,SFO 20,10,7,Frank Gore left end for -4 yards (tackle by Brandon Graham),-0.270,-1.690
2,3:48,3,14,SFO 16,10,7,Frank Gore right tackle for 9 yards (tackle by Quintin Mikell),-1.690,-1.700
2,3:12,4,5,SFO 25,10,7,"Andy Lee punts 50 yards, returned by DeSean Jackson for 22 yards (tackle by Tarell Brown)",-1.700,-2.060
2,3:03,1,10,PHI 47,10,7,Kevin Kolb pass complete deep middle to DeSean Jackson for 20 yards (tackle by Nate Clements),2.060,3.380
2,2:18,1,10,SFO 33,10,7,Kevin Kolb pass complete short left to DeSean Jackson for 4 yards (tackle by Dashon Goldson),3.380,3.380
2,2:00,2,6,SFO 29,16,7,"LeSean McCoy right guard for 29 yards, touchdown",3.380,7.000
2,,,,SFO 2,17,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,17,7,"David Akers kicks off 74 yards, touchback",0.000,0.280
2,1:53,1,10,SFO 20,17,7,"Penalty on Anthony Davis: False Start, 5 yards (no play)",0.280,-0.310
2,1:53,1,15,SFO 15,17,7,Alex Smith pass complete short right to Michael Crabtree for 17 yards (tackle by Trent Cole),-0.310,1.070
2,1:43,1,10,SFO 32,17,7,Alex Smith pass complete short right to Frank Gore for 11 yards (tackle by Trevard Lindley),1.070,1.800
2,1:18,1,10,SFO 43,17,7,Alex Smith pass complete short right to Michael Crabtree for 22 yards (tackle by Nate Allen),1.800,3.250
2,1:12,1,10,PHI 35,17,7,Alex Smith pass incomplete short right intended for Frank Gore (defended by Nate Allen),3.250,2.700
2,1:09,2,10,PHI 35,17,7,Alex Smith pass complete short right to Vernon Davis for 3 yards (tackle by Quintin Mikell and Stewart Bradley),2.700,2.410
2,1:02,,,,17,7,Timeout #1 by San Francisco 49ers,0.000,2.410
2,1:02,3,7,PHI 32,17,7,"Alex Smith pass complete short left to Dominique Zeigler for 4 yards (tackle by Joselio Hanson). Penalty on Chilo Rachal: Ineligible Downfield Pas, 5 yards (no play)",2.410,1.750
2,0:57,3,12,PHI 37,17,7,"Alex Smith pass incomplete deep left intended for Michael Crabtree. Penalty on Juqua Parker: Defensive Offside, 5 yards (no play)",1.750,2.410
2,0:52,3,7,PHI 32,17,7,Alex Smith pass incomplete short left intended for Michael Crabtree (defended by Juqua Parker),2.410,1.240
2,0:47,4,7,PHI 32,17,10,Joe Nedney 50 yard field goal good,1.240,3.000
2,,,,SFO 30,17,10,"Joe Nedney kicks off 67 yards, returned by Ellis Hobbs for 34 yards (tackle by NaVorro Bowman)",0.000,1.400
2,0:36,1,10,PHI 37,17,10,Kevin Kolb pass incomplete short right intended for Brent Celek,1.400,0.860
2,0:32,2,10,PHI 37,17,10,Kevin Kolb pass complete short right to Brent Celek for 7 yards (tackle by Parys Haralson),0.860,1.090
2,0:25,3,3,PHI 44,17,10,"Kevin Kolb sacked by Manny Lawson for -9 yards. Kevin Kolb fumbles (forced by Manny Lawson), recovered by Parys Haralson at PHI-35 (tackle by King Dunlap)",1.090,-3.250
2,0:16,1,10,PHI 35,17,10,Alex Smith pass complete short left to Michael Crabtree for 13 yards (tackle by Joselio Hanson),3.250,4.110
2,0:10,1,10,PHI 22,17,10,Alex Smith pass incomplete deep right intended for Vernon Davis,4.110,3.560
2,0:05,2,10,PHI 22,17,10,Joe Nedney 40 yard field goal no good,3.560,-0.940
2,0:02,1,10,PHI 30,17,10,Kevin Kolb kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,17,10,"Joe Nedney kicks off 73 yards, returned by Ellis Hobbs for 22 yards (tackle by Keaton Kristick). Penalty on Taylor Mays: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,SFO 25,17,10,"Joe Nedney kicks off 71 yards, returned by Ellis Hobbs for 16 yards (tackle by Curtis Taylor)",0.000,0.280
3,14:49,1,10,PHI 20,17,10,LeSean McCoy middle for 5 yards (tackle by Patrick Willis),0.280,0.410
3,14:14,2,5,PHI 25,17,10,Kevin Kolb pass complete deep left to Jeremy Maclin for 41 yards (tackle by Shawntae Spencer),0.410,3.310
3,13:32,1,10,SFO 34,17,10,Mike Bell right tackle for 1 yard (tackle by Takeo Spikes),3.310,2.910
3,12:52,2,9,SFO 33,17,10,Kevin Kolb pass incomplete deep right intended for Jeremy Maclin (defended by Nate Clements),2.910,2.210
3,12:46,3,9,SFO 33,17,10,Kevin Kolb pass incomplete deep middle intended for Brent Celek,2.210,1.150
3,12:40,4,9,SFO 33,17,10,"Saverio Rocca punts 15 yards, fair catch by Ted Ginn",1.150,-0.040
3,12:33,1,10,SFO 18,17,10,Alex Smith pass incomplete short left intended for Vernon Davis,0.040,-0.490
3,12:28,2,10,SFO 18,17,10,"Penalty on Anthony Davis: False Start, 5 yards (no play)",-0.490,-1.140
3,12:28,2,15,SFO 13,17,10,Alex Smith sacked by Antonio Dixon for -6 yards,-1.140,-2.710
3,11:52,3,21,SFO 7,17,10,Alex Smith pass complete deep right to Vernon Davis for 31 yards (tackle by Nate Allen),-2.710,1.470
3,11:20,1,10,SFO 38,17,10,Frank Gore right tackle for 16 yards (tackle by Nate Allen and Trent Cole),1.470,2.520
3,10:43,1,10,PHI 46,17,10,"Frank Gore right tackle for 2 yards (tackle by Ernie Sims). Frank Gore fumbles (forced by Ernie Sims), recovered by Quintin Mikell at PHI-44 (tackle by David Baas)",2.520,-1.860
3,10:32,1,10,PHI 44,17,10,Kevin Kolb pass complete short right to LeSean McCoy for 6 yards (tackle by Takeo Spikes),1.860,2.130
3,10:02,2,4,,17,10,LeSean McCoy middle for 2 yards (tackle by Manny Lawson),2.130,1.690
3,9:22,3,2,SFO 48,17,10,Kevin Kolb pass complete short middle to Chad Hall for 9 yards (tackle by Tarell Brown),1.690,2.980
3,8:48,1,10,SFO 39,17,10,Mike Bell middle for 3 yards (tackle by Travis LaBoy),2.980,2.850
3,8:14,2,7,SFO 36,17,10,LeSean McCoy left tackle for 6 yards (tackle by Patrick Willis),2.850,2.940
3,7:35,3,1,SFO 30,17,10,Eldra Buckley left guard for no gain (tackle by Dashon Goldson),2.940,1.520
3,6:49,4,1,SFO 30,17,10,Kevin Kolb pass incomplete short right intended for Brent Celek (defended by Dashon Goldson),1.520,-0.940
3,6:43,1,10,SFO 30,17,10,Alex Smith pass incomplete short left intended for Moran Norris,0.940,0.390
3,6:38,2,10,SFO 30,17,10,Frank Gore middle for 2 yards (tackle by Stewart Bradley),0.390,-0.030
3,5:54,3,8,SFO 32,17,10,Alex Smith middle for 2 yards (tackle by Darryl Tapp),-0.030,-1.110
3,5:20,4,6,SFO 34,17,10,"Andy Lee punts 51 yards, returned by DeSean Jackson for 1 yard (tackle by Anthony Dixon)",-1.110,0.140
3,5:06,1,10,PHI 16,17,10,LeSean McCoy right guard for 3 yards (tackle by Ray McDonald),-0.140,-0.180
3,4:28,2,7,PHI 19,17,10,Kevin Kolb pass complete short left to LeSean McCoy for 17 yards (tackle by Dashon Goldson),-0.180,1.330
3,3:58,1,10,PHI 36,17,10,LeSean McCoy middle for no gain (tackle by Takeo Spikes and Parys Haralson),1.330,0.790
3,3:18,2,10,PHI 36,17,10,Kevin Kolb sacked by Travis LaBoy for -8 yards,0.790,-0.960
3,2:48,3,18,PHI 28,17,10,Kevin Kolb right end for 19 yards (tackle by Will Peterson),-0.960,2.060
3,2:11,1,10,PHI 47,17,10,LeSean McCoy left end for 5 yards (tackle by Patrick Willis),2.060,2.190
3,1:32,2,5,SFO 48,17,10,LeSean McCoy left tackle for 5 yards (tackle by Justin Smith),2.190,2.720
3,1:02,1,10,SFO 43,17,10,Kevin Kolb pass incomplete short left intended for Brent Celek,2.720,2.180
3,0:57,2,10,SFO 43,17,10,"Penalty on Todd Herremans: False Start, 5 yards (no play)",2.180,1.500
3,0:57,2,15,SFO 48,17,10,Kevin Kolb pass incomplete short left intended for Jeremy Maclin (defended by Patrick Willis),1.500,0.830
3,0:53,3,15,SFO 48,17,10,Kevin Kolb pass complete short middle to Owen Schmitt for 13 yards (tackle by NaVorro Bowman),0.830,0.990
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,SFO 35,17,10,David Akers 53 yard field goal no good,0.990,-1.860
4,14:55,1,10,SFO 44,17,10,Alex Smith pass complete short right to Josh Morgan for 16 yards (tackle by Stewart Bradley),1.860,2.920
4,14:20,1,10,PHI 40,17,10,Frank Gore middle for 5 yards (tackle by Stewart Bradley),2.920,3.050
4,13:40,2,5,PHI 35,23,10,"Alex Smith sacked by Brandon Graham for -13 yards. Alex Smith fumbles (forced by Brandon Graham), recovered by Quintin Mikell at PHI-48 and returned for 52 yards, touchdown",3.050,-7.000
4,,,,SFO 2,24,10,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,24,10,"David Akers kicks off 65 yards, returned by Ted Ginn for 35 yards (tackle by Jamar Chaney)",0.000,1.600
4,13:17,1,10,SFO 40,24,10,Alex Smith pass incomplete short right intended for Michael Crabtree,1.600,1.050
4,13:12,2,10,SFO 40,24,10,Alex Smith pass incomplete short left intended for Frank Gore,1.050,0.370
4,13:06,3,10,SFO 40,24,10,Alex Smith pass incomplete short right intended for Michael Crabtree,0.370,-0.720
4,12:59,4,10,SFO 40,24,10,"Andy Lee punts 60 yards, touchback",-0.720,-0.280
4,12:53,1,10,PHI 20,24,10,LeSean McCoy middle for 3 yards (tackle by Takeo Spikes),0.280,0.140
4,12:12,2,7,PHI 23,24,10,LeSean McCoy left end for 2 yards (tackle by Shawntae Spencer),0.140,-0.300
4,11:24,3,5,PHI 25,24,10,Kevin Kolb pass incomplete short middle intended for Jeremy Maclin (defended by Ahmad Brooks),-0.300,-1.700
4,11:16,4,5,PHI 25,24,10,Saverio Rocca punts 44 yards,-1.700,-1.000
4,11:10,1,10,SFO 31,24,10,"Alex Smith pass complete short right to Frank Gore for 24 yards (tackle by Nate Allen). Penalty on Frank Gore: Illegal Touch Pass, 5 yards (no play)",1.000,0.670
4,10:51,1,15,SFO 26,24,10,Alex Smith pass complete short right to Frank Gore for 5 yards (tackle by Ernie Sims),0.670,0.460
4,10:09,2,10,SFO 31,24,10,Alex Smith pass complete short right to Dominique Zeigler for 12 yards (tackle by Quintin Mikell),0.460,1.800
4,9:32,1,10,SFO 43,24,10,Alex Smith pass complete deep middle to Vernon Davis for 36 yards (tackle by Quintin Mikell),1.800,4.170
4,8:48,1,10,PHI 21,24,10,Alex Smith pass complete short right to Ted Ginn for 9 yards (tackle by Dimitri Patterson),4.170,5.160
4,8:14,2,1,PHI 12,24,10,Frank Gore middle for 5 yards (tackle by Ernie Sims),5.160,5.600
4,7:40,1,7,PHI 7,24,16,"Alex Smith pass complete short middle to Vernon Davis for 7 yards, touchdown",5.600,7.000
4,,,,PHI 2,24,17,"Joe Nedney kicks extra point good. Penalty on Trent Cole: Illegal Formation, 5 yards",0.000,0.000
4,,,,SFO 35,24,17,"Joe Nedney kicks off 67 yards, returned by Jorrick Calvin for 38 yards (tackle by Phillip Adams)",0.000,1.330
4,7:25,1,10,PHI 36,24,17,Kevin Kolb pass complete deep middle to Jeremy Maclin for 22 yards (tackle by Taylor Mays),1.330,2.790
4,6:42,1,10,SFO 42,24,17,"Kevin Kolb pass complete short right to LeSean McCoy for 6 yards (tackle by Taylor Mays and Patrick Willis). LeSean McCoy fumbles (forced by Taylor Mays), recovered by Todd Herremans at SFO-32",2.790,3.450
4,5:58,1,10,SFO 32,24,17,LeSean McCoy middle for no gain (tackle by Isaac Sopoaga),3.450,2.900
4,5:15,2,10,SFO 32,24,17,Kevin Kolb pass complete short right to Jeremy Maclin for 5 yards (tackle by Nate Clements),2.900,2.870
4,4:44,3,5,SFO 27,24,17,Kevin Kolb pass incomplete deep middle intended for Brent Celek (defended by Takeo Spikes),2.870,1.720
4,4:37,4,5,SFO 27,27,17,David Akers 45 yard field goal good,1.720,3.000
4,,,,PHI 30,27,17,"David Akers kicks off 67 yards, returned by Ted Ginn for 61 yards (tackle by David Akers)",0.000,3.180
4,4:22,,,,27,17,Timeout #1 by Philadelphia Eagles,0.000,3.180
4,4:22,1,10,PHI 36,27,17,Alex Smith pass complete short right to Michael Crabtree for no gain,3.180,2.640
4,4:22,2,10,PHI 36,27,17,"Penalty on Michael Crabtree: False Start, 5 yards (no play)",2.640,1.960
4,3:48,2,15,PHI 41,27,17,Alex Smith left end for 11 yards (tackle by Stewart Bradley),1.960,2.740
4,3:15,3,4,PHI 30,27,17,Alex Smith pass complete short right to Michael Crabtree for 5 yards (tackle by Quintin Mikell),2.740,3.910
4,2:51,1,10,PHI 25,27,17,Alex Smith pass complete short right to Michael Crabtree for 16 yards (tackle by Stewart Bradley),3.910,5.140
4,2:46,1,9,PHI 9,27,17,Alex Smith pass complete short middle to Josh Morgan for 8 yards (tackle by Joselio Hanson),5.140,5.910
4,2:12,2,1,PHI 1,27,17,Alex Smith pass incomplete short right intended for Michael Crabtree,5.910,5.170
4,2:06,3,1,PHI 1,27,23,"Alex Smith pass complete short right to Frank Gore for 1 yard, touchdown",5.170,7.000
4,,,,PHI 2,27,24,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,27,24,"Joe Nedney kicks off 67 yards, returned by Ellis Hobbs for 17 yards (tackle by NaVorro Bowman)",0.000,0.280
4,1:56,1,10,PHI 20,27,24,LeSean McCoy right end for -3 yards (tackle by Justin Smith),0.280,-0.790
4,1:52,,,,27,24,Timeout #1 by San Francisco 49ers,0.000,-0.790
4,1:52,2,13,PHI 17,27,24,Kevin Kolb pass complete short left to LeSean McCoy for 11 yards (tackle by Dashon Goldson),-0.790,0.100
4,1:41,,,,27,24,Timeout #2 by San Francisco 49ers,0.000,0.100
4,1:41,3,2,PHI 28,27,24,Kevin Kolb pass incomplete short left intended for Brent Celek (defended by Dashon Goldson),0.100,-1.500
4,1:36,4,2,PHI 28,27,24,"Saverio Rocca punts 51 yards, returned by Ted Ginn for 11 yards (tackle by Eldra Buckley)",-1.500,-1.070
4,1:28,1,10,SFO 32,27,24,Alex Smith pass complete short left to Josh Morgan for -3 yards (tackle by Darryl Tapp),1.070,0.120
4,1:02,2,13,SFO 29,27,24,Alex Smith pass complete deep middle to Vernon Davis for 27 yards (tackle by Quintin Mikell),0.120,2.650
4,0:46,,,,27,24,Timeout #2 by Philadelphia Eagles,0.000,2.650
4,0:46,1,10,PHI 44,27,24,Alex Smith pass incomplete short right intended for Frank Gore (defended by Nate Allen),2.650,2.110
4,0:43,2,10,PHI 44,27,24,Alex Smith pass incomplete short right intended for Frank Gore,2.110,1.420
4,0:36,3,10,PHI 44,27,24,"Alex Smith pass incomplete deep right intended for Michael Crabtree is intercepted by Trevard Lindley at PHI-24 and returned for 8 yards. Penalty on Joe Staley: Offensive Holding (Declined), Penalty on Michael Crabtree: Unnecessary Roughness, 15 yards",1.420,-2.060
4,0:28,1,10,PHI 47,27,24,Kevin Kolb kneels for -1 yards,2.060,1.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
