Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
1,7:13,2,1,CLE 1,0,0,Kenny Pickett for no gain (tackle by Alex Wright and Ronnie Harrison),5.910,5.170
1,6:19,3,1,CLE 1,0,0,"Najee Harris up the middle for -4 yards. Najee Harris fumbles (forced by Deion Jones), recovered by Alex Wright at CLE-5",5.170,0.380
1,6:14,1,10,CLE 5,0,0,Nick Chubb right tackle for 11 yards (tackle by Minkah Fitzpatrick),-0.380,-0.140
1,5:34,1,10,CLE 16,0,0,Nick Chubb left guard for 1 yard (tackle by Mark Robinson and Cameron Heyward),-0.140,-0.510
1,5:00,2,9,CLE 17,0,0,"Deshaun Watson pass complete to David Njoku for no gain. Penalty on Wyatt Teller: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Jedrick Wills: Offensive Holding, 8 yards (accepted) (no play)",-0.510,-1.290
1,4:40,2,17,CLE 9,0,0,Deshaun Watson pass complete deep left to Amari Cooper for 15 yards (tackle by James Pierre and Minkah Fitzpatrick),-1.290,-0.370
1,3:58,3,3,CLE 24,0,0,Kareem Hunt up the middle for 1 yard (tackle by Isaiahh Loudermilk),-0.370,-1.700
1,3:11,4,1,CLE 25,0,0,"Corey Bojorquez punts 54 yards, returned by Steven Sims for 8 yards (tackle by Jermaine Carter and John Johnson)",-1.700,-0.870
1,3:00,1,10,PIT 29,0,0,"Kenny Pickett pass complete short middle to Diontae Johnson for no gain. Diontae Johnson fumbles (forced by Denzel Ward) Replay Assistant challenged the fumble ruling, and the original play was overturned. Kenny Pickett pass incomplete short middle intended for Diontae Johnson (defended by Denzel Ward)",0.870,0.330
1,2:54,2,10,PIT 29,0,0,Steven Sims right end for 16 yards (tackle by Tony Fields),0.330,1.930
1,2:13,1,10,PIT 45,0,0,"Kenny Pickett sacked by Perrion Winfrey for no gain. Penalty on Tony Fields: Illegal Contact, 5 yards (accepted) (no play)",1.930,2.260
1,1:46,1,10,PIT 50,0,0,Najee Harris left guard for 2 yards (tackle by Deion Jones),2.260,1.980
1,1:06,2,8,CLE 48,0,0,Kenny Pickett pass incomplete short left intended for Pat Freiermuth (defended by Martin Emerson),1.980,1.290
1,1:01,3,8,CLE 48,0,0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson,1.290,0.070
1,0:56,4,8,CLE 48,0,0,Pressley Harvin punts 42 yards downed by Miles Boykin,0.070,0.380
1,0:44,1,10,CLE 6,0,0,Deshaun Watson pass complete deep left to Donovan Peoples-Jones for 38 yards (tackle by Cameron Sutton),-0.380,1.860
1,0:03,1,10,CLE 44,0,0,Deshaun Watson sacked by and T.J. Watt for -5 yards and Cameron Heyward for -5 yards,1.860,0.640
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,CLE 39,0,0,Nick Chubb left tackle for 8 yards (tackle by Cameron Heyward and Cameron Sutton),0.640,1.030
2,14:21,3,7,CLE 47,0,0,Deshaun Watson pass complete short left to Kareem Hunt for -3 yards (tackle by Cameron Heyward),1.030,-0.460
2,13:36,4,10,CLE 44,0,0,"Corey Bojorquez punts 56 yards, touchback.",-0.460,-0.280
2,13:29,1,10,PIT 20,0,0,"Kenny Pickett pass complete to Najee Harris for no gain. Penalty on Kevin Dotson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.280,-0.310
2,13:01,1,15,PIT 15,0,0,Jaylen Warren up the middle for 1 yard (tackle by Jermaine Carter and Myles Garrett),-0.310,-0.940
2,12:22,2,14,PIT 16,0,0,Kenny Pickett pass complete short right to Jaylen Warren for 3 yards (tackle by Jermaine Carter and Martin Emerson),-0.940,-1.140
2,11:41,3,11,PIT 19,0,0,Kenny Pickett pass incomplete deep middle intended for George Pickens,-1.140,-2.140
2,11:34,4,11,PIT 19,0,0,"Pressley Harvin punts 57 yards, returned by Jaelon Darden for 5 yards (tackle by Elijah Riley)",-2.140,-0.870
2,11:24,1,10,CLE 29,0,0,Deshaun Watson pass incomplete deep middle intended for Donovan Peoples-Jones (defended by Cameron Sutton),0.870,0.330
2,11:18,2,10,CLE 29,0,0,Nick Chubb right guard for 7 yards (tackle by Myles Jack),0.330,0.560
2,10:37,3,3,CLE 36,0,0,Deshaun Watson pass complete short middle to Harrison Bryant for 14 yards (tackle by Minkah Fitzpatrick),0.560,2.260
2,9:56,1,10,CLE 50,0,0,Nick Chubb left end for no gain (tackle by Alex Highsmith),2.260,1.710
2,9:14,2,10,CLE 50,0,0,Deshaun Watson pass incomplete deep right,1.710,1.030
2,9:02,3,10,CLE 50,0,0,"Deshaun Watson pass incomplete intended for David Njoku. Penalty on Robert Spillane: Defensive Holding, 5 yards (accepted) (no play)",1.030,2.590
2,8:54,1,10,PIT 45,0,0,Deshaun Watson pass complete short middle to Kareem Hunt for 14 yards (tackle by Montravius Adams and Levi Wallace),2.590,3.510
2,8:13,1,10,PIT 31,0,0,Kareem Hunt right tackle for 4 yards (tackle by Myles Jack),3.510,3.510
2,7:44,2,6,PIT 27,0,0,Kareem Hunt left guard for 5 yards (tackle by Myles Jack and Robert Spillane),3.510,3.470
2,7:10,,,,,,Timeout #2 by Cleveland Browns,,
2,7:10,3,1,PIT 22,0,0,Nick Chubb left end for 12 yards (tackle by Alex Highsmith and Cameron Sutton),3.470,4.910
2,6:33,1,10,PIT 10,6,0,"Deshaun Watson pass complete short left to David Njoku for 10 yards, touchdown",4.910,7.000
2,6:27,,,PIT 15,7,0,Cade York kicks extra point good,0.000,0.000
2,6:27,,,CLE 35,7,0,"Cade York kicks off 65 yards, touchback.",0.000,0.610
2,6:27,1,10,PIT 25,7,0,Kenny Pickett pass complete short right to Zach Gentry for 23 yards (tackle by John Johnson),0.610,2.130
2,5:50,1,10,PIT 48,7,0,Najee Harris left tackle for 2 yards (tackle by Jordan Elliott and Chase Winovich),2.130,1.850
2,5:13,2,8,PIT 50,7,0,Gunner Olszewski left end for 3 yards (tackle by Martin Emerson),1.850,1.550
2,4:34,3,5,CLE 47,7,0,"Kenny Pickett pass incomplete intended for Diontae Johnson. Penalty on Greg Newsome: Defensive Pass Interference, 11 yards (accepted) (no play)",1.550,3.180
2,4:28,1,10,CLE 36,7,0,Jaylen Warren up the middle for 6 yards (tackle by Jermaine Carter),3.180,3.450
2,3:50,2,4,CLE 30,7,0,Jaylen Warren right guard for 3 yards (tackle by D'Anthony Bell),3.450,3.140
2,3:12,3,1,CLE 27,7,0,Kenny Pickett pass complete short right to Jaylen Warren for 1 yard (tackle by Reggie Ragland and Perrion Winfrey),3.140,3.840
2,2:00,1,10,CLE 26,7,0,Najee Harris up the middle for no gain (tackle by Chase Winovich),3.840,3.300
2,1:58,2,10,CLE 26,7,0,Kenny Pickett pass incomplete deep left intended for Diontae Johnson (defended by Greg Newsome),3.300,2.610
2,1:52,3,10,CLE 26,7,0,"Penalty on PIT: Delay of Game, 5 yards (accepted) (no play)",2.610,1.950
2,1:52,3,15,CLE 31,7,6,"Kenny Pickett pass complete deep middle to George Pickens for 31 yards, touchdown",1.950,7.000
2,1:47,,,CLE 15,7,7,Chris Boswell kicks extra point good,0.000,0.000
2,1:47,,,PIT 35,7,7,"Chris Boswell kicks off 68 yards, returned by Jerome Ford for 35 yards (tackle by Derek Watt and Arthur Maulet)",0.000,1.070
2,1:42,1,10,CLE 32,7,7,Deshaun Watson pass complete short middle to Kareem Hunt for 4 yards (tackle by Minkah Fitzpatrick),1.070,1.070
2,1:24,2,6,CLE 36,7,7,Deshaun Watson pass intended for David Bell is intercepted by Levi Wallace at PIT-41 and returned for 3 yards (tackle by Amari Cooper),1.070,-1.860
2,1:11,1,10,PIT 44,7,7,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by Greg Newsome),1.860,1.320
2,1:06,2,10,PIT 44,7,7,Kenny Pickett pass complete deep left to George Pickens for 24 yards (tackle by Martin Emerson),1.320,3.450
2,0:57,1,10,CLE 32,7,7,Kenny Pickett pass incomplete deep left intended for George Pickens (defended by Martin Emerson),3.450,2.900
2,0:52,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,0:52,2,10,CLE 32,7,7,Kenny Pickett scrambles right end for 1 yard (tackle by Chase Winovich),2.900,2.340
2,0:47,3,9,CLE 31,7,7,Kenny Pickett pass incomplete short right,2.340,1.320
2,0:43,4,9,CLE 31,7,10,Chris Boswell 49 yard field goal good,1.320,3.000
2,0:38,,,PIT 35,7,10,"Chris Boswell kicks off 57 yards, returned by Jerome Ford for 17 yards (tackle by Jaylen Warren and Benny Snell)",0.000,0.610
2,0:33,1,10,CLE 25,7,10,Deshaun Watson right guard for 7 yards (tackle by T.J. Watt),0.610,1.010
2,0:22,,,,,,Timeout #3 by Cleveland Browns,,
2,0:22,2,3,CLE 32,7,10,Deshaun Watson pass incomplete short middle intended for Nick Chubb (defended by Cameron Heyward),1.010,0.300
2,0:21,3,3,CLE 32,7,10,Deshaun Watson pass complete short middle to Michael Woods for 15 yards (tackle by Minkah Fitzpatrick and Damontae Kazee),0.300,2.060
2,0:09,1,10,CLE 47,7,10,Deshaun Watson spiked the ball,2.060,1.520
2,0:07,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:07,2,10,CLE 47,7,10,"Deshaun Watson aborted snap, recovered by Deshaun Watson at CLE-42 Deshaun Watson for 2 yards (tackle by Terrell Edmunds and Minkah Fitzpatrick)",1.520,1.090
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,7,10,"Cade York kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,7,10,Najee Harris up the middle for 5 yards (tackle by Myles Garrett and Jordan Elliott),0.610,0.600
3,14:22,2,6,PIT 29,7,10,Jaylen Warren right end for 22 yards (tackle by Greg Newsome and John Johnson),0.600,2.390
3,13:44,1,10,CLE 48,7,10,Kenny Pickett pass complete short left to Najee Harris for 10 yards (tackle by Jermaine Carter),2.390,3.050
3,13:01,1,10,CLE 38,7,10,Najee Harris right guard for 3 yards (tackle by Tony Fields and Myles Garrett),3.050,2.910
3,12:22,2,7,CLE 35,7,10,Kenny Pickett pass complete short right to Diontae Johnson for 6 yards,2.910,3.010
3,11:56,3,1,CLE 29,7,10,Gunner Olszewski left guard for 1 yard (tackle by Jermaine Carter and Tony Fields),3.010,3.710
3,11:19,1,10,CLE 28,7,10,Najee Harris right tackle for 8 yards (tackle by John Johnson and Tommy Togiai),3.710,4.250
3,10:56,2,2,CLE 20,7,10,Najee Harris left tackle for 9 yards (tackle by Alex Wright and John Johnson),4.250,4.840
3,10:30,1,10,CLE 11,7,10,Najee Harris up the middle for 1 yard (tackle by Perrion Winfrey),4.840,4.320
3,9:50,2,9,CLE 10,7,10,Kenny Pickett pass incomplete short right intended for Pat Freiermuth,4.320,3.300
3,9:44,3,9,CLE 10,7,10,Kenny Pickett sacked by Myles Garrett for -6 yards,3.300,2.380
3,9:07,4,15,CLE 16,7,13,Chris Boswell 34 yard field goal good,2.380,3.000
3,9:04,,,PIT 35,7,13,"Chris Boswell kicks off 56 yards, returned by Jerome Ford for 11 yards (tackle by Mark Robinson and Miles Killebrew)",0.000,0.280
3,8:57,1,10,CLE 20,7,13,Deshaun Watson pass incomplete short right intended for Amari Cooper,0.280,-0.270
3,8:52,2,10,CLE 20,7,13,Nick Chubb right tackle for no gain (tackle by T.J. Watt and Larry Ogunjobi),-0.270,-0.960
3,8:02,3,10,CLE 20,7,13,Deshaun Watson scrambles right tackle for 21 yards (tackle by Minkah Fitzpatrick),-0.960,1.660
3,7:27,1,10,CLE 41,7,13,Nick Chubb left tackle for 3 yards (tackle by Jamir Jones and DeMarvin Leal),1.660,1.530
3,6:22,2,7,CLE 44,7,13,Deshaun Watson sacked by Terrell Edmunds for -11 yards,1.530,-0.630
3,5:48,3,18,CLE 33,7,13,Deshaun Watson pass short middle intended for David Bell is intercepted by Damontae Kazee at CLE-37 and returned for 12 yards (tackle by Deshaun Watson),-0.630,-3.910
3,5:42,1,10,CLE 25,7,13,Najee Harris left tackle for 11 yards (tackle by Deion Jones),3.910,4.650
3,5:02,1,10,CLE 14,7,13,Najee Harris up the middle for 5 yards (tackle by John Johnson and Tony Fields),4.650,4.900
3,4:26,2,5,CLE 9,7,13,Najee Harris left guard for 2 yards (tackle by Deion Jones and Grant Delpit),4.900,4.500
3,3:42,3,3,CLE 7,7,13,Kenny Pickett pass complete short left to Jaylen Warren for 3 yards (tackle by Tony Fields),4.500,6.280
3,3:20,1,4,CLE 4,7,13,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by Jordan Elliott),6.280,5.340
3,3:17,2,4,CLE 4,7,19,"Najee Harris right guard for 4 yards, touchdown",5.340,7.000
3,3:12,,,CLE 15,7,20,Chris Boswell kicks extra point good,0.000,0.000
3,3:12,,,PIT 35,7,20,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,3:12,1,10,CLE 25,7,20,Deshaun Watson scrambles right tackle for 7 yards (tackle by Cameron Heyward),0.610,1.010
3,2:33,2,3,CLE 32,7,20,Deshaun Watson sacked by Larry Ogunjobi for -6 yards,1.010,-0.490
3,1:48,3,9,CLE 26,7,20,Deshaun Watson sacked by Alex Highsmith for -7 yards,-0.490,-2.140
3,1:05,4,16,CLE 19,7,20,"Corey Bojorquez punts 49 yards, returned by Steven Sims for no gain (tackle by D'Anthony Bell)",-2.140,-1.070
3,0:57,1,10,PIT 32,7,20,"Kenny Pickett aborted snap, recovered by Kevin Dotson at PIT-30",1.070,0.260
3,0:20,2,12,PIT 30,7,20,Najee Harris right guard for 2 yards (tackle by Myles Garrett and Jordan Elliott),0.260,-0.160
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,PIT 32,7,20,Kenny Pickett pass incomplete short right intended for Jaylen Warren,-0.160,-1.240
4,14:55,4,10,PIT 32,7,20,"Pressley Harvin punts 45 yards, fair catch by Jaelon Darden at CLE-23",-1.240,-0.480
4,14:49,1,10,CLE 23,7,20,Nick Chubb left tackle for 15 yards (tackle by Terrell Edmunds),0.480,1.470
4,14:04,1,10,CLE 38,7,20,Deshaun Watson scrambles left tackle for 1 yard (tackle by Alex Highsmith),1.470,1.060
4,13:31,2,9,CLE 39,7,20,Nick Chubb left end for 11 yards (tackle by Robert Spillane and Myles Jack),1.060,2.260
4,12:48,1,10,PIT 50,7,20,Deshaun Watson pass complete deep right to Amari Cooper for 36 yards (tackle by Minkah Fitzpatrick),2.260,4.650
4,12:04,1,10,PIT 14,7,20,Kareem Hunt up the middle for 3 yards (tackle by Montravius Adams and Jamir Jones),4.650,4.520
4,11:27,2,7,PIT 11,7,20,"Deshaun Watson sacked by Cameron Heyward for no gain. Penalty on Cameron Heyward: Roughing the Passer, 5 yards (accepted) (no play)",4.520,5.830
4,11:05,1,6,PIT 6,7,20,Deshaun Watson pass complete short left to Donovan Peoples-Jones for 4 yards (tackle by Alex Highsmith),5.830,5.720
4,10:21,2,2,PIT 2,13,20,"Deshaun Watson pass complete short left to Nick Chubb for 2 yards, touchdown",5.720,7.000
4,10:11,,,PIT 15,14,20,Cade York kicks extra point good,0.000,0.000
4,10:11,,,CLE 35,14,20,"Cade York kicks off 65 yards, touchback.",0.000,0.610
4,10:11,1,10,PIT 25,14,20,Kenny Pickett pass complete short right to Connor Heyward for 9 yards (tackle by Deion Jones),0.610,1.280
4,9:29,2,1,PIT 34,14,20,Najee Harris left guard for 6 yards (tackle by Grant Delpit),1.280,1.600
4,8:47,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,8:47,1,10,PIT 40,14,20,Najee Harris up the middle for no gain (tackle by Myles Garrett),1.600,1.050
4,8:28,2,10,PIT 40,14,20,Kenny Pickett pass incomplete deep left intended for George Pickens,1.050,0.370
4,8:22,3,10,PIT 40,14,20,Kenny Pickett pass complete deep right to George Pickens for 17 yards (tackle by Martin Emerson),0.370,2.720
4,7:39,1,10,CLE 43,14,20,Najee Harris left end for 2 yards (tackle by Tony Fields and Taven Bryan),2.720,2.450
4,6:55,2,8,CLE 41,14,20,Kenny Pickett pass incomplete short left intended for Diontae Johnson,2.450,1.750
4,6:48,3,8,CLE 41,14,20,Kenny Pickett pass complete deep middle to Connor Heyward for 27 yards (tackle by A.J. Green),1.750,4.650
4,6:21,1,10,CLE 14,14,20,Najee Harris up the middle for 2 yards (tackle by Chase Winovich and Alex Wright),4.650,4.330
4,5:41,2,8,CLE 12,14,20,Kenny Pickett pass incomplete short middle intended for Diontae Johnson (defended by Jordan Elliott),4.330,3.430
4,5:37,3,8,CLE 12,14,20,Kenny Pickett pass complete short middle to Connor Heyward for 9 yards (tackle by A.J. Green),3.430,6.510
4,4:55,1,3,CLE 3,14,20,Jaylen Warren up the middle for 1 yard (tackle by Jordan Elliott),6.510,5.720
4,4:48,,,,,,Timeout #1 by Cleveland Browns,,
4,4:48,2,2,CLE 2,14,20,Kenny Pickett pass incomplete short left intended for Connor Heyward,5.720,4.950
4,4:42,3,2,CLE 2,14,20,"Kenny Pickett pass incomplete intended for George Pickens. Penalty on Martin Emerson: Defensive Pass Interference, 1 yard (accepted) (no play)",4.950,6.970
4,4:39,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,4:39,1,1,CLE 1,14,26,"Derek Watt for 1 yard, touchdown",6.970,7.000
4,4:37,,,CLE 2,14,28,Two Point Attempt: Kenny Pickett pass complete to to Diontae Johnson for no gain,1.000,1.000
4,4:37,,,PIT 35,14,28,"Chris Boswell kicks off 54 yards, returned by Jerome Ford for 14 yards (tackle by James Pierre and Miles Boykin). Penalty on Tae Davis: Offensive Holding, 10 yards (accepted)",0.000,-0.220
4,4:30,1,10,CLE 15,14,28,Nick Chubb right guard for 5 yards (tackle by Cameron Heyward and Larry Ogunjobi),-0.220,0.080
4,4:07,2,5,CLE 20,14,28,Deshaun Watson pass complete short right to David Njoku for 7 yards (tackle by Robert Spillane),0.080,0.740
4,3:38,1,10,CLE 27,14,28,Deshaun Watson sacked by and Cameron Heyward for -10 yards and Alex Highsmith for -10 yards,0.740,-1.290
4,3:28,,,,,,Timeout #2 by Cleveland Browns,,
4,3:28,2,20,CLE 17,14,28,Deshaun Watson pass complete short left to Nick Chubb for 8 yards (tackle by Robert Spillane and Minkah Fitzpatrick),-1.290,-0.760
4,3:01,3,12,CLE 25,14,28,Deshaun Watson scrambles up the middle for 6 yards (tackle by Minkah Fitzpatrick and Damontae Kazee),-0.760,-1.310
4,2:26,4,6,CLE 31,14,28,Deshaun Watson pass complete deep left to David Njoku for 18 yards (tackle by Terrell Edmunds),-1.310,2.190
4,2:02,1,10,CLE 49,14,28,Nick Chubb right tackle for 4 yards (tackle by DeMarvin Leal),2.190,2.190
4,1:57,2,6,PIT 47,14,28,Deshaun Watson pass incomplete deep left intended for Donovan Peoples-Jones (defended by James Pierre),2.190,1.490
4,1:52,3,6,PIT 47,14,28,Deshaun Watson pass complete short middle to David Njoku for 7 yards (tackle by Robert Spillane and Terrell Edmunds),1.490,2.920
4,1:15,1,10,PIT 40,14,28,"Deshaun Watson pass incomplete intended for David Njoku. Penalty on Ethan Pocic: Offensive Holding, 10 yards (accepted) (no play)",2.920,2.260
4,1:15,1,20,PIT 50,14,28,Deshaun Watson pass complete short left to Nick Chubb for 11 yards (tackle by James Pierre and Robert Spillane),2.260,2.640
4,0:52,2,8,PIT 38,14,28,Deshaun Watson sacked by. Deshaun Watson fumbles (no play),2.640,1.830
4,0:53,2,14,PIT 44,14,28,Deshaun Watson pass incomplete short left intended for Kareem Hunt,1.830,1.160
4,0:46,3,14,PIT 44,14,28,Deshaun Watson sacked by Alex Highsmith for -11 yards,1.160,-0.390
4,0:07,4,25,CLE 45,14,28,Deshaun Watson sacked by Cameron Heyward for -7 yards,-0.390,2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
