Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Nick Chubb,CLE,6,5,45,1,2,5,1.0,40,8.0,0.5,0,,0,0.0,0,137.5
David Njoku,CLE,5,4,42,1,4,29,7.3,13,3.3,6.6,1,4.0,0,0.0,0,141.2
Kareem Hunt,CLE,4,3,15,0,1,0,0.0,15,5.0,0.8,0,,0,0.0,0,80.2
Harrison Bryant,CLE,2,2,20,0,1,17,8.5,3,1.5,8.5,0,,0,0.0,0,108.3
Amari Cooper,CLE,3,2,51,0,1,36,18.0,15,7.5,15.3,0,,0,0.0,0,109.7
Donovan Peoples-Jones,CLE,4,2,42,0,1,16,8.0,26,13.0,15.5,0,,0,0.0,0,87.5
Michael Woods II,CLE,1,1,15,0,1,6,6.0,9,9.0,6.0,0,,0,0.0,0,118.7
David Bell,CLE,2,0,0,0,,0,,0,,13.5,0,,0,0.0,2,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Connor Heyward,PIT,4,3,45,0,2,31,10.3,14,4.7,8.3,0,,0,0.0,0,111.5
George Pickens,PIT,6,3,72,1,3,67,22.3,5,1.7,24.5,0,,0,0.0,0,133.3
Jaylen Warren,PIT,4,3,7,0,2,-4,-1.3,11,3.7,-0.8,0,,1,25.0,0,77.1
Diontae Johnson,PIT,10,2,38,0,1,17,8.5,21,10.5,10.7,0,,2,20.0,0,42.9
Zach Gentry,PIT,1,1,23,0,1,15,15.0,8,8.0,15.0,0,,0,0.0,0,118.7
Najee Harris,PIT,1,1,10,0,1,-2,-2.0,12,12.0,-2.0,1,1.0,0,0.0,0,108.3
Pat Freiermuth,PIT,2,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
