Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
2,13:42,3,16,CAR 26,7,3,Cam Newton pass complete deep right to Jerricho Cotchery for 59 yards (tackle by Micah Hyde),-0.960,4.580
2,12:48,1,10,GNB 15,7,3,Jonathan Stewart right end for 14 yards (tackle by Ha Ha Clinton-Dix and Morgan Burnett),4.580,6.970
2,12:14,1,1,GNB 1,7,9,"Cam Newton right guard for 1 yard, touchdown",6.970,7.000
2,12:14,,,GNB 1,7,10,Graham Gano kicks extra point good,0.000,0.000
2,12:14,,,CAR 35,7,10,"Graham Gano kicks off 61 yards, returned by Micah Hyde for 13 yards (tackle by Colin Jones)",0.000,0.060
2,12:05,1,10,GNB 17,7,10,"Eddie Lacy left tackle for 8 yards (tackle by Roman Harper). Penalty on Corey Linsley: Offensive Holding, 8 yards (no play)",-0.060,-0.680
2,11:43,1,18,GNB 9,7,10,Aaron Rodgers pass incomplete short right intended for Davante Adams,-0.680,-1.360
2,11:37,2,18,GNB 9,7,10,Eddie Lacy right tackle for 1 yard (tackle by Wes Horton and Kawann Short),-1.360,-2.240
2,10:58,3,17,GNB 10,7,10,Aaron Rodgers right end for 6 yards (tackle by Kawann Short),-2.240,-2.390
2,10:32,4,11,GNB 16,7,10,"Tim Masthay punts 54 yards, returned by Ted Ginn for 8 yards (tackle by Jayrone Elliott)",-2.390,-1.470
2,10:19,1,10,CAR 38,7,10,Cam Newton pass complete deep middle to Devin Funchess for 52 yards (tackle by Damarious Randall),1.470,4.910
2,9:34,1,10,GNB 10,7,10,Jonathan Stewart right guard for 3 yards (tackle by Clay Matthews and Morgan Burnett),4.910,4.760
2,8:59,2,7,GNB 7,7,16,"Cam Newton pass complete short middle to Greg Olsen for 7 yards, touchdown",4.760,7.000
2,8:59,,,GNB 7,7,17,Graham Gano kicks extra point good,0.000,0.000
2,8:59,,,CAR 35,7,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,8:55,1,10,GNB 20,7,17,James Starks left guard for -1 yards (tackle by Bene Benwikere and Luke Kuechly),0.280,-0.460
2,8:19,2,11,GNB 19,7,17,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,-0.460,-1.140
2,8:10,3,11,GNB 19,7,17,Aaron Rodgers pass incomplete short right intended for Davante Adams,-1.140,-2.140
2,8:03,4,11,GNB 19,7,17,"Tim Masthay punts 48 yards. Penalty on Ladarius Gunter: Face Mask (15 Yards), 15 yards",-2.140,-2.130
2,7:54,1,10,CAR 48,7,17,Jonathan Stewart right guard for -2 yards (tackle by Casey Hayward and Nick Perry),2.130,1.310
2,7:17,2,12,CAR 46,7,17,Cam Newton pass complete short right to Jerricho Cotchery for 16 yards (tackle by Demetri Goodson),1.310,3.050
2,6:40,1,10,GNB 38,7,17,Jonathan Stewart left tackle for 3 yards (tackle by Nick Perry and Ha Ha Clinton-Dix),3.050,2.910
2,5:54,2,7,GNB 35,7,17,Cam Newton pass incomplete deep right intended for Greg Olsen,2.910,2.210
2,5:48,3,7,GNB 35,7,17,Cam Newton left end for 3 yards (tackle by Damarious Randall),2.210,1.270
2,5:05,4,4,GNB 32,7,20,Graham Gano 49 yard field goal good,1.270,3.000
2,5:05,,,CAR 35,7,20,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,4:59,1,10,GNB 20,7,20,Aaron Rodgers pass incomplete short left intended for Eddie Lacy,0.280,-0.270
2,4:53,2,10,GNB 20,7,20,"Eddie Lacy left tackle for no gain (tackle by Charles Tillman). Eddie Lacy fumbles (forced by Charles Tillman), recovered by Kyle Love at GNB-24 (tackle by T.J. Lang)",-0.270,-3.970
2,4:47,1,10,GNB 24,7,20,Joe Webb right tackle for -1 yards (tackle by Morgan Burnett),3.970,3.300
2,4:04,2,11,GNB 25,7,20,Cam Newton pass incomplete short left intended for Corey Brown (defended by Nick Perry),3.300,2.610
2,3:59,3,11,GNB 25,7,20,Cam Newton pass incomplete short left intended for Ted Ginn,2.610,1.800
2,3:55,4,11,GNB 25,7,20,Graham Gano 43 yard field goal no good,1.800,-1.140
2,3:50,1,10,GNB 33,7,20,James Starks left tackle for no gain (tackle by Luke Kuechly),1.140,0.590
2,3:19,2,10,GNB 33,7,20,James Starks left end for 2 yards (tackle by Luke Kuechly),0.590,0.170
2,2:34,3,8,GNB 35,7,20,Aaron Rodgers sacked by Kawann Short for -9 yards,0.170,-1.630
2,2:00,4,17,GNB 26,7,20,"Tim Masthay punts 26 yards, out of bounds",-1.630,-2.130
2,1:53,1,10,CAR 48,7,20,Fozzy Whittaker middle for 10 yards (tackle by Morgan Burnett and Clay Matthews),2.130,2.790
2,1:25,1,10,GNB 42,7,20,Fozzy Whittaker right guard for 3 yards (tackle by Mike Neal),2.790,2.650
2,0:52,2,7,GNB 39,7,20,Cam Newton pass incomplete short left intended for Jerricho Cotchery,2.650,1.950
2,0:49,3,7,GNB 39,7,26,"Cam Newton pass complete deep left to Corey Brown for 39 yards, touchdown. Penalty on Demetri Goodson: Defensive Holding (Declined)",1.950,7.000
2,0:49,,,GNB 39,7,27,Graham Gano kicks extra point good,0.000,0.000
2,0:49,,,CAR 35,7,27,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,0:41,1,10,GNB 20,7,27,Aaron Rodgers pass complete deep left to James Jones for 21 yards (tackle by Charles Tillman),0.280,0.280
2,0:35,1,10,GNB 20,7,27,Timeout #1 by Green Bay Packers,0.280,1.660
2,0:35,1,10,GNB 41,7,27,Aaron Rodgers pass incomplete short left intended for Randall Cobb (defended by Bene Benwikere),1.660,1.120
2,0:30,2,10,GNB 41,7,27,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,1.120,0.430
2,0:26,3,10,GNB 41,7,27,Aaron Rodgers pass complete short middle to Randall Cobb for 18 yards (tackle by Kurt Coleman and Bene Benwikere),0.430,0.430
2,0:19,3,10,GNB 41,7,27,Timeout #2 by Green Bay Packers,0.430,2.850
2,0:19,1,10,CAR 41,7,27,Aaron Rodgers sacked by Thomas Davis for -8 yards,2.850,2.850
2,0:11,1,10,CAR 41,7,27,Timeout #3 by Green Bay Packers,2.850,1.230
2,0:11,2,18,CAR 49,7,27,Aaron Rodgers pass complete deep left to Davante Adams for 40 yards (tackle by Charles Tillman),1.230,-0.370
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,27,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,7,27,"Aaron Rodgers pass complete short left to Richard Rodgers for 6 yards (tackle by Roman Harper and Kurt Coleman). Penalty on Roman Harper: Unnecessary Roughness, 15 yards",0.280,1.660
3,14:33,1,10,GNB 41,7,27,Aaron Rodgers pass complete short right to James Starks for 6 yards (tackle by Luke Kuechly),1.660,1.930
3,14:10,2,4,GNB 47,13,27,"Aaron Rodgers pass complete deep left to Randall Cobb for 53 yards, touchdown",1.930,7.000
3,14:10,,,CAR 47,14,27,Mason Crosby kicks extra point good,0.000,0.000
3,14:10,,,GNB 35,14,27,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,14:00,1,10,CAR 20,14,27,Cam Newton right end for 2 yards (tackle by Morgan Burnett),0.280,0.000
3,13:27,2,8,CAR 22,14,27,Cam Newton pass incomplete short right intended for Greg Olsen,0.000,-0.690
3,13:22,3,8,CAR 22,14,27,Cam Newton pass incomplete,-0.690,-1.900
3,13:14,4,8,CAR 22,14,27,"Brad Nortman punts 43 yards, returned by Micah Hyde for no gain",-1.900,-1.270
3,13:04,1,10,GNB 35,14,27,Aaron Rodgers pass complete deep right to Davante Adams for 21 yards (tackle by Charles Tillman),1.270,2.650
3,12:51,1,10,CAR 44,14,27,James Starks right end for 4 yards (tackle by Kawann Short),2.650,2.650
3,12:31,2,6,CAR 40,14,27,Aaron Rodgers sacked by Kurt Coleman for -7 yards,2.650,1.030
3,12:12,3,13,CAR 47,14,27,"Aaron Rodgers sacked by Jared Allen and Kony Ealy for -9 yards. Penalty on Wes Horton: Defensive 12 On-field, 5 yards (no play)",1.030,1.690
3,11:40,3,8,CAR 42,14,27,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,1.690,0.460
3,11:34,4,8,CAR 42,14,27,Tim Masthay punts 28 yards,0.460,0.280
3,11:23,1,10,CAR 14,14,27,Jonathan Stewart middle for 6 yards (tackle by Mike Pennel and Jake Ryan),-0.280,0.150
3,10:52,2,4,CAR 20,14,27,Jonathan Stewart right tackle for 10 yards (tackle by Jake Ryan),0.150,0.940
3,10:17,1,10,CAR 30,14,27,Jonathan Stewart left guard for 2 yards (tackle by Jake Ryan),0.940,0.660
3,9:42,2,8,CAR 32,14,27,"Penalty on Letroy Guion: Encroachment, 5 yards (no play)",0.660,1.340
3,9:22,2,3,CAR 37,14,27,Cam Newton left end for 5 yards (tackle by Casey Hayward),1.340,1.730
3,8:47,1,10,CAR 42,14,27,Cam Newton pass complete deep left to Greg Olsen for 24 yards (tackle by Clay Matthews). Penalty on Julius Peppers: Defensive Offside (Declined),1.730,3.310
3,8:26,1,10,GNB 34,14,27,Cam Newton pass complete short left to Devin Funchess for 5 yards (tackle by Jake Ryan),3.310,3.450
3,7:54,2,5,GNB 29,14,27,Jonathan Stewart left tackle for -2 yards (tackle by Mike Daniels),3.450,2.480
3,7:11,3,7,GNB 31,14,27,Jonathan Stewart right end for 8 yards (tackle by Demetri Goodson),2.480,4.040
3,6:27,1,10,GNB 23,14,27,Cam Newton pass complete short right to Corey Brown for 11 yards (tackle by Demetri Goodson and Morgan Burnett),4.040,4.780
3,5:47,1,10,GNB 12,14,27,Cam Newton right end for 7 yards (tackle by Letroy Guion),4.780,5.410
3,5:17,2,3,GNB 5,14,27,Jonathan Stewart left end for 1 yard (tackle by Jake Ryan and Casey Hayward),5.410,4.840
3,4:56,3,2,GNB 4,14,27,Cam Newton pass incomplete short left intended for Jerricho Cotchery,4.840,3.040
3,4:52,4,2,GNB 4,14,30,Graham Gano 22 yard field goal good,3.040,3.000
3,4:52,,,CAR 35,14,30,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,4:48,1,10,GNB 20,14,30,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Josh Norman),0.280,0.810
3,4:19,2,2,GNB 28,14,30,Aaron Rodgers pass incomplete short left intended for James Jones,0.810,0.100
3,4:15,3,2,GNB 28,14,30,Aaron Rodgers pass incomplete deep middle intended for Davante Adams,0.100,-1.500
3,4:05,4,2,GNB 28,14,30,"Tim Masthay punts 54 yards, returned by Ted Ginn for 11 yards (tackle by Jayrone Elliott)",-1.500,-0.870
3,3:53,1,10,CAR 29,14,30,Cam Newton pass incomplete deep right intended for Ed Dickson (defended by Morgan Burnett),0.870,0.330
3,3:47,2,10,CAR 29,14,30,Jonathan Stewart middle for 1 yard (tackle by Nick Perry),0.330,-0.230
3,3:08,3,9,CAR 30,14,30,Cam Newton pass incomplete deep left intended for Ted Ginn,-0.230,-1.370
3,3:03,4,9,CAR 30,14,30,"Brad Nortman punts 42 yards, out of bounds",-1.370,-0.810
3,2:55,1,10,GNB 28,14,30,Aaron Rodgers left end for 8 yards (tackle by Thomas Davis),0.810,1.340
3,2:26,2,2,GNB 36,14,30,Eddie Lacy left tackle for 7 yards (tackle by Charles Tillman and Mario Addison),1.340,1.800
3,1:50,1,10,GNB 43,14,30,"Aaron Rodgers pass incomplete deep right intended for James Jones. Penalty on Charles Tillman: Defensive Holding, 5 yards (no play)",1.800,2.130
3,1:43,1,10,GNB 48,14,30,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers (defended by Roman Harper),2.130,2.130
3,1:38,1,10,GNB 48,14,30,Timeout #1 by Green Bay Packers,2.130,1.580
3,1:38,2,10,GNB 48,14,30,Aaron Rodgers pass complete short right to James Starks for -4 yards (tackle by Roman Harper),1.580,0.370
3,0:56,3,14,GNB 44,14,30,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers (defended by Luke Kuechly). Penalty on Bryan Bulaga: Illegal Formation (Declined),0.370,-0.460
3,0:50,4,14,GNB 44,14,30,"Tim Masthay punts 46 yards, returned by Ted Ginn for 1 yard (tackle by Jeff Janis)",-0.460,0.370
3,0:38,1,10,CAR 11,14,30,Jonathan Stewart middle for 3 yards (tackle by Mike Daniels),-0.370,-0.530
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CAR 14,14,30,Jonathan Stewart middle for no gain (tackle by Nick Perry and Jake Ryan),-0.530,-1.070
4,14:23,3,7,CAR 14,14,30,Cam Newton middle for 6 yards (tackle by Jake Ryan),-1.070,-2.030
,,,,,,,"GNB challenged the first down ruling, and the original play was overturned.",,
4,13:53,4,1,CAR 20,14,30,"Brad Nortman punts 41 yards, returned by Micah Hyde for 1 yard (tackle by David Mayo)",-2.030,-1.600
4,13:43,1,10,GNB 40,14,30,James Starks middle for 2 yards (tackle by Kawann Short),1.600,1.320
4,13:13,2,8,GNB 42,14,30,James Starks left tackle for 4 yards (tackle by Thomas Davis),1.320,1.160
4,12:30,3,4,GNB 46,14,30,"Aaron Rodgers sacked by Kony Ealy for -7 yards. Aaron Rodgers fumbles (forced by Kony Ealy), recovered by Aaron Rodgers at GNB-40",1.160,-0.720
4,11:55,4,10,GNB 40,14,30,"Tim Masthay punts 45 yards, returned by Ted Ginn for 11 yards (tackle by Aaron Ripkowski)",-0.720,-0.670
4,11:43,1,10,CAR 26,14,30,Cam Newton pass complete short left to Ted Ginn for 20 yards (tackle by Damarious Randall),0.670,1.990
4,11:01,1,10,CAR 46,14,30,Jonathan Stewart left guard for 4 yards (tackle by Nick Perry),1.990,1.990
4,10:21,2,6,,14,30,"Cam Newton pass incomplete deep left intended for Greg Olsen. Penalty on Damarious Randall: Defensive Pass Interference, 34 yards (no play)",1.990,4.510
4,10:12,1,10,GNB 16,14,30,Cam Newton pass complete short left to Jonathan Stewart for 2 yards (tackle by Damarious Randall),4.510,4.210
4,9:31,2,8,GNB 14,14,30,Cam Newton pass incomplete short middle intended for Jerricho Cotchery,4.210,3.370
4,9:27,3,8,GNB 14,14,36,"Cam Newton pass complete short left to Devin Funchess for 14 yards, touchdown",3.370,7.000
4,9:27,,,GNB 14,14,37,Graham Gano kicks extra point good,0.000,0.000
4,9:27,,,CAR 35,14,37,"Graham Gano kicks off 72 yards, returned by Micah Hyde for 28 yards (tackle by Ben Jacobs)",0.000,-0.340
4,9:17,1,10,GNB 21,14,37,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Bene Benwikere),0.340,-0.200
4,9:12,2,10,GNB 21,14,37,Aaron Rodgers pass incomplete short left intended for James Starks,-0.200,-0.890
,,,,,,,"CAR challenged the incomplete pass ruling, and the play was upheld.",,
4,9:08,3,10,GNB 21,14,37,Aaron Rodgers pass complete short right to Davante Adams for 13 yards (tackle by Josh Norman),-0.890,1.200
4,8:54,1,10,GNB 34,14,37,Aaron Rodgers pass complete short left to James Starks for 30 yards (tackle by Kyle Love and Charles Tillman),1.200,3.180
4,8:28,1,10,CAR 36,14,37,Aaron Rodgers pass complete short right to Richard Rodgers for 7 yards (tackle by Luke Kuechly),3.180,3.580
4,8:04,2,3,CAR 29,20,37,"Aaron Rodgers pass complete short right to James Starks for 29 yards, touchdown",3.580,7.000
4,8:04,2,,CAR 29,22,37,"Two Point Attempt: Aaron Rodgers pass complete to Davante Adams, conversion succeeds. Penalty on Roman Harper: Defensive Holding, 5 yards",3.580,1.000
4,8:04,,,GNB 40,22,37,"Mason Crosby kicks off 48 yards, returned by Ted Ginn for 8 yards (tackle by Joe Thomas)",0.000,-0.280
4,7:51,1,10,CAR 20,22,37,Jonathan Stewart right end for -7 yards (tackle by Jake Ryan),0.280,-1.280
4,7:06,2,17,CAR 13,22,37,Cam Newton pass complete short right to Greg Olsen for 12 yards (tackle by Demetri Goodson),-1.280,-0.300
4,6:34,3,5,CAR 25,22,37,Cam Newton pass incomplete short left intended for Devin Funchess (defended by Damarious Randall),-0.300,-1.700
4,6:29,4,5,CAR 25,22,37,"Brad Nortman punts 47 yards, fair catch by Micah Hyde",-1.700,-0.810
4,6:21,1,10,GNB 28,22,37,Aaron Rodgers pass incomplete short right intended for Randall Cobb,0.810,0.260
4,6:16,2,10,GNB 28,22,37,Aaron Rodgers pass complete deep middle to Randall Cobb for 20 yards (tackle by Kurt Coleman),0.260,2.130
4,5:49,1,10,GNB 48,22,37,"Aaron Rodgers pass incomplete deep left intended for James Starks. Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",2.130,1.470
4,5:42,1,20,GNB 38,22,37,Aaron Rodgers pass complete short right to Davante Adams for 6 yards (tackle by Bene Benwikere),1.470,1.040
4,5:14,2,14,GNB 44,22,37,Aaron Rodgers pass incomplete short left intended for Randall Cobb,1.040,0.370
4,5:09,3,14,GNB 44,22,37,Aaron Rodgers pass incomplete deep left intended for James Jones,0.370,-0.460
4,5:05,4,14,GNB 44,22,37,Aaron Rodgers pass complete deep middle to James Jones for 36 yards (tackle by Josh Norman),-0.460,4.240
4,4:29,1,10,CAR 20,22,37,Aaron Rodgers pass complete short left to James Starks for 17 yards (tackle by Luke Kuechly),4.240,6.510
4,3:47,1,3,CAR 3,28,37,"Aaron Rodgers pass complete short middle to Richard Rodgers for 3 yards, touchdown",6.510,7.000
4,3:47,,,CAR 3,29,37,Mason Crosby kicks extra point good,0.000,0.000
4,3:47,,,GNB 35,29,37,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,3:43,1,10,CAR 20,29,37,Cam Newton pass incomplete short right intended for Ted Ginn is intercepted by Damarious Randall at CAR-26 and returned for 4 yards,0.280,-4.110
4,3:38,1,10,CAR 22,29,37,"Penalty on Jared Allen: Neutral Zone Infraction, 5 yards (no play)",4.110,4.970
4,3:38,1,5,CAR 17,29,37,James Starks middle for no gain (tackle by Thomas Davis and Jared Allen),4.970,4.290
4,3:06,2,5,CAR 17,29,37,Aaron Rodgers pass incomplete short left intended for James Starks,4.290,4.290
4,3:01,2,5,CAR 17,29,37,Timeout #2 by Green Bay Packers,4.290,3.560
4,3:01,3,5,CAR 17,29,37,Aaron Rodgers pass incomplete short right intended for Davante Adams (defended by Charles Tillman),3.560,2.360
4,2:57,4,5,CAR 17,29,37,Aaron Rodgers pass complete short middle to Randall Cobb for 8 yards (tackle by Bene Benwikere),2.360,5.140
4,2:31,1,9,CAR 9,29,37,Aaron Rodgers pass incomplete short left intended for Randall Cobb,5.140,4.380
4,2:27,2,9,CAR 9,29,37,Aaron Rodgers pass incomplete short right intended for Randall Cobb,4.380,3.360
4,2:23,3,9,CAR 9,29,37,Aaron Rodgers left tackle for 5 yards (tackle by Roman Harper),3.360,3.360
4,2:00,3,9,CAR 9,29,37,Timeout #2 by Carolina Panthers,3.360,3.030
4,2:00,4,4,CAR 4,29,37,Aaron Rodgers pass incomplete short middle intended for James Jones is intercepted by Thomas Davis at CAR-4 and returned for -1 yards,3.030,0.380
4,1:54,1,10,CAR 3,29,37,Jonathan Stewart left guard for 1 yard (tackle by Nick Perry and Jake Ryan),-0.380,-0.380
4,1:47,1,10,CAR 3,29,37,Timeout #3 by Green Bay Packers,-0.380,-0.710
4,1:47,2,9,CAR 4,29,37,Mike Tolbert right guard for 2 yards (tackle by Clay Matthews and Mike Neal),-0.710,-0.710
4,1:02,2,9,CAR 4,29,37,Timeout #3 by Carolina Panthers,-0.710,-1.070
4,1:02,3,7,CAR 6,29,37,Jonathan Stewart right guard for 5 yards (tackle by Jake Ryan),-1.070,-2.490
4,0:19,4,2,CAR 11,29,37,"Brad Nortman punts 60 yards, returned by Micah Hyde for 16 yards (tackle by Kurt Coleman). Penalty on Ladarius Gunter: Illegal Block Above the Waist, 10 yards",-2.490,-0.340
4,0:06,1,10,GNB 21,29,37,"Aaron Rodgers pass complete short middle to James Starks for 5 yards, lateral to Davante Adams for -12 yards, lateral to Randall Cobb for no gain (tackle by Kurt Coleman)",0.340,0.480
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
