Quarter,Time,Down,ToGo,Location,GNB,PIT,Detail,EPB,EPA
1,10:50,2,8,GNB 14,0,7,Ryan Grant right tackle for 3 yards (tackle by Brett Keisel),-0.610,-0.840
1,10:08,3,5,GNB 17,6,7,"Aaron Rodgers pass complete deep middle to Greg Jennings for 83 yards, touchdown",-0.840,7.000
1,,,,PIT 2,7,7,Mason Crosby kicks extra point good,0.000,0.000
1,,,,GNB 30,7,7,"Mason Crosby kicks off 52 yards, returned by Joe Burnett for 10 yards (tackle by Derrick Martin)",0.000,0.810
1,9:50,1,10,PIT 28,7,7,Rashard Mendenhall middle for no gain (tackle by Ryan Pickett and A.J. Hawk),0.810,0.260
1,9:10,2,10,PIT 28,7,7,Ben Roethlisberger pass complete short right to Hines Ward for 4 yards (tackle by Brad Jones and Charles Woodson),0.260,0.100
1,8:26,3,6,PIT 32,7,7,Ben Roethlisberger pass complete short middle to Hines Ward for 9 yards (tackle by Nick Collins and Charles Woodson),0.100,1.660
1,7:48,1,10,PIT 41,7,7,Rashard Mendenhall right guard for 3 yards (tackle by Atari Bigby and A.J. Hawk),1.660,1.530
1,7:07,2,7,PIT 44,7,7,Ben Roethlisberger pass complete short middle to Heath Miller for 14 yards (tackle by Nick Collins and B.J. Raji),1.530,2.790
1,6:19,1,10,GNB 42,7,7,"Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes. Penalty on Charles Woodson: Defensive Pass Interfere, 17 yards (no play)",2.790,3.910
1,5:56,1,10,GNB 25,7,7,Rashard Mendenhall left end for 2 yards (tackle by Charles Woodson),3.910,3.630
1,5:35,2,8,GNB 23,7,7,Rashard Mendenhall left guard for 3 yards (tackle by Charles Woodson and Clay Matthews),3.630,3.340
1,4:53,3,5,GNB 20,7,7,Ben Roethlisberger pass complete short right to Hines Ward for 6 yards (tackle by Tramon Williams). Penalty on Charles Woodson: Defensive Holding (Declined),3.340,4.650
1,4:24,1,10,GNB 14,7,7,Ben Roethlisberger pass complete short left to Santonio Holmes for 12 yards (tackle by Atari Bigby),4.650,6.740
1,3:52,1,2,GNB 2,7,13,"Rashard Mendenhall right guard for 2 yards, touchdown",6.740,7.000
1,,,,GNB 2,7,14,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,7,14,"Jeff Reed kicks off 56 yards, returned by Jordy Nelson for 24 yards (tackle by Carey Davis)",0.000,1.470
1,3:47,1,10,GNB 38,7,14,Ryan Grant right guard for 6 yards (tackle by Casey Hampton and James Farrior),1.470,1.730
1,3:01,2,4,GNB 44,7,14,Aaron Rodgers pass incomplete short right intended for Donald Driver,1.730,1.020
1,2:57,3,4,GNB 44,7,14,Aaron Rodgers pass incomplete short right intended for Donald Driver (defended by William Gay),1.020,-0.460
1,2:53,4,4,GNB 44,7,14,"Jeremy Kapinos punts 36 yards, returned by Stefan Logan for 9 yards (tackle by Derrick Martin)",-0.460,-0.870
1,2:41,1,10,PIT 29,7,14,Santonio Holmes right end for -2 yards (tackle by Brad Jones and Johnny Jolly),0.870,0.060
1,1:59,2,12,PIT 27,7,14,Ben Roethlisberger pass complete short left to Hines Ward for 7 yards (tackle by Jarrett Bush),0.060,0.300
1,1:17,,,,7,14,Timeout #1 by Pittsburgh Steelers,0.000,0.300
1,1:17,3,5,PIT 34,7,14,Ben Roethlisberger pass incomplete short right intended for Heath Miller,0.300,-1.110
,,,,,,,"PIT challenged the fumble ruling, and the original play was overturned.",,
1,1:14,4,5,PIT 34,7,14,Daniel Sepulveda punts 39 yards,-1.110,-0.740
1,1:04,1,10,GNB 27,7,14,Aaron Rodgers pass incomplete short left intended for Greg Jennings,0.740,0.200
1,1:00,2,10,GNB 27,7,14,Aaron Rodgers pass complete short right to Donald Lee for no gain,0.200,-0.490
1,0:19,3,10,GNB 27,7,14,Aaron Rodgers pass complete short middle to Donald Driver for 49 yards (tackle by William Gay),-0.490,3.970
Quarter,Time,Down,ToGo,Location,GNB,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 24,7,14,Aaron Rodgers pass incomplete short right intended for Greg Jennings,3.970,3.430
2,14:52,2,10,PIT 24,7,14,Aaron Rodgers pass complete short right to Greg Jennings for 7 yards (tackle by Lawrence Timmons),3.430,3.750
2,14:06,3,3,PIT 17,7,14,Brandon Jackson right guard for 1 yard (tackle by James Farrior),3.750,2.500
2,13:25,4,2,PIT 16,7,14,Mason Crosby 34 yard field goal no good,2.500,-0.540
2,13:21,1,10,PIT 24,7,14,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 11 yards (tackle by Nick Barnett),0.540,1.270
2,12:21,1,10,PIT 35,7,14,"Rashard Mendenhall right end for no gain (tackle by Charles Woodson). Penalty on Heath Miller: Offensive Holding, 10 yards (no play)",1.270,0.610
2,12:06,1,20,PIT 25,7,14,Rashard Mendenhall right end for 10 yards (tackle by Nick Barnett),0.610,0.720
2,12:06,2,10,PIT 35,7,14,Rashard Mendenhall right guard for 4 yards (tackle by Nick Barnett),0.720,0.560
2,10:45,3,6,PIT 39,7,14,Ben Roethlisberger pass incomplete short left intended for Mewelde Moore,0.560,-0.780
2,10:37,4,6,PIT 39,7,14,"Daniel Sepulveda punts 45 yards, returned by Jordy Nelson for 13 yards (tackle by Joe Burnett). Penalty on Joe Burnett: Personal Foul, 15 yards",-0.780,-1.860
2,10:24,1,10,GNB 44,7,14,Aaron Rodgers pass complete short left to Jermichael Finley for 12 yards (tackle by Ike Taylor and Ryan Clark),1.860,2.650
2,9:50,1,10,PIT 44,7,14,Aaron Rodgers pass incomplete short middle intended for Donald Driver,2.650,2.110
2,9:42,2,10,PIT 44,7,14,Ryan Grant left tackle for 1 yard (tackle by Casey Hampton),2.110,1.550
2,9:01,3,9,PIT 43,7,14,Aaron Rodgers pass incomplete short right intended for James Jones,1.550,0.400
2,8:55,4,9,PIT 43,7,14,"Jeremy Kapinos punts 43 yards, touchback",0.400,-0.280
2,8:46,1,10,PIT 20,7,14,Rashard Mendenhall left tackle for 10 yards (tackle by Nick Barnett),0.280,0.940
2,8:04,1,10,PIT 30,7,14,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 2 yards (tackle by Atari Bigby),0.940,0.660
2,7:21,2,8,PIT 32,7,14,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,0.660,-0.030
2,7:16,,,,7,14,Timeout #2 by Pittsburgh Steelers,0.000,-0.030
2,7:16,3,8,PIT 32,7,14,Ben Roethlisberger sacked by Clay Matthews for -10 yards,-0.030,-1.900
2,7:08,4,18,PIT 22,7,14,"Daniel Sepulveda punts 42 yards, returned by Jordy Nelson for 12 yards (tackle by Rocky Boiman)",-1.900,-2.130
2,6:55,1,10,GNB 48,7,14,Aaron Rodgers pass incomplete deep middle intended for Donald Lee (defended by James Farrior),2.130,1.580
2,6:51,2,10,GNB 48,7,14,Aaron Rodgers pass complete short left to Donald Driver for 8 yards (tackle by Lawrence Timmons),1.580,1.950
2,6:08,3,2,PIT 44,7,14,Aaron Rodgers pass complete short right to Greg Jennings for 7 yards (tackle by Ike Taylor),1.950,3.120
2,5:23,1,10,PIT 37,7,14,Aaron Rodgers pass complete short right to Greg Jennings for 7 yards (tackle by William Gay and LaMarr Woodley),3.120,3.520
2,4:44,2,3,PIT 30,7,14,Aaron Rodgers pass complete short right to James Jones for 12 yards (tackle by Tyrone Carter),3.520,4.370
2,4:00,1,10,PIT 18,7,14,Aaron Rodgers pass incomplete short right intended for Brandon Jackson,4.370,3.800
2,3:55,2,10,PIT 18,7,14,Aaron Rodgers pass complete short left to Brandon Jackson for 4 yards (tackle by Travis Kirschke),3.800,3.630
2,3:10,3,6,PIT 14,13,14,"Aaron Rodgers left guard for 14 yards, touchdown",3.630,7.000
2,,,,PIT 2,14,14,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,14,14,"Mason Crosby kicks off 70 yards, returned by Stefan Logan for 20 yards (tackle by Nick Collins)",0.000,0.280
2,2:59,1,10,PIT 20,14,14,Ben Roethlisberger pass incomplete short middle intended for Heath Miller (defended by Johnny Jolly),0.280,-0.270
2,2:54,2,10,PIT 20,14,14,Ben Roethlisberger pass complete short left to Mewelde Moore for 5 yards (tackle by Desmond Bishop and Cullen Jenkins),-0.270,-0.300
2,2:09,3,5,PIT 25,14,14,Ben Roethlisberger pass complete short left to Heath Miller for 27 yards (tackle by Nick Barnett and Charles Woodson),-0.300,2.390
2,2:00,1,10,GNB 48,14,14,Ben Roethlisberger pass complete deep left to Santonio Holmes for 33 yards (tackle by Tramon Williams),2.390,4.580
2,1:18,1,10,GNB 15,14,14,"Ben Roethlisberger pass incomplete short middle intended for Heath Miller. Penalty on Brandon Chillar: Illegal Contact (Declined), Penalty on Brandon Chillar: Defensive Pass Interfere, 9 yards (no play)",4.580,5.830
2,1:12,1,6,GNB 6,14,14,Ben Roethlisberger sacked by Clay Matthews for -4 yards,5.830,4.190
2,0:30,2,10,GNB 10,14,20,"Ben Roethlisberger pass complete short left to Mewelde Moore for 10 yards, touchdown",4.190,7.000
2,,,,GNB 2,14,21,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,14,21,"Jeff Reed kicks off 47 yards, fair catch by Brandon Jackson",0.000,0.480
2,0:26,1,10,GNB 23,14,21,Aaron Rodgers pass complete short right to Jordy Nelson for 24 yards (tackle by Ryan Clark),0.480,2.060
2,0:18,,,,14,21,Timeout #3 by Pittsburgh Steelers,0.000,2.060
2,0:18,1,10,GNB 47,14,21,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,2.060,1.520
2,0:13,2,10,GNB 47,14,21,Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards (tackle by Joe Burnett),1.520,2.790
2,0:07,1,10,PIT 42,14,21,Aaron Rodgers pass incomplete short left intended for Greg Jennings,2.790,2.240
2,0:04,2,10,PIT 42,14,21,Aaron Rodgers pass incomplete deep right intended for Donald Driver,2.240,1.550
Quarter,Time,Down,ToGo,Location,GNB,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,21,"Mason Crosby kicks off 41 yards, returned by Matt Spaeth for 1 yard (tackle by Derrick Martin)",0.000,0.940
3,14:57,1,10,PIT 30,14,21,Ben Roethlisberger sacked by Brad Jones for -5 yards,0.940,-0.280
3,14:20,2,15,PIT 25,14,21,Ben Roethlisberger pass complete deep right to Rashard Mendenhall for 25 yards,-0.280,2.260
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
3,14:03,1,10,PIT 50,14,21,Ben Roethlisberger pass complete short left to Stefan Logan for 5 yards (tackle by Charles Woodson),2.260,2.390
3,13:27,2,5,GNB 45,14,21,Rashard Mendenhall left guard for -1 yards (tackle by A.J. Hawk),2.390,1.550
3,12:42,3,6,GNB 46,14,21,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace (defended by Atari Bigby),1.550,0.200
3,12:33,4,6,GNB 46,14,21,"Daniel Sepulveda punts 31 yards, fair catch by Jordy Nelson",0.200,0.220
3,12:28,1,10,GNB 15,14,21,Ryan Grant right tackle for 5 yards (tackle by Tyrone Carter and Travis Kirschke),-0.220,0.080
3,11:50,2,5,GNB 20,14,21,Ryan Grant right end for no gain (tackle by James Harrison and Travis Kirschke),0.080,-0.760
3,11:05,3,5,GNB 20,14,21,Aaron Rodgers pass incomplete short left intended for Greg Jennings,-0.760,-2.030
3,11:00,4,5,GNB 20,14,21,"Jeremy Kapinos punts 42 yards, returned by Stefan Logan for -2 yards (tackle by Brett Goode). Penalty on Ryan Mundy: Illegal Block Above the , 10 yards",-2.030,-0.670
3,10:48,1,10,PIT 26,14,21,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,0.670,0.130
3,10:44,2,10,PIT 26,14,21,Rashard Mendenhall middle for 2 yards (tackle by Charles Woodson and B.J. Raji),0.130,-0.300
3,10:03,3,8,PIT 28,14,21,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 25 yards (tackle by Nick Collins),-0.300,2.460
3,9:28,1,10,GNB 47,14,21,Willie Parker right tackle for 9 yards (tackle by A.J. Hawk),2.460,3.130
3,8:53,2,1,GNB 38,14,21,Willie Parker right tackle for 9 yards (tackle by Atari Bigby),3.130,3.640
3,8:14,1,10,GNB 29,14,21,Willie Parker middle for -2 yards (tackle by Clay Matthews),3.640,2.830
3,7:31,2,12,GNB 31,14,21,Ben Roethlisberger pass complete deep middle to Hines Ward for 17 yards (tackle by Charles Woodson),2.830,4.650
3,6:48,1,10,GNB 14,14,21,"Ben Roethlisberger pass complete short middle to Rashard Mendenhall for 14 yards. Penalty on Heath Miller: Offensive Pass Interfere, 10 yards (no play)",4.650,3.970
3,6:40,1,20,GNB 24,14,21,Rashard Mendenhall right guard for 3 yards (tackle by Brad Jones),3.970,3.150
3,6:01,2,17,GNB 21,14,21,Ben Roethlisberger sacked by Brad Jones for -8 yards,3.150,1.420
3,5:25,3,25,GNB 29,14,21,Ben Roethlisberger pass complete short right to Mewelde Moore for 10 yards (tackle by Nick Collins and Johnny Jolly),1.420,2.180
3,4:40,4,15,GNB 19,14,24,Jeff Reed 37 yard field goal good,2.180,3.000
3,,,,PIT 30,14,24,"Jeff Reed kicks off 61 yards, returned by Jordy Nelson for 22 yards (tackle by Joe Burnett)",0.000,1.000
3,4:29,1,10,GNB 31,14,24,Aaron Rodgers pass complete short left to Jermichael Finley for 1 yard (tackle by Lawrence Timmons),1.000,0.600
3,3:47,2,9,GNB 32,14,24,Aaron Rodgers sacked by LaMarr Woodley and Casey Hampton for -7 yards,0.600,-1.020
3,3:12,3,16,GNB 25,14,24,Aaron Rodgers pass complete deep left to Donald Driver for 19 yards (tackle by Ryan Clark),-1.020,1.860
3,2:35,1,10,GNB 44,14,24,Aaron Rodgers pass complete short right to Jermichael Finley for 5 yards (tackle by LaMarr Woodley),1.860,1.990
3,1:56,2,5,GNB 49,14,24,Aaron Rodgers pass incomplete short right intended for Quinn Johnson,1.990,1.290
3,1:49,3,5,GNB 49,14,24,Aaron Rodgers pass complete short right to Greg Jennings for 14 yards (tackle by Ryan Clark),1.290,3.120
3,1:04,1,10,PIT 37,14,24,Aaron Rodgers pass complete short right to Jermichael Finley for 10 yards (tackle by Joe Burnett),3.120,3.780
3,0:20,1,10,PIT 27,14,24,Aaron Rodgers pass incomplete short left intended for Greg Jennings (defended by James Harrison),3.780,3.230
3,0:16,,,,14,24,Timeout #1 by Pittsburgh Steelers,0.000,3.230
3,0:16,2,10,PIT 27,14,24,Aaron Rodgers left end for 5 yards (tackle by Tyrone Carter),3.230,3.200
Quarter,Time,Down,ToGo,Location,GNB,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,PIT 22,14,24,"Penalty on LaMarr Woodley: Neutral Zone Infraction, 4 yards (no play)",3.200,3.840
4,15:00,3,1,PIT 18,14,24,Aaron Rodgers middle for 3 yards (tackle by Travis Kirschke),3.840,4.580
4,14:19,1,10,PIT 15,14,24,Aaron Rodgers pass complete short left to Donald Lee for 4 yards (tackle by James Farrior),4.580,4.640
4,13:40,2,6,PIT 11,14,24,Aaron Rodgers pass incomplete short middle intended for Donald Driver (defended by Deshea Townsend),4.640,3.780
4,13:35,3,6,PIT 11,20,24,"Aaron Rodgers pass complete short left to Jermichael Finley for 11 yards, touchdown. Penalty on Tyrone Carter: Defensive Holding (Declined)",3.780,7.000
4,,,,PIT 2,21,24,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,21,24,"Mason Crosby kicks off 69 yards, returned by Stefan Logan for 36 yards (tackle by Nick Collins)",0.000,1.400
4,13:21,1,10,PIT 37,21,24,Ben Roethlisberger pass complete deep right to Hines Ward for 29 yards (tackle by Atari Bigby),1.400,3.310
4,12:39,1,10,GNB 34,21,24,Willie Parker right guard for 2 yards (tackle by A.J. Hawk and Atari Bigby),3.310,3.040
4,12:05,2,8,GNB 32,21,24,Willie Parker right guard for 2 yards (tackle by Clay Matthews),3.040,2.610
4,11:23,3,6,GNB 30,21,24,Ben Roethlisberger pass complete short middle to Heath Miller for 12 yards (tackle by A.J. Hawk),2.610,4.370
4,10:40,1,10,GNB 18,21,24,Willie Parker right end for 2 yards (tackle by Charles Woodson),4.370,4.090
4,10:00,2,8,GNB 16,21,24,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,4.090,3.300
4,9:54,3,8,GNB 16,21,24,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,3.300,2.380
4,9:49,4,8,GNB 16,21,27,Jeff Reed 34 yard field goal good,2.380,3.000
4,,,,PIT 30,21,27,"Jeff Reed kicks off 38 yards, returned by Desmond Bishop for 6 yards (tackle by Keyaron Fox)",0.000,1.470
4,9:40,1,10,GNB 38,21,27,Aaron Rodgers pass complete short right to Jermichael Finley for 5 yards (tackle by William Gay),1.470,1.600
4,9:11,,,,21,27,Timeout #2 by Green Bay Packers,0.000,1.600
4,9:11,2,5,GNB 43,21,27,Aaron Rodgers pass complete short right to Jermichael Finley for 6 yards (tackle by William Gay),1.600,2.190
4,8:28,1,10,GNB 49,21,27,Aaron Rodgers pass complete deep right to Jordy Nelson for 27 yards (tackle by William Gay),2.190,3.970
4,7:58,1,10,PIT 24,27,27,"Ryan Grant left guard for 24 yards, touchdown",3.970,7.000
4,,,,PIT 2,28,27,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,28,27,"Mason Crosby kicks off 60 yards, returned by Stefan Logan for 21 yards (tackle by Desmond Bishop)",0.000,1.000
4,7:41,1,10,PIT 31,28,27,"Rashard Mendenhall right end for 11 yards (tackle by Atari Bigby). Penalty on Santonio Holmes: Offensive Holding, 10 yards (no play)",1.000,0.340
4,7:11,1,20,PIT 21,28,27,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 2 yards (tackle by Tramon Williams and Nick Barnett),0.340,-0.620
4,6:27,2,18,PIT 23,28,27,Ben Roethlisberger pass complete deep left to Hines Ward for 54 yards (tackle by Jarrett Bush),-0.620,4.040
4,5:33,1,10,GNB 23,28,27,Ben Roethlisberger pass incomplete short left intended for Heath Miller,4.040,3.500
4,5:29,2,10,GNB 23,28,27,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Charles Woodson),3.500,2.810
4,5:24,3,10,GNB 23,28,27,"Ben Roethlisberger left tackle for 11 yards (tackle by Jarrett Bush). Penalty on Trai Essex: Offensive Holding, 10 yards (no play)",2.810,1.490
4,4:51,3,20,GNB 33,28,27,Ben Roethlisberger pass complete short middle to Rashard Mendenhall for 8 yards (tackle by Nick Barnett),1.490,1.800
4,4:03,4,12,GNB 25,28,30,Jeff Reed 43 yard field goal good,1.800,3.000
4,,,,PIT 30,28,30,Jeff Reed kicks onside 9 yards. Penalty on Ike Taylor: Illegal Touch Kick,0.000,2.980
4,3:58,1,10,PIT 39,28,30,Aaron Rodgers pass incomplete short right intended for Jermichael Finley,2.980,2.440
4,3:53,2,10,PIT 39,28,30,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by William Gay),2.440,2.940
4,3:09,,,,28,30,Timeout #3 by Green Bay Packers,0.000,2.940
4,3:09,3,1,PIT 30,28,30,Aaron Rodgers pass complete short right to Jermichael Finley for 10 yards (tackle by Tyrone Carter),2.940,4.240
4,2:28,1,10,PIT 20,28,30,Ryan Grant left tackle for -4 yards (tackle by Casey Hampton),4.240,3.150
4,2:18,,,,28,30,Timeout #2 by Pittsburgh Steelers,0.000,3.150
4,2:17,2,14,PIT 24,28,30,Aaron Rodgers pass incomplete deep right intended for James Jones,3.150,2.480
4,2:12,3,14,PIT 24,34,30,"Aaron Rodgers pass complete short right to James Jones for 24 yards, touchdown",2.480,7.000
4,,,,,36,30,"Two Point Attempt: Aaron Rodgers pass complete to Brandon Jackson, conversion succeeds",1.000,1.000
4,,,,GNB 30,36,30,"Mason Crosby kicks off 58 yards, returned by Stefan Logan for 2 yards (tackle by Jarrett Bush)",0.000,-0.280
4,2:01,1,10,PIT 14,36,30,"Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Nick Barnett). Penalty on Charles Woodson: Defensive Holding, 5 yards (no play)",-0.280,0.150
4,1:54,1,10,PIT 19,36,30,Ben Roethlisberger sacked by Brady Poppinga for -4 yards,0.150,-1.000
4,1:28,2,14,PIT 15,36,30,Ben Roethlisberger pass complete short right to Heath Miller for 7 yards (tackle by Jarrett Bush),-1.000,-0.680
4,1:21,3,7,PIT 22,36,30,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Tramon Williams),-0.680,-1.900
4,1:14,4,7,PIT 22,36,30,Ben Roethlisberger pass complete deep left to Santonio Holmes for 32 yards (tackle by Josh Bell),-1.900,2.520
4,1:05,1,10,GNB 46,36,30,"Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace. Penalty on Max Starks: Offensive Holding, 10 yards (no play)",2.520,1.860
4,0:59,1,20,PIT 44,36,30,"Ben Roethlisberger pass incomplete short right intended for Mike Wallace is intercepted by Jarrett Bush at GNB-42 and returned for 7 yards. Penalty on Brandon Chillar: Illegal Contact, 5 yards (no play)",1.860,2.190
4,0:51,1,10,PIT 49,36,30,Ben Roethlisberger pass incomplete deep left intended for Mewelde Moore,2.190,1.650
4,0:43,2,10,PIT 49,36,30,"Penalty on Max Starks: False Start, 5 yards (no play)",1.650,0.970
4,0:43,2,15,PIT 44,36,30,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward,0.970,0.300
4,0:39,3,15,PIT 44,36,30,Ben Roethlisberger pass complete deep left to Heath Miller for 20 yards,0.300,3.180
4,0:32,1,10,GNB 36,36,30,"Ben Roethlisberger sacked by Cullen Jenkins for -3 yards. Penalty on Josh Bell: Defensive Holding, 2 yards (no play)",3.180,3.310
4,0:24,1,10,GNB 34,36,30,Ben Roethlisberger pass complete short middle to Heath Miller for 15 yards (tackle by Clay Matthews),3.310,4.310
4,0:18,,,,36,30,Timeout #3 by Pittsburgh Steelers,0.000,4.310
4,0:18,1,10,GNB 19,36,30,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,4.310,3.750
4,0:13,2,10,GNB 19,36,30,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,3.750,3.030
4,0:03,3,10,GNB 19,36,36,"Ben Roethlisberger pass complete deep left to Mike Wallace for 19 yards, touchdown",3.030,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,GNB 2,36,37,Jeff Reed kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
