#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:07,BAL 1,1,0:02,1,Touchdown
2,1,7:52,BAL 19,4,0:59,0,Field Goal
3,1,3:56,OAK 10,7,3:24,36,Punt
4,2,12:38,OAK 28,7,3:04,26,Punt
5,2,6:58,OAK 35,3,1:11,0,Punt
6,2,3:30,OAK 40,8,2:10,60,Touchdown
7,2,0:04,OAK 40,1,0:04,-1,End of Half
8,3,15:00,OAK 23,5,2:05,6,Punt
9,3,12:55,,3,1:32,4,Punt
10,3,9:08,BAL 49,3,1:26,2,Punt
11,3,6:16,OAK 26,3,2:19,4,Punt
12,3,2:10,OAK 23,5,2:17,19,Punt
13,4,10:54,OAK 32,10,4:56,63,Field Goal
14,4,5:02,OAK 20,6,3:22,6,Punt
15,4,1:11,BAL 8,2,1:11,-1,End of Game
