Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
1,8:51,1,10,STL 46,0,0,Steven Jackson middle for 6 yards (tackle by Ko Simpson),1.990,2.260
1,8:17,2,4,DET 48,0,0,Marc Bulger pass complete short right to Steven Jackson for 5 yards (tackle by Will Peterson and Julian Peterson),2.260,2.720
1,7:40,1,10,DET 43,0,0,Marc Bulger pass complete short left to Donnie Avery for 15 yards (tackle by Louis Delmas),2.720,3.710
1,6:57,1,10,DET 28,0,0,Steven Jackson middle for 2 yards (tackle by Dewayne White and Landon Cohen),3.710,3.440
1,6:20,2,8,DET 26,0,0,Marc Bulger pass complete short right to Mike Karney for 4 yards (tackle by Will Peterson),3.440,3.270
1,5:39,3,4,DET 22,0,0,"Penalty on Adam Goldberg: False Start, 5 yards (no play)",3.270,2.610
1,5:22,3,9,DET 27,0,0,"Marc Bulger pass incomplete short right intended for Mike Karney. Penalty on Julian Peterson: Roughing the Passer, 14 yards (no play)",2.610,4.710
1,5:16,1,10,DET 13,0,0,"Steven Jackson right end for 2 yards (tackle by Julian Peterson and Larry Foote). Penalty on Jacob Bell: Offensive Holding, 10 yards (no play)",4.710,4.040
1,4:52,1,20,DET 23,0,0,Marc Bulger pass incomplete deep middle intended for Randy McMichael (defended by Larry Foote),4.040,2.810
1,4:47,2,20,DET 23,0,0,Steven Jackson middle for no gain (tackle by Ernie Sims),2.810,2.150
1,4:07,3,20,DET 23,0,0,Marc Bulger pass incomplete deep left intended for Daniel Fells,2.150,1.930
1,4:01,4,20,DET 23,3,0,Josh Brown 41 yard field goal good,1.930,3.000
1,,,,STL 30,3,0,"Josh Brown kicks off 76 yards, touchback",0.000,0.280
1,3:57,1,10,DET 20,3,0,Aaron Brown left end for 11 yards (tackle by O.J. Atogwe),0.280,1.000
1,3:16,1,10,DET 31,3,0,Matthew Stafford pass complete short right to Brandon Pettigrew for 4 yards (tackle by James Butler),1.000,1.000
1,2:40,2,6,DET 35,3,0,Kevin Smith left tackle for 4 yards (tackle by James Laurinaitis),1.000,0.830
1,2:02,3,2,DET 39,3,0,Kevin Smith left end for 2 yards (tackle by O.J. Atogwe and Craig Dahl),0.830,1.660
1,1:19,1,10,DET 41,3,0,Kevin Smith right tackle for 2 yards (tackle by David Vobora),1.660,1.390
1,0:36,2,8,DET 43,3,0,Matthew Stafford pass complete short middle to Kevin Smith for 15 yards (tackle by Ronald Bartell),1.390,2.790
Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,STL 42,3,0,Aaron Brown right end for 4 yards (tackle by Paris Lenon),2.790,2.780
2,14:26,2,6,STL 38,3,0,Matthew Stafford pass incomplete deep right intended for Brandon Pettigrew (defended by Quincy Butler),2.780,2.080
2,14:19,3,6,STL 38,3,0,"Penalty on Will Heller: False Start, 5 yards (no play)",2.080,1.420
2,14:19,3,11,STL 43,3,0,Matthew Stafford pass complete short right to Maurice Morris for 19 yards (tackle by O.J. Atogwe and Quincy Butler),1.420,3.970
2,13:42,1,10,STL 24,3,0,Kevin Smith middle for 12 yards (tackle by O.J. Atogwe and Leonard Little),3.970,4.780
2,13:00,1,10,STL 12,3,0,Matthew Stafford pass incomplete short left intended for Dennis Northcutt,4.780,4.100
2,12:56,2,10,STL 12,3,0,Kevin Smith middle for no gain (tackle by Chris Long),4.100,3.120
2,12:17,3,10,STL 12,3,2,"Matthew Stafford pass incomplete short middle intended for Aaron Brown is intercepted by James Butler at STL-0, safety",3.120,2.000
2,,,,STL 20,3,2,"Donnie Jones kicks off 63 yards, returned by Dennis Northcutt for 11 yards (tackle by Jonathan Wade)",0.000,0.810
2,12:01,1,10,DET 28,3,2,Kevin Smith right end for -2 yards (tackle by Leger Douzable),0.810,-0.010
2,11:25,2,12,DET 26,3,2,Matthew Stafford pass complete short right to Kevin Smith for 19 yards (tackle by James Hall),-0.010,1.930
2,10:45,1,10,DET 45,3,2,Matthew Stafford pass incomplete deep middle intended for Bryant Johnson,1.930,1.380
2,10:39,2,10,DET 45,3,2,Maurice Morris middle for 6 yards (tackle by Chris Long),1.380,1.490
2,10:00,3,4,STL 49,3,2,Matthew Stafford pass complete short right to Aaron Brown for 5 yards (tackle by O.J. Atogwe),1.490,2.650
2,9:23,1,10,STL 44,3,2,Maurice Morris left tackle for 3 yards (tackle by James Butler),2.650,2.520
2,8:42,2,7,STL 41,3,2,Maurice Morris middle for 3 yards (tackle by Larry Grant),2.520,2.210
2,8:06,3,4,STL 38,3,2,Matthew Stafford pass incomplete short right intended for Will Heller,2.210,0.720
2,8:02,4,4,STL 38,3,2,"Nick Harris punts 28 yards, fair catch by Danny Amendola",0.720,0.380
2,7:54,1,10,STL 10,3,2,Steven Jackson middle for 4 yards (tackle by Ko Simpson and Louis Delmas),-0.380,-0.460
2,7:19,2,6,STL 14,3,2,Marc Bulger pass complete short right to Keenan Burton for 8 yards (tackle by Will Peterson),-0.460,0.410
2,6:43,1,10,STL 22,3,2,"Marc Bulger pass complete short left to Donnie Avery for -1 yards (tackle by Kevin Hobbs). Penalty on Cliff Avril: Defensive Offside, 5 yards (no play)",0.410,1.140
2,6:16,1,5,STL 27,3,2,Marc Bulger pass complete short right to Keenan Burton for 12 yards (tackle by Larry Foote),1.140,1.530
2,5:34,1,10,STL 39,3,2,Steven Jackson left end for -4 yards (tackle by Larry Foote),1.530,0.450
2,4:53,2,14,STL 35,3,2,Marc Bulger pass incomplete short right intended for Steven Jackson,0.450,-0.230
2,4:47,3,14,STL 35,3,2,Marc Bulger pass incomplete short right intended for Danny Amendola,-0.230,-1.040
2,4:42,4,14,STL 35,3,2,"Donnie Jones punts 42 yards, returned by Dennis Northcutt for 15 yards (tackle by K.C. Asiodu)",-1.040,-1.470
2,4:29,1,10,DET 38,3,2,Kevin Smith middle for 7 yards (tackle by Quincy Butler),1.470,1.870
2,4:00,2,3,DET 45,3,2,Kevin Smith left tackle for 1 yard (tackle by David Vobora),1.870,1.290
2,3:18,3,2,DET 46,3,2,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by James Laurinaitis),1.290,-0.320
2,3:12,4,2,DET 46,3,2,Nick Harris punts 45 yards,-0.320,0.380
2,3:01,1,10,STL 9,3,2,Steven Jackson middle for 26 yards (tackle by Julian Peterson),-0.380,1.270
2,2:27,1,10,STL 35,3,2,Marc Bulger pass complete short left to Randy McMichael for 9 yards (tackle by Kevin Hobbs),1.270,1.940
2,2:00,2,1,STL 44,3,2,Marc Bulger pass complete short left to Keenan Burton for 5 yards (tackle by Phillip Buchanon),1.940,2.190
2,1:38,1,10,STL 49,3,2,Marc Bulger pass complete short middle to Danny Amendola for 13 yards (tackle by Kevin Hobbs and Ernie Sims),2.190,3.050
2,1:32,,,,3,2,Timeout #1 by Los Angeles Rams,0.000,3.050
2,1:32,1,10,DET 38,3,2,"Penalty on Randy McMichael: False Start, 5 yards (no play)",3.050,2.720
2,1:32,1,15,DET 43,3,2,Marc Bulger pass complete short middle to Randy McMichael for 7 yards (tackle by Larry Foote),2.720,2.780
2,1:11,2,8,DET 36,3,2,Marc Bulger pass incomplete deep middle intended for Randy McMichael (defended by Ko Simpson),2.780,2.080
2,1:08,3,8,DET 36,3,2,Marc Bulger pass incomplete short left intended for Donnie Avery,2.080,0.880
2,1:03,,,,3,2,Timeout #2 by Los Angeles Rams,0.000,0.880
2,1:03,4,8,DET 36,9,2,"Josh Brown pass complete short left to Daniel Fells for 36 yards, touchdown",0.880,7.000
2,0:54,,,,9,2,Timeout #1 by Detroit Lions,0.000,0.000
2,,,,DET 2,10,2,Josh Brown kicks extra point good,0.000,0.000
2,,,,STL 30,10,2,"Josh Brown kicks off 70 yards, returned by Derrick Williams for 24 yards (tackle by Craig Dahl)",0.000,0.540
2,0:48,1,10,DET 24,10,2,Matthew Stafford pass complete short middle to Casey Fitzsimmons for 8 yards (tackle by James Laurinaitis),0.540,1.080
2,0:29,2,2,DET 32,10,2,Matthew Stafford pass incomplete short right intended for Bryant Johnson,1.080,0.370
2,0:24,3,2,DET 32,10,2,Matthew Stafford pass complete short right to Kevin Smith for 3 yards (tackle by Craig Dahl),0.370,1.270
2,0:19,,,,10,2,Timeout #2 by Detroit Lions,0.000,1.270
2,0:19,1,10,DET 35,10,2,Matthew Stafford pass incomplete short right intended for Aaron Brown,1.270,0.720
2,0:16,2,10,DET 35,10,2,Matthew Stafford pass complete short right to Aaron Brown for 8 yards (tackle by Ronald Bartell),0.720,1.090
2,0:10,3,2,DET 43,10,2,Matthew Stafford pass incomplete deep left intended for Dennis Northcutt (defended by Quincy Butler),1.090,-0.520
2,0:04,,,,10,2,Timeout #3 by Detroit Lions,0.000,0.000
2,0:04,,,,10,2,Timeout #3 by Los Angeles Rams,0.000,-0.520
2,0:04,4,2,DET 43,10,2,Matthew Stafford pass incomplete deep left intended for Derrick Williams,-0.520,1.800
Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,2,"Jason Hanson kicks off 71 yards, returned by Danny Amendola for 23 yards (tackle by Zack Follett)",0.000,0.410
3,14:56,1,10,STL 22,10,2,Marc Bulger pass complete short left to Mike Karney for 9 yards (tackle by Phillip Buchanon),0.410,1.080
3,14:24,2,1,STL 31,10,2,Marc Bulger pass incomplete short right intended for Donnie Avery (defended by Will Peterson),1.080,0.370
3,14:19,3,1,STL 31,10,2,Steven Jackson left tackle for 6 yards (tackle by Grady Jackson and Julian Peterson),0.370,1.400
3,13:45,1,10,STL 37,10,2,Steven Jackson middle for no gain (tackle by DeAndre Levy),1.400,0.860
3,13:04,2,10,STL 37,10,2,"Penalty on Daniel Fells: False Start, 5 yards (no play)",0.860,0.180
3,12:42,2,15,STL 32,10,2,Marc Bulger pass incomplete deep right intended for Donnie Avery,0.180,-0.490
3,12:35,3,15,STL 32,10,2,Marc Bulger pass complete short right to Mike Karney for 5 yards (tackle by Kevin Hobbs),-0.490,-0.910
3,12:02,4,10,STL 37,10,2,"Donnie Jones punts 51 yards, returned by Dennis Northcutt for no gain",-0.910,0.350
3,11:52,1,10,DET 12,10,2,Kevin Smith left tackle for -3 yards (tackle by LaJuan Ramsey),-0.350,-1.000
3,11:13,2,13,DET 9,10,2,Matthew Stafford pass complete short left to Will Heller for 10 yards (tackle by Quincy Butler),-1.000,-0.600
3,10:36,3,3,DET 19,10,2,Matthew Stafford pass incomplete short right intended for Dennis Northcutt,-0.600,-2.140
3,10:32,4,3,DET 19,10,2,"Nick Harris punts 52 yards, returned by Danny Amendola for 8 yards (tackle by Vinny Ciurciu)",-2.140,-1.400
3,10:18,1,10,STL 37,10,2,Steven Jackson right tackle for 4 yards (tackle by Ko Simpson),1.400,1.400
3,9:41,2,6,STL 41,10,2,Marc Bulger pass incomplete short left intended for Kenneth Darby,1.400,0.700
3,9:37,3,6,STL 41,10,2,Marc Bulger middle for 5 yards (tackle by Demarcus Faggins),0.700,-0.320
3,8:56,4,1,STL 46,10,2,"Donnie Jones punts 42 yards, fair catch by Dennis Northcutt",-0.320,0.350
3,8:47,1,10,DET 12,10,2,Matthew Stafford sacked by Chris Long for -4 yards,-0.350,-1.070
3,8:14,2,14,DET 8,10,2,Kevin Smith right end for 2 yards (tackle by James Laurinaitis),-1.070,-1.650
3,7:33,3,12,DET 10,10,2,Matthew Stafford pass incomplete short right intended for Kevin Smith,-1.650,-2.490
3,7:29,4,12,DET 10,10,2,"Nick Harris punts 50 yards, returned by Danny Amendola for 8 yards (tackle by Casey Fitzsimmons)",-2.490,-2.130
3,7:18,1,10,STL 48,10,2,Steven Jackson middle for 9 yards (tackle by Dewayne White),2.130,2.800
3,6:43,2,1,DET 43,10,2,Danny Amendola left end for no gain (tackle by Phillip Buchanon),2.800,2.080
3,6:01,3,1,DET 43,10,2,Steven Jackson right tackle for 7 yards (tackle by Louis Delmas),2.080,3.180
3,5:24,1,10,DET 36,10,2,Marc Bulger pass incomplete short left intended for Daniel Fells (defended by Louis Delmas),3.180,2.640
3,5:17,2,10,DET 36,10,2,Steven Jackson middle for 3 yards (tackle by Sammie Lee Hill),2.640,2.350
3,4:39,3,7,DET 33,10,2,Marc Bulger pass complete short middle to Billy Bajema for 16 yards (tackle by Ko Simpson),2.350,4.440
3,3:59,1,10,DET 17,10,2,Marc Bulger pass incomplete deep right intended for Randy McMichael (defended by DeAndre Levy),4.440,3.850
3,3:54,2,10,DET 17,10,2,Marc Bulger pass incomplete short left intended for Danny Amendola (defended by Julian Peterson),3.850,3.070
3,3:51,3,10,DET 17,10,2,Marc Bulger pass incomplete short right intended for Steven Jackson is intercepted by Dewayne White at DET-18,3.070,-0.040
3,3:46,1,10,DET 18,10,2,Kevin Smith right end for 4 yards (tackle by O.J. Atogwe and Clifton Ryan),0.040,0.140
3,3:06,2,6,DET 22,10,2,Matthew Stafford pass incomplete short left intended for Bryant Johnson (defended by James Butler),0.140,-0.660
3,3:00,3,6,DET 22,10,2,Matthew Stafford pass complete short middle to Casey Fitzsimmons for 9 yards (tackle by Craig Dahl),-0.660,1.000
3,2:24,1,10,DET 31,10,2,Maurice Morris right end for 7 yards (tackle by Paris Lenon),1.000,1.410
3,1:46,2,3,DET 38,10,2,Maurice Morris right tackle for 4 yards (tackle by Quincy Butler),1.410,1.730
3,1:08,1,10,DET 42,10,2,Maurice Morris left end for 4 yards (tackle by James Laurinaitis),1.730,1.730
3,0:31,2,6,DET 46,10,2,Matthew Stafford pass complete short right to Brandon Pettigrew for 13 yards (tackle by James Laurinaitis),1.730,2.850
Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 41,10,2,Matthew Stafford pass complete deep right to Bryant Johnson for 36 yards (tackle by Ronald Bartell). Penalty on Ronald Bartell: Defensive Pass Interfere (Declined),2.850,6.060
4,14:38,1,5,STL 5,10,2,Maurice Morris middle for 1 yard (tackle by Clifton Ryan and LaJuan Ramsey),6.060,5.340
4,13:58,2,4,STL 4,10,8,"Matthew Stafford right end for 4 yards, touchdown",5.340,7.000
4,,,,,10,10,"Two Point Attempt: Matthew Stafford pass complete to Maurice Morris, conversion succeeds",1.000,1.000
4,,,,DET 30,10,10,"Jason Hanson kicks off 65 yards, returned by Danny Amendola for 17 yards (tackle by Zack Follett)",0.000,0.410
4,13:46,1,10,STL 22,10,10,Steven Jackson left tackle for 6 yards (tackle by Ernie Sims),0.410,0.680
4,13:13,2,4,STL 28,10,10,"Marc Bulger pass complete short right to Mike Karney for 1 yard (tackle by Ernie Sims). Penalty on Sammie Lee Hill: Illegal Use of Hands, 5 yards (no play)",0.680,1.140
4,12:57,1,10,STL 33,10,10,Steven Jackson left end for -1 yards (tackle by Louis Delmas),1.140,0.460
4,12:19,2,11,STL 32,10,10,Marc Bulger pass complete short left to Steven Jackson for 12 yards (tackle by Ernie Sims),0.460,1.860
4,11:40,1,10,STL 44,10,10,Steven Jackson right tackle for 7 yards (tackle by Andre Fluellen and Ernie Sims),1.860,2.260
4,11:02,2,3,DET 49,10,10,Marc Bulger pass complete short right to Steven Jackson for no gain,2.260,1.550
4,10:21,3,3,DET 49,10,10,Marc Bulger pass incomplete short right intended for Donnie Avery (defended by Cliff Avril),1.550,0.000
4,10:17,4,3,DET 49,10,10,"Donnie Jones punts 49 yards, touchback",0.000,-0.280
4,10:08,1,10,DET 20,10,10,Maurice Morris left tackle for 3 yards (tackle by Paris Lenon and Clifton Ryan),0.280,0.140
4,9:38,2,7,DET 23,10,10,Maurice Morris right end for 13 yards (tackle by Ronald Bartell). Penalty on Clifton Ryan: Defensive Offside (Declined),0.140,1.330
4,9:11,1,10,DET 36,10,10,Maurice Morris left tackle for 15 yards (tackle by James Butler),1.330,2.320
4,8:34,1,10,STL 49,10,10,Maurice Morris right end for -7 yards (tackle by Leonard Little),2.320,0.840
4,7:52,2,17,DET 44,10,10,Matthew Stafford pass complete short left to Bryant Johnson for 7 yards (tackle by Ronald Bartell),0.840,1.090
4,7:08,3,10,STL 49,10,10,Matthew Stafford pass incomplete short right intended for Casey Fitzsimmons,1.090,0.000
4,7:03,4,10,STL 49,10,10,"Nick Harris punts 45 yards. Penalty on David Roach: Unnecessary Roughness, 2 yards",0.000,0.380
4,6:54,1,10,STL 2,10,10,Steven Jackson right tackle for 11 yards (tackle by Julian Peterson),-0.380,-0.320
4,6:25,1,10,STL 13,10,10,Marc Bulger pass incomplete short left intended for Brandon Gibson,-0.320,-0.770
4,6:21,2,10,STL 13,10,10,Steven Jackson middle for 10 yards (tackle by Cliff Avril),-0.770,0.480
4,5:37,1,10,STL 23,10,10,Marc Bulger pass complete short right to Billy Bajema for 27 yards (tackle by Marquand Manuel and Will Peterson),0.480,2.260
4,4:59,1,10,,10,10,Steven Jackson middle for 5 yards (tackle by DeAndre Levy),2.260,2.390
4,4:21,2,5,DET 45,10,10,Marc Bulger pass incomplete deep right intended for Donnie Avery,2.390,1.690
4,4:14,3,5,DET 45,10,10,Marc Bulger pass incomplete short right intended for Keenan Burton (defended by Will Peterson),1.690,0.270
4,4:09,4,5,DET 45,10,10,Donnie Jones punts 39 yards,0.270,0.380
4,4:00,1,10,DET 6,10,10,Maurice Morris left tackle for 3 yards (tackle by Chris Long),-0.380,-0.560
4,3:25,2,7,DET 9,10,10,Maurice Morris right tackle for 1 yard (tackle by James Laurinaitis),-0.560,-0.950
4,2:45,3,6,DET 10,10,10,Matthew Stafford sacked by Leonard Little for -2 yards,-0.950,-2.490
4,2:38,,,,10,10,Timeout #1 by Los Angeles Rams,0.000,-2.490
4,2:38,4,8,DET 8,10,10,"Nick Harris punts 52 yards, returned by Quincy Butler for -2 yards (tackle by Kalvin Pearson)",-2.490,-1.470
4,2:26,1,10,STL 38,10,10,Marc Bulger pass incomplete short right intended for Randy McMichael (defended by Cliff Avril),1.470,0.920
4,2:22,2,10,STL 38,10,10,Marc Bulger pass complete short left to Keenan Burton for 7 yards (tackle by Phillip Buchanon),0.920,1.160
4,2:00,3,3,STL 45,10,10,"Marc Bulger pass incomplete short middle intended for Randy McMichael. Penalty on Louis Delmas: Defensive Pass Interfere, 13 yards (no play)",1.160,2.790
4,1:55,1,10,DET 42,10,10,Steven Jackson middle for 17 yards (tackle by Phillip Buchanon),2.790,3.910
4,1:44,,,,10,10,Timeout #1 by Detroit Lions,0.000,3.910
4,1:44,1,10,DET 25,16,10,"Steven Jackson right tackle for 25 yards, touchdown",3.910,7.000
4,,,,DET 2,17,10,Josh Brown kicks extra point good,0.000,0.000
4,,,,STL 30,17,10,"Josh Brown kicks off 73 yards, returned by Derrick Williams for 23 yards (tackle by K.C. Asiodu)",0.000,0.280
4,1:32,1,10,DET 20,17,10,Matthew Stafford pass incomplete short middle intended for Dennis Northcutt (defended by Craig Dahl),0.280,-0.270
4,1:21,2,10,DET 20,17,10,"Matthew Stafford pass complete short right to Dennis Northcutt for 7 yards (tackle by Justin King). Penalty on Jon Jansen: Offensive Holding (Offsetting), Penalty on Craig Dahl: Unnecessary Roughness (Offsetting) (no play)",-0.270,-0.270
4,1:18,2,10,DET 20,17,10,"Matthew Stafford pass incomplete deep left intended for John Standeford (defended by Quincy Butler). Penalty on Jon Jansen: Offensive Holding, 10 yards (no play)",-0.270,-1.510
4,1:14,2,20,DET 10,17,10,Matthew Stafford pass incomplete deep right intended for Dennis Northcutt,-1.510,-2.590
4,1:08,3,20,DET 10,17,10,Matthew Stafford pass incomplete short right intended for Bryant Johnson,-2.590,-2.490
4,1:03,4,20,DET 10,17,10,Matthew Stafford pass incomplete deep right intended for Bryant Johnson,-2.490,-4.910
4,0:56,1,10,DET 10,17,10,Steven Jackson middle for 2 yards (tackle by Sammie Lee Hill),4.910,4.570
4,0:45,,,,17,10,Timeout #2 by Detroit Lions,0.000,4.570
4,0:45,2,8,DET 8,17,10,Marc Bulger kneels for -3 yards,4.570,3.120
4,0:01,3,11,DET 11,17,10,Marc Bulger kneels for -1 yards,3.120,2.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
