Quarter,Time,Tm,Detail,JAX,HOU
1.0,10:08,Jaguars,Kai Forbath 25 yard field goal,3,0
,5:20,Texans,Ka'imi Fairbairn 23 yard field goal,3,3
2.0,14:56,Texans,Deshaun Watson 5 yard rush (Ka'imi Fairbairn kick),3,10
,3:01,Texans,Lamar Miller 7 yard rush (Ka'imi Fairbairn kick),3,17
4.0,10:52,Texans,Ka'imi Fairbairn 24 yard field goal,3,20
