Quarter,Time,Tm,Detail,TEN,JAX
1.0,4:03,Titans,Rob Bironas 20 yard field goal,3,0
,3:24,Jaguars,John Broussard 47 yard pass from David Garrard (Josh Scobee kick),3,7
2.0,4:19,Jaguars,Josh Scobee 22 yard field goal,3,10
,0:43,Titans,Rob Bironas 31 yard field goal,6,10
3.0,0:59,Titans,Vince Young 2 yard rush (Rob Bironas kick),13,10
