Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1,3:24,3,7,PHI 5,7,0,Jeff Garcia pass incomplete short left intended for Donte' Stallworth (defended by Sam Madison),-1.070,-2.490
1,3:20,4,7,PHI 5,7,0,"Dirk Johnson punts 51 yards, returned by R.W. McQuarters for 10 yards (tackle by Quintin Mikell)",-2.490,-2.520
1,3:10,1,10,PHI 46,7,0,Eli Manning pass incomplete short right intended for Jim Finn,2.520,1.980
1,3:05,2,10,PHI 46,7,0,Tiki Barber right end for -3 yards (tackle by Dhani Jones),1.980,0.890
1,2:20,3,13,PHI 49,7,0,"Eli Manning pass complete short right to Tim Carter for no gain (tackle by Lito Sheppard). Tim Carter fumbles (forced by Lito Sheppard), ball out of bounds at PHI-49",0.890,0.000
1,1:58,4,13,PHI 49,7,0,Jeff Feagles punts 33 yards,0.000,0.140
1,1:58,1,10,PHI 16,7,0,Jeff Garcia pass complete short right to Reggie Brown for 9 yards (tackle by Jason Bell),-0.140,0.690
1,1:34,2,1,PHI 25,7,0,Jeff Garcia pass complete short middle to Brian Westbrook for 6 yards (tackle by Antonio Pierce and Chase Blackburn),0.690,1.000
1,0:57,1,10,PHI 31,7,0,Brian Westbrook middle for 4 yards (tackle by Gibril Wilson),1.000,1.000
1,0:18,2,6,PHI 35,7,0,Jeff Garcia pass incomplete deep right intended for Correll Buckhalter (defended by R.W. McQuarters),1.000,0.300
1,0:12,3,6,PHI 35,7,0,Jeff Garcia middle for 7 yards (tackle by Will Demps),0.300,1.730
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 42,7,0,"Penalty on William Joseph: Encroachment, 5 yards (no play)",1.730,2.460
2,15:00,1,5,PHI 47,7,0,Jeff Garcia pass complete short right to Donte' Stallworth for 4 yards (tackle by R.W. McQuarters),2.460,2.400
2,14:22,2,1,NYG 49,7,6,"Brian Westbrook right end for 49 yards, touchdown",2.400,7.000
2,,,,NYG 2,7,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,7,7,"David Akers kicks off 65 yards, returned by Sinorice Moss for 17 yards (tackle by Hank Baskett)",0.000,0.410
2,14:06,1,10,NYG 22,7,7,Tiki Barber left end for 2 yards (tackle by Omar Gaither),0.410,0.140
2,13:26,2,8,NYG 24,7,7,Tiki Barber right end for no gain (tackle by Lito Sheppard and Sean Considine),0.140,-0.560
2,12:41,3,8,NYG 24,7,7,Eli Manning pass incomplete deep right intended for Plaxico Burress is intercepted by Sheldon Brown at NYG-44 and returned for 7 yards,-0.560,-3.120
2,12:33,1,10,NYG 37,7,7,Brian Westbrook right end for 22 yards (tackle by Will Demps),3.120,4.580
2,11:51,1,10,NYG 15,7,7,Correll Buckhalter middle for 9 yards (tackle by Gibril Wilson),4.580,5.600
2,11:07,2,1,NYG 6,7,7,Correll Buckhalter right guard for 2 yards (tackle by Fred Robbins and Mathias Kiwanuka),5.600,6.280
2,10:27,1,4,NYG 4,7,7,Jeff Garcia pass incomplete short middle intended for L.J. Smith (defended by Gibril Wilson),6.280,5.340
2,10:23,2,4,NYG 4,7,7,Jeff Garcia right tackle for 3 yards (tackle by Antonio Pierce),5.340,5.170
2,9:43,3,1,NYG 1,7,7,Jeff Garcia pass incomplete short right intended for Hank Baskett,5.170,3.550
2,9:37,4,1,NYG 1,7,10,David Akers 19 yard field goal good,3.550,3.000
2,,,,PHI 30,7,10,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,9:34,1,10,NYG 20,7,10,Tiki Barber for 9 yards (tackle by Sean Considine),0.280,0.950
2,9:11,2,1,NYG 29,7,10,Tiki Barber left end for 2 yards (tackle by Jeremiah Trotter),0.950,1.000
2,8:45,1,10,NYG 31,7,10,Eli Manning pass complete short right to Jeremy Shockey for 11 yards (tackle by Brian Dawkins and Quintin Mikell),1.000,1.730
2,7:56,1,10,NYG 42,7,10,Eli Manning pass complete short left to Visanthe Shiancoe for 4 yards (tackle by Brian Dawkins),1.730,1.730
2,7:34,2,6,NYG 46,7,10,Tiki Barber left end for 4 yards (tackle by Sheldon Brown),1.730,1.550
2,6:51,3,2,PHI 50,7,10,Eli Manning pass complete short left to Jeremy Shockey for 6 yards (tackle by Brian Dawkins),1.550,2.650
2,6:11,1,10,PHI 44,7,10,Tiki Barber left end for 41 yards (tackle by Lito Sheppard),2.650,6.510
2,5:40,,,,7,10,Timeout #1 by New York Giants,0.000,6.510
2,5:40,1,3,PHI 3,7,10,Eli Manning pass incomplete short right intended for Tiki Barber (defended by Omar Gaither),6.510,5.530
2,5:36,2,3,PHI 3,7,10,Tiki Barber middle for 1 yard (tackle by Mike Patterson and Darren Howard),5.530,4.950
2,4:53,3,2,PHI 2,7,10,Eli Manning pass incomplete short left intended for Jeremy Shockey (defended by Sheldon Brown),4.950,3.250
2,4:47,4,2,PHI 2,10,10,Jay Feely 20 yard field goal good,3.250,3.000
2,,,,NYG 30,10,10,"Jay Feely kicks off 71 yards, returned by Reno Mahe for 21 yards (tackle by Kevin Dockery)",0.000,0.280
2,4:40,1,10,PHI 20,10,10,Jeff Garcia pass complete short right to Reggie Brown for 14 yards (tackle by R.W. McQuarters),0.280,1.200
2,4:14,1,10,PHI 34,10,10,Correll Buckhalter middle for 3 yards (tackle by Chase Blackburn),1.200,1.060
2,3:38,2,7,PHI 37,10,10,"Jeff Garcia pass complete short right to L.J. Smith for 8 yards (tackle by Brandon Short). Penalty on Barry Cofield: Unnecessary Roughness (Offsetting), Penalty on Jon Runyan: Unnecessary Roughness (Offsetting)",1.060,1.930
2,3:11,1,10,PHI 45,10,10,Correll Buckhalter middle for 1 yard (tackle by Mathias Kiwanuka and Fred Robbins),1.930,1.520
2,2:35,2,9,PHI 46,10,10,Jeff Garcia pass complete short right to Donte' Stallworth for 9 yards (tackle by Jason Bell),1.520,2.590
2,2:02,,,,10,10,Timeout #1 by Philadelphia Eagles,0.000,2.590
2,2:01,1,10,NYG 45,10,10,Brian Westbrook middle for 3 yards (tackle by Antonio Pierce and Osi Umenyiora),2.590,2.450
2,1:57,2,7,NYG 42,10,10,"Penalty on Hank Baskett: False Start, 5 yards (no play)",2.450,1.770
2,1:57,2,12,NYG 47,10,10,Jeff Garcia pass complete short right to Reggie Brown for 7 yards (tackle by Jason Bell),1.770,2.010
2,1:53,3,5,NYG 40,10,10,Jeff Garcia pass complete short right to Reggie Brown for 12 yards (tackle by Chase Blackburn),2.010,3.710
2,1:13,1,10,NYG 28,10,10,Jeff Garcia pass incomplete short right intended for Reggie Brown,3.710,3.170
2,1:07,2,10,NYG 28,10,16,"Jeff Garcia pass complete deep right to Donte' Stallworth for 28 yards, touchdown",3.170,7.000
2,,,,NYG 2,10,17,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,10,17,"David Akers kicks off 67 yards, returned by Sinorice Moss for 18 yards (tackle by Torrance Daniels)",0.000,0.340
2,0:57,1,10,NYG 21,10,17,Eli Manning pass incomplete short right intended for Jeremy Shockey,0.340,-0.200
2,0:53,2,10,NYG 21,10,17,Tiki Barber right end for -1 yards (tackle by Quintin Mikell),-0.200,-1.020
2,0:28,,,,10,17,Timeout #2 by Philadelphia Eagles,0.000,-1.020
2,0:28,3,11,NYG 20,10,17,Brandon Jacobs left end for 5 yards (tackle by Mike Patterson and Shawn Barber),-1.020,-1.700
2,0:22,,,,10,17,Timeout #3 by Philadelphia Eagles,0.000,-1.700
2,0:22,4,6,NYG 25,10,17,"Jeff Feagles punts 50 yards, returned by Brian Westbrook for 5 yards (tackle by Reggie Torbor)",-1.700,-0.940
2,0:11,1,10,PHI 30,10,17,Brian Westbrook middle for 4 yards (tackle by Antonio Pierce),0.940,0.930
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,10,17,"Jay Feely kicks off 63 yards, returned by Reno Mahe for 19 yards (tackle by Jason Bell)",0.000,0.670
3,14:53,1,10,PHI 26,10,17,"Brian Westbrook right end for 11 yards. Brian Westbrook fumbles, ball out of bounds at PHI-37. Penalty on Gibril Wilson: Face Mask (5 Yards), 5 yards",0.670,1.730
3,14:35,1,10,PHI 42,10,17,Brian Westbrook middle for 1 yard (tackle by William Joseph),1.730,1.320
3,13:54,2,9,PHI 43,10,17,Jeff Garcia sacked by Chase Blackburn for -8 yards,1.320,-0.430
3,13:16,3,17,PHI 35,10,17,Jeff Garcia pass incomplete short left intended for Hank Baskett (defended by Gibril Wilson),-0.430,-1.040
3,13:08,4,17,PHI 35,10,17,"Dirk Johnson punts 54 yards, returned by R.W. McQuarters for no gain. R.W. McQuarters fumbles, recovered by R.W. McQuarters at NYG-10",-1.040,0.380
3,12:57,1,10,NYG 10,10,17,Eli Manning left tackle for 2 yards (tackle by Mike Patterson),-0.380,-0.630
3,12:18,2,8,NYG 12,10,17,Tiki Barber right tackle for 3 yards (tackle by Trent Cole),-0.630,-0.840
3,11:36,3,5,NYG 15,10,17,Eli Manning sacked by Juqua Parker for -7 yards,-0.840,-2.490
3,11:03,4,12,NYG 8,10,17,"Jeff Feagles punts 44 yards, returned by Reno Mahe for 10 yards (tackle by James Butler)",-2.490,-2.790
3,10:53,1,10,NYG 42,10,17,Jeff Garcia pass incomplete deep middle intended for Donte' Stallworth (defended by R.W. McQuarters),2.790,2.240
3,10:47,2,10,NYG 42,10,17,Brian Westbrook left tackle for -1 yards (tackle by Barry Cofield and Mathias Kiwanuka),2.240,1.420
3,10:09,3,11,NYG 43,10,17,Jeff Garcia pass complete short left to Hank Baskett for 5 yards (tackle by Gibril Wilson),1.420,0.720
3,9:37,4,6,NYG 38,10,17,Dirk Johnson punts 37 yards,0.720,0.380
3,9:26,1,10,NYG 1,10,17,Tiki Barber middle for 2 yards (tackle by Juqua Parker),-0.380,-0.630
3,8:49,2,8,NYG 3,10,17,Tiki Barber left tackle for 3 yards (tackle by Jeremiah Trotter),-0.630,-0.840
3,8:09,3,5,NYG 6,10,17,Eli Manning pass complete short left to Jim Finn for 3 yards (tackle by Omar Gaither),-0.840,-2.490
3,7:30,4,2,NYG 9,10,17,"Jeff Feagles punts 56 yards, returned by Brian Westbrook for 65 yards. Penalty on Torrance Daniels: Illegal Block Above the , 10 yards",-2.490,-0.610
3,7:12,1,10,PHI 25,10,17,Jeff Garcia pass incomplete short right intended for Donte' Stallworth,0.610,0.060
3,7:09,2,10,PHI 25,10,17,Brian Westbrook left tackle for 2 yards (tackle by Mathias Kiwanuka),0.060,-0.360
3,6:31,3,8,PHI 27,10,17,Jeff Garcia pass complete short right to Reggie Brown for 9 yards (tackle by Jason Bell),-0.360,1.330
3,5:47,1,10,PHI 36,10,17,Reggie Brown for 13 yards (tackle by Antonio Pierce),1.330,2.190
3,5:16,1,10,PHI 49,10,17,Correll Buckhalter left end for no gain (tackle by Barry Cofield),2.190,1.650
3,4:35,2,10,PHI 49,10,17,Jeff Garcia pass complete deep right to Reggie Brown for 15 yards (tackle by R.W. McQuarters),1.650,3.180
3,4:04,1,10,NYG 36,10,17,Jeff Garcia pass incomplete short right intended for Hank Baskett,3.180,2.640
3,4:00,2,10,NYG 36,10,17,Jeff Garcia pass complete short right to Correll Buckhalter for 3 yards (tackle by Antonio Pierce),2.640,2.350
3,3:22,3,7,NYG 33,10,17,Brian Westbrook right tackle for 3 yards (tackle by Osi Umenyiora),2.350,1.460
3,2:42,4,4,NYG 30,10,20,David Akers 48 yard field goal good,1.460,3.000
3,,,,PHI 30,10,20,"David Akers kicks off 63 yards, returned by Sinorice Moss for 22 yards (tackle by Torrance Daniels)",0.000,0.870
3,2:32,1,10,NYG 29,10,20,Tiki Barber right end for 5 yards (tackle by Sean Considine),0.870,1.000
3,1:57,2,5,NYG 34,10,20,Tiki Barber left tackle for 3 yards (tackle by Mike Patterson and Jeremiah Trotter),1.000,0.700
3,1:15,3,2,NYG 37,10,20,Eli Manning left end for 2 yards (tackle by Darwin Walker and Mike Patterson),0.700,1.530
3,0:43,1,10,NYG 39,10,20,"Eli Manning pass incomplete deep middle intended for Plaxico Burress (defended by Sheldon Brown). Penalty on Sheldon Brown: Defensive Pass Interfere, 47 yards (no play)",1.530,4.650
3,0:36,1,10,PHI 14,10,20,Eli Manning pass complete short right to Jim Finn for 8 yards (tackle by Omar Gaither),4.650,5.470
3,0:04,2,2,PHI 6,10,20,Tiki Barber right end for no gain (tackle by Sam Rayburn),5.470,4.730
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,PHI 6,10,20,Eli Manning pass incomplete short left intended for Sinorice Moss (defended by Sheldon Brown),4.730,3.010
4,14:53,4,2,PHI 6,13,20,Jay Feely 24 yard field goal good,3.010,3.000
4,,,,NYG 30,13,20,"Jay Feely kicks off 56 yards, returned by Reno Mahe for 15 yards (tackle by James Sims)",0.000,0.870
4,14:43,1,10,PHI 29,13,20,Jeff Garcia pass complete short middle to Thomas Tapeh for 5 yards (tackle by Brandon Short),0.870,1.000
4,14:08,2,5,PHI 34,13,20,Brian Westbrook right end for 3 yards (tackle by Jason Bell),1.000,0.700
4,13:25,3,2,PHI 37,13,20,Brian Westbrook left tackle for 2 yards (tackle by William Joseph),0.700,1.530
4,12:42,1,10,PHI 39,13,20,Jeff Garcia pass incomplete short right intended for Reggie Brown (defended by Will Demps),1.530,0.990
4,12:35,2,10,PHI 39,13,20,Jeff Garcia pass incomplete deep right intended for Reggie Brown (defended by Jason Bell),0.990,0.300
4,12:31,3,10,PHI 39,13,20,Jeff Garcia pass incomplete deep right intended for Reggie Brown (defended by Jason Bell),0.300,-0.780
4,12:25,4,10,PHI 39,13,20,"Dirk Johnson punts 49 yards, returned by R.W. McQuarters for 8 yards (tackle by Omar Gaither)",-0.780,-0.280
4,12:13,1,10,NYG 20,13,20,Tiki Barber right end for 13 yards (tackle by Jeremiah Trotter),0.280,1.140
4,11:40,1,10,NYG 33,13,20,Tiki Barber right end for 5 yards (tackle by Mike Patterson),1.140,1.270
4,11:04,2,5,NYG 38,13,20,"Brandon Jacobs right tackle for 3 yards (tackle by Juqua Parker). Penalty on Mike Patterson: Defensive Holding, 5 yards",1.270,1.990
4,10:44,1,10,NYG 46,13,20,Eli Manning pass complete short left to Jim Finn for 3 yards (tackle by Omar Gaither),1.990,1.860
4,10:08,2,7,NYG 49,13,20,Tiki Barber right end for 3 yards (tackle by Jeremiah Trotter),1.860,1.550
4,9:38,3,4,PHI 48,13,20,Eli Manning pass complete short right to Tim Carter for 14 yards (tackle by Brian Dawkins),1.550,3.310
4,9:10,1,10,PHI 34,13,20,Tiki Barber left end for 3 yards (tackle by Dhani Jones),3.310,3.180
4,8:33,2,7,PHI 31,13,20,Eli Manning pass complete short right to Tiki Barber for 6 yards (tackle by Jeremiah Trotter),3.180,3.270
4,7:48,,,,13,20,Timeout #1 by New York Giants,0.000,3.270
4,7:48,3,1,PHI 25,13,20,Tiki Barber left tackle for 2 yards (tackle by Jeremiah Trotter),3.270,4.040
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
4,7:23,1,10,PHI 23,13,20,"Penalty on David Diehl: False Start, 5 yards (no play)",4.040,3.710
4,7:07,1,15,PHI 28,13,20,"Penalty on Chris Snee: False Start, 5 yards (no play)",3.710,3.380
4,6:48,1,20,PHI 33,13,20,"Eli Manning pass complete short left to Tiki Barber for 19 yards (tackle by Sean Considine and Sheldon Brown). Penalty on Chris Snee: Offensive Holding, 10 yards (no play)",3.380,2.720
4,6:21,1,30,PHI 43,13,20,Eli Manning pass incomplete short right intended for Tim Carter,2.720,0.800
4,6:16,2,30,PHI 43,13,20,Eli Manning pass complete deep left to Plaxico Burress for 18 yards (tackle by Sheldon Brown),0.800,2.540
4,5:30,,,,13,20,Timeout #2 by New York Giants,0.000,2.540
4,5:30,3,12,PHI 25,13,20,Eli Manning pass complete short left to Plaxico Burress for 14 yards (tackle by Trent Cole),2.540,4.840
4,5:08,1,10,PHI 11,19,20,"Eli Manning pass complete short left to Plaxico Burress for 11 yards, touchdown",4.840,7.000
4,,,,PHI 2,20,20,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,20,20,"Jay Feely kicks off 63 yards, returned by Reno Mahe for 27 yards (tackle by Brandon Jacobs)",0.000,1.200
4,4:57,1,10,PHI 34,20,20,Brian Westbrook right end for 11 yards (tackle by Will Demps),1.200,1.930
4,3:59,1,10,PHI 45,20,20,Jeff Garcia pass complete short right to Matt Schobel for 6 yards (tackle by Brandon Short and Antonio Pierce),1.930,2.190
4,3:19,2,4,NYG 49,20,20,Brian Westbrook right end for 5 yards (tackle by Barry Cofield),2.190,2.650
4,2:40,1,10,NYG 44,20,20,Jeff Garcia pass complete short right to Reggie Brown for 7 yards (tackle by Jason Bell),2.650,3.060
4,2:35,2,3,NYG 37,20,20,Brian Westbrook middle for 5 yards (tackle by Mathias Kiwanuka),3.060,3.450
4,2:00,1,10,NYG 32,20,20,Brian Westbrook right end for 13 yards (tackle by Brandon Short),3.450,4.310
4,1:48,,,,20,20,Timeout #3 by New York Giants,0.000,4.310
4,1:48,1,10,NYG 19,20,20,Brian Westbrook right guard for -1 yards (tackle by Osi Umenyiora),4.310,3.630
4,1:05,2,11,NYG 20,20,20,Brian Westbrook right tackle for no gain (tackle by Mathias Kiwanuka),3.630,2.940
4,0:21,,,,20,20,Timeout #1 by Philadelphia Eagles,0.000,2.940
4,0:20,3,11,NYG 20,20,20,Jeff Garcia middle for no gain (tackle by Barry Cofield),2.940,2.120
4,0:03,,,,20,20,Timeout #2 by Philadelphia Eagles,0.000,2.120
4,0:03,4,11,NYG 20,20,23,David Akers 38 yard field goal good,2.120,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
