Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
1,5:54,1,10,GNB 8,0,0,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,-0.380,-0.780
1,5:48,2,10,GNB 8,0,0,Aaron Rodgers pass incomplete short middle intended for Jimmy Graham,-0.780,-1.420
1,5:45,3,10,GNB 8,0,0,Aaron Rodgers pass complete short right to Aaron Jones for 4 yards (tackle by Gerald Hodges),-1.420,-2.490
1,5:13,4,6,GNB 12,0,0,"JK Scott punts 42 yards, returned by Christian Kirk for no gain (tackle by Josh Jones)",-2.490,-1.990
1,5:04,1,10,ARI 46,0,0,David Johnson up the middle for 2 yards (tackle by Kenny Clark),1.990,1.720
1,4:28,2,8,ARI 48,0,0,David Johnson right guard for 1 yard (tackle by Blake Martinez). Penalty on Larry Fitzgerald: Illegal Formation (Declined),1.720,1.160
1,4:00,3,7,ARI 49,0,0,Josh Rosen pass complete short left to Christian Kirk for 9 yards (tackle by Tony Brown),1.160,2.790
1,3:24,1,10,GNB 42,0,0,David Johnson right tackle for 2 yards (tackle by Reggie Gilbert),2.790,2.510
1,2:44,2,8,GNB 40,0,0,David Johnson up the middle for 3 yards (tackle by Blake Martinez and Kenny Clark),2.510,2.210
1,2:03,3,5,GNB 37,0,0,Josh Rosen sacked by Josh Jones for -8 yards,2.210,0.270
1,1:28,4,13,GNB 45,0,0,Andy Lee punts 26 yards downed by Aaron Brewer,0.270,-0.150
1,1:17,1,10,GNB 19,0,0,Aaron Jones right end for 13 yards (tackle by Zeke Turner and Gerald Hodges),0.150,1.070
1,0:52,1,10,GNB 32,0,0,Aaron Jones left tackle for -1 yards (tackle by Benson Mayowa),1.070,0.390
1,0:10,2,11,GNB 31,0,0,Aaron Jones left end for 9 yards (tackle by Antoine Bethea and Robert Nkemdiche),0.390,0.890
Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,GNB 40,0,0,Aaron Rodgers pass incomplete short right,0.890,-0.720
2,14:55,4,2,GNB 40,0,0,JK Scott punts 49 yards downed by J'Mon Moore,-0.720,0.370
2,14:43,1,10,ARI 11,0,0,Chase Edmonds left end for 3 yards (tackle by Reggie Gilbert),-0.370,-0.530
2,14:03,2,7,ARI 14,0,0,Josh Rosen pass incomplete short left intended for David Johnson (defended by Josh Jackson),-0.530,-1.070
2,13:59,3,7,ARI 14,0,0,Josh Rosen pass incomplete deep middle intended for Larry Fitzgerald,-1.070,-2.470
2,13:55,4,7,ARI 14,0,0,"Penalty on Darrell Daniels: False Start, 5 yards (no play)",-2.470,-2.490
2,13:55,4,12,ARI 9,0,0,"Andy Lee punts 50 yards, returned by Jaire Alexander for 24 yards (tackle by Brandon Williams)",-2.490,-3.250
2,13:42,1,10,ARI 35,0,0,Aaron Rodgers pass complete short middle to Davante Adams for 16 yards (tackle by Budda Baker),3.250,4.310
2,13:04,1,10,ARI 19,0,0,Aaron Jones left end for -3 yards (tackle by Chandler Jones),4.310,3.360
2,12:27,2,13,ARI 22,0,0,Aaron Rodgers pass incomplete deep middle intended for Jimmy Graham,3.360,2.680
2,12:22,3,13,ARI 22,0,0,,2.680,2.640
2,11:35,4,4,ARI 13,0,6,"Aaron Rodgers pass complete short middle to Davante Adams for 13 yards, touchdown",2.640,7.000
2,11:29,,,ARI 15,0,7,Mason Crosby kicks extra point good,0.000,0.000
2,11:29,,,GNB 35,0,7,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,11:29,1,10,ARI 25,0,7,"David Johnson left guard for no gain (tackle by Kenny Clark). Penalty on Dean Lowry: Defensive Offside, 5 yards (no play)",0.610,1.340
2,11:05,1,5,ARI 30,0,7,Josh Rosen pass complete short left to Chase Edmonds for 8 yards (tackle by Ibraheim Campbell),1.340,1.470
2,10:25,1,10,ARI 38,0,7,Josh Rosen pass complete short left to Larry Fitzgerald for 4 yards (tackle by Josh Jackson),1.470,1.460
2,9:48,2,6,ARI 42,0,7,David Johnson right tackle for -1 yards (tackle by Ibraheim Campbell and Tramon Williams),1.460,0.630
2,9:06,3,7,ARI 41,0,7,Josh Rosen pass complete short middle to Larry Fitzgerald for 12 yards (tackle by Ibraheim Campbell),0.630,2.460
2,8:25,1,10,GNB 47,0,7,Josh Rosen pass incomplete short middle,2.460,1.910
2,8:20,2,10,GNB 47,0,7,Josh Rosen pass complete short right to David Johnson for 3 yards (tackle by Tramon Williams),1.910,1.620
2,7:33,3,7,GNB 44,0,7,Josh Rosen pass complete deep left to Trent Sherfield for 21 yards (tackle by Ibraheim Campbell),1.620,4.040
2,6:47,1,10,GNB 23,0,7,"Josh Rosen pass incomplete deep left intended for Larry Fitzgerald. Penalty on Josh Jackson: Defensive Holding, 5 yards (no play)",4.040,4.370
2,6:40,1,10,GNB 18,0,7,David Johnson left guard for 9 yards (tackle by Josh Jones and Reggie Gilbert),4.370,5.420
2,5:58,2,1,GNB 9,0,7,David Johnson right tackle for 1 yard (tackle by Blake Martinez),5.420,5.370
2,5:11,,,,,,Timeout #1 by Arizona Cardinals,,
2,5:11,1,8,GNB 8,0,7,Chase Edmonds up the middle for 7 yards (tackle by Tramon Williams and Blake Martinez),5.370,5.910
2,5:01,2,1,GNB 1,0,7,"Penalty on Will Holden: False Start, 5 yards (no play)",5.910,4.950
2,4:46,2,6,GNB 6,6,7,"Chase Edmonds up the middle for 6 yards, touchdown",4.950,7.000
2,4:42,,,GNB 15,7,7,Zane Gonzalez kicks extra point good,0.000,0.000
2,4:42,,,ARI 35,7,7,"Zane Gonzalez kicks off 64 yards, returned by Jamaal Williams for no gain (tackle by Leonard Johnson)",0.000,1.000
2,4:35,1,10,GNB 31,7,7,Aaron Rodgers pass incomplete short right intended for Davante Adams (defended by Antoine Bethea),1.000,0.460
2,4:27,2,10,GNB 31,7,7,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 11 yards (tackle by Haason Reddick),0.460,1.730
2,3:56,1,10,GNB 42,7,7,Jamaal Williams left tackle for -1 yards (tackle by Rodney Gunter),1.730,1.050
2,3:18,2,11,GNB 41,7,7,Aaron Rodgers pass incomplete deep right intended for Davante Adams,1.050,0.370
2,3:12,3,11,GNB 41,7,7,"Aaron Rodgers pass incomplete short right intended for Randall Cobb. Penalty on Budda Baker: Defensive Pass Interference, 9 yards (no play)",0.370,2.260
2,3:04,1,10,GNB 50,7,7,Jamaal Williams up the middle for 2 yards (tackle by Gerald Hodges),2.260,1.980
2,2:37,2,8,ARI 48,7,7,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Antoine Bethea),1.980,2.920
2,2:00,1,10,ARI 40,7,7,Aaron Rodgers left end for 4 yards (tackle by David Amerson),2.920,2.910
2,1:53,2,6,ARI 36,7,7,Aaron Rodgers pass complete short left to Jamaal Williams for 10 yards (tackle by Gerald Hodges and Antoine Bethea),2.910,3.840
2,1:19,1,10,ARI 26,7,7,Aaron Rodgers pass complete short left to Jimmy Graham for 6 yards (tackle by Antoine Bethea),3.840,4.110
2,0:53,2,4,ARI 20,7,7,Aaron Rodgers pass complete short right to Jamaal Williams for 5 yards (tackle by Gerald Hodges),4.110,4.580
2,0:46,,,,,,Timeout #1 by Green Bay Packers,,
2,0:46,1,10,ARI 15,7,7,Aaron Rodgers pass complete short right to Davante Adams for 7 yards (tackle by Leonard Johnson),4.580,5.220
2,0:34,,,,,,Timeout #2 by Green Bay Packers,,
2,0:34,2,3,ARI 8,7,7,Aaron Rodgers sacked by Chandler Jones for -6 yards,5.220,3.240
2,0:22,,,,,,Timeout #3 by Green Bay Packers,,
2,0:22,3,9,ARI 14,7,7,Aaron Rodgers pass incomplete short left intended for Randall Cobb,3.240,2.510
2,0:18,4,9,ARI 14,7,10,Mason Crosby 32 yard field goal good,2.510,3.000
2,0:15,,,GNB 35,7,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,0:15,1,10,ARI 25,7,10,Josh Rosen kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,7,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,7,10,David Johnson up the middle for 2 yards (tackle by Josh Jones and Tyler Lancaster),0.610,0.330
3,14:20,2,8,ARI 27,7,10,"Josh Rosen pass incomplete short left intended for Chase Edmonds. Penalty on Korey Cunningham: Offensive Holding, 10 yards (no play)",0.330,-1.150
3,14:17,2,18,ARI 17,7,10,Josh Rosen pass incomplete short left intended for Christian Kirk,-1.150,-1.930
3,14:14,3,18,ARI 17,7,10,T.J. Logan up the middle for 5 yards (tackle by Kyler Fackrell and Blake Martinez),-1.930,-1.900
3,13:47,4,13,ARI 22,7,10,"Andy Lee punts 44 yards, returned by Jaire Alexander for 1 yard (tackle by Brandon Williams)",-1.900,-1.270
3,13:38,1,10,GNB 35,7,10,Aaron Rodgers pass incomplete deep left intended for Davante Adams,1.270,0.720
3,13:32,2,10,GNB 35,7,10,Aaron Rodgers pass complete short middle to Jimmy Graham for 10 yards (tackle by David Amerson),0.720,1.930
3,12:50,1,10,GNB 45,7,10,Aaron Jones left end for 7 yards (tackle by Gerald Hodges),1.930,2.330
3,12:06,2,3,ARI 48,7,10,Aaron Jones right end for -5 yards (tackle by Robert Nkemdiche and Markus Golden),2.330,0.960
3,11:26,3,8,GNB 47,7,10,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,0.960,-0.260
3,11:21,4,8,GNB 47,7,10,"JK Scott punts 53 yards, touchback.",-0.260,-0.280
3,11:12,1,10,ARI 20,7,10,Josh Rosen pass incomplete short right,0.280,-0.270
3,11:04,2,10,ARI 20,7,10,Josh Rosen pass complete short left to Christian Kirk for 8 yards (tackle by Josh Jackson),-0.270,0.100
3,10:39,3,2,ARI 28,7,10,"Mason Cole aborted snap, recovered by Josh Rosen at ARI-24 Josh Rosen pass incomplete short right intended for Christian Kirk (defended by Dean Lowry)",0.100,-1.500
3,10:34,4,2,ARI 28,7,10,"Andy Lee punts 48 yards, fair catch by Jaire Alexander at GB-24",-1.500,-0.540
3,10:27,1,10,GNB 24,7,10,Aaron Rodgers pass complete short left to Jimmy Graham for 8 yards (tackle by Haason Reddick),0.540,1.080
3,10:02,2,2,GNB 32,7,10,Aaron Rodgers pass complete short left to Jimmy Graham for 3 yards (tackle by David Amerson),1.080,1.270
3,9:42,1,10,GNB 35,7,10,Aaron Rodgers pass incomplete short right intended for Randall Cobb,1.270,0.720
3,9:38,2,10,GNB 35,7,10,Aaron Rodgers pass complete short right to Randall Cobb for 7 yards (tackle by Rodney Gunter),0.720,0.960
3,9:03,3,3,GNB 42,7,10,"Penalty on Jason Spriggs: False Start, 5 yards (no play)",0.960,0.300
3,8:35,3,8,GNB 37,7,10,Aaron Rodgers pass complete short left to Jimmy Graham for 1 yard (tackle by Antoine Bethea),0.300,-0.850
3,7:51,4,7,GNB 38,7,10,"JK Scott punts 57 yards, returned by Christian Kirk for 8 yards (tackle by Oren Burks)",-0.850,0.320
3,7:42,1,10,ARI 13,7,10,Christian Kirk right end for 23 yards (tackle by Ibraheim Campbell),-0.320,1.330
3,7:00,1,10,ARI 36,7,10,Josh Rosen pass complete deep right to Christian Kirk for 37 yards (tackle by Ibraheim Campbell),1.330,3.780
3,6:15,1,10,GNB 27,7,10,David Johnson up the middle for 1 yard (tackle by Tyler Lancaster and Kyler Fackrell),3.780,3.370
3,5:33,2,9,GNB 26,7,10,Josh Rosen pass incomplete deep right intended for Larry Fitzgerald,3.370,2.680
3,5:26,3,9,GNB 26,7,10,Josh Rosen pass incomplete deep right intended for Trent Sherfield,2.680,1.740
3,5:22,4,9,GNB 26,10,10,Zane Gonzalez 44 yard field goal good,1.740,3.000
3,5:18,,,ARI 35,10,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,5:18,1,10,GNB 25,10,10,Jamaal Williams right guard for 1 yard (tackle by Patrick Peterson),0.610,0.200
3,4:52,2,9,GNB 26,10,10,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 8 yards (tackle by David Amerson),0.200,0.560
3,4:16,3,1,GNB 34,10,10,Jamaal Williams right end for no gain (tackle by Gerald Hodges and Markus Golden),0.560,-1.110
3,3:41,4,1,GNB 34,10,10,JK Scott punts 31 yards downed by Reggie Gilbert,-1.110,-1.270
3,3:32,1,10,ARI 35,10,10,"Josh Rosen up the middle for 33 yards (tackle by Ibraheim Campbell). Josh Rosen fumbles, ball out of bounds at GB-32 (forced by Ibraheim Campbell)",1.270,3.450
3,2:57,1,10,GNB 32,10,10,Chase Edmonds right guard for 29 yards (tackle by Ibraheim Campbell),3.450,6.510
3,2:28,1,3,GNB 3,10,10,"Penalty on Oday Aboushi: False Start, 5 yards (no play)",6.510,5.370
3,2:07,1,8,GNB 8,10,10,Josh Rosen pass incomplete short left intended for Christian Kirk,5.370,4.570
3,2:01,2,8,GNB 8,16,10,"Chase Edmonds left end for 8 yards, touchdown",4.570,7.000
3,1:54,,,GNB 15,17,10,Zane Gonzalez kicks extra point good,0.000,0.000
3,1:54,,,ARI 35,17,10,"Zane Gonzalez kicks off 61 yards, returned by Jamaal Williams for no gain (tackle by Darrell Daniels)",0.000,0.540
3,1:49,1,10,GNB 24,17,10,Jamaal Williams right tackle for 4 yards (tackle by Chandler Jones),0.540,0.540
3,1:13,2,6,GNB 28,17,10,Marquez Valdes-Scantling left end for 8 yards (tackle by Antoine Bethea),0.540,1.330
3,0:34,1,10,GNB 36,17,10,Aaron Rodgers pass incomplete short right intended for Jake Kumerow,1.330,0.790
3,0:28,2,10,GNB 36,17,10,Aaron Rodgers pass complete short right to Jamaal Williams for -1 yards (tackle by Budda Baker),0.790,-0.030
Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,GNB 35,17,10,"Aaron Rodgers pass complete deep left to Randall Cobb for 36 yards (tackle by Budda Baker). Penalty on Jason Spriggs: Offensive Holding, 10 yards (no play)",-0.030,-1.350
4,14:31,3,21,GNB 25,17,10,Aaron Rodgers pass incomplete deep middle,-1.350,-1.700
4,14:22,4,21,GNB 25,17,10,"JK Scott punts 55 yards downed by Tony Brown. Penalty on James Crawford: Illegal Formation, 5 yards (no play)",-1.700,-2.030
4,14:11,4,26,GNB 20,17,10,"JK Scott punts 57 yards, returned by Christian Kirk for 6 yards (tackle by Tony Brown)",-2.030,-0.870
4,13:58,1,10,ARI 29,17,10,David Johnson up the middle for 3 yards (tackle by Dean Lowry),0.870,0.730
4,13:21,2,7,ARI 32,17,10,"Josh Rosen pass incomplete short left intended for Jermaine Gresham. Penalty on Kyler Fackrell: Defensive Holding, 5 yards (no play)",0.730,1.400
4,13:16,1,10,ARI 37,17,10,David Johnson right tackle for no gain (tackle by Kenny Clark and Blake Martinez),1.400,0.860
4,12:36,2,10,ARI 37,17,10,"Josh Rosen pass complete short right to Chase Edmonds for no gain (tackle by Jaire Alexander and Dean Lowry). Penalty on Mason Cole: Ineligible Downfield Pass (Declined) . Penalty on Korey Cunningham: Offensive Holding, 10 yards (no play)",0.860,-0.490
4,12:12,2,20,ARI 27,17,10,David Johnson up the middle for 4 yards (tackle by Kenny Clark and Clay Matthews),-0.490,-0.620
4,11:32,3,16,ARI 31,17,10,Josh Rosen pass incomplete short middle intended for Christian Kirk (defended by Kenny Clark),-0.620,-1.310
4,11:28,4,16,ARI 31,17,10,Andy Lee punts 64 yards downed by Brandon Williams,-1.310,0.380
4,11:17,1,10,GNB 5,17,10,Aaron Rodgers pass complete short middle to Aaron Jones for 6 yards (tackle by Gerald Hodges),-0.380,-0.340
4,10:42,2,4,GNB 11,17,10,Aaron Rodgers pass incomplete short left intended for Davante Adams,-0.340,-0.720
4,10:38,3,4,GNB 11,17,10,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Gerald Hodges),-0.720,0.410
4,10:01,1,10,GNB 22,17,10,Marquez Valdes-Scantling right end for 21 yards (tackle by Antoine Bethea),0.410,1.800
4,9:21,1,10,GNB 43,17,10,Aaron Rodgers pass complete short right to Jamaal Williams for no gain (tackle by Haason Reddick),1.800,1.250
4,8:37,2,10,GNB 43,17,10,Aaron Rodgers pass complete short right to Jake Kumerow for 11 yards (tackle by David Amerson),1.250,2.520
4,7:57,1,10,ARI 46,17,10,Jamaal Williams right end for 4 yards (tackle by Corey Peters),2.520,2.520
4,7:16,2,6,ARI 42,17,10,Aaron Rodgers pass complete short middle to Davante Adams for 12 yards (tackle by Gerald Hodges),2.520,3.580
4,6:41,1,10,ARI 30,17,10,Jamaal Williams up the middle for 3 yards (tackle by Gerald Hodges and Antoine Bethea),3.580,3.440
4,5:55,2,7,ARI 27,17,10,Aaron Rodgers pass complete deep left to Davante Adams for 19 yards,3.440,5.370
4,5:31,1,8,ARI 8,17,16,"Aaron Jones left end for 8 yards, touchdown",5.370,7.000
4,5:26,,,ARI 15,17,17,Mason Crosby kicks extra point good,0.000,0.000
4,5:26,,,GNB 35,17,17,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,5:26,1,10,ARI 25,17,17,Josh Rosen sacked by Dean Lowry for -8 yards,0.610,-1.150
4,4:44,2,18,ARI 17,17,17,"Mason Cole aborted snap, recovered by Josh Rosen at ARI-12 Josh Rosen pass incomplete short right intended for Ricky Seals-Jones",-1.150,-1.930
4,4:35,3,18,ARI 17,17,17,"Penalty on ARI: Delay of Game, 5 yards (no play)",-1.930,-2.940
4,4:35,3,23,ARI 12,17,17,Josh Rosen pass complete deep right to Larry Fitzgerald for 32 yards (tackle by Eddie Pleasant),-2.940,1.860
4,4:22,1,10,ARI 44,17,17,David Johnson right tackle for 7 yards (tackle by Oren Burks and Blake Martinez),1.860,2.260
4,3:42,2,3,GNB 49,17,17,Josh Rosen pass complete short left to Chase Edmonds for 5 yards (tackle by Tramon Williams),2.260,2.650
4,3:02,1,10,GNB 44,17,17,David Johnson right end for 9 yards (tackle by Montravius Adams),2.650,3.330
4,2:20,2,1,GNB 35,17,17,David Johnson right end for 2 yards (tackle by Blake Martinez),3.330,3.380
4,2:00,1,10,GNB 33,17,17,David Johnson up the middle for 3 yards (tackle by Tyler Lancaster),3.380,3.240
4,1:55,,,,,,Timeout #1 by Green Bay Packers,,
4,1:55,2,7,GNB 30,17,17,David Johnson up the middle for 4 yards (tackle by Blake Martinez and Kenny Clark),3.240,3.070
4,1:48,,,,,,Timeout #2 by Green Bay Packers,,
4,1:48,3,3,GNB 26,17,17,Josh Rosen pass incomplete short right intended for Larry Fitzgerald (defended by Jaire Alexander),3.070,1.840
4,1:45,4,3,GNB 26,20,17,Zane Gonzalez 44 yard field goal good,1.840,3.000
4,1:41,,,ARI 35,20,17,"Zane Gonzalez kicks off 65 yards, touchback.. Penalty on Danny Vitale: Illegal Formation (Declined)",0.000,0.610
4,1:41,1,10,GNB 25,20,17,Aaron Rodgers pass complete short left to Jimmy Graham for 5 yards (tackle by Gerald Hodges),0.610,0.740
4,1:16,2,5,GNB 30,20,17,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling,0.740,0.040
4,1:13,3,5,GNB 30,20,17,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling,0.040,-1.370
4,1:09,4,5,GNB 30,20,17,Aaron Rodgers pass complete short middle to Jimmy Graham for 7 yards (tackle by Haason Reddick),-1.370,1.400
4,0:50,1,10,GNB 37,20,17,Aaron Rodgers pass complete short left to Davante Adams for 7 yards (tackle by Antoine Bethea),1.400,1.800
4,0:33,2,3,GNB 44,20,17,Aaron Rodgers pass complete short left to Robert Tonyan for 5 yards (tackle by Antoine Bethea),1.800,2.190
4,0:30,1,10,GNB 49,20,17,Aaron Rodgers pass incomplete short left intended for Davante Adams,2.190,1.650
4,0:26,2,10,GNB 49,20,17,Aaron Rodgers right end for 11 yards (tackle by Budda Baker),1.650,2.920
4,0:19,1,10,ARI 40,20,17,Aaron Rodgers pass incomplete short right intended for Jimmy Graham,2.920,2.370
4,0:15,2,10,ARI 40,20,17,Aaron Rodgers pass complete short middle to Randall Cobb for 9 yards (tackle by Tre Boston),2.370,2.870
4,0:09,,,,,,Timeout #3 by Green Bay Packers,,
4,0:09,3,1,ARI 31,20,17,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,2.870,1.410
4,0:03,4,1,ARI 31,20,17,Mason Crosby 49 yard field goal no good,1.410,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
