0,1
Game Info,Game Info
Won Toss,Cardinals (deferred)
Roof,outdoors
Surface,grass
Duration,3:10
Attendance,77234
Weather,"34 degrees, wind 20 mph"
Vegas Line,Green Bay Packers -13.5
Over/Under,41.0 (under)
