Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
1,0:51,1,10,SEA 19,7,3,Christian McCaffrey left guard for 2 yards (tackle by Jarran Reed and Mario Edwards),4.310,4.030
1,0:12,2,8,SEA 17,7,3,Brock Purdy pass complete short middle to George Kittle for 1 yard (tackle by Jordyn Brooks and Mario Edwards),4.030,3.410
Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,SEA 16,7,3,"Brock Purdy sacked by Bobby Wagner for no gain. Penalty on Tre Brown: Illegal Contact, 5 yards (accepted) (no play)",3.410,4.840
2,14:40,1,10,SEA 11,7,3,Brock Purdy pass complete short middle to Christian McCaffrey for 5 yards (tackle by Jordyn Brooks),4.840,5.080
2,14:02,2,5,SEA 6,7,3,Christian McCaffrey left guard for 5 yards (tackle by Julian Love and Jordyn Brooks),5.080,6.970
2,13:15,1,1,SEA 1,13,3,"Christian McCaffrey left guard for 1 yard, touchdown",6.970,7.000
2,13:11,,,SEA 15,14,3,Jake Moody kicks extra point good,0.000,0.000
2,13:11,,,SFO 35,14,3,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,13:11,1,10,SEA 25,14,3,D'Wayne Eskridge right end for 10 yards (tackle by Deommodore Lenoir),0.610,1.270
2,12:40,1,10,SEA 35,14,3,Geno Smith pass short right intended for Tyler Lockett is intercepted by Ambry Thomas at SEA-44 and returned for 2 yards (tackle by Tyler Lockett),1.270,-2.790
2,12:35,1,10,SEA 42,14,3,Elijah Mitchell up the middle for 2 yards (tackle by Jarran Reed),2.790,2.510
2,11:55,2,8,SEA 40,14,3,Brock Purdy pass complete short right to Elijah Mitchell for -3 yards (tackle by Jamal Adams),2.510,1.420
2,11:11,3,11,SEA 43,14,3,Brock Purdy sacked by Darrell Taylor for -1 yards,1.420,0.330
2,10:37,4,12,SEA 44,14,3,Mitch Wishnowsky punts 43 yards downed by Ronnie Bell,0.330,0.380
2,10:29,1,10,SEA 2,14,3,Zach Charbonnet left guard for no gain (tackle by Fred Warner),-0.380,-0.780
2,10:06,2,10,SEA 2,14,3,Geno Smith pass incomplete deep left intended for D.K. Metcalf,-0.780,-1.420
2,9:59,3,10,SEA 2,14,3,Geno Smith pass complete short right to D.K. Metcalf for 9 yards (tackle by Deommodore Lenoir and Fred Warner),-1.420,-2.490
2,9:22,4,1,SEA 11,14,3,"Michael Dickson punts 51 yards, returned by Ray-Ray McCloud for 4 yards (tackle by Jon Rhattigan)",-2.490,-1.730
2,9:10,1,10,SFO 42,14,3,Brock Purdy pass complete short middle to Brandon Aiyuk for 22 yards (tackle by Julian Love and Bobby Wagner),1.730,3.180
2,8:26,1,10,SEA 36,14,3,Brock Purdy pass incomplete short left intended for Brandon Aiyuk,3.180,2.640
2,8:20,2,10,SEA 36,14,3,Christian McCaffrey up the middle for 1 yard (tackle by Leonard Williams),2.640,2.080
2,7:36,3,9,SEA 35,14,3,Brock Purdy pass complete short right to George Kittle for 11 yards (tackle by Jamal Adams),2.080,3.970
2,6:50,1,10,SEA 24,14,3,Brock Purdy pass incomplete deep middle intended for Brandon Aiyuk (defended by Devon Witherspoon),3.970,3.430
2,6:45,2,10,SEA 24,14,3,Christian McCaffrey up the middle for 4 yards (tackle by Bobby Wagner),3.430,3.270
2,6:00,3,6,SEA 20,14,3,Brock Purdy pass complete short middle to Deebo Samuel for 12 yards (tackle by Bobby Wagner and Jordyn Brooks),3.270,5.370
2,5:19,1,8,SEA 8,20,3,"Christian McCaffrey left guard for 8 yards, touchdown",5.370,7.000
2,5:11,,,SEA 15,21,3,Jake Moody kicks extra point good,0.000,0.000
2,5:11,,,SFO 35,21,3,"Jake Moody kicks off 58 yards, returned by D'Wayne Eskridge for 21 yards (tackle by Samuel Womack and Darrell Luter)",0.000,0.810
2,5:07,1,10,SEA 28,21,3,Geno Smith pass incomplete deep left intended for D.K. Metcalf,0.810,0.260
2,5:01,2,10,SEA 28,21,3,Zach Charbonnet up the middle for 4 yards (tackle by Javon Hargrave),0.260,0.100
2,4:19,3,6,SEA 32,21,3,"Penalty on Jason Peters: False Start, 4 yards (accepted) (no play)",0.100,-0.430
2,3:57,3,10,SEA 28,21,3,Geno Smith sacked by Javon Hargrave for -8 yards,-0.430,-2.030
2,3:22,4,17,SEA 20,21,3,"Michael Dickson punts 59 yards, returned by Ray-Ray McCloud for 4 yards (tackle by Julian Love)",-2.030,-0.610
2,3:09,1,10,SFO 25,21,3,Deebo Samuel right end for -5 yards (tackle by Devon Witherspoon),0.610,-0.610
2,2:26,2,15,SFO 20,21,3,Brock Purdy pass incomplete deep right intended for Deebo Samuel,-0.610,-1.290
2,2:16,3,15,SFO 20,21,3,Christian McCaffrey up the middle for 7 yards (tackle by Quandre Diggs),-1.290,-1.570
2,2:00,4,8,SFO 27,21,3,"Mitch Wishnowsky punts 43 yards, recovered by Ronnie Bell at SEA-30 and returned for 8 yards",-1.570,4.110
2,1:47,1,10,SEA 22,21,3,Christian McCaffrey up the middle for 5 yards (tackle by Jamal Adams and Leonard Williams),4.110,4.290
2,1:05,2,5,SEA 17,21,3,Christian McCaffrey up the middle for 1 yard (tackle by Jarran Reed and Leonard Williams),4.290,3.740
2,0:51,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:51,3,4,SEA 16,21,3,Brock Purdy pass complete short right to Deebo Samuel for 2 yards (tackle by Quandre Diggs and Devon Witherspoon),3.740,2.630
2,0:43,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:43,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:43,4,2,SEA 14,24,3,Jake Moody 32 yard field goal good,2.630,3.000
2,0:39,,,SFO 35,24,3,"Jake Moody kicks off 64 yards, returned by D'Wayne Eskridge for 23 yards (tackle by Demetrius Flannigan-Fowles)",0.000,0.540
2,0:34,1,10,SEA 24,24,3,Geno Smith pass complete short middle to D.K. Metcalf for 9 yards (tackle by Deommodore Lenoir),0.540,1.210
2,0:16,2,1,SEA 33,24,3,Geno Smith pass complete short left to Noah Fant for 9 yards (tackle by Dre Greenlaw),1.210,1.730
2,0:14,1,10,SEA 42,24,3,Geno Smith pass complete short right to Tyler Lockett for 9 yards (tackle by Ambry Thomas),1.730,2.400
2,0:09,2,1,SFO 49,24,3,Geno Smith pass complete short middle to D.K. Metcalf for 14 yards (tackle by Charvarius Ward and Ji'Ayir Brown),2.400,3.250
2,0:05,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:05,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:05,1,10,SFO 35,24,3,Jason Myers 53 yard field goal no good,3.250,1.730
Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,24,3,"Penalty on Stone Forsythe: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.000,0.000
3,15:00,,,SFO 50,24,3,"Jake Moody kicks off 50 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,24,3,Zach Charbonnet left guard for 2 yards (tackle by Arik Armstead),0.610,0.330
3,14:38,2,8,SEA 27,24,3,Geno Smith pass complete short middle to Will Dissly for 21 yards (tackle by Tashaun Gipson),0.330,2.130
3,14:16,1,10,SEA 48,24,3,Zach Charbonnet up the middle for 8 yards (tackle by Dre Greenlaw and Ji'Ayir Brown),2.130,2.660
3,13:50,2,2,SFO 44,24,3,Zach Charbonnet left guard for 3 yards (tackle by Dre Greenlaw and Javon Hargrave),2.660,2.850
3,13:28,1,10,SFO 41,24,3,Geno Smith pass incomplete deep left intended for D.K. Metcalf (defended by Charvarius Ward),2.850,2.310
3,13:21,2,10,SFO 41,24,3,Geno Smith pass complete short middle to Jake Bobo for 6 yards (tackle by Tashaun Gipson and Javon Hargrave),2.310,2.410
3,12:41,3,4,SFO 35,24,3,Geno Smith sacked by Nick Bosa for -7 yards,2.410,0.460
3,11:54,4,11,SFO 42,24,3,"Penalty on SEA: Delay of Game, 5 yards (declined) (no play)",0.460,0.460
3,11:42,4,11,SFO 42,24,3,Michael Dickson punts 38 yards downed by Artie Burns,0.460,0.380
3,11:34,1,10,SFO 4,24,3,Brock Purdy pass incomplete short middle intended for Deebo Samuel,-0.380,-0.780
3,11:30,2,10,SFO 4,24,9,"Brock Purdy pass short middle intended for Christian McCaffrey is intercepted by Jordyn Brooks at SF-12 and returned for 12 yards, touchdown",-0.780,-7.000
3,11:23,,,SFO 15,24,10,Jason Myers kicks extra point good,0.000,0.000
3,11:23,,,SEA 35,24,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,11:23,1,10,SFO 25,24,10,"Penalty on Aaron Banks: False Start, 5 yards (accepted) (no play)",0.610,0.280
3,11:23,1,15,SFO 20,24,10,Brock Purdy pass complete short left to Deebo Samuel for 2 yards (tackle by Michael Jackson and Jamal Adams),0.280,-0.340
3,10:40,2,13,SFO 22,24,10,Brock Purdy pass complete short middle to George Kittle for 7 yards (tackle by Quandre Diggs),-0.340,-0.100
3,9:56,3,6,SFO 29,24,10,Brock Purdy pass incomplete deep left intended for George Kittle,-0.100,-1.440
3,9:49,4,6,SFO 29,24,10,"Mitch Wishnowsky punts 51 yards out of bounds. Penalty on Jon Rhattigan: Offensive Holding, 10 yards (accepted)",-1.440,0.380
3,9:41,1,10,SEA 10,24,10,Zach Charbonnet up the middle for 1 yard (tackle by Javon Kinlaw),-0.380,-0.710
3,9:33,2,9,SEA 11,24,10,Geno Smith pass incomplete short right intended for D.K. Metcalf,-0.710,-1.300
3,9:15,3,9,SEA 11,24,10,Geno Smith pass complete deep right to Jaxon Smith-Njigba for 34 yards (tackle by Deommodore Lenoir),-1.300,1.930
3,8:43,1,10,SEA 45,24,10,DeeJay Dallas up the middle for 7 yards (tackle by Ji'Ayir Brown and Fred Warner),1.930,2.330
3,8:21,2,3,SFO 48,24,10,DeeJay Dallas up the middle for 3 yards (tackle by Fred Warner and Javon Hargrave),2.330,2.590
3,7:38,1,10,SFO 45,24,10,Geno Smith pass complete short left to Jaxon Smith-Njigba for 7 yards (tackle by Arik Armstead),2.590,2.990
3,7:10,2,3,SFO 38,24,10,"Geno Smith sacked by Javon Hargrave for no gain. Penalty on Tashaun Gipson: Defensive Holding, 5 yards (offset) . Penalty on Evan Brown: Illegal Use of Hands / Offense, 5 yards (offset) (no play)",2.990,2.990
3,7:04,2,3,SFO 38,24,10,Zach Charbonnet up the middle for 5 yards (tackle by Oren Burks and Charvarius Ward),2.990,3.380
3,6:10,1,10,SFO 33,24,10,Geno Smith scrambles right end for 9 yards (tackle by Oren Burks),3.380,4.050
3,5:42,2,1,SFO 24,24,10,Zach Charbonnet up the middle for 5 yards (tackle by Oren Burks),4.050,4.310
3,5:12,1,10,SFO 19,24,10,Geno Smith scrambles right end for 11 yards (tackle by Tashaun Gipson),4.310,5.370
3,4:38,1,8,SFO 8,24,10,Zach Charbonnet right end for 1 yard (tackle by Dre Greenlaw),5.370,4.760
3,4:05,2,7,SFO 7,24,10,Geno Smith pass incomplete short right intended for Jaxon Smith-Njigba (defended by Ambry Thomas),4.760,3.810
3,4:01,3,7,SFO 7,24,10,Geno Smith sacked by and Arik Armstead for -5 yards and Javon Hargrave for -5 yards,3.810,2.630
3,3:16,4,12,SFO 12,24,13,Jason Myers 30 yard field goal good,2.630,3.000
3,3:13,,,SEA 35,24,13,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,3:13,1,10,SFO 25,24,13,Deebo Samuel left end for 15 yards (tackle by Julian Love),0.610,1.600
3,2:39,1,10,SFO 40,24,13,Christian McCaffrey up the middle for 7 yards (tackle by Jordyn Brooks),1.600,2.000
3,1:58,2,3,SFO 47,24,13,Christian McCaffrey right tackle for 9 yards (tackle by Julian Love and Derick Hall),2.000,2.650
3,1:19,1,10,SEA 44,24,13,Christian McCaffrey left guard for -1 yards (tackle by Jamal Adams),2.650,1.980
3,0:40,2,11,SEA 45,24,13,Brock Purdy pass incomplete short right intended for Kyle Juszczyk,1.980,1.290
3,0:34,3,11,SEA 45,24,13,Brock Purdy pass complete short right to Christian McCaffrey for 8 yards (tackle by Quandre Diggs),1.290,0.790
Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,SEA 37,24,13,"Penalty on Jon Feliciano: False Start, 5 yards (accepted) (no play)",0.790,0.460
4,15:00,4,8,SEA 42,24,13,Mitch Wishnowsky punts 29 yards downed by Oren Burks,0.460,0.320
4,14:52,1,10,SEA 13,24,13,Geno Smith pass complete short right to Zach Charbonnet for 6 yards (tackle by Oren Burks),-0.320,0.030
4,14:18,2,4,SEA 19,24,13,Zach Charbonnet left end for 10 yards (tackle by Deommodore Lenoir and Dre Greenlaw),0.030,0.870
4,13:53,1,10,SEA 29,24,13,"Geno Smith pass complete short left to Tyler Lockett for no gain (tackle by Oren Burks). Penalty on Zach Charbonnet: Illegal Shift, 5 yards (accepted) (no play)",0.870,0.540
4,13:29,1,15,SEA 24,24,13,Geno Smith pass complete short left to Zach Charbonnet for -4 yards (tackle by Randy Gregory),0.540,-0.890
4,12:51,2,19,SEA 20,24,13,Geno Smith pass complete short right to Tyler Lockett for 11 yards (tackle by Charvarius Ward),-0.890,-0.100
4,12:10,3,8,SEA 31,24,13,Geno Smith sacked by and Arik Armstead for -11 yards and Nick Bosa for -11 yards,-0.100,-2.030
4,11:30,4,19,SEA 20,24,13,"Michael Dickson punts 44 yards, returned by Ray-Ray McCloud for 2 yards. Ray-Ray McCloud fumbles (forced by Coby Bryant), recovered by Oren Burks at SF-36",-2.030,-1.330
4,11:22,1,10,SFO 36,24,13,Brock Purdy pass complete short left to Deebo Samuel for 7 yards (tackle by Michael Jackson),1.330,1.740
4,10:35,2,3,SFO 43,24,13,Christian McCaffrey left end for 12 yards (tackle by Jordyn Brooks),1.740,2.590
4,9:57,1,10,SEA 45,24,13,Elijah Mitchell up the middle for 9 yards (tackle by Devon Witherspoon and Derick Hall),2.590,3.260
4,9:21,2,1,SEA 36,24,13,Elijah Mitchell left guard for 5 yards (tackle by Julian Love),3.260,3.510
4,8:38,1,10,SEA 31,24,13,Elijah Mitchell up the middle for 3 yards (tackle by Bobby Wagner and Quandre Diggs),3.510,3.370
4,7:59,2,7,SEA 28,30,13,"Brock Purdy pass complete deep right to Brandon Aiyuk for 28 yards, touchdown",3.370,7.000
4,7:51,,,SEA 15,31,13,Jake Moody kicks extra point good,0.000,0.000
4,7:51,,,SFO 35,31,13,"Jake Moody kicks off 58 yards, returned by D'Wayne Eskridge for 30 yards (tackle by Jordan Mason and Isaiah Oliver)",0.000,1.400
4,7:46,1,10,SEA 37,31,13,Geno Smith pass complete short left to Zach Charbonnet for 2 yards (tackle by Ji'Ayir Brown),1.400,1.130
4,7:23,2,8,SEA 39,31,13,Geno Smith sacked by and Kevin Givens for -8 yards and Nick Bosa for -8 yards,1.130,-0.620
4,6:40,3,16,SEA 31,31,13,Geno Smith pass complete short middle to Noah Fant for 16 yards (tackle by Tashaun Gipson),-0.620,2.060
4,6:18,1,10,SEA 47,31,13,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Charvarius Ward),2.060,2.720
4,5:53,1,10,SFO 43,31,13,Zach Charbonnet up the middle for 2 yards (tackle by Dre Greenlaw and Arik Armstead),2.720,2.450
4,5:41,2,8,SFO 41,31,13,Geno Smith pass complete short middle to Zach Charbonnet for 7 yards (tackle by Fred Warner),2.450,2.680
4,5:16,3,1,SFO 34,31,13,Zach Charbonnet up the middle for 4 yards (tackle by Deommodore Lenoir and Javon Hargrave),2.680,3.580
4,4:57,1,10,SFO 30,31,13,Geno Smith pass complete short right to Colby Parkinson for 9 yards (tackle by Charvarius Ward),3.580,4.250
4,4:51,2,1,SFO 21,31,13,Geno Smith pass incomplete deep right intended for Tyler Lockett (defended by Charvarius Ward),4.250,3.530
4,4:45,3,1,SFO 21,31,13,Geno Smith up the middle for no gain (tackle by Fred Warner),3.530,2.210
4,4:19,4,1,SFO 21,31,13,Zach Charbonnet right end for -1 yards (tackle by Nick Bosa and Deommodore Lenoir),2.210,-0.480
4,4:14,1,10,SFO 23,31,13,Elijah Mitchell left end for 13 yards (tackle by Bobby Wagner),0.480,1.330
4,3:28,1,10,SFO 36,31,13,Elijah Mitchell left end for 6 yards (tackle by Derick Hall),1.330,1.600
4,2:44,2,4,SFO 42,31,13,Elijah Mitchell right tackle for 1 yard (tackle by Dre'Mont Jones and Jarran Reed),1.600,1.030
4,2:00,3,3,SFO 43,31,13,Brock Purdy pass complete short left to Ray-Ray McCloud for 23 yards (tackle by Julian Love),1.030,3.310
4,1:15,1,10,SEA 34,31,13,Brock Purdy kneels for -1 yards,3.310,2.640
4,0:38,2,11,SEA 35,31,13,Brock Purdy kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
