Quarter,Time,Down,ToGo,Location,TEN,NYG,Detail,EPB,EPA
2,15:00,3,27,TEN 45,3,0,Eli Manning pass complete short left to Ahmad Bradshaw for 10 yards (tackle by Stephen Tulloch and Jason McCourty),0.230,0.970
2,14:19,4,17,TEN 35,3,0,Lawrence Tynes 53 yard field goal no good,0.970,-1.800
2,14:06,1,10,TEN 43,3,0,Chris Johnson right tackle for 3 yards (tackle by Jonathan Goff and Justin Tuck),1.800,1.660
2,13:37,2,7,TEN 46,3,0,Chris Johnson left tackle for 12 yards (tackle by Kenny Phillips),1.660,2.790
2,13:11,1,10,NYG 42,3,0,Chris Johnson right guard for 3 yards (tackle by Antrel Rolle and Justin Tuck),2.790,2.650
2,12:30,2,7,NYG 39,3,0,Vince Young pass complete deep middle to Nate Washington for 17 yards (tackle by Kenny Phillips),2.650,4.110
2,11:57,1,10,NYG 22,3,0,Chris Johnson left tackle for 6 yards (tackle by Antrel Rolle),4.110,4.460
2,11:19,2,4,NYG 16,3,0,Chris Johnson right end for 6 yards (tackle by Antrel Rolle),4.460,4.910
2,10:45,1,10,NYG 10,3,0,Chris Johnson right tackle for 2 yards (tackle by Keith Bulluck),4.910,4.570
2,10:09,2,8,NYG 8,3,0,"Vince Young pass incomplete short right intended for Justin Gage. Penalty on Terrell Thomas: Defensive Pass Interference, 5 yards (no play)",4.570,6.510
2,9:58,1,3,NYG 3,3,0,Chris Johnson middle for 1 yard (tackle by Keith Bulluck and Barry Cofield),6.510,5.720
2,9:28,2,2,NYG 2,3,0,Chris Johnson left tackle for 1 yard (tackle by Jonathan Goff and Justin Tuck),5.720,5.170
2,8:49,3,1,NYG 1,9,0,"Chris Johnson right tackle for 1 yard, touchdown",5.170,7.000
2,8:49,,,NYG 2,10,0,Rob Bironas kicks extra point good,0.000,0.000
2,8:49,,,TEN 30,10,0,"Rob Bironas kicks off 71 yards, returned by Darius Reynaud for 31 yards (tackle by Alterraun Verner)",0.000,0.940
2,8:36,1,10,NYG 30,10,0,Ahmad Bradshaw left tackle for no gain (tackle by Sen'Derrick Marks and Will Witherspoon),0.940,0.390
2,8:04,2,10,NYG 30,10,0,"Eli Manning pass complete short right to Steve Smith for 8 yards (tackle by Cortland Finnegan). Penalty on Cortland Finnegan: Personal Foul, 15 yards",0.390,2.460
2,7:29,1,10,TEN 47,10,0,Eli Manning pass complete short right to Hakeem Nicks for 8 yards (tackle by Cortland Finnegan and Michael Griffin),2.460,2.990
2,6:42,2,2,TEN 39,10,0,"Brandon Jacobs left guard for 7 yards (tackle by Vincent Fuller). Penalty on Jovan Haye: Personal Foul (Offsetting), Penalty on Brandon Jacobs: Personal Foul (Offsetting)",2.990,3.450
2,6:10,1,10,TEN 32,10,0,Eli Manning sacked by Will Witherspoon for -10 yards,3.450,1.550
2,5:44,2,20,TEN 42,10,0,Eli Manning pass complete short right to Ahmad Bradshaw for 6 yards (tackle by Vincent Fuller),1.550,1.690
2,5:02,3,14,TEN 36,10,0,Eli Manning pass complete short left to Steve Smith for 4 yards (tackle by Michael Griffin),1.690,1.240
2,4:22,4,10,TEN 32,10,3,Lawrence Tynes 50 yard field goal good,1.240,3.000
2,4:22,,,NYG 30,10,3,"Lawrence Tynes kicks off 77 yards, touchback",0.000,0.280
2,4:12,1,10,TEN 20,10,3,"Vince Young middle for 5 yards (tackle by Kenny Phillips). Penalty on Jake Scott: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,3:53,1,20,TEN 10,10,3,Chris Johnson right end for 6 yards (tackle by Antrel Rolle),-0.760,-0.940
2,3:17,2,14,TEN 16,10,3,Chris Johnson right end for 8 yards (tackle by Corey Webster),-0.940,-0.430
2,3:05,2,14,TEN 16,10,3,Timeout #1 by New York Giants,-0.940,-0.430
2,3:05,3,6,TEN 24,10,3,Chris Johnson right guard for -2 yards (tackle by Jason Pierre-Paul),-0.430,-1.900
2,3:00,3,6,TEN 24,10,3,Timeout #2 by New York Giants,-0.430,-1.900
2,3:00,4,8,TEN 22,10,3,"Brett Kern punts 46 yards, returned by Darius Reynaud for 5 yards (tackle by Colin Allred)",-1.900,-1.400
2,2:48,1,10,NYG 37,10,3,Ahmad Bradshaw middle for 2 yards (tackle by Chris Hope),1.400,1.130
2,2:26,2,8,NYG 39,10,3,Eli Manning pass complete short middle to Hakeem Nicks for 7 yards (tackle by Stephen Tulloch),1.130,1.360
2,2:04,3,1,NYG 46,10,3,Eli Manning middle for 2 yards (tackle by Stephen Tulloch),1.360,2.130
2,1:59,1,10,NYG 48,10,3,Eli Manning pass incomplete short right intended for Mario Manningham,2.130,1.580
2,1:56,2,10,NYG 48,10,3,Eli Manning pass complete short left to Mario Manningham for 10 yards (tackle by Alterraun Verner and Chris Hope),1.580,2.790
2,1:37,1,10,TEN 42,10,3,Eli Manning pass complete short middle to Steve Smith for 6 yards (tackle by Vincent Fuller),2.790,3.050
2,1:11,2,4,TEN 36,10,3,Eli Manning pass complete short left to Steve Smith for 6 yards (tackle by Vincent Fuller),3.050,3.580
2,0:48,1,10,TEN 30,10,3,Eli Manning pass complete deep left to Mario Manningham for 20 yards (tackle by Vincent Fuller),3.580,4.910
2,0:42,1,10,TEN 10,10,9,"Ahmad Bradshaw right end for 10 yards, touchdown",4.910,7.000
2,0:42,,,TEN 2,10,10,Lawrence Tynes kicks extra point good,0.000,0.000
2,0:42,,,NYG 30,10,10,"Lawrence Tynes kicks off 58 yards, muffed catch by Marc Mariani, recovered by Marc Mariani at TEN-17, and returned for 7 yards",0.000,0.540
2,0:30,1,10,TEN 24,10,10,Vince Young kneels for no gain,0.540,0.000
Quarter,Time,Down,ToGo,Location,TEN,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,10,10,"Lawrence Tynes kicks off 67 yards, returned by Marc Mariani for 45 yards (tackle by Bruce Johnson)",0.000,2.130
3,14:52,1,10,TEN 48,10,10,Vince Young middle for 4 yards (tackle by Barry Cofield),2.130,2.120
3,14:19,2,6,NYG 48,10,10,Chris Johnson left tackle for no gain (tackle by Barry Cofield),2.120,1.420
3,13:33,3,6,NYG 48,10,10,Vince Young pass complete short middle to Justin Gage for 15 yards (tackle by Aaron Ross),1.420,3.380
3,13:02,1,10,NYG 33,10,10,Chris Johnson right end for no gain (tackle by Justin Tuck),3.380,2.840
3,12:36,2,10,NYG 33,10,10,Vince Young pass incomplete short right intended for Chris Johnson,2.840,2.150
3,12:29,3,10,NYG 33,10,10,"Penalty on Jake Scott: False Start, 5 yards (no play)",2.150,1.490
3,12:29,3,15,NYG 38,10,10,Vince Young pass incomplete deep left intended for Nate Washington,1.490,0.720
3,12:23,4,15,NYG 38,10,10,Brett Kern punts 37 yards,0.720,0.380
3,12:13,1,10,NYG 1,10,10,Penalty on Ahmad Bradshaw: False Start (no play),-0.380,-0.380
3,12:13,1,10,NYG 1,10,10,Timeout #1 by New York Giants,-0.380,-0.380
3,12:13,1,10,NYG 1,10,10,Eli Manning pass complete short left to Hakeem Nicks for 2 yards (tackle by Alterraun Verner),-0.380,-0.630
3,11:36,2,8,NYG 3,10,10,Ahmad Bradshaw right tackle for -2 yards (tackle by Jason Jones and Jason Babin),-0.630,-1.420
3,10:53,3,10,NYG 1,12,10,"Eli Manning pass complete deep left to Mario Manningham for 43 yards (tackle by Alterraun Verner), safety. Penalty on Ahmad Bradshaw: Chop Block, 1 yards",-1.420,-2.000
3,10:53,,,NYG 20,12,10,"Matt Dodge kicks off 53 yards, returned by Marc Mariani for 22 yards (tackle by D.J. Johnson)",0.000,2.190
3,10:34,1,10,TEN 49,12,10,Vince Young pass complete short right to Justin Gage for 12 yards (tackle by Kenny Phillips),2.190,2.980
3,10:15,1,10,NYG 39,12,10,Vince Young pass complete short right to Nate Washington for 10 yards (tackle by Corey Webster),2.980,3.640
3,9:45,1,10,NYG 29,12,10,Vince Young pass complete short middle to Kenny Britt for 13 yards (tackle by Terrell Thomas and Jonathan Goff),3.640,4.510
3,9:10,1,10,NYG 16,12,10,Chris Johnson right tackle for 1 yard (tackle by Barry Cofield and Justin Tuck),4.510,4.050
3,8:27,2,9,NYG 15,12,10,Chris Johnson middle for 2 yards (tackle by Chris Canty),4.050,3.540
3,7:55,3,7,NYG 13,18,10,"Vince Young pass complete short middle to Kenny Britt for 13 yards, touchdown",3.540,7.000
3,7:55,,,NYG 2,19,10,Rob Bironas kicks extra point good,0.000,0.000
3,7:55,,,TEN 30,19,10,"Rob Bironas kicks off 66 yards, returned by Darius Reynaud for 22 yards (tackle by Colin Allred). Penalty on Clint Sintim: Offensive Holding, 10 yards",0.000,-0.370
3,7:37,1,10,NYG 11,19,10,Eli Manning pass complete short left to Travis Beckum for 5 yards (tackle by Michael Griffin),-0.370,-0.300
3,7:15,2,5,NYG 16,19,10,Ahmad Bradshaw right end for 22 yards (tackle by Chris Hope),-0.300,1.470
3,6:27,1,10,NYG 38,19,10,Eli Manning pass complete short right to Mario Manningham for 7 yards (tackle by Stephen Tulloch),1.470,1.870
3,5:44,2,3,NYG 45,19,10,Brandon Jacobs left guard for 2 yards (tackle by Chris Hope and Jovan Haye),1.870,1.420
3,5:02,3,1,NYG 47,19,10,Ahmad Bradshaw left tackle for 5 yards (tackle by Alterraun Verner),1.420,2.390
3,4:23,1,10,TEN 48,19,10,"Eli Manning pass complete short left to Madison Hedgecock for 7 yards (tackle by Will Witherspoon and Stephen Tulloch). Penalty on Jason Babin: Unnecessary Roughness, 15 yards",2.390,3.840
3,3:55,1,10,TEN 26,19,10,Ahmad Bradshaw left end for 20 yards (tackle by Jamie Winborn),3.840,5.830
3,3:31,1,6,TEN 6,19,10,"Ahmad Bradshaw left tackle for 1 yard (tackle by Michael Griffin). Ahmad Bradshaw fumbles (forced by Michael Griffin), recovered by Alterraun Verner at TEN-5 (tackle by Ahmad Bradshaw). Penalty on David Diehl: Unnecessary Roughness, 15 yards",5.830,-0.280
3,3:19,1,10,TEN 20,19,10,Chris Johnson left end for no gain (tackle by Kenny Phillips and Jonathan Goff),0.280,-0.270
3,2:51,2,10,TEN 20,19,10,Vince Young pass incomplete short left intended for Justin Gage,-0.270,-0.960
3,2:41,3,10,TEN 20,19,10,"Penalty on Jake Scott: False Start, 5 yards (no play)",-0.960,-1.860
3,2:41,3,15,TEN 15,19,10,Vince Young pass complete short middle to Bo Scaife for 11 yards (tackle by Deon Grant and Kenny Phillips),-1.860,-1.630
3,2:02,4,4,TEN 26,19,10,"Brett Kern punts 55 yards, returned by Darius Reynaud for 6 yards (tackle by Tim Shaw)",-1.630,-0.610
3,1:47,1,10,NYG 25,19,10,Eli Manning pass complete short middle to Brandon Jacobs for 1 yard (tackle by Stephen Tulloch),0.610,0.200
3,1:11,2,9,NYG 26,19,10,Brandon Jacobs right guard for 5 yards (tackle by Chris Hope),0.200,0.170
3,0:24,3,4,NYG 31,19,10,Eli Manning pass complete short right to Mario Manningham for 25 yards (tackle by Michael Griffin),0.170,2.650
Quarter,Time,Down,ToGo,Location,TEN,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 44,19,10,Eli Manning pass complete short right to Hakeem Nicks for 20 yards (tackle by Cortland Finnegan),2.650,3.970
4,14:26,1,10,TEN 24,19,10,Eli Manning pass incomplete deep right intended for Steve Smith,3.970,3.430
4,14:20,2,10,TEN 24,19,10,Brandon Jacobs right guard for 3 yards (tackle by Cortland Finnegan and Stephen Tulloch),3.430,3.140
4,13:40,3,7,TEN 21,19,10,Eli Manning pass incomplete short right intended for Steve Smith (defended by Chris Hope),3.140,2.060
4,13:34,4,7,TEN 21,19,10,"Penalty on Matt Dodge: Delay of Game, 5 yards (no play)",2.060,1.740
4,13:34,4,12,TEN 26,19,10,"Lawrence Tynes 44 yard field goal no good. Penalty on Kareem McKenzie: Unnecessary Roughness, 15 yards",1.740,-2.190
4,13:29,1,10,TEN 49,19,10,Vince Young pass incomplete deep right intended for Nate Washington,2.190,1.650
4,13:23,2,10,TEN 49,19,10,Vince Young right end for 2 yards (tackle by Barry Cofield),1.650,1.220
4,12:44,3,8,NYG 49,19,10,Vince Young pass complete short left to Justin Gage for 12 yards (tackle by Aaron Ross),1.220,3.120
4,12:10,1,10,NYG 37,19,10,Chris Johnson right end for 3 yards (tackle by Keith Bulluck and Kenny Phillips),3.120,2.980
4,11:35,2,7,NYG 34,19,10,Chris Johnson left guard for 8 yards (tackle by Corey Webster and Kenny Phillips),2.980,3.840
4,11:03,1,10,NYG 26,19,10,Chris Johnson right tackle for 6 yards (tackle by Antrel Rolle),3.840,4.110
4,10:29,2,4,NYG 20,19,10,Chris Johnson right tackle for -3 yards (tackle by Justin Tuck and Mathias Kiwanuka),4.110,3.010
4,9:46,3,7,NYG 23,19,10,Javon Ringer left guard for 17 yards (tackle by Kenny Phillips),3.010,5.830
4,9:23,1,6,NYG 6,19,10,Javon Ringer right tackle for 2 yards (tackle by Deon Grant),5.830,5.340
4,8:51,2,4,NYG 4,19,10,Chris Johnson right guard for -1 yards (tackle by Mathias Kiwanuka),5.340,4.260
4,8:01,3,5,NYG 5,19,10,Vince Young pass incomplete short right intended for Ahmard Hall,4.260,3.010
4,7:53,4,5,NYG 5,22,10,Rob Bironas 22 yard field goal good,3.010,3.000
4,7:53,,,TEN 30,22,10,"Rob Bironas kicks off 75 yards, touchback",0.000,0.280
4,7:50,1,10,NYG 20,22,10,Eli Manning pass complete short middle to Steve Smith for 14 yards (tackle by Michael Griffin),0.280,1.200
4,7:29,1,10,NYG 34,22,10,Ahmad Bradshaw left guard for 8 yards (tackle by Vincent Fuller and Chris Hope),1.200,1.740
4,7:09,2,2,NYG 42,22,10,Eli Manning pass incomplete short left intended for Mario Manningham (defended by Alterraun Verner),1.740,1.030
4,7:04,3,2,NYG 42,22,10,Eli Manning pass complete short middle to Kevin Boss for 17 yards (tackle by Michael Griffin),1.030,2.850
4,6:41,1,10,TEN 41,22,10,Eli Manning pass complete short middle to Steve Smith for 10 yards (tackle by Vincent Fuller and Stephen Tulloch). Penalty on Vincent Fuller: Illegal Contact (Declined),2.850,3.510
4,6:35,1,10,TEN 31,22,10,Eli Manning pass incomplete deep right intended for Hakeem Nicks,3.510,2.970
4,6:29,2,10,TEN 31,22,10,"Eli Manning pass incomplete short left intended for Hakeem Nicks. Penalty on Kareem McKenzie: Unnecessary Roughness, 15 yards",2.970,0.300
4,6:26,3,25,TEN 46,22,10,Eli Manning pass complete short right to Mario Manningham for 11 yards (tackle by Cortland Finnegan),0.300,0.970
4,6:06,4,14,TEN 35,22,10,Eli Manning pass incomplete deep left intended for Kevin Boss,0.970,-1.270
4,5:56,1,10,TEN 35,22,10,Chris Johnson left tackle for 1 yard (tackle by Chris Canty),1.270,0.860
4,5:50,1,10,TEN 35,22,10,Timeout #2 by New York Giants,1.270,0.860
4,5:50,2,9,TEN 36,22,10,Chris Johnson left end for 42 yards (tackle by Terrell Thomas),0.860,4.110
4,5:19,1,10,NYG 22,22,10,"Chris Johnson right tackle for 3 yards (tackle by Chris Canty and Keith Bulluck). Penalty on Antrel Rolle: Unnecessary Roughness, 10 yards",4.110,5.140
4,4:52,1,9,NYG 9,22,10,Chris Johnson left guard for 1 yard (tackle by Mathias Kiwanuka),5.140,4.570
4,4:12,2,8,NYG 8,28,10,"Chris Johnson left end for 8 yards, touchdown",4.570,7.000
4,4:12,,,NYG 2,29,10,Rob Bironas kicks extra point good,0.000,0.000
4,4:12,,,TEN 30,29,10,"Rob Bironas kicks off 77 yards, touchback",0.000,0.280
4,4:02,1,10,NYG 20,29,10,Ahmad Bradshaw middle for 7 yards (tackle by Vincent Fuller and Stephen Tulloch),0.280,0.680
4,3:43,2,3,NYG 27,29,10,Eli Manning pass complete short middle to Kevin Boss for 17 yards (tackle by Alterraun Verner and Vincent Fuller),0.680,1.860
4,3:21,1,10,NYG 44,29,10,Eli Manning pass incomplete short middle intended for Steve Smith,1.860,1.320
4,3:15,2,10,NYG 44,29,10,Eli Manning pass incomplete deep left intended for Hakeem Nicks,1.320,0.630
4,3:09,3,10,NYG 44,29,10,Eli Manning pass incomplete short right intended for Kevin Boss (defended by Stephen Tulloch),0.630,-0.460
4,3:03,4,10,NYG 44,29,10,Eli Manning pass incomplete deep right intended for Mario Manningham,-0.460,-2.650
4,2:56,1,10,NYG 44,29,10,Javon Ringer middle for 7 yards (tackle by Terrell Thomas),2.650,3.060
4,2:19,2,3,NYG 37,29,10,Javon Ringer right tackle for no gain (tackle by Keith Bulluck and Barry Cofield),3.060,2.350
4,2:00,3,3,NYG 37,29,10,"Javon Ringer left end for 1 yard (tackle by Deon Grant). Penalty on Craig Stevens: Offensive Holding, 10 yards",2.350,1.160
4,1:53,3,12,NYG 46,29,10,Javon Ringer left end for 3 yards (tackle by Chris Canty and Justin Tuck),1.160,0.400
4,1:47,3,12,NYG 46,29,10,Timeout #3 by New York Giants,1.160,0.400
4,1:47,4,9,NYG 43,29,10,"Brett Kern punts 43 yards, touchback",0.400,-0.280
4,1:39,1,10,NYG 20,29,10,"Eli Manning pass complete deep middle to Steve Smith for 29 yards (tackle by Michael Griffin). Penalty on Vincent Fuller: Personal Foul, 15 yards",0.280,3.180
4,1:31,1,10,TEN 36,29,10,Eli Manning pass complete deep middle to Steve Smith for 17 yards (tackle by Vincent Fuller),3.180,4.310
4,1:09,1,10,TEN 19,29,10,Eli Manning pass incomplete short middle intended for Kevin Boss,4.310,3.750
4,1:03,2,10,TEN 19,29,10,Eli Manning pass complete short right to Mario Manningham for 5 yards (tackle by Stephen Tulloch),3.750,3.760
4,0:38,3,5,TEN 14,29,10,Eli Manning pass complete short left to Steve Smith for 9 yards (tackle by Michael Griffin),3.760,6.060
4,0:18,1,5,TEN 5,29,10,Eli Manning pass complete short left to Hakeem Nicks for 2 yards (tackle by Michael Griffin),6.060,5.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
