Quarter,Time,Down,ToGo,Location,PHI,NWE,Detail,EPB,EPA
2,12:56,3,8,NWE 28,13,14,"A.J. Feeley pass complete deep middle to Greg Lewis for 28 yards, touchdown",2.610,7.000
2,,,,NWE 2,14,14,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,14,14,"David Akers kicks onside 18 yards, recovered by Hank Baskett (onside kick successful)",0.000,2.130
2,12:50,1,10,PHI 48,14,14,A.J. Feeley sacked by Rosevelt Colvin for -9 yards,2.130,0.370
2,12:17,2,19,PHI 39,14,14,"Penalty on Mike Vrabel: Encroachment, 5 yards (no play)",0.370,1.040
2,11:59,2,14,PHI 44,14,14,Brian Westbrook for 7 yards,1.040,1.290
2,11:30,3,7,NWE 49,14,14,A.J. Feeley pass incomplete short left intended for Kevin Curtis,1.290,0.000
2,11:25,4,7,NWE 49,14,14,"Saverio Rocca punts 49 yards, touchback",0.000,-0.280
2,11:18,1,10,NWE 20,14,14,Tom Brady pass incomplete short middle intended for Randy Moss,0.280,-0.270
2,11:14,2,10,NWE 20,14,14,Tom Brady pass complete short right to Randy Moss for 7 yards (tackle by Lito Sheppard),-0.270,-0.030
2,10:48,3,3,NWE 27,14,14,Tom Brady pass complete short right to Randy Moss for 10 yards (tackle by Lito Sheppard),-0.030,1.400
2,10:10,1,10,NWE 37,14,14,Tom Brady pass complete short middle to Jabar Gaffney for 6 yards (tackle by Omar Gaither),1.400,1.670
2,9:36,2,4,NWE 43,14,14,Tom Brady pass complete short right to Randy Moss for 11 yards (tackle by Lito Sheppard),1.670,2.520
2,8:56,1,10,PHI 46,14,14,Tom Brady pass complete short left to Jabar Gaffney for 7 yards (tackle by Sheldon Brown),2.520,2.920
2,8:35,2,3,PHI 39,14,14,Tom Brady pass complete short left to Donte Stallworth for 31 yards (tackle by Joselio Hanson),2.920,5.370
2,8:00,1,8,PHI 8,14,14,Tom Brady sacked by Chris Gocong for -3 yards,5.370,4.020
2,7:23,2,11,PHI 11,14,14,Tom Brady pass incomplete short middle intended for Wes Welker,4.020,3.120
2,7:20,3,11,PHI 11,14,14,Tom Brady pass complete short left to Wes Welker for 6 yards (tackle by J.R. Reed),3.120,3.010
2,6:45,4,5,PHI 5,14,17,Stephen Gostkowski 23 yard field goal good,3.010,3.000
2,,,,NWE 30,14,17,"Stephen Gostkowski kicks off 71 yards, returned by Correll Buckhalter for 33 yards (tackle by Rodney Harrison)",0.000,1.070
2,6:36,1,10,PHI 32,14,17,Brian Westbrook right guard for 2 yards (tackle by Mike Vrabel and Ty Warren),1.070,0.800
2,5:53,2,8,PHI 34,14,17,A.J. Feeley pass incomplete deep middle intended for Reggie Brown,0.800,0.100
2,5:48,3,8,PHI 34,14,17,A.J. Feeley pass complete deep right to Greg Lewis for 27 yards (tackle by Asante Samuel),0.100,2.980
2,5:11,1,10,NWE 39,14,17,A.J. Feeley pass complete short right to Brian Westbrook for 3 yards (tackle by Mike Vrabel),2.980,2.850
2,4:32,2,7,NWE 36,14,17,A.J. Feeley pass complete short left to Matt Schobel for 18 yards (tackle by James Sanders),2.850,4.370
2,3:52,1,10,NWE 18,14,17,A.J. Feeley pass incomplete short left intended for Jason Avant (defended by Vince Wilfork),4.370,3.800
2,3:48,2,10,NWE 18,14,17,"A.J. Feeley sacked for 0 yards. A.J. Feeley fumbles, recovered by A.J. Feeley at NWE-18",3.800,3.050
2,3:05,3,10,NWE 18,20,17,"A.J. Feeley pass complete deep middle to Greg Lewis for 18 yards, touchdown",3.050,7.000
2,,,,NWE 2,21,17,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,21,17,"David Akers kicks off 65 yards, returned by Ellis Hobbs for 41 yards (tackle by Hank Baskett)",0.000,1.990
2,2:53,1,10,NWE 46,21,17,Tom Brady pass incomplete deep left intended for Donte Stallworth,1.990,1.450
2,2:47,2,10,NWE 46,21,17,Tom Brady pass complete short right to Kevin Faulk for 9 yards (tackle by Chris Gocong),1.450,1.950
2,2:11,3,1,PHI 45,21,17,"Penalty on Steve Neal: False Start, 5 yards (no play)",1.950,1.290
2,2:00,3,6,,21,17,Tom Brady pass complete short middle to Wes Welker for 6 yards (tackle by J.R. Reed),1.290,2.650
2,1:32,1,10,PHI 44,21,17,Tom Brady pass complete short middle to Wes Welker for 7 yards (tackle by Omar Gaither),2.650,3.060
2,1:08,2,3,PHI 37,21,17,Tom Brady pass incomplete deep right intended for Randy Moss,3.060,2.350
2,1:03,3,3,PHI 37,21,17,"Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",2.350,3.450
2,1:03,1,10,PHI 32,21,17,Tom Brady pass complete short right to Randy Moss for 8 yards (tackle by Lito Sheppard),3.450,3.980
2,0:36,2,2,PHI 24,21,17,Tom Brady pass incomplete short right intended for Randy Moss (defended by J.R. Reed),3.980,3.270
2,0:32,3,2,PHI 24,21,17,Tom Brady pass complete short left to Ben Watson for 5 yards (tackle by Omar Gaither),3.270,4.310
2,0:12,1,10,PHI 19,21,23,"Tom Brady pass complete deep left to Jabar Gaffney for 19 yards, touchdown",4.310,7.000
2,,,,PHI 2,21,24,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,21,24,"Stephen Gostkowski kicks off 60 yards, returned by Correll Buckhalter for 18 yards (tackle by Eric Alexander)",0.000,0.810
2,0:04,1,10,PHI 28,21,24,Brian Westbrook up the middle for 4 yards (tackle by Jarvis Green and Rosevelt Colvin),0.810,0.800
Quarter,Time,Down,ToGo,Location,PHI,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,21,24,"David Akers kicks off 64 yards, returned by Ellis Hobbs for 40 yards (tackle by David Akers). Penalty on Kelley Washington: Offensive Holding, 10 yards",0.000,0.340
3,14:52,1,10,NWE 21,21,24,Kevin Faulk left tackle for 1 yard (tackle by Mike Patterson and Juqua Parker),0.340,-0.070
3,14:10,2,9,NWE 22,21,24,"Penalty on Matt Light: False Start, 5 yards (no play)",-0.070,-0.860
3,13:49,2,14,NWE 17,21,24,Tom Brady pass incomplete deep right intended for Kevin Faulk (defended by J.R. Reed),-0.860,-1.590
3,13:43,3,14,NWE 17,21,24,Tom Brady sacked by Darren Howard for -8 yards,-1.590,-2.490
3,13:28,4,22,NWE 9,21,24,"Penalty on Lonie Paxton: False Start, 4 yards (no play)",-2.490,-2.490
3,13:20,4,26,NWE 5,21,24,"Chris Hanson punts 49 yards, returned by Reno Mahe for -2 yards (tackle by Kelley Washington)",-2.490,-1.860
3,13:13,1,10,PHI 44,21,24,A.J. Feeley pass complete short right to Reggie Brown for 5 yards (tackle by Asante Samuel),1.860,1.990
3,12:45,2,5,PHI 49,21,24,Brian Westbrook up the middle for 2 yards (tackle by Richard Seymour and Vince Wilfork),1.990,1.550
3,12:04,3,3,NWE 49,21,24,Brian Westbrook left end for -1 yards (tackle by Adalius Thomas and Rosevelt Colvin),1.550,-0.060
3,11:29,4,4,,21,24,"Saverio Rocca punts 39 yards, fair catch by Kevin Faulk",-0.060,0.370
3,11:27,1,10,NWE 11,21,24,Laurence Maroney left guard for -1 yards (tackle by Darren Howard and Omar Gaither),-0.370,-0.850
3,10:49,2,11,NWE 10,21,24,Tom Brady pass complete short middle to Wes Welker for 7 yards (tackle by Omar Gaither),-0.850,-0.720
3,10:13,3,4,NWE 17,21,24,Tom Brady left end for 5 yards (tackle by Brodrick Bunkley),-0.720,0.410
3,9:41,1,10,NWE 22,21,24,Tom Brady pass incomplete deep right intended for Randy Moss,0.410,-0.130
3,9:33,2,10,NWE 22,21,24,Laurence Maroney right guard for 7 yards (tackle by Juqua Parker and Chris Gocong),-0.130,0.100
3,8:50,3,3,NWE 29,21,24,Tom Brady pass complete short right to Wes Welker for 11 yards (tackle by Joselio Hanson),0.100,1.600
3,8:13,1,10,NWE 40,21,24,Laurence Maroney right tackle for 6 yards (tackle by Brian Dawkins),1.600,1.860
3,7:38,2,4,NWE 46,21,24,Laurence Maroney right guard for 10 yards (tackle by Brodrick Bunkley),1.860,2.650
3,6:57,1,10,PHI 44,21,24,Tom Brady pass incomplete short right intended for Donte Stallworth,2.650,2.110
3,6:53,2,10,PHI 44,21,24,Laurence Maroney left guard for -2 yards (tackle by Takeo Spikes and Trent Cole),2.110,1.160
3,6:13,3,12,PHI 46,21,24,Tom Brady pass complete short right to Wes Welker for 42 yards (tackle by Juqua Parker),1.160,6.280
3,5:23,1,4,PHI 4,21,24,"Tom Brady pass complete short right to Randy Moss for 4 yards. Penalty on Randy Moss: Offensive Pass Interference, 10 yards (no play)",6.280,4.440
3,5:19,1,14,PHI 14,21,24,Tom Brady pass incomplete short right intended for Kevin Faulk (defended by Brian Dawkins),4.440,3.580
3,5:12,2,14,PHI 14,21,24,Tom Brady pass incomplete short middle intended for Wes Welker,3.580,3.000
3,5:09,3,14,PHI 14,21,24,Tom Brady pass incomplete short right intended for Ben Watson,3.000,2.510
3,5:05,4,14,PHI 14,21,24,Stephen Gostkowski 32 yard field goal no good,2.510,-0.410
3,5:00,1,10,PHI 22,21,24,A.J. Feeley pass complete short right to L.J. Smith for 17 yards (tackle by Rodney Harrison),0.410,1.530
3,4:26,1,10,PHI 39,21,24,A.J. Feeley pass incomplete short middle intended for L.J. Smith. Penalty on PHI: Illegal Shift (Declined),1.530,0.990
3,4:22,2,10,PHI 39,21,24,A.J. Feeley pass incomplete short middle intended for Brian Westbrook,0.990,0.300
3,4:18,3,10,PHI 39,21,24,A.J. Feeley pass complete deep left to Kevin Curtis for 19 yards (tackle by Ellis Hobbs),0.300,2.790
3,3:38,1,10,NWE 42,21,24,A.J. Feeley pass incomplete deep left intended for Brian Westbrook,2.790,2.240
3,3:34,2,10,NWE 42,21,24,A.J. Feeley pass complete deep left to Hank Baskett for 16 yards (tackle by Ellis Hobbs),2.240,3.840
3,3:05,1,10,NWE 26,21,24,A.J. Feeley pass complete short right to Kevin Curtis for 12 yards (tackle by Rodney Harrison),3.840,4.650
3,2:22,1,10,NWE 14,21,24,A.J. Feeley pass complete short left to Brian Westbrook for 6 yards (tackle by Adalius Thomas),4.650,5.090
3,1:42,2,4,NWE 8,21,24,A.J. Feeley pass incomplete short right intended for Reggie Brown,5.090,4.280
3,1:39,,,,21,24,Timeout #1 by Philadelphia Eagles,0.000,4.280
3,1:39,3,4,NWE 8,27,24,"A.J. Feeley pass complete short middle to Reggie Brown for 8 yards, touchdown",4.280,7.000
3,,,,NWE 2,28,24,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,28,24,"David Akers kicks off 63 yards, returned by Ellis Hobbs for 26 yards (tackle by Chris Gocong)",0.000,1.140
3,1:28,1,10,NWE 33,28,24,Tom Brady pass incomplete short left intended for Laurence Maroney,1.140,0.590
3,1:23,2,10,NWE 33,28,24,Tom Brady pass complete short right to Wes Welker for 7 yards (tackle by Omar Gaither),0.590,0.830
3,0:43,3,3,NWE 40,28,24,Tom Brady pass incomplete short right intended for Kevin Faulk,0.830,-0.720
3,0:38,4,3,NWE 40,28,24,"Penalty on Nick Cole: Neutral Zone Infraction, 5 yards (no play)",-0.720,1.930
3,0:38,1,10,NWE 45,28,24,Tom Brady pass incomplete short left intended for Donte Stallworth,1.930,1.380
3,0:34,2,10,NWE 45,28,24,Laurence Maroney up the middle for 4 yards (tackle by Omar Gaither and Juqua Parker),1.380,1.220
Quarter,Time,Down,ToGo,Location,PHI,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,NWE 49,28,24,Tom Brady pass complete short middle to Wes Welker for 12 yards (tackle by Omar Gaither),1.220,2.980
4,14:24,1,10,PHI 39,28,24,Tom Brady pass complete short right to Ben Watson for 6 yards (tackle by Joselio Hanson),2.980,3.250
4,13:48,2,4,PHI 33,28,24,Tom Brady pass incomplete short left intended for Wes Welker,3.250,2.540
4,13:45,3,4,PHI 33,28,24,Tom Brady pass incomplete deep right intended for Ben Watson (defended by Mike Patterson),2.540,1.180
4,13:40,4,4,PHI 33,28,24,Tom Brady pass incomplete short right intended for Randy Moss,1.180,-1.140
4,13:36,1,10,PHI 33,28,24,A.J. Feeley pass complete short right to Reggie Brown for 12 yards (tackle by Asante Samuel),1.140,1.930
4,13:06,1,10,PHI 45,28,24,Brian Westbrook left end for 2 yards (tackle by Adalius Thomas and Ellis Hobbs),1.930,1.650
4,12:20,2,8,PHI 47,28,24,A.J. Feeley pass incomplete deep left intended for Kevin Curtis (defended by James Sanders),1.650,0.960
4,12:14,3,8,PHI 47,28,24,A.J. Feeley pass incomplete short middle intended for Brian Westbrook,0.960,-0.260
4,12:09,4,8,PHI 47,28,24,Saverio Rocca punts 22 yards,-0.260,-1.000
4,12:02,1,10,NWE 31,28,24,Tom Brady pass complete short right to Donte Stallworth for 13 yards (tackle by Lito Sheppard). Penalty on Lito Sheppard: Illegal Use of Hands (Declined),1.000,1.860
4,11:40,1,10,NWE 44,28,24,Tom Brady pass complete short right to Kevin Faulk for 12 yards (tackle by Mike Patterson),1.860,2.650
4,10:59,1,10,PHI 44,28,24,Tom Brady pass complete short left to Wes Welker for 13 yards (tackle by Joselio Hanson),2.650,3.510
4,10:16,1,10,PHI 31,28,24,Tom Brady pass complete short left to Donte Stallworth for 2 yards (tackle by Takeo Spikes),3.510,3.240
4,9:37,,,,28,24,Timeout #2 by Philadelphia Eagles,0.000,3.240
4,9:37,2,8,PHI 29,28,24,Kevin Faulk right tackle for -1 yards (tackle by Takeo Spikes),3.240,2.410
4,8:57,3,9,PHI 30,28,24,Tom Brady pass complete short middle to Wes Welker for 16 yards (tackle by Joselio Hanson),2.410,4.650
4,8:11,1,10,PHI 14,28,24,Tom Brady pass incomplete short right intended for Randy Moss,4.650,4.000
4,8:06,2,10,PHI 14,28,24,Tom Brady pass complete short left to Wes Welker for 10 yards (tackle by Joselio Hanson),4.000,6.280
4,7:29,1,4,PHI 4,28,24,Tom Brady pass incomplete short middle intended for Wes Welker (defended by Omar Gaither),6.280,5.340
4,7:24,2,4,PHI 4,28,30,"Laurence Maroney left guard for 4 yards, touchdown",5.340,7.000
4,,,,PHI 2,28,31,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,28,31,"Stephen Gostkowski kicks off 72 yards, returned by Correll Buckhalter for 29 yards (tackle by Eric Alexander). Penalty on Pago Togafau: Illegal Block Above the Waist, 8 yards",0.000,-0.380
4,7:14,1,10,PHI 8,28,31,A.J. Feeley pass complete short left to Brian Westbrook for 7 yards (tackle by Junior Seau),-0.380,-0.210
4,6:31,2,3,PHI 15,28,31,A.J. Feeley pass incomplete short right intended for Reggie Brown (defended by Asante Samuel),-0.210,-0.600
4,6:25,3,3,PHI 15,28,31,A.J. Feeley pass complete short left to L.J. Smith for 11 yards (tackle by Rodney Harrison),-0.600,0.670
4,5:49,1,10,PHI 26,28,31,A.J. Feeley pass complete short right to Brian Westbrook for 8 yards (tackle by James Sanders),0.670,1.210
4,5:10,2,2,PHI 34,28,31,A.J. Feeley pass complete deep middle to L.J. Smith for 18 yards (tackle by Rodney Harrison),1.210,2.390
4,4:43,1,10,NWE 48,28,31,A.J. Feeley pass complete short left to Kevin Curtis for 13 yards,2.390,3.250
4,4:37,1,10,NWE 35,28,31,Brian Westbrook right guard for 6 yards (tackle by Rodney Harrison),3.250,3.510
4,3:58,2,4,NWE 29,28,31,A.J. Feeley pass incomplete deep right intended for Kevin Curtis is intercepted by Asante Samuel,3.510,-0.280
4,3:52,1,10,NWE 20,28,31,Tom Brady pass complete short left to Wes Welker for 3 yards (tackle by Sheldon Brown),0.280,0.140
4,3:08,2,7,NWE 23,28,31,Tom Brady pass complete short right to Ben Watson for 6 yards (tackle by Omar Gaither),0.140,0.230
4,2:27,3,1,NWE 29,28,31,"Penalty on Matt Light: False Start, 5 yards (no play)",0.230,-0.430
4,2:27,3,6,NWE 24,28,31,Tom Brady pass complete short right to Jabar Gaffney for 16 yards (tackle by J.R. Reed),-0.430,1.600
4,2:21,,,,28,31,Timeout #3 by Philadelphia Eagles,0.000,1.600
4,2:21,1,10,NWE 40,28,31,Laurence Maroney left guard for -1 yards (tackle by Brodrick Bunkley),1.600,0.920
4,2:00,2,11,NWE 39,28,31,Laurence Maroney right tackle for 2 yards (tackle by Juqua Parker and Brodrick Bunkley),0.920,0.500
4,1:15,3,9,NWE 41,28,31,Laurence Maroney right end for 2 yards (tackle by Mike Patterson),0.500,-0.520
4,0:31,,,,28,31,Timeout #1 by New England Patriots,0.000,-0.520
4,0:31,4,7,NWE 43,28,31,"Chris Hanson punts 33 yards, returned by Brian Westbrook for -2 yards (tackle by Kyle Eckel). Brian Westbrook fumbles, recovered by Nick Graham at PHI-22",-0.520,-0.410
4,0:18,1,10,PHI 22,28,31,A.J. Feeley pass incomplete deep left intended for Reggie Brown is intercepted by James Sanders at PHI-39 and returned for 1 yard (tackle by Reggie Brown),0.410,-3.050
4,0:11,1,10,PHI 38,28,31,Tom Brady kneels for -1 yards,3.050,2.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
