Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
1,8:05,2,8,OAK 14,0,0,Kelly Holcomb pass complete to Eric Moulds for 9 yards (tackle by Stuart Schweigert),4.210,6.060
1,7:23,1,5,OAK 5,0,0,Willis McGahee right guard for no gain (tackle by Warren Sapp),6.060,5.150
1,6:42,2,5,OAK 5,6,0,"Kelly Holcomb pass complete to Lee Evans for 5 yards, touchdown",5.150,7.000
1,,,,OAK 2,7,0,Rian Lindell kicks extra point good,0.000,0.000
1,,,,BUF 30,7,0,"Rian Lindell kicks off 66 yards, returned by Chris Carr for 26 yards (tackle by Sam Aiken). Penalty on Sam Aiken: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,,,,BUF 25,7,0,"Rian Lindell kicks off 67 yards, returned by Chris Carr for 15 yards (tackle by Jason Peters)",0.000,0.480
1,6:27,1,10,OAK 23,7,0,LaMont Jordan up the middle for 3 yards (tackle by London Fletcher),0.480,0.340
1,5:53,2,7,OAK 26,7,0,LaMont Jordan right guard for 1 yard (tackle by Terrence McGee),0.340,-0.230
1,5:14,3,6,OAK 27,7,0,"Kerry Collins sacked by Angelo Crowell for -8 yards. Kerry Collins fumbles (forced by Angelo Crowell), recovered by Barry Sims at OAK-22",-0.230,-1.900
1,4:22,4,11,OAK 22,7,0,"Shane Lechler punts 45 yards, returned by Nate Clements for no gain. Penalty on Tim Euhus: Illegal Block Above the , 10 yards",-1.900,-0.480
1,4:18,1,10,BUF 23,7,0,Kelly Holcomb pass incomplete intended for Jason Peters,0.480,-0.070
1,4:15,2,10,BUF 23,7,0,Willis McGahee left end for 4 yards (tackle by Charles Woodson),-0.070,0.000
1,,,,,7,0,--,0.000,-0.230
1,3:39,3,6,BUF 27,7,0,Kelly Holcomb pass complete to Lee Evans for 3 yards (tackle by Stanford Routt),-0.230,-1.370
1,3:05,4,3,BUF 30,7,0,"Brian Moorman punts 47 yards, returned by Chris Carr for -2 yards (tackle by Rashad Baker)",-1.370,-0.340
1,2:55,1,10,OAK 21,7,0,Kerry Collins pass incomplete intended for Doug Gabriel,0.340,-0.200
1,2:49,2,10,OAK 21,7,0,LaMont Jordan right guard for 8 yards (tackle by Terrence McGee and Lawyer Milloy),-0.200,0.170
1,2:12,3,2,OAK 29,7,0,LaMont Jordan right guard for 8 yards (tackle by Eric King),0.170,1.400
1,1:31,1,10,OAK 37,7,0,Kerry Collins pass complete to Doug Gabriel for 38 yards (tackle by Lawyer Milloy),1.400,3.910
1,1:02,1,10,BUF 25,7,0,Kerry Collins pass incomplete intended for Randy Moss (defended by Lawyer Milloy),3.910,3.360
1,0:58,2,10,BUF 25,7,0,Kerry Collins pass complete to Randy Moss for 15 yards (tackle by Nate Clements),3.360,4.910
1,0:19,1,10,BUF 10,7,0,LaMont Jordan right tackle for 3 yards (tackle by Lawyer Milloy),4.910,4.760
Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,BUF 7,7,0,Kerry Collins pass incomplete intended for Jerry Porter,4.760,3.810
2,14:55,,,,7,0,Timeout #1 by Oakland Raiders,0.000,3.810
2,14:55,3,7,BUF 7,7,0,Kerry Collins pass incomplete intended for Randy Moss (defended by Nate Clements),3.810,2.970
2,14:50,4,7,BUF 7,7,3,Sebastian Janikowski 25 yard field goal good,2.970,3.000
2,,,,OAK 30,7,3,"Sebastian Janikowski kicks off 59 yards, returned by Jonathan Smith for 19 yards (tackle by Randal Williams)",0.000,0.940
2,14:40,1,10,BUF 30,7,3,Kelly Holcomb pass incomplete intended for Eric Moulds (defended by Renaldo Hill),0.940,0.390
2,14:35,2,10,BUF 30,7,3,Kelly Holcomb sacked by Derrick Burgess for -18 yards. Penalty on Bennie Anderson: Offensive Holding (Declined),0.390,-3.530
2,14:01,,,,7,3,Timeout #1 by Buffalo Bills,0.000,-3.530
2,14:01,3,28,BUF 12,7,3,Shaud Williams left end for 14 yards (tackle by Renaldo Hill),-3.530,-1.630
2,13:25,4,14,BUF 26,7,3,"Brian Moorman punts 38 yards, returned by Chris Carr for 29 yards (tackle by Joe Burns)",-1.630,-3.250
2,13:09,1,10,BUF 35,7,3,Kerry Collins pass incomplete intended for Jerry Porter (defended by Troy Vincent),3.250,2.700
2,13:02,2,10,BUF 35,7,3,"LaMont Jordan up the middle for 5 yards (tackle by Angelo Crowell). Penalty on Courtney Anderson: Offensive Holding, 10 yards (no play)",2.700,1.350
2,12:36,2,20,BUF 45,7,3,"Penalty on Sam Adams: Encroachment, 5 yards (no play)",1.350,2.030
2,12:20,2,15,BUF 40,7,3,Kerry Collins pass complete to LaMont Jordan for 18 yards (tackle by Terrence McGee),2.030,4.110
2,11:51,1,10,BUF 22,7,9,"Kerry Collins pass complete to Randy Moss for 22 yards, touchdown",4.110,7.000
2,,,,BUF 2,7,10,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,7,10,"Sebastian Janikowski kicks off 67 yards, returned by Terrence McGee for 57 yards (tackle by Randal Williams)",0.000,2.920
2,11:32,1,10,OAK 40,7,10,Willis McGahee up the middle for 2 yards (tackle by Ted Washington),2.920,2.640
2,10:46,2,8,OAK 38,7,10,Kelly Holcomb pass complete to Lee Evans for 11 yards (tackle by Nnamdi Asomugha),2.640,3.780
2,10:23,1,10,OAK 27,7,10,Willis McGahee left end for 4 yards (tackle by Tyler Brayton),3.780,3.770
2,9:45,2,6,OAK 23,7,10,Willis McGahee up the middle for 3 yards (tackle by Warren Sapp),3.770,3.470
2,9:13,3,3,OAK 20,7,10,Kelly Holcomb pass complete to Eric Moulds for 11 yards (tackle by Stuart Schweigert),3.470,5.140
2,8:32,1,9,OAK 9,7,10,Willis McGahee left guard for -1 yards (tackle by Fabian Washington),5.140,4.190
2,7:53,2,10,OAK 10,7,10,Kelly Holcomb pass complete to Daimon Shelton for 8 yards (tackle by Nnamdi Asomugha and Kirk Morrison),4.190,4.950
2,7:20,3,2,OAK 2,7,10,Willis McGahee up the middle for 1 yard (tackle by Ted Washington),4.950,3.550
2,6:47,4,1,OAK 1,7,10,Daimon Shelton right guard for no gain (tackle by Renaldo Hill and Kirk Morrison),3.550,0.380
2,6:40,1,10,OAK 1,7,10,Penalty on Randal Williams: False Start (no play),-0.380,-0.380
2,6:40,1,10,OAK 1,7,10,Zack Crockett up the middle for no gain (tackle by Chris Kelsay),-0.380,-0.780
2,6:04,2,10,OAK 1,7,10,LaMont Jordan left guard for 1 yard (tackle by Lawyer Milloy),-0.780,-1.300
2,5:20,3,9,OAK 2,7,10,Kerry Collins pass incomplete intended for Doug Gabriel (defended by Nate Clements),-1.300,-2.490
2,5:15,4,9,OAK 2,7,10,"Shane Lechler punts 38 yards, returned by Nate Clements for 12 yards (tackle by Johnnie Morant)",-2.490,-3.710
2,5:05,1,10,OAK 28,7,10,Willis McGahee left end for 6 yards (tackle by Danny Clark),3.710,3.980
2,4:19,2,4,OAK 22,7,10,Kelly Holcomb pass incomplete intended for Lee Evans,3.980,3.270
2,4:14,3,4,OAK 22,7,10,Kelly Holcomb pass incomplete intended for Lee Evans (defended by Chris Carr),3.270,2.070
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
2,4:08,4,4,OAK 22,10,10,Rian Lindell 41 yard field goal good,2.070,3.000
2,,,,BUF 30,10,10,"Rian Lindell kicks off 62 yards, returned by Chris Carr for 32 yards (tackle by Jabari Greer)",0.000,1.600
2,3:58,1,10,OAK 40,10,10,Kerry Collins pass complete to Jerry Porter for 8 yards (tackle by Terrence McGee),1.600,2.130
2,3:35,2,2,OAK 48,10,10,LaMont Jordan up the middle for 2 yards (tackle by Aaron Schobel),2.130,2.260
2,2:50,1,10,OAK 50,10,10,LaMont Jordan up the middle for 6 yards (tackle by London Fletcher),2.260,2.520
2,2:17,2,4,BUF 44,10,10,Kerry Collins pass complete to John Paul Foschi for 5 yards (tackle by Angelo Crowell),2.520,2.980
2,2:00,1,10,BUF 39,10,10,Kerry Collins pass complete to Doug Gabriel for 17 yards (tackle by Nate Clements),2.980,4.110
2,1:54,1,10,BUF 22,10,10,Kerry Collins pass complete to LaMont Jordan for 6 yards (tackle by Jeff Posey),4.110,4.460
2,1:17,2,4,BUF 16,10,10,Kerry Collins pass complete to Randy Moss for 6 yards (tackle by London Fletcher),4.460,4.910
2,1:00,,,,10,10,Timeout #2 by Oakland Raiders,0.000,4.910
2,1:00,1,10,BUF 10,10,10,LaMont Jordan right guard for 9 yards (tackle by Aaron Schobel),4.910,5.910
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:44,,,,10,10,Timeout #3 by Buffalo Bills,0.000,5.910
2,0:42,2,1,BUF 1,10,16,"LaMont Jordan up the middle for 1 yard, touchdown",5.910,7.000
2,,,,BUF 2,10,17,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,10,17,"Sebastian Janikowski kicks off 49 yards, returned by Jonathan Smith for 13 yards (tackle by Tyler Brayton)",0.000,1.200
2,0:35,1,10,BUF 34,10,17,Shaud Williams left tackle for 4 yards (tackle by Warren Sapp),1.200,1.200
Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,10,17,"Rian Lindell kicks off 67 yards, returned by Chris Carr for 17 yards (tackle by Mario Haggan)",0.000,0.280
3,14:55,1,10,OAK 20,10,17,LaMont Jordan left guard for -2 yards (tackle by Sam Adams and London Fletcher),0.280,-0.630
3,14:22,2,12,OAK 18,10,17,Kerry Collins pass complete to LaMont Jordan for 5 yards (tackle by Angelo Crowell),-0.630,-0.560
3,13:42,3,7,OAK 23,10,17,Kerry Collins pass complete to Doug Gabriel for 14 yards (tackle by Terrence McGee),-0.560,1.400
3,13:02,1,10,OAK 37,10,17,LaMont Jordan left guard for 7 yards (tackle by Angelo Crowell),1.400,1.800
3,12:26,2,3,OAK 44,10,17,"Kerry Collins pass incomplete intended for Jerry Porter (defended by Jabari Greer). Penalty on Jabari Greer: Defensive Pass Interfere, 9 yards (no play)",1.800,2.460
3,12:21,1,10,BUF 47,10,17,Kerry Collins pass complete to Doug Gabriel for 18 yards (tackle by Nate Clements),2.460,3.640
3,11:41,1,10,BUF 29,10,17,LaMont Jordan right guard for -2 yards (tackle by Aaron Schobel),3.640,2.830
3,10:58,2,12,BUF 31,10,17,Kerry Collins pass incomplete intended for Randy Moss,2.830,2.150
3,10:45,3,12,BUF 31,10,17,Kerry Collins pass complete to Doug Gabriel for 14 yards (tackle by Eric King),2.150,4.440
3,10:17,1,10,BUF 17,10,23,"LaMont Jordan up the middle for 17 yards, touchdown",4.440,7.000
3,,,,BUF 2,10,24,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,10,24,"Sebastian Janikowski kicks off 57 yards, returned by Terrence McGee for 20 yards (tackle by Omar Easy)",0.000,1.140
3,10:05,1,10,BUF 33,10,24,"Kelly Holcomb pass incomplete intended for Eric Moulds (defended by Renaldo Hill). Penalty on Bennie Anderson: Illegal Use of Hands, 10 yards (no play)",1.140,0.480
3,9:59,1,20,BUF 23,10,24,Kelly Holcomb pass complete to Josh Reed for 5 yards (tackle by Renaldo Hill),0.480,-0.080
3,9:17,2,15,BUF 28,10,24,Kelly Holcomb sacked by Derrick Burgess for -8 yards,-0.080,-1.810
3,8:41,3,23,BUF 20,10,24,Kelly Holcomb pass complete to Willis McGahee for 17 yards (tackle by Renaldo Hill),-1.810,-0.910
3,8:12,4,6,BUF 37,10,24,"Brian Moorman punts 53 yards, muffed catch by Chris Carr, recovered by Chris Carr and returned for no gain",-0.910,0.380
3,8:00,1,10,OAK 6,10,24,LaMont Jordan right guard for 1 yard (tackle by Jeff Posey and Sam Adams),-0.380,-0.710
3,7:23,2,9,OAK 7,10,24,Kerry Collins pass incomplete intended for Alvis Whitted,-0.710,-1.300
3,7:19,3,9,OAK 7,10,24,"Kerry Collins left end for 9 yards (tackle by Troy Vincent). Penalty on Robert Gallery: Offensive Holding, 3 yards (no play)",-1.300,-1.650
3,6:56,3,12,OAK 4,10,24,Kerry Collins pass complete to LaMont Jordan for 11 yards (tackle by Troy Vincent),-1.650,-2.440
3,6:14,4,1,OAK 15,10,24,"Shane Lechler punts 54 yards, returned by Roscoe Parrish for 10 yards (tackle by Derrick Burgess)",-2.440,-1.660
3,5:59,1,10,BUF 41,10,24,Willis McGahee right end for 4 yards (tackle by Kirk Morrison and Fabian Washington),1.660,1.660
3,5:35,2,6,BUF 45,10,24,"Kelly Holcomb pass complete to Mark Campbell for 4 yards (tackle by Danny Clark). Penalty on Tyler Brayton: Illegal Use of Hands, 5 yards (no play)",1.660,2.260
3,5:21,1,10,OAK 50,10,24,Kelly Holcomb pass incomplete intended for Mark Campbell (defended by Danny Clark),2.260,1.710
3,5:18,,,,10,24,Timeout #1 by Oakland Raiders,0.000,1.710
3,5:18,2,10,OAK 50,10,24,Kelly Holcomb pass complete to Willis McGahee for 16 yards (tackle by Jarrod Cooper),1.710,3.310
3,4:40,1,10,OAK 34,10,24,Kelly Holcomb pass complete to Willis McGahee for 3 yards (tackle by Renaldo Hill),3.310,3.180
3,4:14,2,7,OAK 31,10,24,Shaud Williams up the middle for 2 yards (tackle by Kirk Morrison),3.180,2.740
3,3:31,3,5,OAK 29,10,24,"Kelly Holcomb for no gain. Kelly Holcomb fumbles, recovered by Kirk Morrison at OAK-32",2.740,-1.070
3,3:26,1,10,OAK 32,10,24,Kerry Collins pass complete to Jerry Porter for 7 yards (tackle by Terrence McGee),1.070,1.470
3,3:00,2,3,OAK 39,10,24,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Troy Vincent at OAK-38",1.470,-3.050
3,2:49,1,10,OAK 38,10,24,Willis McGahee for 3 yards (tackle by Warren Sapp),3.050,2.910
3,1:59,2,7,OAK 35,10,24,Kelly Holcomb pass complete to Eric Moulds for 8 yards (tackle by Nnamdi Asomugha),2.910,3.780
3,1:40,1,10,OAK 27,10,24,Kelly Holcomb pass complete to Mark Campbell for 1 yard (tackle by Jarrod Cooper),3.780,3.370
3,1:15,2,9,OAK 26,10,24,Kelly Holcomb pass complete to Eric Moulds for 8 yards (tackle by Stuart Schweigert),3.370,3.840
3,0:45,3,1,OAK 18,10,24,Willis McGahee for 6 yards (tackle by Stuart Schweigert),3.840,4.780
3,0:15,1,10,OAK 12,10,24,Willis McGahee for 3 yards (tackle by Danny Clark),4.780,4.640
Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,OAK 9,16,24,"Kelly Holcomb pass complete to Josh Reed for 9 yards, touchdown",4.640,7.000
4,,,,OAK 2,17,24,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,17,24,"Rian Lindell kicks off 63 yards, returned by Chris Carr for 16 yards (tackle by Ryan Denney)",0.000,0.480
4,14:47,1,10,OAK 23,17,24,Kerry Collins sacked by Aaron Schobel for -2 yards,0.480,-0.340
4,14:17,2,12,OAK 21,17,24,Kerry Collins pass complete to Jerry Porter for 19 yards (tackle by Troy Vincent),-0.340,1.600
4,13:31,1,10,OAK 40,17,24,Kerry Collins pass complete to Jerry Porter for 9 yards (tackle by Terrence McGee),1.600,2.270
4,12:57,2,1,OAK 49,17,24,LaMont Jordan up the middle for 2 yards (tackle by Chris Kelsay),2.270,2.320
4,12:21,1,10,BUF 49,17,24,Kerry Collins right end for 7 yards (tackle by Jabari Greer),2.320,2.730
4,11:39,2,3,BUF 42,17,24,LaMont Jordan up the middle for 3 yards (tackle by Lawyer Milloy),2.730,2.980
4,11:01,1,10,BUF 39,17,24,LaMont Jordan up the middle for 3 yards (tackle by Justin Bannan and London Fletcher),2.980,2.850
4,10:24,2,7,BUF 36,17,24,"Kerry Collins pass complete to John Paul Foschi for 8 yards (tackle by London Fletcher). Penalty on Courtney Anderson: Illegal Motion, 5 yards (no play)",2.850,2.170
4,10:01,2,12,BUF 41,17,24,Kerry Collins pass complete to Zack Crockett for 23 yards (tackle by Troy Vincent and Nate Clements),2.170,4.370
4,9:20,1,10,BUF 18,17,24,"LaMont Jordan right tackle for 4 yards (tackle by Jabari Greer). Penalty on Lauvale Sape: Personal Foul, 7 yards",4.370,5.600
4,8:55,1,7,BUF 7,17,30,"LaMont Jordan left end for 7 yards, touchdown",5.600,7.000
4,,,,BUF 2,17,31,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,17,31,"Sebastian Janikowski kicks off 52 yards, returned by Josh Reed for 9 yards (tackle by Randal Williams)",0.000,0.740
4,8:43,1,10,BUF 27,17,31,Kelly Holcomb sacked by Warren Sapp for -7 yards,0.740,-0.750
4,8:18,2,17,BUF 20,17,31,Kelly Holcomb pass incomplete intended for Jonathan Smith,-0.750,-1.420
4,8:13,3,17,BUF 20,17,31,Kelly Holcomb pass complete to Mark Campbell for 6 yards (tackle by Stanford Routt),-1.420,-1.630
4,8:07,4,11,BUF 26,17,31,"Brian Moorman punts 49 yards, returned by Chris Carr for 18 yards (tackle by Angelo Crowell). Penalty on Omar Easy: Defensive Offside, 5 yards (no play)",-1.630,-1.310
4,7:51,4,6,BUF 31,17,31,"Brian Moorman punts 42 yards, returned by Chris Carr for 4 yards (tackle by Sam Aiken)",-1.310,-1.000
4,7:41,1,10,OAK 31,17,31,LaMont Jordan left tackle for -1 yards (tackle by Angelo Crowell),1.000,0.320
4,7:01,2,11,OAK 30,17,31,Kerry Collins pass complete to John Paul Foschi for 6 yards (tackle by London Fletcher),0.320,0.430
4,6:18,3,5,OAK 36,17,31,"LaMont Jordan up the middle for 1 yard (tackle by Aaron Schobel). Penalty on Adam Treu: Offensive Holding, 10 yards",0.430,-0.760
4,5:51,3,14,OAK 27,17,31,LaMont Jordan right guard for 17 yards (tackle by Coy Wire),-0.760,1.860
4,5:06,1,10,OAK 44,17,31,LaMont Jordan up the middle for 2 yards (tackle by Jeff Posey and London Fletcher),1.860,1.590
4,4:22,2,8,OAK 46,17,31,LaMont Jordan right guard for 6 yards (tackle by Angelo Crowell),1.590,1.690
4,3:35,3,2,BUF 48,17,31,LaMont Jordan up the middle for 6 yards (tackle by Jabari Greer),1.690,2.790
4,2:52,1,10,BUF 42,17,31,LaMont Jordan up the middle for 2 yards (tackle by Aaron Schobel),2.790,2.510
4,2:46,,,,17,31,Timeout #1 by Buffalo Bills,0.000,2.510
4,2:46,2,8,BUF 40,17,31,Zack Crockett right tackle for 9 yards (tackle by Jabari Greer),2.510,3.510
4,2:02,1,10,BUF 31,17,31,LaMont Jordan up the middle for 7 yards (tackle by Troy Vincent),3.510,3.910
4,1:58,2,3,BUF 24,17,31,Zack Crockett right tackle for 1 yard (tackle by Tim Anderson and Jabari Greer),3.910,3.340
4,1:53,,,,17,31,Timeout #2 by Buffalo Bills,0.000,3.340
4,1:47,3,2,BUF 23,17,31,Zack Crockett left end for 12 yards (tackle by Troy Vincent),3.340,4.840
4,1:10,1,10,BUF 11,17,31,Zack Crockett up the middle for 3 yards (tackle by Chris Kelsay),4.840,4.700
4,1:01,,,,17,31,Timeout #3 by Buffalo Bills,0.000,4.700
4,1:01,2,7,BUF 8,17,31,Zack Crockett right end for 6 yards (tackle by Angelo Crowell),4.700,5.120
4,0:18,3,1,BUF 2,17,37,"Zack Crockett right guard for 2 yards, touchdown",5.120,7.000
4,,,,BUF 2,17,38,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,17,38,"Sebastian Janikowski kicks off 62 yards, returned by Jonathan Smith for 23 yards (tackle by John Paul Foschi)",0.000,1.000
4,0:07,1,10,BUF 31,17,38,Kelly Holcomb pass complete to Shaud Williams for 10 yards (tackle by Derrick Burgess),1.000,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
