Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
1,9:21,1,10,MIN 15,7,0,Chris Ivory left guard for 4 yards (tackle by Stephen Weatherly),4.580,4.640
1,8:44,2,6,MIN 11,7,0,Josh Allen pass complete short middle to Charles Clay for 5 yards (tackle by Stephen Weatherly),4.640,4.900
1,7:52,3,1,MIN 6,7,0,"Penalty on Marshall Newhouse: False Start, 5 yards (no play)",4.900,3.780
1,7:31,3,6,MIN 11,7,0,Josh Allen pass incomplete short right intended for Kelvin Benjamin (defended by Xavier Rhodes),3.780,2.720
1,7:27,4,6,MIN 11,10,0,Stephen Hauschka 30 yard field goal good,2.720,3.000
1,7:24,,,BUF 35,10,0,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
1,7:24,1,10,MIN 25,10,0,Latavius Murray right guard for 2 yards (tackle by Matt Milano),0.610,0.330
1,6:46,2,8,MIN 27,10,0,Mike Boone left tackle for no gain (tackle by Star Lotulelei and Lorenzo Alexander),0.330,-0.360
1,6:04,3,8,MIN 27,10,0,"Kirk Cousins sacked by Jerry Hughes for -2 yards. Kirk Cousins fumbles (forced by Jerry Hughes), recovered by Matt Milano at MIN-25 (tackle by Mike Remmers)",-0.360,-3.910
1,5:57,1,10,MIN 25,10,0,Chris Ivory left end for -1 yards (tackle by Eric Kendricks),3.910,3.230
1,5:15,2,11,MIN 26,16,0,"Josh Allen pass complete deep right to Jason Croom for 26 yards, touchdown",3.230,7.000
1,5:09,,,MIN 15,17,0,Stephen Hauschka kicks extra point good,0.000,0.000
1,5:09,,,BUF 35,17,0,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
1,5:09,1,10,MIN 25,17,0,Kirk Cousins pass complete short right to Stefon Diggs for 3 yards (tackle by Micah Hyde),0.610,0.470
1,4:38,2,7,MIN 28,17,0,Mike Boone left tackle for 11 yards (tackle by Micah Hyde),0.470,1.530
1,3:53,1,10,MIN 39,17,0,Kirk Cousins pass incomplete deep right intended for Adam Thielen,1.530,0.990
1,3:49,2,10,MIN 39,17,0,Kirk Cousins pass complete short left to Adam Thielen for 5 yards (tackle by Ryan Lewis),0.990,0.960
1,3:13,3,5,MIN 44,17,0,Kirk Cousins pass incomplete deep left intended for Adam Thielen,0.960,-0.460
1,3:07,4,5,MIN 44,17,0,"Matt Wile punts 31 yards out of bounds. Penalty on Kevin McDermott: Offensive Holding, 10 yards",-0.460,-1.270
1,2:59,1,10,BUF 35,17,0,Josh Allen pass incomplete deep middle intended for Robert Foster (defended by Trae Waynes),1.270,0.720
1,2:51,2,10,BUF 35,17,0,Chris Ivory right tackle for 1 yard (tackle by Danielle Hunter),0.720,0.170
1,2:05,3,9,BUF 36,17,0,Josh Allen up the middle for 10 yards (tackle by Anthony Barr and Stephen Weatherly),0.170,1.990
1,1:19,1,10,BUF 46,17,0,Josh Allen sacked by Danielle Hunter for -7 yards,1.990,0.510
1,0:37,2,17,BUF 39,17,0,Josh Allen pass complete short right to Chris Ivory for 55 yards (tackle by Andrew Sendejo and Mike Hughes),0.510,5.830
Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,6,MIN 6,17,0,"Josh Allen aborted snap, recovered by Josh Allen at MIN-18 and returned for -12 yards",5.830,3.150
2,14:16,2,18,MIN 18,17,0,"Josh Allen right end for 2 yards (tackle by Anthony Barr). Penalty on Anthony Barr: Horse Collar Tackle, 8 yards",3.150,5.370
2,13:51,1,8,MIN 8,17,0,Chris Ivory left end for 4 yards (tackle by Tom Johnson),5.370,5.340
2,13:11,2,4,MIN 4,17,0,Josh Allen pass incomplete short right intended for Charles Clay (defended by Andrew Sendejo),5.340,4.490
2,13:05,3,4,MIN 4,17,0,Josh Allen pass complete short left to Andre Holmes for 3 yards (tackle by Harrison Smith and Mackensie Alexander),4.490,3.550
2,12:16,,,,,,Timeout #2 by Buffalo Bills,,
2,12:16,4,1,MIN 1,23,0,"Josh Allen up the middle for 1 yard, touchdown",3.550,7.000
2,12:14,,,MIN 15,24,0,Stephen Hauschka kicks extra point good,0.000,0.000
2,12:14,,,BUF 35,24,0,"Stephen Hauschka kicks off 69 yards, returned by Mike Hughes for no gain (tackle by Siran Neal). Penalty on Eric Wilson: Offensive Holding, 9 yards",0.000,-0.380
2,12:09,1,10,MIN 8,24,0,Kirk Cousins pass complete short right to Laquon Treadwell for 3 yards (tackle by Taron Johnson and Matt Milano),-0.380,-0.560
2,11:32,2,7,MIN 11,24,0,Kirk Cousins pass complete short right to Kyle Rudolph for 6 yards (tackle by Rafael Bush),-0.560,-0.370
2,10:50,3,1,MIN 17,24,0,Kirk Cousins sacked by Kyle Williams for -8 yards,-0.370,-2.490
2,10:11,4,9,MIN 9,24,0,Matt Wile punts 40 yards out of bounds,-2.490,-2.390
2,10:02,1,10,MIN 48,24,0,"Josh Allen left guard for 6 yards (tackle by Harrison Smith). Penalty on Russell Bodine: Offensive Holding, 10 yards",2.390,2.130
2,9:36,1,14,BUF 48,24,0,Marcus Murphy right end for 4 yards (tackle by Eric Kendricks and Andrew Sendejo),2.130,1.850
2,8:59,2,10,MIN 48,24,0,Marcus Murphy right end for 4 yards (tackle by Mike Hughes),1.850,1.690
2,8:19,3,6,MIN 44,24,0,Josh Allen pass complete short right to Kelvin Benjamin for 12 yards (tackle by Andrew Sendejo),1.690,3.450
2,7:44,1,10,MIN 32,24,0,"Josh Allen pass incomplete deep left intended for Kelvin Benjamin Penalty on BUF: Illegal Formation, 5 yards (no play)",3.450,3.120
2,7:38,1,15,MIN 37,24,0,Josh Allen pass incomplete short right intended for Chris Ivory,3.120,2.230
2,7:34,2,15,MIN 37,24,0,Josh Allen pass incomplete deep right intended for Andre Holmes,2.230,1.550
2,7:29,3,15,MIN 37,24,0,"Josh Allen right tackle for no gain (tackle by Stephen Weatherly) Penalty on BUF: Illegal Formation, 5 yards (no play)",1.550,0.890
2,7:00,3,20,MIN 42,24,0,Josh Allen pass complete short right to Kelvin Benjamin for 11 yards (tackle by Xavier Rhodes),0.890,1.320
2,6:21,4,9,MIN 31,27,0,Stephen Hauschka 50 yard field goal good,1.320,3.000
2,6:16,,,BUF 35,27,0,"Stephen Hauschka kicks off 69 yards, returned by Aldrick Robinson for no gain (tackle by Deon Lacey)",0.000,-0.060
2,6:11,1,10,MIN 17,27,0,Latavius Murray left tackle for -1 yards (tackle by Tremaine Edmunds),-0.060,-0.730
2,5:32,2,11,MIN 16,27,0,Kirk Cousins pass complete short right to Stefon Diggs for 4 yards (tackle by TreDavious White),-0.730,-0.870
2,4:57,3,7,MIN 20,27,0,Kirk Cousins pass incomplete short middle intended for Adam Thielen (defended by Matt Milano),-0.870,-2.030
2,4:51,4,7,MIN 20,27,0,Matt Wile punts 70 yards downed by Holton Hill,-2.030,0.380
2,4:36,1,10,BUF 10,27,0,Chris Ivory left guard for 4 yards (tackle by Stephen Weatherly and Andrew Sendejo),-0.380,-0.460
2,3:57,2,6,BUF 14,27,0,Josh Allen pass incomplete deep left intended for Robert Foster,-0.460,-0.950
2,3:51,3,6,BUF 14,27,0,Josh Allen right end for 8 yards (tackle by Sheldon Richardson),-0.950,0.410
2,3:14,1,10,BUF 22,27,0,Chris Ivory up the middle for 4 yards (tackle by Mike Hughes and Anthony Barr),0.410,0.410
2,2:33,2,6,BUF 26,27,0,Josh Allen pass complete short right to Andre Holmes for 22 yards (tackle by Harrison Smith),0.410,2.130
2,2:00,1,10,BUF 48,27,0,Chris Ivory left guard for 2 yards (tackle by Tashawn Bower and Eric Kendricks),2.130,1.850
2,1:24,2,8,BUF 50,27,0,"Chris Ivory up the middle for no gain (tackle by Mackensie Alexander) Penalty on BUF: Illegal Formation, 5 yards (no play)",1.850,1.180
2,1:19,2,13,BUF 45,27,0,"Marcus Murphy right guard for 4 yards (tackle by Eric Kendricks). Penalty on Jordan Mills: Offensive Holding, 10 yards",1.180,0.370
2,1:14,2,19,BUF 39,27,0,Marcus Murphy left tackle for 7 yards (tackle by Linval Joseph and Eric Kendricks),0.370,0.630
2,1:09,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:09,,,,,,Timeout #3 by Buffalo Bills,,
2,1:09,3,12,BUF 46,27,0,Chris Ivory up the middle for 4 yards (tackle by Sheldon Richardson),0.630,-0.060
2,1:05,,,,,,Timeout #2 by Minnesota Vikings,,
2,1:05,4,8,BUF 50,27,0,Corey Bojorquez punts 31 yards downed by Matt Milano,-0.060,-0.150
2,0:56,1,10,MIN 19,27,0,Kirk Cousins pass complete short right to Stefon Diggs for 3 yards (tackle by Ramon Humber),0.150,0.070
2,0:43,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:43,2,7,MIN 22,27,0,Kirk Cousins pass incomplete short left intended for Kyle Rudolph,0.070,-0.680
2,0:37,3,7,MIN 22,27,0,Kirk Cousins pass complete short middle to Adam Thielen for 8 yards (tackle by Taron Johnson),-0.680,0.940
2,0:16,1,10,MIN 30,27,0,Kirk Cousins pass complete short middle to Adam Thielen for 9 yards (tackle by Micah Hyde),0.940,1.610
Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,27,0,"Stephen Hauschka kicks off 66 yards, returned by Mike Hughes for no gain (tackle by Taiwan Jones)",0.000,0.410
3,14:55,1,10,MIN 22,27,0,Kirk Cousins pass complete short middle to Adam Thielen for 9 yards (tackle by Tremaine Edmunds),0.410,1.080
3,14:33,2,1,MIN 31,27,0,"Kirk Cousins aborted snap, recovered by Kirk Cousins at MIN-26 and returned for -4 yards",1.080,-0.160
3,13:54,3,5,MIN 27,27,0,"Kirk Cousins pass complete short right to Adam Thielen for 4 yards (tackle by TreDavious White). Penalty on TreDavious White: Unnecessary Roughness, 15 yards",-0.160,1.990
3,13:26,1,10,MIN 46,27,0,Kirk Cousins pass complete short left to Adam Thielen for 4 yards (tackle by Micah Hyde),1.990,1.990
3,12:51,2,6,MIN 50,27,0,Kirk Cousins pass complete short left to Mike Boone for no gain (tackle by Tremaine Edmunds),1.990,1.290
3,12:27,3,6,MIN 50,27,0,Kirk Cousins sacked by Matt Milano for -8 yards,1.290,-0.590
3,11:47,4,14,MIN 42,27,0,"Matt Wile punts 58 yards, touchback.",-0.590,-0.280
3,11:38,1,10,BUF 20,27,0,"Josh Allen aborted snap, recovered by Josh Allen at BUF-18 and returned for -2 yards",0.280,-0.630
3,11:01,2,12,BUF 18,27,0,Josh Allen sacked by Stephen Weatherly for -6 yards,-0.630,-2.360
3,10:18,3,18,BUF 12,27,0,Chris Ivory right tackle for 6 yards (tackle by Linval Joseph),-2.360,-2.240
3,9:45,4,12,BUF 18,27,0,"Corey Bojorquez punts 36 yards, muffed catch by Mike Hughes, recovered by Mike Hughes at MIN-48, returned by Mike Hughes for no gain. Penalty on Lafayette Pitts: Illegal Block Above the Waist, 10 yards",-2.240,-2.790
3,9:36,1,10,BUF 42,27,0,Kirk Cousins pass incomplete deep middle intended for Stefon Diggs (defended by TreDavious White),2.790,2.240
3,9:30,2,10,BUF 42,27,0,Kirk Cousins pass short middle (defended by Tremaine Edmunds) intended for Latavius Murray is intercepted by Matt Milano at BUF-34 and returned for no gain,2.240,-1.200
3,9:24,1,10,BUF 34,27,0,Josh Allen pass complete short middle to Kelvin Benjamin for 6 yards (tackle by Linval Joseph),1.200,1.470
3,8:45,2,4,BUF 40,27,0,Chris Ivory right guard for 5 yards (tackle by Eric Kendricks and Anthony Barr),1.470,1.930
3,8:06,1,10,BUF 45,27,0,Marcus Murphy left end for 5 yards (tackle by Eric Kendricks),1.930,2.060
3,7:39,2,5,BUF 50,27,0,Marcus Murphy left guard for 4 yards (tackle by Anthony Barr),2.060,1.880
3,7:39,3,1,MIN 46,27,0,Josh Allen up the middle for 1 yard (tackle by Sheldon Richardson and Linval Joseph),1.880,2.590
3,6:26,1,10,MIN 45,27,0,"Josh Allen sacked by Harrison Smith for -19 yards. Josh Allen fumbles (forced by Harrison Smith), recovered by Jason Croom at BUF-36 (tackle by Danielle Hunter)",2.590,-0.520
3,5:33,2,29,BUF 36,27,0,Josh Allen pass complete short right to Andre Holmes for 4 yards (tackle by Stephen Weatherly),-0.520,-0.630
3,4:53,3,25,BUF 40,27,0,Josh Allen pass complete short middle to Zay Jones for 17 yards (tackle by Mackensie Alexander),-0.630,0.400
3,4:53,4,8,MIN 43,27,0,"Penalty on BUF: Delay of Game, 5 yards (no play)",0.400,0.070
3,4:05,4,13,MIN 48,27,0,Corey Bojorquez punts 43 yards downed by Taiwan Jones,0.070,0.380
3,3:57,1,10,MIN 5,27,0,Kirk Cousins pass complete short right to Laquon Treadwell for 14 yards (tackle by Micah Hyde),-0.380,0.150
3,3:30,1,10,MIN 19,27,0,Kirk Cousins pass complete short middle to Latavius Murray for 3 yards (tackle by Taron Johnson),0.150,0.070
3,3:01,2,7,MIN 22,27,0,Kirk Cousins pass incomplete short right intended for Stefon Diggs (defended by Trent Murphy),0.070,-0.680
3,2:57,3,7,MIN 22,27,0,Kirk Cousins pass incomplete short right intended for Stefon Diggs,-0.680,-1.900
3,2:53,4,7,MIN 22,27,0,"Matt Wile punts 60 yards, returned by Ray-Ray McCloud for 13 yards (tackle by Ben Gedeon)",-1.900,-1.000
3,2:40,1,10,BUF 31,27,0,Chris Ivory left end for 2 yards (tackle by Andrew Sendejo),1.000,0.730
3,2:04,2,8,BUF 33,27,0,Chris Ivory right tackle for 5 yards (tackle by Danielle Hunter),0.730,0.700
3,1:22,3,3,BUF 38,27,0,Josh Allen pass complete short left to Marcus Murphy for 1 yard (tackle by Eric Kendricks),0.700,-0.780
3,0:41,4,2,BUF 39,27,0,Corey Bojorquez punts 48 yards out of bounds,-0.780,0.320
3,0:33,1,10,MIN 13,27,0,Kirk Cousins pass complete short right to Stefon Diggs for 7 yards (tackle by TreDavious White),-0.320,0.220
3,0:13,2,3,MIN 20,27,0,Kirk Cousins pass incomplete short right intended for Latavius Murray (defended by Nate Orchard),0.220,-0.590
3,0:11,3,3,MIN 20,27,0,Kirk Cousins pass complete short middle to Laquon Treadwell for 11 yards (tackle by TreDavious White),-0.590,1.000
Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 31,27,0,Kirk Cousins left end for 2 yards (tackle by Micah Hyde),1.000,0.730
4,14:34,2,8,MIN 33,27,0,Kirk Cousins pass complete short left to C.J. Ham for 10 yards (tackle by Micah Hyde and Tremaine Edmunds),0.730,1.800
4,14:06,1,10,MIN 43,27,0,Kirk Cousins pass complete short left to C.J. Ham for 11 yards (tackle by Eddie Yarbrough),1.800,2.520
4,13:27,1,10,BUF 46,27,0,Kirk Cousins pass complete short right to C.J. Ham for 3 yards (tackle by Taron Johnson),2.520,2.380
4,13:01,2,7,BUF 43,27,0,Kirk Cousins pass complete short middle to Adam Thielen for 8 yards (tackle by Matt Milano),2.380,3.250
4,12:37,1,10,BUF 35,27,0,Kirk Cousins pass complete short left to Adam Thielen for 7 yards (tackle by Rafael Bush),3.250,3.650
4,12:08,2,3,BUF 28,27,0,Kirk Cousins pass incomplete short middle intended for Adam Thielen (defended by Taron Johnson),3.650,2.940
4,12:06,3,3,BUF 28,27,0,Kirk Cousins pass complete short left to Adam Thielen for 2 yards (tackle by Taron Johnson),2.940,1.890
4,11:31,4,1,BUF 26,27,0,Kirk Cousins pass incomplete short left intended for C.J. Ham (defended by Micah Hyde),1.890,-0.670
4,11:27,1,10,BUF 26,27,0,Chris Ivory right guard for 4 yards (tackle by Eric Kendricks and Mike Hughes),0.670,0.670
4,10:47,2,6,BUF 30,27,0,Chris Ivory left guard for 7 yards (tackle by Tashawn Bower),0.670,1.400
4,10:02,1,10,BUF 37,27,0,Chris Ivory up the middle for 2 yards (tackle by Ben Gedeon),1.400,1.130
4,9:22,2,8,BUF 39,27,0,"Penalty on Vlad Ducasse: False Start, 5 yards (no play)",1.130,0.450
4,8:58,2,13,BUF 34,27,0,Chris Ivory right end for -5 yards (tackle by Tom Johnson),0.450,-0.890
4,8:15,3,18,BUF 29,27,0,Marcus Murphy right tackle for 4 yards (tackle by Stephen Weatherly),-0.890,-1.180
4,7:32,4,14,BUF 33,27,0,Corey Bojorquez punts 59 yards downed by Taiwan Jones,-1.180,0.380
4,7:19,1,10,MIN 8,27,0,Kirk Cousins pass complete short right to Latavius Murray for no gain (tackle by Matt Milano),-0.380,-0.780
4,6:55,2,10,MIN 8,27,0,Kirk Cousins pass complete short middle to Adam Thielen for 11 yards (tackle by Matt Milano and Taron Johnson),-0.780,0.150
4,6:31,1,10,MIN 19,27,0,Kirk Cousins pass complete deep middle to Kyle Rudolph for 17 yards (tackle by Micah Hyde),0.150,1.330
4,6:10,1,10,MIN 36,27,0,Kirk Cousins pass incomplete deep left intended for Adam Thielen (defended by Ryan Lewis),1.330,0.790
4,6:04,2,10,MIN 36,27,0,Kirk Cousins pass complete short right to Tyler Conklin for 7 yards (tackle by Tremaine Edmunds and Jordan Poyer),0.790,1.030
4,5:35,3,3,MIN 43,27,0,Kirk Cousins pass complete short right to Kyle Rudolph for 7 yards (tackle by Tremaine Edmunds),1.030,2.260
4,5:14,1,10,MIN 50,27,0,Kirk Cousins pass complete short right to Latavius Murray for 12 yards (tackle by Jordan Poyer),2.260,3.050
4,4:50,1,10,BUF 38,27,0,Kirk Cousins pass incomplete deep right intended for Stefon Diggs,3.050,2.510
4,4:44,2,10,BUF 38,27,0,Kirk Cousins pass complete short left to Aldrick Robinson for 9 yards (tackle by Tremaine Edmunds),2.510,3.010
4,4:17,3,1,BUF 29,27,0,Kirk Cousins pass complete short left to Laquon Treadwell for 5 yards (tackle by Ryan Lewis),3.010,3.970
4,3:49,1,10,BUF 24,27,0,Kirk Cousins pass complete short left to C.J. Ham for 6 yards (tackle by Matt Milano and Jordan Poyer),3.970,4.290
4,3:09,2,4,BUF 18,27,0,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",4.290,4.710
4,3:09,1,10,BUF 13,27,0,"Kirk Cousins pass complete short middle to Adam Thielen for 5 yards (tackle by Tremaine Edmunds). Penalty on Nate Orchard: Roughing the Passer, 4 yards",4.710,6.280
4,3:03,1,4,BUF 4,27,6,"Kirk Cousins pass complete short left to Kyle Rudolph for 4 yards, touchdown",6.280,7.000
4,2:59,,,BUF 2,27,6,"Two Point Attempt: Kirk Cousins pass incomplete intended for Kyle Rudolph, conversion fails",0.000,-1.000
4,2:59,,,MIN 35,27,6,"Dan Bailey kicks onside 16 yards,. Penalty on Dan Bailey: Kickoff Out of Bounds (Declined)",0.000,-2.190
4,2:58,1,10,BUF 49,27,6,Chris Ivory up the middle for 2 yards (tackle by Tashawn Bower and Linval Joseph),2.190,1.920
4,2:52,,,,,,Timeout #2 by Minnesota Vikings,,
4,2:52,2,8,MIN 49,27,6,Chris Ivory up the middle for 1 yard (tackle by Tashawn Bower),1.920,1.360
4,2:49,,,,,,Timeout #3 by Minnesota Vikings,,
4,2:49,3,7,MIN 48,27,6,Josh Allen right end for 1 yard (tackle by Tashawn Bower),1.360,0.130
4,2:00,4,6,MIN 47,27,6,Corey Bojorquez punts 42 yards downed by Taiwan Jones,0.130,0.380
4,1:53,1,10,MIN 5,27,6,Kirk Cousins pass incomplete short left intended for Stefon Diggs (defended by Lorenzo Alexander),-0.380,-0.780
4,1:50,2,10,MIN 5,27,6,Kirk Cousins pass complete short middle to Adam Thielen for 8 yards (tackle by Rafael Bush),-0.780,-0.480
4,1:24,3,2,MIN 13,27,6,Kirk Cousins pass complete short middle to Adam Thielen for 6 yards (tackle by Tremaine Edmunds),-0.480,0.150
4,1:00,1,10,MIN 19,27,6,Kirk Cousins pass complete short middle to Kyle Rudolph for 14 yards (tackle by Rafael Bush),0.150,1.140
4,0:34,1,10,MIN 33,27,6,Kirk Cousins pass complete short right to Latavius Murray for 12 yards (tackle by Rafael Bush),1.140,1.930
4,0:27,1,10,MIN 45,27,6,Kirk Cousins pass complete short right to C.J. Ham for 17 yards (tackle by Rafael Bush),1.930,3.050
4,0:01,1,10,BUF 38,27,6,Kirk Cousins pass complete short left to Adam Thielen for 19 yards (tackle by Rafael Bush),3.050,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
