Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
1,10:31,4,7,PIT 30,0,7,"Mitch Berger punts 39 yards, returned by Wes Welker for -1 yards (tackle by Keyaron Fox). Penalty on Sam Aiken: Offensive Holding, 10 yards",-1.370,-0.280
1,10:23,1,10,NWE 20,0,7,Matt Cassel pass complete deep right to Randy Moss for 27 yards (tackle by Troy Polamalu),0.280,2.060
1,10:02,1,10,NWE 47,0,7,Sammy Morris right guard for 3 yards (tackle by Casey Hampton),2.060,1.920
1,9:22,2,7,,0,7,Matt Cassel pass incomplete deep left intended for Jabar Gaffney,1.920,1.220
1,9:15,3,7,,0,7,Matt Cassel sacked by James Farrior and Aaron Smith for -7 yards,1.220,-0.520
1,8:54,4,14,NWE 43,0,7,"Chris Hanson punts 50 yards, returned by Santonio Holmes for 29 yards (tackle by Jerod Mayo)",-0.520,-1.330
1,8:39,1,10,PIT 36,0,7,Ben Roethlisberger pass complete short middle to Heath Miller for 21 yards (tackle by Brandon Meriweather),1.330,2.720
1,8:00,1,10,NWE 43,0,7,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by Mike Vrabel),2.720,2.180
1,7:55,2,10,NWE 43,0,7,Willie Parker right guard for 3 yards (tackle by Vince Wilfork and James Sanders),2.180,1.880
1,7:13,3,7,NWE 40,0,7,Ben Roethlisberger pass complete short right to Nate Washington for 15 yards (tackle by Deltha O'Neal),1.880,3.910
1,6:29,1,10,NWE 25,0,7,Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes,3.910,3.360
1,6:23,2,10,NWE 25,0,7,Willie Parker left guard for -2 yards (tackle by Gary Guyton and Mike Wright),3.360,2.410
1,5:42,3,12,NWE 27,0,7,Ben Roethlisberger pass complete deep left to Nate Washington for 16 yards (tackle by Ellis Hobbs),2.410,4.840
1,4:58,1,10,NWE 11,0,7,Willie Parker up the middle for 4 yards (tackle by Tedy Bruschi and Brandon Meriweather),4.840,4.890
1,4:18,2,6,NWE 7,0,7,Ben Roethlisberger right end for 5 yards (tackle by Deltha O'Neal and Tedy Bruschi),4.890,5.120
1,3:31,3,1,NWE 2,0,7,Gary Russell up the middle for no gain (tackle by Vince Wilfork and LeKevin Smith),5.120,3.250
1,2:55,4,1,NWE 2,3,7,Jeff Reed 20 yard field goal good,3.250,3.000
1,,,,PIT 30,3,7,"Jeff Reed kicks off 57 yards, returned by Ellis Hobbs for 13 yards (tackle by Patrick Bailey)",0.000,0.670
1,2:45,1,10,NWE 26,3,7,Sammy Morris left guard for 8 yards (tackle by Troy Polamalu and Ryan Clark),0.670,1.210
1,2:12,2,2,NWE 34,3,7,Sammy Morris up the middle for 3 yards (tackle by James Harrison and Travis Kirschke),1.210,1.400
1,1:32,1,10,NWE 37,3,7,Matt Cassel pass incomplete deep left intended for Randy Moss,1.400,0.860
1,1:23,2,10,NWE 37,3,7,Matt Cassel pass complete short left to Kevin Faulk for 7 yards (tackle by William Gay),0.860,1.090
1,0:47,3,3,NWE 44,3,7,Kevin Faulk right guard for 1 yard (tackle by LaMarr Woodley and James Farrior),1.090,-0.390
1,0:07,4,2,NWE 45,3,7,"Chris Hanson punts 55 yards, touchback",-0.390,-0.280
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 20,3,7,Mewelde Moore left guard for 2 yards (tackle by Pierre Woods and Vince Wilfork),0.280,0.000
2,14:25,2,8,PIT 22,3,7,"Penalty on Darnell Stapleton: False Start, 5 yards (no play)",0.000,-0.790
2,14:02,2,13,PIT 17,3,7,Ben Roethlisberger pass complete short middle to Hines Ward for 10 yards (tackle by Lewis Sanders),-0.790,-0.030
2,13:16,3,3,PIT 27,3,7,Ben Roethlisberger pass incomplete short right intended for Heath Miller,-0.030,-1.570
2,13:11,4,3,PIT 27,3,7,"Mitch Berger punts 38 yards, fair catch by Wes Welker",-1.570,-1.270
2,13:04,1,10,NWE 35,3,7,Matt Cassel pass incomplete short left intended for Wes Welker,1.270,0.720
2,13:04,2,10,NWE 35,3,7,"Penalty on Matt Cassel: Delay of Game, 5 yards (no play)",0.720,0.050
2,13:00,2,15,NWE 30,3,7,Matt Cassel pass complete short right to Sammy Morris for 12 yards (tackle by Ryan Clark),0.050,0.960
2,12:22,3,3,NWE 42,3,7,Matt Cassel pass incomplete deep left intended for Randy Moss,0.960,-0.590
2,12:16,4,3,NWE 42,3,7,"Chris Hanson punts 45 yards, fair catch by Santonio Holmes",-0.590,0.320
2,12:08,1,10,PIT 13,3,7,Ben Roethlisberger pass incomplete deep middle intended for Nate Washington (defended by Deltha O'Neal),-0.320,-0.770
2,12:01,2,10,PIT 13,3,7,Ben Roethlisberger pass incomplete short right intended for Willie Parker,-0.770,-1.420
2,11:57,3,10,PIT 13,3,7,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Ellis Hobbs),-1.420,-2.490
2,11:52,4,10,PIT 13,3,7,"Mitch Berger punts 38 yards, returned by Wes Welker for 7 yards (tackle by Jared Retkofsky). Penalty on Antwain Spann: Illegal Block Above the Waist, 10 yards",-2.490,-1.600
2,11:43,1,10,NWE 40,3,7,Sammy Morris up the middle for 2 yards (tackle by LaMarr Woodley and Travis Kirschke),1.600,1.320
2,11:07,2,8,NWE 42,3,7,Matt Cassel pass complete short right to Kevin Faulk for 11 yards (tackle by Lawrence Timmons),1.320,2.460
2,10:40,1,10,PIT 47,3,7,Matt Cassel pass complete short middle to Randy Moss for 17 yards (tackle by James Harrison),2.460,3.580
2,9:59,1,10,PIT 30,3,7,Matt Cassel pass incomplete deep middle intended for David Thomas (defended by Troy Polamalu),3.580,3.030
2,9:53,2,10,PIT 30,3,7,Kevin Faulk up the middle for 4 yards (tackle by James Harrison and Larry Foote),3.030,2.870
2,9:19,3,6,PIT 26,3,7,Matt Cassel pass complete short right to Kevin Faulk for 5 yards (tackle by LaMarr Woodley),2.870,2.210
2,8:56,4,1,PIT 21,3,7,Sammy Morris left guard for 2 yards (tackle by Ryan Clark),2.210,4.310
2,8:15,1,10,PIT 19,3,7,Matt Cassel pass complete short middle to Kevin Faulk for 4 yards (tackle by Larry Foote),4.310,4.350
2,7:37,2,6,PIT 15,3,7,Matt Cassel pass complete short right to Wes Welker for 4 yards (tackle by William Gay),4.350,4.430
2,6:55,3,2,PIT 11,3,7,Matt Cassel pass incomplete short right intended for Randy Moss (defended by Troy Polamalu),4.430,2.820
2,6:52,4,2,PIT 11,3,10,Stephen Gostkowski 29 yard field goal good,2.820,3.000
2,,,,NWE 30,3,10,"Stephen Gostkowski kicks off 64 yards, returned by Gary Russell for 31 yards (tackle by Brandon Meriweather)",0.000,1.400
2,6:41,1,10,PIT 37,3,10,Mewelde Moore left end for 10 yards (tackle by Mike Wright),1.400,2.060
2,6:27,1,10,PIT 47,3,10,Ben Roethlisberger pass complete short left to Mewelde Moore for 5 yards (tackle by Gary Guyton),2.060,2.190
2,5:41,2,5,NWE 48,3,10,Mewelde Moore up the middle for 3 yards (tackle by Mike Wright and Lewis Sanders),2.190,1.880
2,4:57,3,2,NWE 45,3,10,Mewelde Moore left tackle for 10 yards (tackle by James Sanders),1.880,3.250
2,4:14,1,10,NWE 35,3,10,Ben Roethlisberger sacked by Ellis Hobbs and Richard Seymour for -7 yards,3.250,1.760
2,3:37,,,,3,10,Timeout #1 by New England Patriots,0.000,1.760
2,3:37,2,17,NWE 42,3,10,"Penalty on Richard Seymour: Defensive Offside, 5 yards (no play)",1.760,2.430
2,3:37,2,12,NWE 37,3,10,Ben Roethlisberger pass complete short right to Nate Washington for 10 yards (tackle by Deltha O'Neal),2.430,3.070
2,2:53,3,2,NWE 27,3,10,Ben Roethlisberger pass complete short left to Hines Ward for 4 yards (tackle by Jerod Mayo),3.070,4.040
2,2:09,1,10,NWE 23,3,10,Ben Roethlisberger pass complete short left to Mewelde Moore for 4 yards (tackle by Ellis Hobbs),4.040,4.050
2,2:00,2,6,NWE 19,9,10,"Ben Roethlisberger pass complete deep right to Santonio Holmes for 19 yards, touchdown",4.050,7.000
2,,,,NWE 2,10,10,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,10,10,"Jeff Reed kicks off 64 yards, returned by Ellis Hobbs for 21 yards (tackle by Anthony Smith)",0.000,0.740
2,1:50,1,10,NWE 27,10,10,Matt Cassel pass complete short right to Wes Welker for 6 yards (tackle by Aaron Smith),0.740,1.010
2,1:25,2,4,NWE 33,10,10,Kevin Faulk up the middle for 41 yards (tackle by William Gay and LaMarr Woodley),1.010,3.840
2,1:18,1,10,PIT 26,10,10,"Matt Cassel pass incomplete short left intended for Sammy Morris. Penalty on Logan Mankins: Ineligible Downfield Pass, 5 yards (no play)",3.840,3.510
2,1:14,1,15,PIT 31,10,10,Matt Cassel pass complete short middle to Wes Welker for 8 yards (tackle by Deshea Townsend),3.510,3.700
2,0:51,2,7,PIT 23,10,10,Sammy Morris right guard for 14 yards (tackle by Troy Polamalu),3.700,5.140
2,0:35,,,,10,10,Timeout #2 by New England Patriots,0.000,5.140
2,0:35,1,9,PIT 9,10,10,Matt Cassel pass incomplete short right intended for Randy Moss,5.140,4.380
2,0:31,2,9,PIT 9,10,10,Matt Cassel pass incomplete short middle intended for Randy Moss,4.380,3.360
2,0:26,3,9,PIT 9,10,10,Matt Cassel pass incomplete short middle intended for Randy Moss (defended by Ike Taylor),3.360,2.830
2,0:21,4,9,PIT 9,10,10,Stephen Gostkowski 27 yard field goal no good,2.830,-0.280
2,0:17,1,10,PIT 20,10,10,Ben Roethlisberger kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,10,10,"Jeff Reed kicks off 63 yards, returned by Ellis Hobbs for 17 yards (tackle by Anthony Madison)",0.000,0.540
3,14:53,1,10,NWE 24,10,10,"Matt Cassel pass incomplete deep right intended for Randy Moss. Penalty on Ike Taylor: Defensive Pass Interference, 23 yards (no play)",0.540,2.060
3,14:48,1,10,NWE 47,10,10,Sammy Morris left guard for 6 yards (tackle by Aaron Smith),2.060,2.330
3,14:16,2,4,PIT 47,10,10,"Sammy Morris right guard for 2 yards (tackle by James Harrison and James Farrior). Penalty on Casey Hampton: Defensive Holding, 5 yards",2.330,2.920
3,13:48,1,10,PIT 40,10,10,Matt Cassel pass complete short left to Kevin Faulk for 9 yards (tackle by James Harrison),2.920,3.590
3,13:14,2,1,PIT 31,10,10,Matt Cassel sacked by Casey Hampton for -6 yards,3.590,2.080
3,12:45,3,7,PIT 37,10,10,Matt Cassel pass incomplete short left intended for Kevin Faulk,2.080,0.790
3,12:41,4,7,PIT 37,10,10,"Chris Hanson punts 23 yards, muffed catch by Mewelde Moore, ball out of bounds at PIT-14",0.790,0.280
3,12:32,1,10,PIT 14,10,10,Mewelde Moore right guard for 20 yards (tackle by Brandon Meriweather and Ellis Hobbs),-0.280,1.200
3,11:56,1,10,PIT 34,10,10,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by Jerod Mayo),1.200,1.930
3,11:17,1,10,PIT 45,10,10,Mewelde Moore left guard for 7 yards (tackle by Lewis Sanders and Brandon Meriweather),1.930,2.330
3,10:37,2,3,NWE 48,10,10,Ben Roethlisberger pass incomplete short right intended for Nate Washington,2.330,1.620
3,10:31,3,3,NWE 48,10,10,Ben Roethlisberger pass complete short left to Santonio Holmes for 9 yards,1.620,2.980
3,10:02,1,10,NWE 39,10,10,Mewelde Moore left tackle for no gain (tackle by Gary Guyton),2.980,2.440
3,9:15,2,10,NWE 39,10,10,Mewelde Moore right end for 13 yards (tackle by Brandon Meriweather and Gary Guyton). Penalty on Mike Vrabel: Defensive Offside (Declined),2.440,3.840
3,8:48,1,10,NWE 26,10,10,Willie Parker up the middle for 6 yards (tackle by Jerod Mayo and Mike Vrabel),3.840,4.110
3,8:07,2,4,NWE 20,10,10,Willie Parker left end for 2 yards (tackle by Mike Richardson),4.110,3.750
3,7:23,3,2,NWE 18,10,10,Ben Roethlisberger pass complete short middle to Heath Miller for 9 yards (tackle by Lewis Sanders),3.750,5.140
3,6:41,,,,10,10,Timeout #1 by Pittsburgh Steelers,0.000,5.140
3,6:41,1,9,NWE 9,10,10,Mewelde Moore up the middle for 2 yards (tackle by Tedy Bruschi and Mike Wright),5.140,4.760
3,6:02,2,7,NWE 7,10,10,Ben Roethlisberger pass incomplete short left intended for Hines Ward,4.760,3.810
3,5:53,3,7,NWE 7,10,10,Ben Roethlisberger pass incomplete short right intended for Nate Washington. Penalty on Chris Kemoeatu: Ineligible Downfield Pass (Declined),3.810,2.970
3,5:43,4,7,NWE 7,13,10,Jeff Reed 25 yard field goal good,2.970,3.000
3,,,,PIT 30,13,10,--,0.000,-5.370
3,5:32,1,8,NWE 8,13,10,Mewelde Moore left end for -3 yards (tackle by Brandon Meriweather),5.370,4.020
3,5:08,2,11,NWE 11,19,10,"Ben Roethlisberger pass complete short right to Hines Ward for 11 yards, touchdown",4.020,7.000
3,,,,NWE 2,20,10,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,20,10,"Jeff Reed kicks off 66 yards, returned by Kevin Faulk for 25 yards (tackle by Anthony Madison)",0.000,0.870
3,4:59,1,10,NWE 29,20,10,"Matt Cassel sacked by James Harrison for -6 yards. Matt Cassel fumbles (forced by James Harrison), recovered by LaMarr Woodley at NWE-26",0.870,-3.840
3,4:51,1,10,NWE 26,20,10,Ben Roethlisberger pass complete deep left to Heath Miller for 19 yards (tackle by Pierre Woods),3.840,5.600
3,4:20,1,7,NWE 7,20,10,Willie Parker right guard for 5 yards (tackle by Tedy Bruschi and Ellis Hobbs),5.600,5.720
3,3:41,2,2,NWE 2,20,10,Willie Parker up the middle for 1 yard (tackle by Mike Vrabel and Tedy Bruschi),5.720,5.170
3,2:59,3,1,NWE 1,20,10,Ben Roethlisberger pass incomplete short left intended for Hines Ward,5.170,3.550
3,2:53,4,1,NWE 1,23,10,Jeff Reed 20 yard field goal good,3.550,3.000
3,,,,PIT 30,23,10,"Jeff Reed kicks off 65 yards, returned by Ellis Hobbs for 44 yards (tackle by William Gay). Penalty on Sam Aiken: Offensive Holding, 10 yards",0.000,1.270
3,2:41,1,10,NWE 35,23,10,Sammy Morris up the middle for 3 yards (tackle by Travis Kirschke and Aaron Smith),1.270,1.130
3,2:15,2,7,NWE 38,23,10,Matt Cassel pass incomplete short right intended for Wes Welker,1.130,0.430
3,2:07,3,7,NWE 38,23,10,"Matt Cassel pass incomplete short middle intended for Wes Welker (defended by Troy Polamalu). Penalty on Ryan Clark: Unnecessary Roughness, 15 yards",0.430,2.460
3,2:03,1,10,PIT 47,23,10,Matt Cassel pass complete short middle to Randy Moss for 4 yards (tackle by James Farrior),2.460,2.450
3,1:23,2,6,PIT 43,23,10,Matt Cassel pass complete short right to Kevin Faulk for -5 yards (tackle by Aaron Smith),2.450,1.090
3,0:44,3,11,PIT 48,23,10,"Matt Cassel sacked by James Harrison for -7 yards. Matt Cassel fumbles (forced by James Harrison), recovered by James Farrior at NWE-47 (tackle by Matt Cassel)",1.090,-2.460
3,0:36,1,10,NWE 47,23,10,Willie Parker right end for 1 yard (tackle by Tedy Bruschi and Mike Wright),2.460,2.050
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,NWE 46,23,10,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes,2.050,1.350
4,14:56,3,9,NWE 46,23,10,Ben Roethlisberger pass complete short left to Hines Ward for 11 yards (tackle by Lewis Sanders),1.350,3.250
4,14:12,1,10,NWE 35,23,10,Willie Parker up the middle for 4 yards (tackle by Jerod Mayo and James Sanders),3.250,3.240
4,13:28,2,6,NWE 31,23,10,Willie Parker left end for 5 yards (tackle by Ellis Hobbs),3.240,3.200
4,13:07,3,1,NWE 26,23,10,Ben Roethlisberger up the middle for 2 yards (tackle by Tedy Bruschi and Vince Wilfork),3.200,3.970
4,12:26,1,10,NWE 24,23,10,Willie Parker up the middle for 2 yards (tackle by Richard Seymour and Tedy Bruschi),3.970,3.700
4,11:43,2,8,NWE 22,23,10,Ben Roethlisberger pass incomplete short right intended for Mewelde Moore,3.700,3.010
4,11:38,3,8,NWE 22,23,10,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,3.010,1.990
4,11:34,4,8,NWE 22,23,10,Jeff Reed 40 yard field goal no good,1.990,-0.940
4,11:29,1,10,NWE 30,23,10,Kevin Faulk left tackle for 5 yards (tackle by Nick Eason and Lawrence Timmons),0.940,1.070
4,11:05,2,5,NWE 35,23,10,Matt Cassel pass complete short right to Ben Watson for 12 yards (tackle by Lawrence Timmons),1.070,2.060
4,10:38,1,10,NWE 47,23,10,Kevin Faulk right guard for 13 yards (tackle by William Gay),2.060,2.920
4,10:06,1,10,PIT 40,23,10,Matt Cassel pass incomplete short left intended for Randy Moss,2.920,2.370
4,10:02,2,10,PIT 40,23,10,Matt Cassel pass complete short left to Randy Moss for -3 yards (tackle by Chris Hoke),2.370,1.290
4,9:31,3,13,PIT 43,23,10,Matt Cassel pass incomplete deep middle intended for Ben Watson is intercepted by Troy Polamalu at PIT-11 and returned for 23 yards,1.290,-1.200
4,9:18,1,10,PIT 34,23,10,Willie Parker up the middle for 7 yards (tackle by James Sanders and Gary Guyton),1.200,1.600
4,8:36,2,3,PIT 41,23,10,Willie Parker up the middle for 31 yards (tackle by James Sanders),1.600,3.710
4,7:49,1,10,NWE 28,23,10,"Willie Parker up the middle for 8 yards (tackle by Brandon Meriweather). Penalty on Justin Hartwig: Offensive Holding, 10 yards (no play)",3.710,3.050
4,7:23,1,20,NWE 38,23,10,Willie Parker left tackle for 7 yards (tackle by Gary Guyton),3.050,2.760
4,6:38,2,13,NWE 31,23,10,Ben Roethlisberger pass complete short middle to Matt Spaeth for 4 yards (tackle by James Sanders),2.760,2.610
4,5:55,3,9,NWE 27,23,10,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward,2.610,1.670
4,5:48,4,9,NWE 27,26,10,Jeff Reed 45 yard field goal good,1.670,3.000
4,,,,PIT 30,26,10,"Jeff Reed kicks off 40 yards, returned by Matt Slater for 14 yards (tackle by Patrick Bailey)",0.000,1.860
4,5:39,1,10,NWE 44,26,10,"Matt Cassel pass incomplete deep left intended for Jabar Gaffney. Penalty on Ike Taylor: Unsportsmanlike Conduct, 15 yards",1.860,2.850
4,5:33,1,10,PIT 41,26,10,Matt Cassel pass incomplete short right intended for Sam Aiken,2.850,2.310
4,5:29,2,10,PIT 41,26,10,Matt Cassel pass complete short right to Kevin Faulk for 17 yards (tackle by Lawrence Timmons),2.310,3.970
4,5:06,1,10,PIT 24,26,10,Matt Cassel pass incomplete deep right intended for Sam Aiken,3.970,3.430
4,5:00,2,10,PIT 24,26,10,Kevin Faulk right tackle for 9 yards (tackle by Ryan Clark and Troy Polamalu),3.430,4.170
4,4:38,3,1,PIT 15,26,10,Matt Cassel right guard for no gain (tackle by Chris Hoke),4.170,2.590
4,4:19,4,1,PIT 15,26,10,Matt Cassel up the middle for 1 yard (tackle by James Farrior),2.590,4.650
4,3:47,1,10,PIT 14,26,10,Matt Cassel pass incomplete short right intended for Kevin Faulk is intercepted by Lawrence Timmons at PIT-10 and returned for 89 yards (tackle by Ben Watson),4.650,-6.970
4,3:27,1,1,NWE 1,26,10,Gary Russell up the middle for no gain (tackle by LeKevin Smith),6.970,5.910
4,2:48,2,1,NWE 1,32,10,"Gary Russell up the middle for 1 yard, touchdown",5.910,7.000
4,,,,NWE 2,33,10,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,33,10,"Jeff Reed kicks off 45 yards, returned by Steve Neal for 27 yards (tackle by Anthony Madison)",0.000,2.390
4,2:37,1,10,PIT 48,33,10,BenJarvus Green-Ellis right guard for 2 yards (tackle by Chris Hoke and Larry Foote),2.390,2.120
4,2:00,2,8,PIT 46,33,10,Matt Cassel pass complete short middle to Jabar Gaffney for 2 yards (tackle by Larry Foote),2.120,1.690
4,1:35,3,6,PIT 44,33,10,Matt Cassel pass incomplete short middle intended for Ben Watson,1.690,0.330
4,1:31,4,6,PIT 44,33,10,"Matt Cassel pass incomplete short left intended for Jabar Gaffney. Penalty on Deshea Townsend: Defensive Holding, 5 yards (no play)",0.330,2.980
4,1:27,1,10,PIT 39,33,10,BenJarvus Green-Ellis up the middle for 1 yard (tackle by Chris Hoke and James Harrison),2.980,2.580
4,0:57,2,9,PIT 38,33,10,Matt Cassel sacked by LaMarr Woodley for -3 yards,2.580,1.490
4,0:22,3,12,PIT 41,33,10,Matt Cassel pass complete short left to BenJarvus Green-Ellis for 20 yards (tackle by Ryan Clark),1.490,1.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
