Quarter,Time,Tm,Detail,TEN,JAX
1.0,3:53,Titans,Eddie George 4 yard rush (Joe Nedney kick),7,0
2.0,14:20,Jaguars,Danny Boyd 24 yard field goal,7,3
,8:29,Titans,Eddie George 1 yard rush (Joe Nedney kick),14,3
3.0,2:08,Titans,Peter Sirmon 32 yard interception return (Joe Nedney kick),21,3
4.0,11:26,Titans,Derrick Mason 5 yard pass from Steve McNair (Joe Nedney kick),28,3
,0:08,Jaguars,Jimmy Smith 4 yard pass from David Garrard (Danny Boyd kick),28,10
