Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 36,14,10,Matt Hasselbeck pass complete short left to Nate Burleson for 14 yards (tackle by Brian Dawkins),3.180,4.110
2,14:26,1,10,PHI 22,14,10,Shaun Alexander for -1 yards (tackle by J.R. Reed),4.110,3.430
2,13:57,2,11,PHI 23,14,10,Shaun Alexander up the middle for 1 yard (tackle by Juqua Thomas),3.430,2.870
2,13:12,3,10,PHI 22,14,10,Matt Hasselbeck pass incomplete short right intended for Nate Burleson (defended by Lito Sheppard),2.870,1.990
2,13:08,4,10,PHI 22,14,10,Josh Brown 40 yard field goal no good,1.990,-0.940
2,13:03,1,10,PHI 30,14,10,A.J. Feeley pass complete short middle to Brian Westbrook for 4 yards (tackle by Lofa Tatupu),0.940,0.930
2,12:26,2,6,PHI 34,14,10,Correll Buckhalter right tackle for -1 yards (tackle by Rocky Bernard),0.930,0.100
2,11:44,3,7,PHI 33,14,10,A.J. Feeley pass incomplete deep right intended for Kevin Curtis,0.100,-1.180
2,11:38,4,7,PHI 33,14,10,"Saverio Rocca punts 46 yards, returned by Nate Burleson for 36 yards (tackle by Saverio Rocca)",-1.180,-2.720
2,11:26,1,10,PHI 43,20,10,"Matt Hasselbeck pass complete short right to Nate Burleson for 43 yards, touchdown",2.720,7.000
2,11:26,,,PHI 2,21,10,Josh Brown kicks extra point good,0.000,0.000
2,11:26,,,SEA 30,21,10,"Josh Brown kicks off 65 yards, returned by Correll Buckhalter for 35 yards (tackle by Brian Russell)",0.000,1.600
2,11:07,1,10,PHI 40,21,10,A.J. Feeley pass complete short right to Brian Westbrook for 24 yards (tackle by Patrick Kerney),1.600,3.180
2,10:27,1,10,SEA 36,21,10,A.J. Feeley pass complete short left to Reggie Brown for 9 yards (tackle by Julian Peterson),3.180,3.850
2,9:53,2,1,SEA 27,21,10,Brian Westbrook left tackle for 3 yards (tackle by Marcus Trufant),3.850,3.970
2,9:13,1,10,SEA 24,21,16,"A.J. Feeley pass complete deep left to Kevin Curtis for 24 yards, touchdown",3.970,7.000
2,9:13,,,SEA 2,21,17,David Akers kicks extra point good,0.000,0.000
2,9:13,,,PHI 30,21,17,"David Akers kicks off 60 yards, returned by Nate Burleson for 14 yards (tackle by Chris Gocong)",0.000,0.540
2,9:00,1,10,SEA 24,21,17,Matt Hasselbeck pass complete deep right to Deion Branch for 21 yards (tackle by Lito Sheppard),0.540,1.930
2,8:17,1,10,SEA 45,21,17,Shaun Alexander up the middle for -5 yards (tackle by Chris Gocong),1.930,0.710
2,7:34,2,15,SEA 40,21,17,Matt Hasselbeck sacked by Takeo Spikes for 0 yards,0.710,0.040
2,6:44,3,15,SEA 40,21,17,Matt Hasselbeck pass incomplete short left intended for Leonard Weaver,0.040,-0.720
2,6:42,4,15,SEA 40,21,17,"Ryan Plackemeier punts 25 yards, out of bounds",-0.720,-1.270
2,6:34,1,10,PHI 35,21,17,A.J. Feeley pass complete short middle to L.J. Smith for 14 yards (tackle by Julian Peterson),1.270,2.190
2,5:58,1,10,PHI 49,21,17,A.J. Feeley for 2 yards,2.190,1.920
2,5:29,2,8,SEA 49,21,17,A.J. Feeley left end for 7 yards (tackle by Lofa Tatupu),1.920,2.150
2,4:46,3,1,SEA 42,21,17,Brian Westbrook up the middle for 4 yards (tackle by Brian Russell),2.150,3.050
2,4:11,1,10,SEA 38,21,17,Brian Westbrook left end for 6 yards (tackle by Ellis Wyms),3.050,3.320
2,3:36,2,4,SEA 32,21,17,A.J. Feeley pass complete short right to Brian Westbrook for 5 yards (tackle by Lofa Tatupu),3.320,3.780
2,2:49,1,10,SEA 27,21,17,A.J. Feeley pass complete short middle to L.J. Smith for 4 yards (tackle by Lofa Tatupu),3.780,3.770
2,2:00,2,6,SEA 23,21,17,Correll Buckhalter up the middle for 4 yards (tackle by Brandon Mebane),3.770,3.640
2,1:21,3,2,SEA 19,21,17,Brian Westbrook for 3 yards (tackle by Lofa Tatupu),3.640,4.510
2,1:16,1,10,SEA 16,21,17,"A.J. Feeley pass incomplete deep left intended for Kevin Curtis. Penalty on Kelly Jennings: Defensive Pass Interference, 15 yards (no play)",4.510,6.970
2,1:10,1,1,SEA 1,21,17,Brian Westbrook up the middle for no gain (tackle by Lofa Tatupu),6.970,5.910
2,0:25,1,1,SEA 1,21,17,Timeout #1 by Philadelphia Eagles,6.970,5.910
2,0:25,2,1,SEA 1,21,17,A.J. Feeley pass incomplete short right intended for L.J. Smith,5.910,5.170
2,0:20,3,1,SEA 1,21,17,Brian Westbrook up the middle for no gain (tackle by Darryl Tapp and Jordan Babineaux),5.170,3.550
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:07,3,1,SEA 1,21,17,Timeout #2 by Philadelphia Eagles,5.170,3.550
2,0:07,4,1,SEA 1,21,17,Brian Westbrook up the middle for no gain (tackle by Rocky Bernard),3.550,0.380
2,0:03,1,10,SEA 2,21,17,Matt Hasselbeck up the middle for no gain,-0.380,-0.780
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,,,"David Akers kicks off 60 yards, returned by Nate Burleson for 25 yards",,
3,14:56,1,10,SEA 35,21,17,Shaun Alexander right end for 2 yards (tackle by J.R. Reed),1.270,0.990
3,14:17,2,8,SEA 37,21,17,"Matt Hasselbeck pass complete short left to Bobby Engram for 3 yards (tackle by Sheldon Brown). Bobby Engram fumbles (forced by Sheldon Brown), recovered by Trent Cole at SEA-40 (tackle by Chris Spencer)",0.990,-2.920
3,14:05,1,10,SEA 40,21,17,A.J. Feeley pass incomplete short left intended for Brian Westbrook,2.920,2.370
3,14:04,2,10,SEA 40,21,17,Brian Westbrook left tackle for 8 yards (tackle by Rocky Bernard and Brian Russell),2.370,2.740
3,13:26,3,2,SEA 32,21,17,A.J. Feeley pass complete short right to L.J. Smith for 3 yards (tackle by Marcus Trufant),2.740,3.640
3,12:51,1,10,SEA 29,21,23,"Brian Westbrook left tackle for 29 yards, touchdown",3.640,7.000
3,12:51,,,SEA 2,21,24,David Akers kicks extra point good,0.000,0.000
3,12:51,,,PHI 30,21,24,"David Akers kicks off 60 yards, returned by Nate Burleson for 15 yards (tackle by Akeem Jordan)",0.000,0.610
3,12:36,1,10,SEA 25,21,24,Matt Hasselbeck pass complete short right to Bobby Engram for 14 yards (tackle by Lito Sheppard),0.610,1.530
3,12:15,1,10,SEA 39,21,24,Matt Hasselbeck pass complete short right to Deion Branch for 4 yards (tackle by Lito Sheppard),1.530,1.530
3,11:54,2,6,SEA 43,21,24,Matt Hasselbeck pass incomplete short middle intended for Marcus Pollard,1.530,0.830
3,11:50,3,6,SEA 43,21,24,Matt Hasselbeck pass incomplete deep right intended for Deion Branch,0.830,-0.520
3,11:44,4,6,SEA 43,21,24,"Ryan Plackemeier punts 36 yards, out of bounds",-0.520,-0.340
3,11:36,1,10,PHI 21,21,24,Brian Westbrook left tackle for no gain (tackle by Rocky Bernard),0.340,-0.200
3,11:02,2,10,PHI 21,21,24,A.J. Feeley pass incomplete deep left intended for Kevin Curtis,-0.200,-0.890
3,10:57,3,10,PHI 21,21,24,A.J. Feeley pass incomplete short right intended for L.J. Smith (defended by LeRoy Hill),-0.890,-1.960
3,10:52,4,10,PHI 21,21,24,"Saverio Rocca punts 44 yards, returned by Nate Burleson for 12 yards (tackle by Jon Dorenbos)",-1.960,-2.060
3,10:39,1,10,SEA 47,21,24,Matt Hasselbeck pass complete short middle to Marcus Pollard for 6 yards (tackle by J.R. Reed),2.060,2.330
3,10:01,2,4,PHI 47,21,24,Matt Hasselbeck pass complete short right to Leonard Weaver for 2 yards (tackle by Juqua Thomas),2.330,1.880
3,9:22,3,2,PHI 45,27,24,"Maurice Morris left end for 45 yards, touchdown",1.880,7.000
3,9:22,,,PHI 2,28,24,Josh Brown kicks extra point good,0.000,0.000
3,9:22,,,SEA 30,28,24,"Josh Brown kicks off 62 yards, returned by Correll Buckhalter for 30 yards (tackle by Lance Laury)",0.000,1.470
3,9:06,1,10,PHI 38,28,24,A.J. Feeley pass complete short left to Kevin Curtis for 3 yards (tackle by Lofa Tatupu),1.470,1.330
3,8:28,2,7,PHI 41,28,24,A.J. Feeley pass incomplete deep middle intended for Greg Lewis (defended by Deon Grant),1.330,0.630
3,8:21,3,7,PHI 41,28,24,A.J. Feeley pass complete short right to Kevin Curtis for 25 yards (tackle by Julian Peterson),0.630,3.310
3,7:34,1,10,SEA 34,28,24,A.J. Feeley pass incomplete short left intended for Brian Westbrook (defended by Baraka Atkins),3.310,2.770
3,7:31,2,10,SEA 34,28,24,Brian Westbrook up the middle for 4 yards (tackle by Julian Peterson),2.770,2.610
3,6:52,3,6,SEA 30,28,24,A.J. Feeley pass incomplete deep middle intended for Reggie Brown (defended by Deon Grant),2.610,1.430
3,6:45,4,6,SEA 30,28,24,David Akers 48 yard field goal no good,1.430,-1.470
3,6:40,1,10,SEA 38,28,24,Shaun Alexander left end for 12 yards (tackle by Chris Gocong),1.470,2.260
3,6:09,1,10,,28,24,Shaun Alexander right tackle for 10 yards (tackle by Takeo Spikes and Brian Dawkins),2.260,2.920
3,5:35,1,10,PHI 40,28,24,Shaun Alexander up the middle for 2 yards (tackle by Mike Patterson),2.920,2.640
3,5:01,2,8,PHI 38,28,24,Matt Hasselbeck pass incomplete short right intended for Marcus Pollard (defended by Chris Gocong),2.640,1.950
3,4:55,3,8,PHI 38,28,24,Matt Hasselbeck pass incomplete short left intended for Nate Burleson (defended by Sheldon Brown),1.950,0.720
3,4:51,4,8,PHI 38,28,24,"Ryan Plackemeier punts 19 yards, fair catch by Reno Mahe",0.720,-0.150
3,4:44,1,10,PHI 19,28,24,Brian Westbrook right end for no gain (tackle by Deon Grant),0.150,-0.390
3,4:07,2,10,PHI 19,28,24,A.J. Feeley pass complete short right to Brian Westbrook for 3 yards (tackle by Jordan Babineaux),-0.390,-0.680
3,3:39,3,7,PHI 22,28,24,A.J. Feeley pass incomplete deep left intended for Kevin Curtis,-0.680,-1.900
3,3:33,4,7,PHI 22,28,24,"Saverio Rocca punts 39 yards, returned by Nate Burleson for 7 yards (tackle by Reno Mahe)",-1.900,-1.990
3,3:23,1,10,SEA 46,28,24,Matt Hasselbeck pass incomplete deep left intended for Deion Branch is intercepted by Sheldon Brown at PHI-22,1.990,-0.410
3,3:16,1,10,PHI 22,28,24,Brian Westbrook left tackle for 3 yards (tackle by Rocky Bernard),0.410,0.270
3,2:41,2,7,PHI 25,28,24,A.J. Feeley pass complete short middle to Brent Celek for 16 yards (tackle by Lofa Tatupu),0.270,1.660
3,2:04,1,10,PHI 41,28,24,A.J. Feeley pass incomplete short left intended for Hank Baskett,1.660,1.120
3,1:58,2,10,PHI 41,28,24,A.J. Feeley right tackle for 1 yard (tackle by Lofa Tatupu),1.120,0.560
3,1:15,3,9,PHI 42,28,24,A.J. Feeley pass incomplete deep left intended for Kevin Curtis is intercepted by Julian Peterson at SEA-42 and returned for 3 yards,0.560,-1.930
3,1:09,1,10,SEA 45,28,24,Shaun Alexander left end for 9 yards,1.930,2.600
3,0:37,2,1,PHI 46,28,24,Leonard Weaver up the middle for 6 yards (tackle by Takeo Spikes),2.600,2.920
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 40,28,24,Matt Hasselbeck pass complete short left to Deion Branch for 5 yards (tackle by Sheldon Brown),2.920,3.050
4,14:34,2,5,PHI 35,28,24,Shaun Alexander right end for 2 yards (tackle by Mike Patterson),3.050,2.610
4,13:48,3,3,PHI 33,28,24,Matt Hasselbeck pass incomplete short middle intended for Bobby Engram (defended by Omar Gaither),2.610,1.190
4,13:43,4,3,PHI 33,28,24,Matt Hasselbeck pass incomplete short right intended for Bobby Engram,1.190,-1.140
4,13:40,1,10,PHI 33,28,24,Brian Westbrook left guard for 6 yards (tackle by Patrick Kerney),1.140,1.400
4,13:08,2,4,PHI 39,28,24,Brian Westbrook right tackle for 3 yards (tackle by Patrick Kerney),1.400,1.090
4,12:29,3,1,PHI 42,28,24,A.J. Feeley pass incomplete deep right intended for L.J. Smith,1.090,-0.590
4,12:24,4,1,PHI 42,28,24,"Saverio Rocca punts 44 yards, fair catch by Nate Burleson",-0.590,0.280
4,12:16,1,10,SEA 14,28,24,Maurice Morris left end for 3 yards (tackle by Omar Gaither and Mike Patterson),-0.280,-0.370
4,11:41,2,7,SEA 17,28,24,Matt Hasselbeck pass incomplete short left intended for Nate Burleson,-0.370,-1.040
4,11:38,3,7,SEA 17,28,24,Matt Hasselbeck pass complete short middle to Bobby Engram for 10 yards (tackle by Omar Gaither),-1.040,0.740
4,11:03,1,10,SEA 27,28,24,Shaun Alexander up the middle for 2 yards (tackle by Mike Patterson),0.740,0.470
4,10:21,2,8,SEA 29,28,24,Matt Hasselbeck pass incomplete short right intended for Deion Branch,0.470,-0.230
4,10:16,3,8,SEA 29,28,24,Matt Hasselbeck pass complete deep middle to Bobby Engram for 21 yards (tackle by J.R. Reed),-0.230,2.260
4,9:28,1,10,,28,24,"Shaun Alexander up the middle for 5 yards (tackle by Mike Patterson). Penalty on Marcus Pollard: Offensive Holding, 10 yards (no play)",2.260,1.600
4,9:02,1,20,SEA 40,28,24,Matt Hasselbeck pass incomplete deep right intended for Deion Branch,1.600,0.360
4,8:56,2,20,SEA 40,28,24,Matt Hasselbeck pass complete short middle to Marcus Pollard for 5 yards (tackle by Takeo Spikes),0.360,0.370
4,8:14,3,15,SEA 45,28,24,Matt Hasselbeck pass incomplete short right intended for Nate Burleson (defended by J.R. Reed),0.370,-0.390
4,8:07,4,15,SEA 45,28,24,"Ryan Plackemeier punts 38 yards, returned by Reno Mahe for 6 yards (tackle by Niko Koutouvides)",-0.390,-0.480
4,7:55,1,10,PHI 23,28,24,Brian Westbrook up the middle for 2 yards (tackle by LeRoy Hill),0.480,0.200
4,7:55,2,8,PHI 25,28,24,A.J. Feeley pass complete short right to Kevin Curtis for 4 yards (tackle by Brian Russell),0.200,0.040
4,6:47,3,4,PHI 29,28,24,A.J. Feeley pass incomplete short right intended for L.J. Smith,0.040,-1.440
4,6:41,4,4,PHI 29,28,24,Saverio Rocca punts 51 yards,-1.440,-0.280
4,6:28,1,10,SEA 20,28,24,Shaun Alexander right tackle for 6 yards (tackle by J.R. Reed),0.280,0.540
4,5:55,2,4,SEA 26,28,24,Shaun Alexander right end for 3 yards (tackle by Juqua Thomas),0.540,0.230
4,5:09,3,1,SEA 29,28,24,Maurice Morris up the middle for -1 yards (tackle by Trent Cole),0.230,-1.500
4,4:30,4,2,SEA 28,28,24,Ryan Plackemeier punts 32 yards,-1.500,-1.600
4,4:20,1,10,PHI 40,28,24,A.J. Feeley pass incomplete short right intended for Reggie Brown (defended by LeRoy Hill),1.600,1.050
4,4:15,2,10,PHI 40,28,24,A.J. Feeley pass complete short right to Kevin Curtis for 8 yards (tackle by Brian Russell),1.050,1.420
4,3:40,3,2,PHI 48,28,24,A.J. Feeley right tackle for 4 yards (tackle by Brian Russell),1.420,2.390
4,2:57,1,10,SEA 48,28,24,A.J. Feeley pass incomplete short left intended for Kevin Curtis,2.390,1.850
4,2:53,2,10,SEA 48,28,24,A.J. Feeley pass complete short right to Brian Westbrook for -1 yards (tackle by Lofa Tatupu),1.850,1.030
4,2:45,3,11,SEA 49,28,24,A.J. Feeley pass complete short right to Brian Westbrook for 5 yards (tackle by Marcus Trufant),1.030,0.330
4,2:01,4,6,SEA 44,28,24,A.J. Feeley pass incomplete short left intended for Kevin Curtis (defended by Kelly Jennings),0.330,-1.860
4,1:56,1,10,SEA 44,28,24,Shaun Alexander right end for 1 yard (tackle by Takeo Spikes and Juqua Thomas),1.860,1.450
4,1:51,1,10,SEA 44,28,24,Timeout #1 by Philadelphia Eagles,1.860,1.450
4,1:50,2,9,SEA 45,28,24,Shaun Alexander right end for 1 yard (tackle by Chris Gocong),1.450,0.890
4,1:45,2,9,SEA 45,28,24,Timeout #2 by Philadelphia Eagles,1.450,0.890
4,1:45,3,8,SEA 46,28,24,Shaun Alexander left end for 1 yard (tackle by Trent Cole),0.890,-0.260
4,1:38,3,8,SEA 46,28,24,Timeout #3 by Philadelphia Eagles,0.890,-0.260
4,1:37,4,7,SEA 47,28,24,"Ryan Plackemeier punts 31 yards, returned by Brian Westbrook for 64 yards (tackle by Kevin Bentley)",-0.260,-4.650
4,1:16,1,10,SEA 14,28,24,A.J. Feeley sacked by Julian Peterson for -1 yards,4.650,3.850
4,0:50,2,11,SEA 15,28,24,Correll Buckhalter up the middle for 4 yards (tackle by Julian Peterson),3.850,3.620
4,0:23,3,7,SEA 11,28,24,A.J. Feeley pass incomplete short middle intended for Reggie Brown is intercepted by Lofa Tatupu at SEA-4 and returned for 18 yards,3.620,-0.410
4,0:14,1,10,SEA 22,28,24,Matt Hasselbeck kneels for -1 yards,0.410,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
