Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
1,2:51,2,7,SFO 29,0,3,Elijah Mitchell right end for -1 yards (tackle by Von Miller),,
1,2:08,3,8,SFO 28,0,3,Jimmy Garoppolo pass incomplete deep right intended for Jamycal Hasty (defended by Travin Howard),,
1,2:01,4,8,SFO 28,0,3,"Mitch Wishnowsky punts 42 yards, returned by Brandon Powell for 9 yards (tackle by Trent Sherfield)",,
1,1:51,1,10,LAR 39,0,3,Matthew Stafford pass complete short right to Sony Michel for 6 yards (tackle by Fred Warner),,
1,1:25,2,4,LAR 45,0,3,Sony Michel up the middle for no gain (tackle by Kevin Givens),,
1,0:45,3,4,LAR 45,0,3,Matthew Stafford pass complete short middle to Cooper Kupp for 7 yards (tackle by Dontae Johnson),,
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 48,0,3,Sony Michel up the middle for -5 yards (tackle by Kentavius Street),,
2,14:38,2,15,LAR 47,0,3,Matthew Stafford pass complete short middle to Cooper Kupp for 16 yards (tackle by Fred Warner and Dre Greenlaw),,
2,13:53,1,10,SFO 37,0,3,Sony Michel right tackle for -1 yards (tackle by Nick Bosa),,
2,13:12,2,11,SFO 38,0,3,Matthew Stafford pass complete short middle to Tyler Higbee for 9 yards (tackle by Fred Warner),,
2,12:26,3,2,SFO 29,0,3,Matthew Stafford pass complete short middle to Van Jefferson for 7 yards (tackle by Jimmie Ward and Dre Greenlaw),,
2,12:05,1,10,SFO 22,0,3,"Penalty on Dre Greenlaw: Unnecessary Roughness / Defense, 11 yards (accepted)",,
2,12:04,1,10,SFO 11,0,3,Cam Akers left end for 2 yards (tackle by Emmanuel Moseley),,
2,11:24,2,8,SFO 9,0,3,Matthew Stafford pass incomplete short right intended for Ben Skowronek,,
2,11:15,3,8,SFO 9,0,3,Matthew Stafford pass complete short right to Cooper Kupp for 7 yards (tackle by Dontae Johnson),,
2,10:31,,,,,,Timeout #2 by Los Angeles Rams,,
2,10:31,4,1,SFO 2,0,9,"Matthew Stafford pass complete short middle to Tyler Higbee for 2 yards, touchdown",,
2,10:26,,,SFO 15,0,10,Matt Gay kicks extra point good,,
2,10:26,,,LAR 35,0,10,"Matt Gay kicks off 65 yards, touchback.",,
2,10:26,1,10,SFO 25,0,10,"Jimmy Garoppolo sacked by A'Shawn Robinson for -14 yards. Jimmy Garoppolo fumbles (forced by A'Shawn Robinson), recovered by Tom Compton at SF-11 (tackle by A'Shawn Robinson)",,
2,9:41,2,24,SFO 11,0,10,Jimmy Garoppolo sacked by Troy Reeder for -3 yards,,
2,9:03,3,27,SFO 8,0,10,Elijah Mitchell up the middle for -1 yards (tackle by Aaron Donald and Greg Gaines),,
2,8:29,4,28,SFO 7,0,10,"Mitch Wishnowsky punts 43 yards, returned by Brandon Powell for 31 yards (tackle by Trent Sherfield)",,
2,8:14,1,10,SFO 19,0,10,Cam Akers up the middle for 2 yards (tackle by Charles Omenihu),,
2,7:35,2,8,SFO 17,0,10,Matthew Stafford pass complete short left to Cam Akers for 2 yards (tackle by Dre Greenlaw),,
2,6:51,3,6,SFO 15,0,16,"Matthew Stafford pass complete short right to Tyler Higbee for 15 yards, touchdown",,
2,6:44,,,SFO 15,0,17,Matt Gay kicks extra point good,,
2,6:44,,,LAR 35,0,17,"Matt Gay kicks off 65 yards, touchback.",,
2,6:44,1,10,SFO 25,0,17,Jimmy Garoppolo pass complete short left to George Kittle for -2 yards (tackle by Von Miller),,
2,5:58,2,12,SFO 23,0,17,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 6 yards (tackle by Taylor Rapp),,
2,5:19,3,6,SFO 29,0,17,Jimmy Garoppolo pass complete short left to Jauan Jennings for 8 yards (tackle by Taylor Rapp),,
2,4:39,1,10,SFO 37,0,17,Elijah Mitchell up the middle for 13 yards (tackle by Troy Reeder),,
2,3:53,1,10,SFO 50,0,17,Jimmy Garoppolo pass deep middle intended for Travis Benjamin is intercepted by Taylor Rapp at LA-21 and returned for no gain (tackle by Travis Benjamin),,
2,3:43,1,10,LAR 23,0,17,Cam Akers right end for -1 yards (tackle by Jaquiski Tartt and Dre Greenlaw),,
2,2:58,2,11,LAR 20,0,17,Matthew Stafford pass complete short left to Cooper Kupp for 8 yards (tackle by Emmanuel Moseley),,
2,2:32,3,4,LAR 27,0,17,Matthew Stafford pass complete to Odell Beckham for 5 yards (tackle by Emmanuel Moseley),,
2,2:00,1,10,LAR 33,0,17,Sony Michel up the middle for 7 yards (tackle by Dontae Johnson),,
2,1:27,2,3,LAR 40,0,17,Sony Michel up the middle for 2 yards (tackle by Arik Armstead and Nick Bosa),,
2,0:51,3,1,LAR 42,0,17,Matthew Stafford sacked by and Nick Bosa for -8 yards and Arik Armstead for -8 yards,,
2,0:45,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:45,4,9,LAR 34,0,17,"Johnny Hekker punts 51 yards, fair catch by Travis Benjamin at SF-15",,
2,0:38,1,10,SFO 15,0,17,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 19 yards (tackle by Darious Williams),,
2,0:33,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:33,1,10,SFO 34,0,17,"Jimmy Garoppolo pass complete short left to Brandon Aiyuk for -2 yards, lateral to Deebo Samuel for no gain (tackle by Jalen Ramsey)",,
2,0:28,2,2,SFO 42,0,17,Jimmy Garoppolo pass complete short right to Jamycal Hasty for 8 yards (tackle by Darious Williams and Jordan Fuller),,
2,0:20,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:20,1,10,SFO 50,0,17,Jimmy Garoppolo pass complete deep middle to Brandon Aiyuk for 26 yards (tackle by David Long),,
2,0:04,1,10,LAR 24,0,17,Jimmy Garoppolo spiked the ball,,
2,0:03,2,10,LAR 24,3,17,Robbie Gould 42 yard field goal good,,
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,3,17,"Matt Gay kicks off 65 yards, touchback.",,
3,15:00,1,10,SFO 25,3,17,Elijah Mitchell up the middle for 2 yards (tackle by Von Miller and A'Shawn Robinson),,
3,14:17,2,8,SFO 27,3,17,Deebo Samuel up the middle for 5 yards (tackle by Aaron Donald and David Long),,
3,13:36,3,3,SFO 32,3,17,Jimmy Garoppolo pass complete short middle to Jamycal Hasty for 13 yards (tackle by Taylor Rapp and Nick Scott),,
3,12:51,1,10,SFO 45,3,17,Jimmy Garoppolo pass complete deep left to Brandon Aiyuk for 31 yards (tackle by Taylor Rapp),,
3,12:10,1,10,LAR 24,3,17,Elijah Mitchell up the middle for 2 yards (tackle by Jordan Fuller),,
3,11:27,2,8,LAR 22,3,17,Jimmy Garoppolo pass complete short middle to George Kittle for 6 yards (tackle by Troy Reeder),,
3,10:42,3,2,LAR 16,9,17,"Deebo Samuel right tackle for 16 yards, touchdown",,
3,10:32,,,LAR 15,10,17,Robbie Gould kicks extra point good,,
3,10:32,,,SFO 35,10,17,"Robbie Gould kicks off 65 yards, touchback.",,
3,10:32,1,10,LAR 25,10,17,Sony Michel up the middle for 3 yards (tackle by Jimmie Ward and Fred Warner),,
3,9:46,2,7,LAR 28,10,17,Sony Michel up the middle for 1 yard (tackle by Dontae Johnson and Nick Bosa),,
3,9:02,3,6,LAR 29,10,17,Matthew Stafford pass incomplete short right intended for Van Jefferson,,
3,8:58,4,6,LAR 29,10,17,Johnny Hekker punts 45 yards downed by Nick Scott,,
3,8:48,1,10,SFO 26,10,17,Elijah Mitchell up the middle for 7 yards (tackle by Jordan Fuller),,
3,8:10,2,3,SFO 33,10,17,Elijah Mitchell up the middle for 2 yards (tackle by Jordan Fuller),,
3,7:26,3,1,SFO 35,10,17,Jamycal Hasty up the middle for 4 yards (tackle by Aaron Donald and Troy Reeder),,
3,6:43,1,10,SFO 39,10,17,Deebo Samuel up the middle for 8 yards (tackle by Darious Williams and Jordan Fuller),,
3,6:05,2,2,SFO 47,10,17,Deebo Samuel up the middle for 5 yards (tackle by Travin Howard and Troy Reeder),,
3,5:21,1,10,LAR 48,10,17,Elijah Mitchell up the middle for 6 yards (tackle by Taylor Rapp and Jordan Fuller),,
3,4:46,2,4,LAR 42,10,17,Elijah Mitchell up the middle for 3 yards (tackle by Aaron Donald and A'Shawn Robinson),,
3,4:05,3,1,LAR 39,10,17,Jimmy Garoppolo up the middle for 1 yard (tackle by Aaron Donald and Troy Reeder),,
3,3:20,1,10,LAR 38,10,17,Elijah Mitchell right tackle for 9 yards (tackle by Travin Howard),,
3,2:41,2,1,LAR 29,10,17,Elijah Mitchell up the middle for 5 yards (tackle by Leonard Floyd),,
3,1:57,1,10,LAR 24,16,17,"Deebo Samuel pass complete deep right to Jauan Jennings for 24 yards, touchdown",,
3,1:46,,,LAR 15,17,17,Robbie Gould kicks extra point good,,
3,1:46,,,SFO 35,17,17,"Robbie Gould kicks off 65 yards, touchback.",,
3,1:46,1,10,LAR 25,17,17,Matthew Stafford sacked by D.J. Jones for -6 yards,,
3,1:03,2,16,LAR 19,17,17,Matthew Stafford pass incomplete short right intended for Sony Michel,,
3,1:00,3,16,LAR 19,17,17,Matthew Stafford pass deep left intended for Ben Skowronek is intercepted by Emmanuel Moseley at SF-32 and returned for no gain (tackle by Ben Skowronek),,
3,0:53,1,10,SFO 32,17,17,Elijah Mitchell left tackle for 3 yards (tackle by Travin Howard),,
3,0:11,2,7,SFO 35,17,17,Jimmy Garoppolo pass incomplete deep middle intended for Brandon Aiyuk,,
3,0:05,3,7,SFO 35,17,17,Jimmy Garoppolo pass incomplete short left intended for Jauan Jennings,,
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,SFO 35,17,17,Robbie Gould punts 47 yards downed by River Cracraft,,
4,14:47,1,10,LAR 18,17,17,Matthew Stafford pass incomplete short left intended for Sony Michel,,
4,14:42,2,10,LAR 18,17,17,Matthew Stafford pass incomplete short right intended for Tyler Higbee,,
4,14:36,3,10,LAR 18,17,17,Matthew Stafford pass complete deep middle to Van Jefferson for 24 yards (tackle by Dontae Johnson),,
4,13:50,1,10,LAR 42,17,17,Matthew Stafford pass incomplete short left intended for Sony Michel,,
4,13:42,2,10,LAR 42,17,17,Matthew Stafford pass incomplete short left intended for Tyler Higbee (defended by D.J. Jones),,
4,13:37,3,10,LAR 42,17,17,Matthew Stafford sacked by and Fred Warner for -10 yards and Arden Key for -10 yards,,
4,12:59,4,20,LAR 32,17,17,"Johnny Hekker punts 59 yards, returned by Travis Benjamin for 14 yards (tackle by Travin Howard)",,
4,12:48,1,10,SFO 23,17,17,Elijah Mitchell left tackle for 12 yards (tackle by Taylor Rapp),,
4,12:13,1,10,SFO 35,17,17,Elijah Mitchell right tackle for no gain (tackle by Von Miller),,
4,11:34,2,10,SFO 35,17,17,Jimmy Garoppolo pass complete short left to Deebo Samuel for 32 yards (tackle by Nick Scott),,
4,10:45,1,10,LAR 33,17,17,Deebo Samuel left tackle for no gain (tackle by A'Shawn Robinson),,
4,10:01,2,10,LAR 33,17,17,Elijah Mitchell right tackle for 5 yards (tackle by Aaron Donald),,
4,9:16,3,5,LAR 28,17,17,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 10 yards (tackle by David Long),,
4,8:39,1,10,LAR 18,17,17,Elijah Mitchell up the middle for 1 yard (tackle by Greg Gaines and A'Shawn Robinson),,
4,7:55,2,9,LAR 17,17,17,"Penalty on Colton McKivitz: False Start, 5 yards (accepted) (no play)",,
4,7:55,2,14,LAR 22,17,17,Jimmy Garoppolo pass deep middle intended for George Kittle is intercepted by Jalen Ramsey in end zone and returned for 10 yards (tackle by George Kittle),,
4,7:42,1,10,LAR 8,17,17,Cooper Kupp left end for 18 yards (tackle by Jimmie Ward),,
4,7:06,1,10,LAR 26,17,17,Cam Akers right tackle for -2 yards (tackle by Nick Bosa),,
4,6:24,2,12,LAR 24,17,17,Matthew Stafford pass complete short right to Cam Akers for 6 yards (tackle by Dre Greenlaw),,
4,5:38,3,6,LAR 30,17,17,Matthew Stafford pass complete deep left to Cooper Kupp for 30 yards (tackle by Jimmie Ward),,
4,4:48,1,10,SFO 40,17,17,"Cam Akers up the middle for 2 yards (tackle by Arik Armstead and Demetrius Flannigan-Fowles). Penalty on Dre Greenlaw: Face Mask (15 Yards), 15 yards (accepted)",,
4,4:48,1,10,SFO 23,17,17,Sony Michel up the middle for 14 yards (tackle by Emmanuel Moseley and Jimmie Ward),,
4,4:05,1,9,SFO 9,17,17,Sony Michel left tackle for 1 yard (tackle by Dre Greenlaw),,
4,3:20,2,8,SFO 8,17,17,Sony Michel up the middle for 4 yards (tackle by Emmanuel Moseley and Dre Greenlaw),,
4,2:34,3,4,SFO 4,17,23,"Matthew Stafford pass complete to Cooper Kupp for 4 yards, touchdown",,
4,2:29,,,SFO 15,17,24,Matt Gay kicks extra point good,,
4,2:29,,,LAR 35,17,24,"Matt Gay kicks off 65 yards, touchback.",,
4,2:29,1,10,SFO 25,17,24,Jimmy Garoppolo pass complete short right to George Kittle for 1 yard (tackle by Darious Williams),,
4,2:06,2,9,SFO 26,17,24,Jimmy Garoppolo pass incomplete short middle intended for George Kittle (defended by Troy Reeder) (defended by Nick Scott),,
4,2:02,3,9,SFO 26,17,24,Jimmy Garoppolo sacked by Von Miller for -9 yards,,
4,1:57,4,18,SFO 17,17,24,"Robbie Gould punts 43 yards, fair catch by Brandon Powell at LA-40",,
4,1:50,1,10,LAR 40,17,24,Sony Michel left tackle for 2 yards (tackle by Dre Greenlaw),,
4,1:46,,,,,,Timeout #1 by San Francisco 49ers,,
4,1:46,2,8,LAR 42,17,24,Sony Michel left tackle for 1 yard (tackle by Demetrius Flannigan-Fowles and D.J. Jones),,
4,1:40,,,,,,Timeout #2 by San Francisco 49ers,,
4,1:40,3,7,LAR 43,17,24,Sony Michel left tackle for 2 yards (tackle by Dontae Johnson),,
4,1:34,,,,,,Timeout #3 by San Francisco 49ers,,
4,1:34,4,5,LAR 45,17,24,"Johnny Hekker punts 43 yards, fair catch by Travis Benjamin at SF-12",,
4,1:27,1,10,SFO 12,17,24,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 21 yards (tackle by Nick Scott and Terrell Burgess),,
4,1:12,1,10,SFO 33,17,24,Jimmy Garoppolo pass complete short middle to Jauan Jennings for 5 yards (tackle by Taylor Rapp and Terrell Burgess),,
4,0:54,2,5,SFO 38,17,24,Jimmy Garoppolo pass complete deep right to Deebo Samuel for 43 yards (tackle by Jalen Ramsey),,
4,0:35,1,10,LAR 19,17,24,"Jimmy Garoppolo spiked the ball. Penalty on Leonard Floyd: Defensive Offside, 5 yards (accepted) (no play)",,
4,0:35,,,,,,Timeout #1 by Los Angeles Rams,,
4,0:35,1,5,LAR 14,17,24,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,,
4,0:31,2,5,LAR 14,23,24,"Jimmy Garoppolo pass complete short middle to Jauan Jennings for 14 yards, touchdown",,
4,0:26,,,LAR 15,24,24,Robbie Gould kicks extra point good,,
4,0:26,,,SFO 35,24,24,"Robbie Gould kicks off 65 yards, touchback.",,
4,0:26,1,10,LAR 25,24,24,Matthew Stafford pass complete short right to Tyler Higbee for 12 yards (tackle by Darqueze Dennard),,
4,0:21,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:21,1,10,LAR 37,24,24,Matthew Stafford sacked by Arik Armstead for -3 yards,,
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
,,,,,,,"49ers won the coin toss, 49ers to receive the overtime kickoff.",,
OT,10:00,,,LAR 35,24,24,"Matt Gay kicks off 65 yards, touchback.",,
OT,10:00,1,10,SFO 25,24,24,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,,
OT,9:56,2,10,SFO 25,24,24,Deebo Samuel left end for 13 yards (tackle by Terrell Burgess and Nick Scott),,
OT,9:09,1,10,SFO 38,24,24,Elijah Mitchell right end for 8 yards (tackle by Travin Howard),,
OT,8:34,2,2,SFO 46,24,24,"Elijah Mitchell up the middle for no gain (tackle by A'Shawn Robinson). Penalty on Daniel Brunskill: Offensive Holding, 10 yards (accepted) (no play)",,
OT,8:14,2,12,SFO 36,24,24,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 6 yards (tackle by Terrell Burgess),,
OT,7:30,3,6,SFO 42,24,24,Jimmy Garoppolo pass complete short right to Jauan Jennings for 34 yards (tackle by Travin Howard and Darious Williams),,
OT,6:42,1,10,LAR 24,24,24,Elijah Mitchell up the middle for 2 yards (tackle by Greg Gaines and Aaron Donald),,
OT,5:53,2,8,LAR 22,24,24,Elijah Mitchell left tackle for 5 yards (tackle by Nick Scott),,
OT,5:13,,,,,,Timeout #1 by San Francisco 49ers,,
OT,5:13,,,,,,Timeout #1 by Los Angeles Rams,,
OT,5:13,3,3,LAR 17,24,24,Jimmy Garoppolo pass complete short right to Jauan Jennings for 9 yards (tackle by Donte Deayon),,
OT,4:26,1,8,LAR 8,24,24,Elijah Mitchell left end for 1 yard (tackle by Darious Williams and A'Shawn Robinson),,
OT,3:39,,,,,,Timeout #2 by San Francisco 49ers,,
OT,3:39,2,7,LAR 7,24,24,Deebo Samuel up the middle for no gain (tackle by Greg Gaines and Travin Howard),,
OT,2:58,3,7,LAR 7,24,24,Jimmy Garoppolo pass complete short left to George Kittle for 1 yard (tackle by Terrell Burgess),,
OT,2:48,,,,,,Timeout #2 by Los Angeles Rams,,
OT,2:48,4,6,LAR 6,27,24,Robbie Gould 24 yard field goal good,,
OT,2:45,,,SFO 35,27,24,"Robbie Gould kicks off 69 yards, returned by Brandon Powell for 22 yards (tackle by Demetrius Flannigan-Fowles)",,
OT,2:39,1,10,LAR 18,27,24,Matthew Stafford pass incomplete short left intended for Odell Beckham,,
OT,2:35,2,10,LAR 18,27,24,Matthew Stafford pass incomplete short right intended for Odell Beckham,,
OT,2:31,3,10,LAR 18,27,24,"Matthew Stafford pass incomplete short middle intended for Cooper Kupp. Penalty on Emmanuel Moseley: Defensive Pass Interference, 7 yards (accepted) (no play)",,
OT,2:27,1,10,LAR 25,27,24,Matthew Stafford pass complete short right to Tyler Higbee for 9 yards (tackle by Dre Greenlaw and Jimmie Ward),,
OT,2:17,2,1,LAR 34,27,24,Sony Michel up the middle for 4 yards (tackle by Arik Armstead),,
OT,2:00,1,10,LAR 38,27,24,Matthew Stafford pass deep right intended for Odell Beckham is intercepted by Ambry Thomas at SF-20 and returned for no gain,,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
