Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brandon Aiyuk,SFO,7,6,107,0,5,69,11.5,38,6.3,13.4,0,,1,14.3,0,118.7
Jauan Jennings,SFO,7,6,94,2,5,56,9.3,38,6.3,10.1,1,6.0,0,0.0,0,158.3
George Kittle,SFO,7,5,10,0,,2,0.4,8,1.6,4.6,0,,0,0.0,1,34.5
Deebo Samuel,SFO,6,4,95,0,2,42,10.5,53,13.3,8.8,0,,0,0.0,0,109.7
Jamycal Hasty,SFO,3,2,21,0,2,2,1.0,19,9.5,6.7,1,2.0,0,0.0,0,86.8
Trent Sherfield,SFO,1,1,13,0,1,7,7.0,6,6.0,7.0,0,,0,0.0,0,118.7
Travis Benjamin,SFO,1,0,0,0,,0,,0,,29.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,7,7,118,1,5,78,11.1,40,5.7,11.1,1,7.0,0,0.0,0,158.3
Tyler Higbee,LAR,8,6,55,2,3,42,7.0,13,2.2,6.1,0,,0,0.0,0,132.8
Cam Akers,LAR,3,3,10,0,,6,2.0,4,1.3,2.0,0,,0,0.0,0,80.6
Odell Beckham Jr.,LAR,5,2,18,0,2,17,8.5,1,0.5,13.8,0,,0,0.0,1,10.8
Van Jefferson,LAR,3,2,31,0,2,26,13.0,5,2.5,10.0,0,,0,0.0,0,100.7
Sony Michel,LAR,4,1,6,0,0,1,1.0,5,5.0,-0.8,0,,0,0.0,0,39.6
Ben Skowronek,LAR,2,0,0,0,,0,,0,,24.5,0,,0,0.0,1,0.0
