Quarter,Time,Tm,Detail,ARI,LAR
1.0,4:14,Rams,Greg Zuerlein 23 yard field goal,0,3
2.0,11:13,Rams,Greg Zuerlein 33 yard field goal,0,6
,5:25,Rams,Todd Gurley 18 yard rush (Greg Zuerlein kick),0,13
,0:41,Rams,Jared Goff 9 yard rush (Greg Zuerlein kick),0,20
,0:00,Rams,Greg Zuerlein 53 yard field goal,0,23
3.0,10:53,Rams,Greg Zuerlein 34 yard field goal,0,26
4.0,3:46,Rams,Cooper Kupp 18 yard pass from Jared Goff (Greg Zuerlein kick),0,33
