Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
1,4:18,4,4,ARI 5,0,3,Greg Zuerlein 23 yard field goal good,3.010,3.000
1,4:14,,,LAR 35,0,3,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
1,4:14,1,10,ARI 25,0,3,Carson Palmer pass complete short left to Adrian Peterson for 12 yards (tackle by Kayvon Webster),0.610,1.400
1,3:40,1,10,ARI 37,0,3,Adrian Peterson right tackle for 6 yards (tackle by John Johnson),1.400,1.670
1,2:58,2,4,ARI 43,0,3,Adrian Peterson left guard for 2 yards (tackle by Michael Brockers),1.670,1.220
1,2:20,3,2,ARI 45,0,3,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,1.220,-0.390
1,2:15,4,2,ARI 45,0,3,"Andy Lee punts 51 yards, returned by Pharoh Cooper for 20 yards (tackle by Justin Bethel)",-0.390,-0.540
1,2:01,1,10,LAR 24,0,3,Todd Gurley right tackle for 4 yards (tackle by Deone Bucannon),0.540,0.540
1,1:36,2,6,LAR 28,0,3,Jared Goff pass complete short left to Todd Gurley for no gain,0.540,-0.160
1,0:56,3,6,LAR 28,0,3,Jared Goff pass incomplete deep middle intended for Cooper Kupp,-0.160,-1.500
1,0:51,4,6,LAR 28,0,3,"Johnny Hekker punts 54 yards, out of bounds",-1.500,-0.040
1,0:39,1,10,ARI 18,0,3,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.040,-0.450
1,0:39,1,15,ARI 13,0,3,Carson Palmer pass incomplete short middle intended for JJ Nelson (defended by Tyrunn Walker),-0.450,-1.140
1,0:35,2,15,ARI 13,0,3,Carson Palmer pass incomplete short right intended for Jermaine Gresham,-1.140,-1.970
1,0:31,3,15,ARI 13,0,3,Carson Palmer pass complete short middle to JJ Nelson for 12 yards (tackle by Kayvon Webster),-1.970,-1.700
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,ARI 25,0,3,Andy Lee punts 40 yards,-1.700,-1.270
2,14:51,1,10,LAR 35,0,3,Todd Gurley middle for 9 yards (tackle by Rodney Gunter and Antoine Bethea),1.270,1.940
2,14:28,2,1,LAR 44,0,3,"Penalty on Xavier Williams: Encroachment, 5 yards (no play)",1.940,2.190
2,14:06,1,10,LAR 49,0,3,Tavon Austin left end for 17 yards (tackle by Deone Bucannon),2.190,3.310
2,13:28,1,10,ARI 34,0,3,Jared Goff pass complete short right to Tyler Higbee for 4 yards (tackle by Deone Bucannon),3.310,3.310
2,13:06,2,6,ARI 30,0,3,"Penalty on Josh Mauro: Neutral Zone Infraction, 5 yards (no play)",3.310,0.000
2,12:39,,,,,,Timeout #3 by Los Angeles Rams,0.000,-3.990
2,12:39,2,1,ARI 25,0,3,Jared Goff pass complete short middle to Todd Gurley for 5 yards (tackle by Tramon Williams),3.990,4.240
2,11:59,1,10,ARI 20,0,3,Todd Gurley right guard for 6 yards (tackle by Deone Bucannon),4.240,4.640
2,11:29,2,4,ARI 14,0,3,Jared Goff pass incomplete short left intended for Cooper Kupp,4.640,3.890
2,11:24,3,4,ARI 14,0,3,Jared Goff pass incomplete short right intended for Cooper Kupp,3.890,2.580
2,11:20,4,4,ARI 14,0,6,Greg Zuerlein 33 yard field goal good,2.580,3.000
2,11:13,,,LAR 35,0,6,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
2,11:13,1,10,ARI 25,0,6,Carson Palmer pass complete short middle to Brittan Golden for 8 yards (tackle by Robert Quinn),0.610,1.140
2,10:54,2,2,ARI 33,0,6,"Carson Palmer pass incomplete short left intended for Brittan Golden (defended by Kayvon Webster). Penalty on Lamarcus Joyner: Defensive Holding, 5 yards (no play)",1.140,1.470
2,10:49,1,10,ARI 38,0,6,Carson Palmer pass complete short left to Brittan Golden for 5 yards (tackle by Blake Countess),1.470,1.600
2,10:33,2,5,ARI 43,0,6,Carson Palmer pass complete short right to Brittan Golden for 7 yards (tackle by Trumaine Johnson and John Johnson),1.600,2.260
2,10:02,1,10,,0,6,Carson Palmer pass incomplete short left intended for JJ Nelson (defended by Kayvon Webster),2.260,1.710
2,9:59,2,10,,0,6,Carson Palmer pass incomplete short right intended for Jaron Brown,1.710,1.030
2,9:55,3,10,,0,6,Carson Palmer pass complete short right to Jaron Brown for 16 yards (tackle by John Johnson),1.030,3.310
2,9:24,1,10,LAR 34,0,6,Adrian Peterson left guard for -1 yards (tackle by Aaron Donald),3.310,2.640
2,8:54,2,11,LAR 35,0,6,Carson Palmer pass incomplete deep middle intended for Jaron Brown,2.640,0.000
2,8:48,,,,,,Timeout #1 by Arizona Cardinals,0.000,-1.950
2,8:48,3,11,LAR 35,0,6,Carson Palmer sacked by Aaron Donald for -11 yards,1.950,0.200
2,8:14,4,22,LAR 46,0,6,"Andy Lee punts 46 yards, touchback",0.200,-0.280
2,8:03,1,10,LAR 20,0,6,Jared Goff pass complete short right to Tavon Austin for 2 yards (tackle by Karlos Dansby),0.280,0.000
2,7:29,2,8,LAR 22,0,6,Jared Goff pass complete short left to Cooper Kupp for 2 yards (tackle by Tramon Williams),0.000,-0.430
2,6:58,3,6,LAR 24,0,6,"Penalty on Rob Havenstein: False Start, 5 yards (no play)",-0.430,-1.140
2,6:34,3,11,LAR 19,0,6,Jared Goff pass complete short right to Robert Woods for 7 yards (tackle by Deone Bucannon),-1.140,-1.630
2,5:58,4,4,LAR 26,0,6,"Johnny Hekker punts 65 yards, returned by Kerwynn Williams for 9 yards (tackle by Cory Littleton)",-1.630,-0.040
2,5:48,1,10,ARI 18,0,6,Carson Palmer pass incomplete deep middle intended for JJ Nelson is intercepted by Lamarcus Joyner at ARI-47 and returned for 29 yards,0.040,-4.370
2,5:35,1,10,ARI 18,0,12,"Todd Gurley middle for 18 yards, touchdown",4.370,7.000
2,5:25,,,ARI 15,0,13,Greg Zuerlein kicks extra point good,0.000,0.000
2,5:25,,,LAR 35,0,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
2,5:25,1,10,ARI 25,0,13,Adrian Peterson left guard for no gain (tackle by Michael Brockers),0.610,0.060
2,4:49,2,10,ARI 25,0,13,Adrian Peterson middle for 1 yard (tackle by Alec Ogletree and Michael Brockers),0.060,-0.490
2,4:09,3,9,ARI 26,0,13,Drew Stanton pass complete short right to Larry Fitzgerald for 8 yards (tackle by Trumaine Johnson),-0.490,-1.110
2,3:39,4,1,ARI 34,0,13,Drew Stanton middle for 4 yards (tackle by Blake Countess),-1.110,1.470
2,3:10,1,10,ARI 38,0,13,Drew Stanton pass incomplete short right intended for Adrian Peterson,1.470,0.920
2,3:03,2,10,ARI 38,0,13,Drew Stanton pass complete short middle to Larry Fitzgerald for 4 yards (tackle by Trumaine Johnson and Lamarcus Joyner),0.920,0.760
2,2:21,3,6,ARI 42,0,13,Drew Stanton pass incomplete deep left intended for John Brown,0.760,-0.590
2,2:16,4,6,ARI 42,0,13,"Andy Lee punts 38 yards, returned by Pharoh Cooper for 4 yards (tackle by Josh Bynes). Penalty on Marqui Christian: Offensive Holding (Declined), Penalty on Malcolm Brown: Illegal Block Above the Waist, 10 yards",-0.590,0.350
2,2:04,1,10,LAR 12,0,13,Todd Gurley middle for 1 yard (tackle by Haason Reddick),-0.350,-0.700
2,2:00,2,9,LAR 13,0,13,Jared Goff pass incomplete short right intended for Todd Gurley,-0.700,-1.300
2,1:53,3,9,LAR 13,0,13,"Penalty on Robert Nkemdiche: Neutral Zone Infraction, 5 yards (no play)",-1.300,-0.720
2,1:53,3,4,LAR 18,0,13,Jared Goff pass complete short left to Robert Woods for 15 yards (tackle by Tramon Williams),-0.720,1.140
2,1:35,1,10,LAR 33,0,13,Jared Goff pass complete short left to Todd Gurley for 35 yards (tackle by Tyrann Mathieu),1.140,3.450
2,1:22,1,10,ARI 32,0,13,Jared Goff pass incomplete deep left intended for Sammy Watkins (defended by Antoine Bethea),3.450,2.900
2,1:17,2,10,ARI 32,0,13,Jared Goff pass complete short left to Malcolm Brown for 7 yards (tackle by Tramon Williams),2.900,3.140
2,1:10,3,3,ARI 25,0,13,Jared Goff pass complete short left to Cooper Kupp for 16 yards (tackle by Antoine Bethea),3.140,5.140
2,0:47,1,9,ARI 9,0,19,"Jared Goff right end for 9 yards, touchdown",5.140,7.000
2,0:41,,,ARI 15,0,20,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:41,,,LAR 35,0,20,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
2,0:41,1,10,ARI 25,0,20,Drew Stanton pass incomplete short right intended for John Brown is intercepted by Mark Barron at ARI-38 and returned for 10 yards,0.610,-3.710
2,0:33,1,10,ARI 28,0,20,Jared Goff pass incomplete short left intended for Cooper Kupp (defended by Tyrann Mathieu),3.710,3.170
2,0:30,2,10,ARI 28,0,20,Jared Goff pass incomplete short left intended for Todd Gurley,3.170,2.480
2,0:27,3,10,ARI 28,0,20,Jared Goff sacked by Chandler Jones for -7 yards,2.480,0.970
2,0:03,4,17,ARI 35,0,23,Greg Zuerlein 53 yard field goal good,0.970,3.000
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,0,23,"Phil Dawson kicks off 62 yards, returned by Pharoh Cooper for 18 yards (tackle by Josh Bynes)",0.000,-0.340
3,14:54,1,10,LAR 21,0,23,Todd Gurley left guard for 3 yards (tackle by Chandler Jones),0.340,0.210
3,14:22,2,7,LAR 24,0,23,Jared Goff pass complete short left to Robert Woods for 17 yards (tackle by Antoine Bethea),0.210,1.660
3,13:50,1,10,LAR 41,0,23,Jared Goff left end for 4 yards (tackle by Tyrann Mathieu and Deone Bucannon),1.660,1.660
3,13:07,2,6,LAR 45,0,23,Todd Gurley left end for 3 yards (tackle by Josh Mauro),1.660,1.360
3,12:29,3,3,LAR 48,0,23,Jared Goff pass complete short middle to Sammy Watkins for 14 yards (tackle by Antoine Bethea),1.360,3.050
3,12:12,1,10,ARI 38,0,23,"Jared Goff pass incomplete deep right intended for Cooper Kupp. Penalty on Tyrann Mathieu: Illegal Contact, 5 yards (no play)",3.050,3.380
3,12:04,1,10,ARI 33,0,23,"Penalty on Rodney Gunter: Neutral Zone Infraction, 5 yards (no play)",3.380,4.110
3,12:04,1,5,ARI 28,0,23,Jared Goff pass complete short left to Todd Gurley for 8 yards (tackle by Deone Bucannon),4.110,4.240
3,11:38,1,10,ARI 20,0,23,Todd Gurley left guard for 4 yards (tackle by Chandler Jones),4.240,4.280
3,11:07,2,6,ARI 16,0,23,Jared Goff pass incomplete short left intended for Cooper Kupp,4.280,3.520
3,11:02,3,6,ARI 16,0,23,Jared Goff pass incomplete deep right intended for Sammy Watkins,3.520,2.400
3,10:57,4,6,ARI 16,0,26,Greg Zuerlein 34 yard field goal good,2.400,3.000
3,10:53,,,LAR 35,0,26,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
3,10:53,1,10,ARI 25,0,26,Adrian Peterson right tackle for 6 yards (tackle by Trumaine Johnson),0.610,0.870
3,10:15,2,4,ARI 31,0,26,Adrian Peterson left guard for no gain (tackle by Tanzel Smart),0.870,0.170
3,9:35,3,4,ARI 31,0,26,Drew Stanton pass complete short right to Kerwynn Williams for 2 yards (tackle by Alec Ogletree),0.170,-1.180
3,9:05,4,2,ARI 33,0,26,"Andy Lee punts 50 yards, returned by Pharoh Cooper for 15 yards (tackle by Scooby Wright). Penalty on Derek Carrier: Illegal Block Above the Waist, 10 yards",-1.180,0.220
3,8:54,1,10,LAR 15,0,26,Todd Gurley right guard for 5 yards (tackle by Corey Peters),-0.220,0.080
3,8:13,2,5,LAR 20,0,26,Todd Gurley left tackle for 8 yards (tackle by Tramon Williams),0.080,0.810
3,7:27,1,10,LAR 28,0,26,Malcolm Brown right guard for 2 yards (tackle by Chandler Jones),0.810,0.530
3,6:48,2,8,LAR 30,0,26,Malcolm Brown right tackle for 2 yards (tackle by Antoine Bethea),0.530,0.100
3,6:09,3,6,LAR 32,0,26,Jared Goff pass complete short left to Sammy Watkins for 12 yards (tackle by Patrick Peterson),0.100,1.860
3,5:28,1,10,LAR 44,0,26,Todd Gurley left guard for 3 yards (tackle by Tyvon Branch),1.860,1.720
3,4:50,2,7,LAR 47,0,26,Jared Goff pass complete short right to Tyler Higbee for 4 yards (tackle by Tramon Williams),1.720,1.550
3,4:09,3,3,ARI 49,0,26,Tavon Austin left end for 7 yards (tackle by Antoine Bethea),1.550,2.790
3,3:27,1,10,ARI 42,0,26,"Todd Gurley right guard for 5 yards (tackle by Frostee Rucker). Penalty on Josh Bynes: Unnecessary Roughness, 15 yards",2.790,4.110
3,2:56,1,10,ARI 22,0,26,Todd Gurley left tackle for 1 yard (tackle by Xavier Williams),4.110,3.700
3,2:12,2,9,ARI 21,0,26,Jared Goff pass incomplete short left intended for Todd Gurley is intercepted by Deone Bucannon at ARI-14 and returned for 39 yards,3.700,-2.460
3,2:01,1,10,LAR 47,0,26,Drew Stanton pass incomplete short left intended for Troy Niklas (defended by Tyrunn Walker),2.460,1.910
3,1:57,2,10,LAR 47,0,26,Drew Stanton sacked by Ethan Westbrooks for -5 yards,1.910,0.560
3,1:14,3,15,ARI 48,0,26,Drew Stanton pass complete short left to Kerwynn Williams for 25 yards (tackle by John Johnson),0.560,3.780
3,0:39,1,10,LAR 27,0,26,"Adrian Peterson left tackle for 5 yards (tackle by Trumaine Johnson). Penalty on Jermaine Gresham: Offensive Holding, 10 yards (no play)",3.780,3.120
3,0:13,1,20,LAR 37,0,26,"Drew Stanton pass incomplete short right intended for Larry Fitzgerald. Penalty on Jermaine Gresham: False Start, 5 yards (no play)",3.120,2.790
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,25,LAR 42,0,26,Adrian Peterson left guard for 4 yards (tackle by Michael Brockers),2.790,1.750
4,14:24,2,21,LAR 38,0,26,Drew Stanton pass incomplete short middle intended for Adrian Peterson (defended by Alec Ogletree),1.750,1.090
4,14:19,3,21,LAR 38,0,26,Drew Stanton pass incomplete deep left intended for Kerwynn Williams,1.090,0.720
4,14:15,4,21,LAR 38,0,26,"Andy Lee punts 38 yards, touchback",0.720,-0.280
4,14:05,1,10,LAR 20,0,26,Todd Gurley left guard for 2 yards (tackle by Tramon Williams),0.280,0.000
4,13:31,2,8,LAR 22,0,26,Todd Gurley right guard for 6 yards (tackle by Antoine Bethea),0.000,0.100
4,12:55,3,2,LAR 28,0,26,Todd Gurley left end for 11 yards (tackle by Antoine Bethea),0.100,1.530
4,12:14,1,10,LAR 39,0,26,Jared Goff pass incomplete short right intended for Robert Woods,1.530,0.990
4,12:08,2,10,LAR 39,0,26,Malcolm Brown right guard for 3 yards (tackle by Kareem Martin),0.990,0.700
4,11:28,3,7,LAR 42,0,26,Jared Goff pass complete short right to Tavon Austin for 13 yards (tackle by Budda Baker),0.700,2.590
4,10:46,1,10,ARI 45,0,26,Todd Gurley right tackle for 1 yard (tackle by Xavier Williams),2.590,2.180
4,10:05,2,9,ARI 44,0,26,Jared Goff pass incomplete short right intended for Derek Carrier,2.180,1.490
4,10:01,3,9,ARI 44,0,26,Malcolm Brown left guard for 11 yards (tackle by Tyvon Branch),1.490,3.380
4,9:17,1,10,ARI 33,0,26,Malcolm Brown right tackle for no gain (tackle by Robert Nkemdiche),3.380,2.840
4,8:36,2,10,ARI 33,0,26,Robert Woods left end for 4 yards (tackle by Deone Bucannon),2.840,2.680
4,8:03,3,6,ARI 29,0,26,"Penalty on Josh Mauro: Neutral Zone Infraction, 5 yards (no play)",2.680,3.340
4,7:43,3,1,ARI 24,0,26,"Penalty on Jamon Brown: False Start, 5 yards (no play)",3.340,2.680
4,7:19,3,6,ARI 29,0,26,Malcolm Brown right guard for 11 yards (tackle by Antoine Bethea),2.680,4.370
4,6:34,1,10,ARI 18,0,26,Malcolm Brown right guard for 10 yards (tackle by Deone Bucannon),4.370,5.370
4,5:48,1,8,ARI 8,0,26,Malcolm Brown right tackle for -2 yards (tackle by Deone Bucannon),5.370,4.190
4,5:06,2,10,ARI 10,0,26,"Tavon Austin left end for no gain (tackle by Patrick Peterson). Penalty on Cooper Kupp: Offensive Holding, 10 yards (no play)",4.190,3.000
4,4:37,2,20,ARI 20,0,26,Todd Gurley left tackle for 2 yards (tackle by Frostee Rucker),3.000,2.630
4,3:53,3,18,ARI 18,0,32,"Jared Goff pass complete short left to Cooper Kupp for 18 yards, touchdown",2.630,7.000
4,3:46,,,ARI 15,0,33,Greg Zuerlein kicks extra point good,0.000,0.000
4,3:46,,,LAR 35,0,33,"Greg Zuerlein kicks off 65 yards, returned by Kerwynn Williams for 25 yards (tackle by Blake Countess)",0.000,-0.610
4,3:41,1,10,ARI 25,0,33,Drew Stanton pass complete deep right to JJ Nelson for 27 yards (tackle by Marqui Christian). Penalty on Troy Hill: Defensive Pass Interference (Declined),0.610,2.130
4,3:35,1,10,ARI 48,0,33,Drew Stanton pass incomplete short left intended for Jaron Brown,2.130,1.580
4,3:29,2,10,ARI 48,0,33,Drew Stanton pass incomplete short left intended for John Brown (defended by Cory Littleton),1.580,0.890
4,3:27,3,10,ARI 48,0,33,"Drew Stanton sacked by Matt Longacre for -7 yards. Drew Stanton fumbles (forced by Matt Longacre), recovered by A.Q. Shipley at ARI-46 and returned for 5 yards",0.890,0.000
4,2:39,4,7,LAR 49,0,33,Drew Stanton pass incomplete deep right intended for Kerwynn Williams. Penalty on Jared Veldheer: Offensive Holding (Declined),0.000,-2.190
4,2:31,1,10,LAR 49,0,33,Malcolm Brown left tackle for 1 yard (tackle by Josh Mauro),2.190,1.780
4,2:00,2,9,,0,33,Malcolm Brown right guard for 2 yards (tackle by Josh Mauro),1.780,1.360
4,1:16,3,7,ARI 48,0,33,Malcolm Brown right tackle for 8 yards (tackle by Tyvon Branch),1.360,2.920
4,0:31,1,10,ARI 40,0,33,Sean Mannion kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
