Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
1,7:26,2,3,MIA 45,7,0,Peyton Manning pass complete short left to Demaryius Thomas for 6 yards (tackle by Jamar Taylor),2.530,2.980
1,6:42,1,10,MIA 39,7,0,"Juwan Thompson up the middle for no gain (tackle by Olivier Vernon). Penalty on Jimmy Wilson: Unnecessary Roughness, 15 yards",2.980,3.970
1,6:10,1,10,MIA 24,7,0,Emmanuel Sanders left end for 3 yards (tackle by Jimmy Wilson),3.970,3.840
1,5:31,2,7,MIA 21,7,0,C.J. Anderson right tackle for 2 yards (tackle by Jelani Jenkins),3.840,3.410
1,4:48,3,5,MIA 19,7,0,Peyton Manning pass complete short left to Jacob Tamme for -1 yards (tackle by Jamar Taylor),3.410,2.150
1,4:14,4,6,MIA 20,7,3,Brandon McManus 38 yard field goal good,2.150,3.000
1,4:14,,,DEN 35,7,3,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
1,4:10,1,10,MIA 20,7,3,Lamar Miller left guard for 2 yards (tackle by Derek Wolfe),0.280,0.000
1,3:36,2,8,MIA 22,7,3,Ryan Tannehill pass incomplete short left intended for Jarvis Landry,0.000,-0.690
1,3:32,3,8,MIA 22,7,3,Ryan Tannehill pass incomplete deep right intended for Jarvis Landry,-0.690,-1.900
1,3:27,4,8,MIA 22,7,3,"Brandon Fields punts 53 yards, returned by Isaiah Burse for no gain. Penalty on Omar Bolden: Unnecessary Roughness, 12 yards",-1.900,0.320
1,3:15,1,10,DEN 13,7,3,C.J. Anderson up the middle for 1 yard (tackle by Derrick Shelby),-0.320,-0.680
1,2:39,2,9,DEN 14,7,3,C.J. Anderson left guard for 5 yards (tackle by Dion Jordan),-0.680,-0.710
1,1:57,3,4,DEN 19,7,3,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,-0.710,-2.140
1,1:53,4,4,DEN 19,7,3,"Britton Colquitt punts 45 yards, returned by Jarvis Landry for 17 yards (tackle by Aaron Brewer)",-2.140,-2.460
1,1:40,1,10,DEN 47,7,3,Ryan Tannehill pass incomplete short left intended for LaMichael James,2.460,1.910
,,,,,,,"DEN challenged the incomplete pass ruling, and the play was upheld.",,
1,1:31,2,10,DEN 47,7,3,Ryan Tannehill right end for 7 yards (tackle by Kayvon Webster),1.910,2.150
1,0:49,3,3,DEN 40,7,3,Ryan Tannehill pass complete short right to Brandon Gibson for 6 yards (tackle by Bradley Roby),2.150,3.310
1,0:10,1,10,DEN 34,7,3,Lamar Miller up the middle for 9 yards (tackle by Chris Harris),3.310,3.990
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,DEN 25,7,3,Lamar Miller up the middle for 11 yards (tackle by Sylvester Williams),3.990,4.650
2,14:27,1,10,DEN 14,7,3,Ryan Tannehill pass complete short right to Mike Wallace for 10 yards (tackle by Kayvon Webster),4.650,6.280
2,13:43,1,4,DEN 4,7,3,Ryan Tannehill pass complete short right to Dion Sims for 3 yards (tackle by Kayvon Webster),6.280,5.910
2,12:58,2,1,DEN 1,13,3,"Ryan Tannehill right end for 1 yard, touchdown",5.910,7.000
2,12:58,,,DEN 2,14,3,Caleb Sturgis kicks extra point good,0.000,0.000
2,12:58,,,MIA 35,14,3,"Caleb Sturgis kicks off 71 yards, returned by Omar Bolden for 29 yards (tackle by Jason Trusnik)",0.000,-0.480
2,12:49,1,10,DEN 23,14,3,Peyton Manning pass complete short left to Emmanuel Sanders for 6 yards (tackle by Olivier Vernon),0.480,0.740
2,12:06,2,4,DEN 29,14,3,Peyton Manning pass incomplete short left intended for Demaryius Thomas,0.740,0.740
2,12:03,2,4,DEN 29,14,3,Timeout #2 by Denver Broncos,0.740,0.040
2,12:03,3,4,DEN 29,14,3,Peyton Manning pass complete short right to Emmanuel Sanders for 18 yards (tackle by Brent Grimes),0.040,2.060
2,11:27,1,10,DEN 47,14,3,Peyton Manning pass complete short right to Emmanuel Sanders for 2 yards (tackle by Brent Grimes),2.060,1.790
2,10:47,2,8,DEN 49,14,3,C.J. Anderson right end for 25 yards (tackle by Louis Delmas),1.790,3.840
2,10:06,1,10,MIA 26,14,3,C.J. Anderson up the middle for 1 yard (tackle by Jimmy Wilson),3.840,3.430
2,9:36,2,9,MIA 25,14,3,C.J. Anderson right tackle for 4 yards (tackle by Reshad Jones and Jelani Jenkins),3.430,3.270
2,8:49,3,5,MIA 21,14,3,"Peyton Manning pass complete short left to Emmanuel Sanders for 5 yards (tackle by Jimmy Wilson). Penalty on Jimmy Wilson: Horse Collar Tackle, 9 yards",3.270,5.600
2,8:25,1,7,MIA 7,14,3,Juwan Thompson left guard for 2 yards (tackle by Louis Delmas),5.600,5.150
2,7:45,2,5,MIA 5,14,3,"Peyton Manning pass complete short right to Jacob Tamme for 5 yards. Penalty on Demaryius Thomas: Offensive Pass Interference, 10 yards (no play)",5.150,3.460
2,7:40,2,15,MIA 15,14,3,Peyton Manning pass complete short left to Demaryius Thomas for 10 yards (tackle by Reshad Jones and Jelani Jenkins),3.460,4.260
2,7:13,3,5,MIA 5,14,9,"Peyton Manning pass complete short left to Demaryius Thomas for 5 yards, touchdown",4.260,7.000
2,7:13,,,MIA 2,14,10,Brandon McManus kicks extra point good,0.000,0.000
2,7:13,,,DEN 35,14,10,"Brandon McManus kicks off 72 yards, returned by Damian Williams for 20 yards (tackle by Corey Nelson)",0.000,0.320
2,7:02,1,10,MIA 13,14,10,Lamar Miller up the middle for 3 yards (tackle by Terrance Knighton),-0.320,-0.440
2,6:28,2,7,MIA 16,14,10,"Ryan Tannehill pass complete short right to Brandon Gibson for 4 yards (tackle by Aqib Talib). Brandon Gibson fumbles (forced by Aqib Talib), ball out of bounds at MIA-20",-0.440,-0.590
2,6:03,3,3,MIA 20,14,10,Ryan Tannehill pass complete short left to Mike Wallace for 11 yards (tackle by Aqib Talib),-0.590,1.000
2,5:26,1,10,MIA 31,14,10,"Ryan Tannehill pass complete short left to Brandon Gibson for 6 yards (tackle by Chris Harris). Brandon Gibson fumbles (forced by Chris Harris), ball out of bounds at MIA-37",1.000,1.270
2,5:08,2,4,MIA 37,14,10,LaMichael James right tackle for 3 yards (tackle by Malik Jackson),1.270,0.960
2,4:33,3,1,MIA 40,14,10,Daniel Thomas up the middle for 10 yards (tackle by Rahim Moore),0.960,2.260
2,3:53,1,10,,14,10,Ryan Tannehill pass complete short right to Brian Hartline for 18 yards,2.260,3.450
2,3:20,1,10,DEN 32,14,10,LaMichael James left guard for 1 yard (tackle by Derek Wolfe and Brandon Marshall),3.450,3.040
2,2:36,2,9,DEN 31,14,10,"Ryan Tannehill pass complete short left to Rishard Matthews for 18 yards (tackle by Rahim Moore). Rishard Matthews fumbles (forced by Rahim Moore), recovered by Lamar Miller at DEN-10",3.040,4.910
2,2:00,1,10,DEN 10,20,10,"Ryan Tannehill pass complete short right to Mike Wallace for 10 yards, touchdown",4.910,7.000
2,2:00,,,DEN 2,21,10,Caleb Sturgis kicks extra point good,0.000,0.000
2,2:00,,,MIA 35,21,10,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,1:54,1,10,DEN 20,21,10,Peyton Manning pass complete short right to Demaryius Thomas for 21 yards (tackle by Louis Delmas),0.280,1.660
2,1:30,1,10,DEN 41,21,10,Peyton Manning pass complete short left to Emmanuel Sanders for 11 yards (tackle by Jamar Taylor),1.660,2.390
2,1:07,1,10,MIA 48,21,10,Peyton Manning pass incomplete deep left intended for Emmanuel Sanders,2.390,1.850
2,1:01,2,10,MIA 48,21,10,"C.J. Anderson right guard for 5 yards (tackle by Jelani Jenkins). Penalty on Will Montgomery: Illegal Use of Hands, 10 yards (no play)",1.850,0.500
2,0:56,2,20,DEN 42,21,10,Peyton Manning pass incomplete short right intended for Demaryius Thomas,0.500,-0.160
2,0:51,3,20,DEN 42,21,10,Peyton Manning pass complete deep left to Emmanuel Sanders for 35 yards (tackle by Jamar Taylor). Penalty on Jamar Taylor: Illegal Contact (Declined),-0.160,4.040
2,0:43,1,10,MIA 23,21,10,Peyton Manning pass complete short right to Demaryius Thomas for 4 yards (tackle by Koa Misi),4.040,4.050
2,0:22,2,6,MIA 19,21,10,Peyton Manning pass complete short right to Wes Welker for 5 yards (tackle by Koa Misi),4.050,4.050
2,0:16,2,6,MIA 19,21,10,Timeout #3 by Denver Broncos,4.050,4.280
2,0:16,3,1,MIA 14,21,16,"Peyton Manning pass complete short right to Demaryius Thomas for 14 yards, touchdown",4.280,7.000
2,0:16,,,MIA 2,21,17,Brandon McManus kicks extra point good,0.000,0.000
2,0:16,,,DEN 35,21,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,0:12,1,10,MIA 20,21,17,Ryan Tannehill kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,21,17,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
3,14:59,1,10,DEN 20,21,17,C.J. Anderson up the middle for 4 yards (tackle by Reshad Jones),0.280,0.270
3,14:30,2,6,DEN 24,21,17,C.J. Anderson up the middle for 3 yards (tackle by Jelani Jenkins),0.270,-0.030
3,13:48,3,3,DEN 27,21,17,Peyton Manning pass complete short left to Wes Welker for 5 yards (tackle by Jamar Taylor),-0.030,1.070
3,13:42,1,10,DEN 32,21,17,C.J. Anderson up the middle for 12 yards (tackle by Reshad Jones),1.070,1.860
3,13:04,1,10,DEN 44,21,17,C.J. Anderson up the middle for 5 yards (tackle by Louis Delmas),1.860,1.990
3,12:35,2,5,DEN 49,21,17,Juwan Thompson up the middle for 3 yards (tackle by Koa Misi),1.990,1.690
3,12:02,3,2,MIA 48,21,17,Juwan Thompson right tackle for 21 yards (tackle by Jelani Jenkins),1.690,3.780
3,11:25,1,10,MIA 27,21,17,C.J. Anderson up the middle for 3 yards (tackle by Cameron Wake),3.780,3.640
3,10:48,2,7,MIA 24,21,17,"Penalty on Earl Mitchell: Encroachment, 5 yards (no play)",3.640,4.350
3,10:31,2,2,MIA 19,21,17,C.J. Anderson up the middle for 3 yards (tackle by Louis Delmas and Randy Starks),4.350,4.510
3,9:56,1,10,MIA 16,21,17,Peyton Manning pass complete short middle to C.J. Anderson for 5 yards (tackle by Koa Misi),4.510,4.760
3,9:28,2,5,MIA 11,21,17,C.J. Anderson left guard for 4 yards (tackle by Cameron Wake),4.760,4.850
3,8:48,3,1,MIA 7,21,17,Peyton Manning sacked by Jelani Jenkins for -8 yards,4.850,2.440
3,8:11,4,9,MIA 15,21,17,Brandon McManus 33 yard field goal no good,2.440,-0.480
3,8:06,1,10,MIA 23,21,17,Ryan Tannehill pass complete short left to Damian Williams for -1 yards (tackle by Rahim Moore and T.J. Ward),0.480,-0.200
3,7:31,2,11,MIA 22,21,17,Lamar Miller up the middle for 3 yards (tackle by DeMarcus Ware),-0.200,-0.490
3,6:48,3,8,MIA 25,21,17,Ryan Tannehill pass complete short middle to Dion Sims for 9 yards (tackle by T.J. Ward),-0.490,1.200
3,6:10,1,10,MIA 34,21,17,Lamar Miller up the middle for -2 yards (tackle by Brandon Marshall),1.200,0.390
3,5:30,2,12,MIA 32,21,17,Ryan Tannehill pass complete short right to Brandon Gibson for 13 yards (tackle by Omar Bolden),0.390,1.930
3,5:01,1,10,MIA 45,21,17,Ryan Tannehill sacked by Terrance Knighton for -12 yards,1.930,-0.240
3,4:17,2,22,MIA 33,21,17,Ryan Tannehill pass incomplete short left intended for Brandon Gibson (defended by Bradley Roby),-0.240,-0.890
3,4:11,3,22,MIA 33,21,17,Ryan Tannehill pass complete short right to Jarvis Landry for 3 yards (tackle by Chris Harris),-0.890,-0.980
3,3:35,4,19,MIA 36,21,17,"Brandon Fields punts 52 yards, returned by Isaiah Burse for no gain. Isaiah Burse fumbles (forced by Damian Williams), recovered by John Denney at DEN-12",-0.980,4.780
3,3:20,1,10,DEN 12,21,17,Ryan Tannehill pass incomplete short right intended for Jarvis Landry (defended by Chris Harris),4.780,4.100
3,3:12,2,10,DEN 12,21,17,Ryan Tannehill pass incomplete short left intended for Damian Williams (defended by T.J. Ward),4.100,4.100
3,3:05,2,10,DEN 12,21,17,Timeout #1 by Denver Broncos,4.100,3.120
3,3:05,3,10,DEN 12,21,17,"Ryan Tannehill pass incomplete is intercepted by Von Miller at DEN-22 and returned for 3 yards. Von Miller fumbles (forced by Damian Williams), recovered by Mike Pouncey at DEN-25 (tackle by Derek Wolfe). Penalty on T.J. Ward: Defensive Holding, 5 yards (no play)",3.120,5.600
3,2:56,1,7,DEN 7,21,17,Lamar Miller up the middle for 2 yards (tackle by Terrance Knighton),5.600,5.150
3,2:15,2,5,DEN 5,27,17,"Ryan Tannehill pass complete short left to Jarvis Landry for 5 yards, touchdown",5.150,7.000
3,2:15,,,DEN 2,28,17,Caleb Sturgis kicks extra point good,0.000,0.000
3,2:15,,,MIA 35,28,17,"Caleb Sturgis kicks off 65 yards, returned by Omar Bolden for 40 yards (tackle by Jimmy Wilson)",0.000,-1.600
3,2:04,1,10,DEN 40,28,17,Peyton Manning pass complete short left to Demaryius Thomas for 2 yards (tackle by Jamar Taylor),1.600,1.320
3,1:36,2,8,DEN 42,28,17,C.J. Anderson up the middle for 9 yards (tackle by Jelani Jenkins),1.320,2.320
3,1:10,1,10,MIA 49,28,17,Peyton Manning pass incomplete short right intended for Emmanuel Sanders (defended by Brent Grimes),2.320,1.780
3,1:04,2,10,MIA 49,28,17,C.J. Anderson left end for 8 yards (tackle by Jelani Jenkins),1.780,2.150
3,0:22,3,2,MIA 41,28,17,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,2.150,0.530
3,0:17,4,2,MIA 41,28,17,C.J. Anderson left guard for 20 yards (tackle by Lowell Rose),0.530,4.170
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 21,28,17,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,4.170,3.630
4,14:55,2,10,MIA 21,28,17,Peyton Manning pass complete short right to Demaryius Thomas for 16 yards (tackle by Jelani Jenkins),3.630,6.060
4,14:13,1,5,MIA 5,28,23,"Peyton Manning pass complete short right to Demaryius Thomas for 5 yards, touchdown",6.060,7.000
4,14:13,,,,28,25,"Two Point Attempt: Peyton Manning pass complete to Emmanuel Sanders, conversion succeeds",0.000,1.000
4,14:13,,,DEN 35,28,25,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,14:09,1,10,MIA 20,28,25,Lamar Miller up the middle for 2 yards (tackle by Quanterus Smith),0.280,0.000
4,13:34,2,8,MIA 22,28,25,Ryan Tannehill pass complete short right to Brandon Gibson for 13 yards (tackle by Rahim Moore),0.000,1.270
4,12:57,1,10,MIA 35,28,25,Lamar Miller left end for -4 yards (tackle by Brandon Marshall),1.270,0.180
4,12:11,2,14,MIA 31,28,25,Ryan Tannehill pass incomplete short right intended for Dion Sims,0.180,-0.490
4,12:07,3,14,MIA 31,28,25,Ryan Tannehill pass complete short right to Rishard Matthews for 6 yards (tackle by Kayvon Webster),-0.490,-0.910
4,11:30,4,8,MIA 37,28,25,"Brandon Fields punts 55 yards, returned by Isaiah Burse for 12 yards (tackle by Walt Aikens). Penalty on Damian Williams: Offensive Holding, 10 yards",-0.910,-0.940
4,11:17,1,10,DEN 30,28,25,Peyton Manning pass complete short right to C.J. Anderson for 8 yards (tackle by Koa Misi),0.940,1.470
4,10:38,2,2,DEN 38,28,25,C.J. Anderson up the middle for 1 yard (tackle by Philip Wheeler),1.470,0.890
4,10:01,3,1,DEN 39,28,25,"Penalty on Randy Starks: Neutral Zone Infraction, 6 yards (no play)",0.890,1.930
4,9:42,1,10,DEN 45,28,25,Peyton Manning pass complete deep right to Emmanuel Sanders for 19 yards (tackle by Louis Delmas),1.930,3.180
4,8:58,1,10,MIA 36,28,25,C.J. Anderson right tackle for -1 yards (tackle by Olivier Vernon),3.180,2.500
4,8:26,2,11,MIA 37,28,25,"C.J. Anderson left tackle for 2 yards (tackle by Louis Delmas). Penalty on Orlando Franklin: Offensive Holding, 10 yards",2.500,1.420
4,8:02,2,19,MIA 45,28,25,Peyton Manning pass complete short left to Emmanuel Sanders for 17 yards (tackle by Jelani Jenkins),1.420,3.010
4,7:22,3,2,MIA 28,28,25,Peyton Manning pass complete short left to Emmanuel Sanders for 12 yards (tackle by Walt Aikens). Penalty on Walt Aikens: Defensive Pass Interference (Declined),3.010,4.510
4,6:59,1,10,MIA 16,28,25,Peyton Manning pass complete short left to C.J. Anderson for 9 yards (tackle by Walt Aikens),4.510,4.510
4,6:23,1,10,MIA 16,28,25,Timeout #1 by Miami Dolphins,4.510,5.540
4,6:22,2,1,MIA 7,28,25,"C.J. Anderson up the middle for 3 yards (tackle by Cameron Wake). Penalty on Manuel Ramirez: Unnecessary Roughness, 15 yards",5.540,4.310
4,6:03,1,10,MIA 19,28,25,"Peyton Manning pass incomplete deep left intended for Emmanuel Sanders. Penalty on Jimmy Wilson: Illegal Use of Hands, 5 yards (no play)",4.310,4.650
4,5:43,1,10,MIA 14,28,25,Peyton Manning pass complete short right to Demaryius Thomas for 4 yards (tackle by Jelani Jenkins),4.650,4.710
4,5:05,2,6,MIA 10,28,31,"C.J. Anderson up the middle for 10 yards, touchdown",4.710,7.000
4,5:05,,,MIA 2,28,32,Brandon McManus kicks extra point good,0.000,0.000
4,5:05,,,DEN 35,28,32,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,5:01,1,10,MIA 20,28,32,Lamar Miller up the middle for 6 yards (tackle by Malik Jackson),0.280,0.540
4,4:28,2,4,MIA 26,28,32,Ryan Tannehill pass complete short right to Jarvis Landry for 9 yards (tackle by Omar Bolden),0.540,1.270
4,3:45,1,10,MIA 35,28,32,Ryan Tannehill pass incomplete short right intended for Jarvis Landry is intercepted by T.J. Ward at MIA-45 and returned for 37 yards,1.270,-5.370
4,3:30,1,8,MIA 8,28,32,Peyton Manning pass complete short left to Wes Welker for 6 yards (tackle by Jimmy Wilson),5.370,5.370
4,3:17,1,8,MIA 8,28,32,Timeout #2 by Miami Dolphins,5.370,5.720
4,3:17,2,2,MIA 2,28,38,"Peyton Manning pass complete short right to Wes Welker for 2 yards, touchdown",5.720,7.000
4,3:17,,,MIA 2,28,39,Brandon McManus kicks extra point good,0.000,0.000
4,3:17,,,DEN 35,28,39,"Brandon McManus kicks off 69 yards, returned by Jarvis Landry for 20 yards (tackle by Omar Bolden)",0.000,0.140
4,3:08,1,10,MIA 16,28,39,Ryan Tannehill pass complete short middle to Brian Hartline for 21 yards (tackle by Rahim Moore),-0.140,1.400
4,2:43,1,10,MIA 37,28,39,Ryan Tannehill pass complete short middle to Lamar Miller for 8 yards (tackle by Bradley Roby),1.400,1.940
4,2:19,2,2,MIA 45,28,39,Ryan Tannehill pass complete short left to Mike Wallace for 4 yards (tackle by Bradley Roby),1.940,2.190
4,2:14,1,10,MIA 49,28,39,Ryan Tannehill pass complete short right to Dion Sims for 3 yards,2.190,2.050
4,2:06,2,7,DEN 48,28,39,Ryan Tannehill pass incomplete deep left intended for Rishard Matthews,2.050,1.360
4,2:01,3,7,DEN 48,28,39,Ryan Tannehill pass complete short left to Jarvis Landry for 5 yards (tackle by Chris Harris),1.360,0.400
4,1:55,4,2,DEN 43,28,39,"Ryan Tannehill pass complete short middle to Jarvis Landry for 7 yards (tackle by Chris Harris). Penalty on Malik Jackson: Unnecessary Roughness, 15 yards",0.400,4.170
4,1:47,1,10,DEN 21,28,39,Ryan Tannehill pass incomplete deep left intended for Mike Wallace,4.170,3.630
4,1:42,2,10,DEN 21,28,39,"Ryan Tannehill pass incomplete deep right intended for Rishard Matthews. Penalty on Omar Bolden: Defensive Pass Interference, 20 yards (no play)",3.630,3.630
,,,,,,,"Replay Assistant challenged the tipped pass ruling, and the play was upheld.",,
4,1:37,2,10,DEN 21,28,39,Timeout #2 by Denver Broncos,3.630,6.970
4,1:37,1,1,DEN 1,34,39,"Ryan Tannehill pass complete short left to Jarvis Landry for 1 yard, touchdown",6.970,7.000
4,1:37,,,,34,39,"Two Point Attempt: Ryan Tannehill pass incomplete intended for Brian Hartline, conversion fails. Penalty on T.J. Ward: Defensive Pass Interference, 1 yards (no play)",0.000,-1.000
4,1:37,,,,36,39,"Two Point Attempt: Daniel Thomas up the middle, conversion succeeds",0.000,1.000
4,1:37,,,MIA 35,36,39,"Caleb Sturgis kicks onside 9 yards, recovered by C.J. Anderson",0.000,-2.650
4,1:33,1,10,MIA 44,36,39,C.J. Anderson up the middle for 2 yards (tackle by Derrick Shelby),2.650,2.650
4,1:30,1,10,MIA 44,36,39,Timeout #3 by Miami Dolphins,2.650,2.380
4,1:30,2,8,MIA 42,36,39,C.J. Anderson right end for 26 yards (tackle by Louis Delmas),2.380,4.510
4,0:44,1,10,MIA 16,36,39,Peyton Manning kneels for -1 yards,4.510,3.770
4,0:22,2,11,MIA 17,36,39,Peyton Manning kneels for -1 yards,3.770,2.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
