Quarter,Time,Down,ToGo,Location,BAL,LAC,Detail,EPB,EPA
1,5:32,3,4,LAC 49,3,0,"Philip Rivers pass complete deep right to Keenan Allen for 27 yards (tackle by Eric Weddle). Penalty on Keenan Allen: Offensive Pass Interference, 10 yards (no play)",1.350,0.040
1,5:17,3,14,LAC 39,3,0,"Philip Rivers pass complete deep left to Mike Williams for 28 yards (tackle by C.J. Mosley). Penalty on Keenan Allen: Illegal Shift, 5 yards (no play)",0.040,-0.620
1,5:00,3,19,LAC 34,3,0,Philip Rivers pass incomplete short left intended for Justin Jackson,-0.620,-1.110
1,4:55,4,19,LAC 34,3,0,"Donnie Jones punts 49 yards, fair catch by Cyrus Jones at BAL-17",-1.110,0.060
1,4:47,1,10,BAL 17,3,0,Kenneth Dixon right end for 5 yards (tackle by Brandon Mebane and Derwin James),-0.060,0.210
1,4:02,2,5,BAL 22,3,0,Kenneth Dixon right guard for 3 yards (tackle by Adrian Phillips),0.210,-0.240
1,3:27,3,2,BAL 25,3,0,Lamar Jackson up the middle for 27 yards (tackle by Derwin James),-0.240,2.390
1,2:50,1,10,LAC 48,3,0,Gus Edwards right tackle for -1 yards (tackle by Kyle Emanuel),2.390,1.710
1,2:17,2,11,LAC 49,3,0,Lamar Jackson pass complete short right to Kenneth Dixon for 11 yards (tackle by Damion Square),1.710,3.050
1,1:35,1,10,LAC 38,3,0,Lamar Jackson pass complete short right to Gus Edwards for 13 yards (tackle by Derwin James),3.050,3.910
1,1:00,1,10,LAC 25,3,0,Lamar Jackson left end for -1 yards (tackle by Adrian Phillips),3.910,3.230
1,0:19,2,11,LAC 26,3,0,Lamar Jackson right tackle for 2 yards (tackle by Jatavis Brown and Adrian Phillips),3.230,2.810
Quarter,Time,Down,ToGo,Location,BAL,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,LAC 24,3,0,Lamar Jackson pass complete short middle to Mark Andrews for 15 yards (tackle by Derwin James and Jahleel Addae),2.810,5.140
2,14:14,1,9,LAC 9,3,0,Lamar Jackson left end for 4 yards,5.140,5.150
2,13:38,2,5,LAC 5,3,0,Gus Edwards up the middle for 1 yard (tackle by Melvin Ingram and Darius Philon),5.150,4.490
2,12:57,3,4,LAC 4,3,0,Kenneth Dixon right guard for 2 yards (tackle by Brandon Mebane),4.490,3.250
2,12:15,4,2,LAC 2,3,0,Lamar Jackson pass incomplete short right intended for Michael Crabtree. Penalty on Michael Crabtree: Offensive Pass Interference (Declined),3.250,0.380
2,12:10,1,10,LAC 3,3,0,Melvin Gordon left end for 2 yards (tackle by Brandon Williams and Matt Judon),-0.380,-0.630
2,11:31,2,8,LAC 5,3,0,Philip Rivers pass complete short middle to Virgil Green for 9 yards (tackle by Za'Darius Smith),-0.630,-0.280
2,10:53,1,10,LAC 14,3,0,Philip Rivers pass complete short right to Travis Benjamin for 11 yards (tackle by Za'Darius Smith),-0.280,0.610
2,10:17,1,10,LAC 25,3,0,Melvin Gordon left end for 3 yards (tackle by Eric Weddle),0.610,0.470
2,9:39,2,7,LAC 28,3,0,Melvin Gordon right end for 2 yards (tackle by C.J. Mosley),0.470,0.040
2,8:56,3,5,LAC 30,3,0,"Philip Rivers pass complete short middle to Keenan Allen for 7 yards (tackle by Tony Jefferson). Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",0.040,-1.290
2,8:29,3,15,LAC 20,3,0,Philip Rivers pass incomplete short right intended for Justin Jackson,-1.290,-2.030
2,8:25,4,15,LAC 20,3,0,"Donnie Jones punts 47 yards, returned by Cyrus Jones for 19 yards (tackle by Geremy Davis)",-2.030,-2.390
2,8:11,1,10,LAC 48,3,0,Gus Edwards up the middle for 6 yards (tackle by Jatavis Brown),2.390,2.660
2,7:39,2,4,LAC 42,3,0,Gus Edwards up the middle for 2 yards (tackle by Isaac Rochell),2.660,2.210
2,7:00,3,2,LAC 40,3,0,Gus Edwards right tackle for 1 yard (tackle by Kyle Emanuel),2.210,0.660
2,6:24,4,1,LAC 39,3,0,Lamar Jackson up the middle for 2 yards (tackle by Melvin Ingram),0.660,3.120
2,5:46,1,10,LAC 37,3,0,Kenneth Dixon right end for -2 yards (tackle by Kyle Emanuel),3.120,2.300
2,5:04,2,12,LAC 39,3,0,Lamar Jackson pass incomplete deep right intended for John Brown (defended by Michael Davis),2.300,1.620
2,4:58,,,,,,Timeout #1 by Baltimore Ravens,,
2,4:58,3,12,LAC 39,3,0,Kenneth Dixon right tackle for 19 yards (tackle by Casey Hayward),1.620,4.240
2,4:16,1,10,LAC 20,3,0,Gus Edwards right end for no gain (tackle by Michael Davis),4.240,3.690
2,3:40,2,10,LAC 20,3,0,Lamar Jackson pass incomplete short right intended for John Brown,3.690,3.010
2,3:35,3,10,LAC 20,3,0,Lamar Jackson up the middle for 3 yards (tackle by Adrian Phillips),3.010,2.310
2,2:54,4,7,LAC 17,6,0,Justin Tucker 35 yard field goal good,2.310,3.000
2,2:50,,,BAL 35,6,0,"Justin Tucker kicks off 67 yards, returned by Desmond King for no gain (tackle by Chuck Clark)",0.000,0.540
2,2:43,1,10,LAC 24,6,0,Philip Rivers pass complete short left to Justin Jackson for 8 yards (tackle by Michael Pierce and Jimmy Smith),0.540,1.080
2,2:14,2,2,LAC 32,6,0,Philip Rivers pass complete short middle to Keenan Allen for 7 yards (tackle by Patrick Onwuasor),1.080,1.530
2,2:00,1,10,LAC 39,6,0,Philip Rivers pass complete short middle to Justin Jackson for 5 yards (tackle by Marlon Humphrey),1.530,1.660
2,1:31,2,5,LAC 44,6,0,"Penalty on Michael Schofield: False Start, 5 yards (no play)",1.660,0.990
2,1:12,2,10,LAC 39,6,0,Philip Rivers pass complete short middle to Keenan Allen for 9 yards (tackle by Marlon Humphrey),0.990,1.490
2,1:08,,,,,,Timeout #1 by Los Angeles Chargers,,
2,1:08,3,1,LAC 48,6,0,"Philip Rivers pass incomplete deep middle intended for Keenan Allen. Penalty on Tony Jefferson: Defensive Pass Interference, 15 yards (no play)",1.490,3.120
2,1:04,1,10,BAL 37,6,0,"Philip Rivers pass complete short right to Justin Jackson for 2 yards (tackle by Tony Jefferson). Penalty on Tony Jefferson: Unnecessary Roughness, 15 yards",3.120,4.240
2,0:59,1,10,BAL 20,6,0,Philip Rivers pass incomplete short right intended for Justin Jackson,4.240,3.690
2,0:55,2,10,BAL 20,6,0,Philip Rivers pass incomplete short left,3.690,3.010
2,0:50,3,10,BAL 20,6,0,Philip Rivers pass incomplete short middle intended for Antonio Gates,3.010,2.120
2,0:45,4,10,BAL 20,6,3,Michael Badgley 38 yard field goal good,2.120,3.000
2,0:40,,,LAC 35,6,3,"Michael Badgley kicks off 62 yards, returned by Chris Moore for no gain (tackle by Jeff Richards)",0.000,0.940
2,0:34,1,10,BAL 30,6,3,Lamar Jackson pass incomplete short right intended for Kenneth Dixon,0.940,0.390
2,0:30,2,10,BAL 30,6,3,Lamar Jackson pass complete deep middle to Michael Crabtree for 20 yards (tackle by Jatavis Brown),0.390,2.260
2,0:23,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:23,1,10,BAL 50,6,3,Lamar Jackson pass incomplete short right intended for Ty Montgomery,2.260,1.710
2,0:14,2,10,BAL 50,6,3,Lamar Jackson pass incomplete short right intended for Michael Crabtree (defended by Casey Hayward),1.710,1.030
2,0:08,3,10,BAL 50,6,3,"Penalty on BAL: Delay of Game, 5 yards (no play)",1.030,0.370
2,0:08,3,15,BAL 45,6,3,Lamar Jackson pass complete short right to Chris Moore for 8 yards (tackle by Casey Hayward),0.370,0.130
2,0:04,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:04,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:03,4,7,LAC 47,6,3,"Justin Tucker 65 yard field goal no good, returned by Derwin James for 31 yards",0.130,2.520
Quarter,Time,Down,ToGo,Location,BAL,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,6,3,"Michael Badgley kicks off 63 yards, returned by Chris Moore for no gain (tackle by Adrian Phillips)",0.000,0.280
3,14:55,1,10,BAL 20,6,3,"Kenneth Dixon right end for no gain (tackle by Darius Philon). Kenneth Dixon fumbles (forced by Darius Philon), recovered by Melvin Ingram at BAL-21 and returned for 4 yards (tackle by Lamar Jackson). Melvin Ingram fumbles (forced by Lamar Jackson), recovered by Melvin Ingram at BAL-17 and returned for 4 yards",0.280,-4.440
3,14:44,1,10,BAL 17,6,3,Melvin Gordon up the middle for 13 yards (tackle by Patrick Onwuasor),4.440,6.280
3,13:58,1,4,BAL 4,6,3,Melvin Gordon up the middle for 3 yards (tackle by Patrick Onwuasor),6.280,5.910
3,13:21,2,1,BAL 1,6,9,"Melvin Gordon up the middle for 1 yard, touchdown",5.910,7.000
3,13:18,,,BAL 15,6,10,Michael Badgley kicks extra point good,0.000,0.000
3,13:18,,,LAC 35,6,10,"Michael Badgley kicks off 60 yards, returned by Chris Moore for no gain (tackle by Adrian Phillips)",0.000,-0.220
3,13:11,1,10,BAL 15,6,10,Lamar Jackson pass complete short left to John Brown for 17 yards (tackle by Michael Davis and Jatavis Brown),-0.220,1.070
3,12:28,1,10,BAL 32,12,10,"Lamar Jackson pass complete deep left to Mark Andrews for 68 yards, touchdown",1.070,7.000
3,12:18,,,LAC 15,13,10,Justin Tucker kicks extra point good,0.000,0.000
3,12:18,,,BAL 35,13,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,12:18,1,10,LAC 25,13,10,Philip Rivers pass complete short left to Melvin Gordon for 12 yards (tackle by C.J. Mosley and Patrick Onwuasor),0.610,1.400
3,11:41,1,10,LAC 37,13,10,Melvin Gordon right tackle for 1 yard (tackle by Terrell Suggs and C.J. Mosley),1.400,0.990
3,11:03,2,9,LAC 38,13,10,"Melvin Gordon right end for no gain (tackle by C.J. Mosley and Tavon Young). Penalty on Mike Pouncey: Offensive Holding, 10 yards (no play)",0.990,-0.360
3,10:34,2,19,LAC 28,13,10,Philip Rivers sacked by Patrick Onwuasor for -8 yards,-0.360,-2.080
3,9:50,3,27,LAC 20,13,10,Philip Rivers pass complete short middle to Justin Jackson for 10 yards (tackle by Marlon Humphrey),-2.080,-1.370
3,9:17,4,17,LAC 30,13,10,"Donnie Jones punts 36 yards, returned by Cyrus Jones for -2 yards (tackle by Derek Watt)",-1.370,-1.070
3,9:07,1,10,BAL 32,13,10,Lamar Jackson pass complete short right to Nick Boyle for 7 yards (tackle by Desmond King and Adrian Phillips),1.070,1.470
3,8:32,2,3,BAL 39,13,10,Gus Edwards up the middle for 2 yards (tackle by Jatavis Brown and Justin Jones),1.470,1.030
3,7:55,3,1,BAL 41,13,10,Lamar Jackson right end for 10 yards (tackle by Derwin James),1.030,2.320
3,7:16,1,10,LAC 49,13,10,"Lamar Jackson pass incomplete short left intended for Michael Crabtree (defended by Michael Davis). Penalty on Michael Davis: Defensive Pass Interference, 9 yards (no play)",2.320,2.920
3,7:11,1,10,LAC 40,13,10,Gus Edwards left tackle for 3 yards (tackle by Jatavis Brown and Brandon Mebane),2.920,2.780
3,6:28,2,7,LAC 37,13,10,Lamar Jackson sacked by Darius Philon and Joey Bosa for -1 yards,2.780,1.950
3,5:48,3,8,LAC 38,13,10,Lamar Jackson pass incomplete short right intended for John Brown (defended by Casey Hayward),1.950,0.720
3,5:41,4,8,LAC 38,16,10,Justin Tucker 56 yard field goal good,0.720,3.000
3,5:36,,,BAL 35,16,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,5:36,1,10,LAC 25,16,10,Philip Rivers up the middle for 1 yard (tackle by Tyus Bowser),0.610,0.200
3,4:55,2,9,LAC 26,16,10,"Melvin Gordon right end for 3 yards (tackle by C.J. Mosley). Penalty on Tyrell Williams: Illegal Block Above the Waist, 10 yards",0.200,-0.810
3,4:25,2,16,LAC 19,16,10,Philip Rivers sacked by Za'Darius Smith and Brent Urban for -7 yards,-0.810,-2.940
3,3:38,3,23,LAC 12,16,10,Philip Rivers pass complete short middle to Justin Jackson for 9 yards (tackle by C.J. Mosley and Tony Jefferson),-2.940,-1.960
3,3:05,4,14,LAC 21,16,10,Donnie Jones punts 34 yards out of bounds,-1.960,-1.930
3,2:57,1,10,BAL 45,16,10,"Penalty on Kenneth Dixon: False Start, 5 yards (no play)",1.930,1.600
3,2:57,1,15,BAL 40,16,10,Lamar Jackson pass complete short right to Nick Boyle for 8 yards (tackle by Jatavis Brown),1.600,1.790
3,2:17,2,7,BAL 48,16,10,Gus Edwards up the middle for 1 yard (tackle by Brandon Mebane),1.790,1.220
3,1:40,3,6,BAL 49,16,10,Lamar Jackson pass incomplete short middle intended for Hayden Hurst (defended by Derwin James),1.220,-0.130
3,1:35,4,6,BAL 49,16,10,"Sam Koch punts 39 yards, fair catch by Desmond King at LAC-12",-0.130,0.350
3,1:27,1,10,LAC 12,16,10,Melvin Gordon left tackle for 1 yard (tackle by Terrell Suggs),-0.350,-0.700
3,0:56,2,9,LAC 13,16,10,Philip Rivers pass complete short left to Antonio Gates for 5 yards (tackle by Patrick Onwuasor),-0.700,-0.720
3,0:22,3,4,LAC 18,16,10,Philip Rivers pass complete short right to Antonio Gates for 5 yards (tackle by Tony Jefferson),-0.720,0.480
Quarter,Time,Down,ToGo,Location,BAL,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAC 23,16,10,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Tony Jefferson),0.480,-0.070
4,14:56,2,10,LAC 23,16,10,Philip Rivers pass incomplete short right intended for Keenan Allen (defended by Marlon Humphrey),-0.070,-0.760
4,14:52,3,10,LAC 23,16,10,Philip Rivers pass incomplete deep right intended for Mike Williams,-0.760,-1.830
4,14:46,4,10,LAC 23,16,10,"Donnie Jones punts 48 yards, fair catch by Cyrus Jones at BAL-29",-1.830,-0.870
4,14:37,1,10,BAL 29,16,10,Kenneth Dixon right end for -2 yards (tackle by Joey Bosa),0.870,0.060
4,14:05,2,12,BAL 27,16,10,Lamar Jackson up the middle for 1 yard (tackle by Desmond King),0.060,-0.490
4,13:22,3,11,BAL 28,16,10,Lamar Jackson left end for 1 yard (tackle by Desmond King),-0.490,-1.440
4,12:32,4,10,BAL 29,16,10,"Sam Koch punts 54 yards, returned by Desmond King for 9 yards (tackle by Morgan Cox)",-1.440,-0.670
4,12:19,1,10,LAC 26,16,10,Philip Rivers pass complete short left to Melvin Gordon for -2 yards (tackle by Tavon Young),0.670,-0.140
4,11:39,2,12,LAC 24,16,10,Travis Benjamin right end for 6 yards (tackle by Kenny Young),-0.140,-0.030
4,10:59,3,6,LAC 30,16,10,Philip Rivers pass complete short left to Tyrell Williams for 12 yards,-0.030,1.730
4,10:29,1,10,LAC 42,16,10,Mike Williams right end for 4 yards (tackle by Tony Jefferson),1.730,1.730
4,9:45,2,6,LAC 46,16,10,Philip Rivers sacked by Patrick Onwuasor for -8 yards,1.730,-0.030
4,9:01,3,14,LAC 38,16,10,Philip Rivers pass complete deep middle to Keenan Allen for 17 yards (tackle by C.J. Mosley),-0.030,2.590
4,8:21,1,10,BAL 45,16,10,Melvin Gordon left end for 4 yards (tackle by Jimmy Smith),2.590,2.580
4,7:39,2,6,BAL 41,16,10,Philip Rivers pass incomplete short left intended for Keenan Allen,2.580,1.880
4,7:35,3,6,BAL 41,16,10,Philip Rivers pass complete short right to Justin Jackson for 7 yards (tackle by Brandon Carr),1.880,3.310
4,6:51,1,10,BAL 34,16,10,Philip Rivers pass complete short right to Justin Jackson for 6 yards (tackle by Tony Jefferson),3.310,3.580
4,6:10,2,4,BAL 28,16,10,Justin Jackson right end for -1 yards (tackle by Tony Jefferson),3.580,2.740
4,5:29,3,5,BAL 29,16,10,Philip Rivers sacked by Za'Darius Smith for -11 yards,2.740,0.590
4,4:46,4,16,BAL 40,16,10,Donnie Jones punts 38 yards downed by Geremy Davis,0.590,0.380
4,4:35,1,10,BAL 2,16,10,Gus Edwards up the middle for 2 yards (tackle by Uchenna Nwosu),-0.380,-0.630
4,4:01,2,8,BAL 4,16,10,Gus Edwards left tackle for 3 yards (tackle by Brandon Mebane and Jatavis Brown),-0.630,-0.840
4,3:20,3,5,BAL 7,16,10,Lamar Jackson sacked by Darius Philon for -1 yards,-0.840,-2.490
4,3:12,,,,,,Timeout #1 by Los Angeles Chargers,,
4,3:12,4,6,BAL 6,16,10,"Sam Koch punts 57 yards, returned by Desmond King for 24 yards (tackle by Chris Moore and Tyus Bowser)",-2.490,-2.980
4,3:00,1,10,BAL 39,16,10,"Melvin Gordon left end for no gain (tackle by Jimmy Smith). Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",2.980,2.320
4,2:54,1,20,BAL 49,22,10,"Philip Rivers pass complete short left to Antonio Gates for 11 yards (tackle by Patrick Onwuasor). Antonio Gates fumbles (forced by Patrick Onwuasor), recovered by Tavon Young at BAL-38 and returned for 62 yards, touchdown",2.320,-7.000
4,2:40,,,BAL 35,22,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,2:40,1,10,LAC 25,22,10,Philip Rivers pass complete short left to Keenan Allen for 8 yards (tackle by Eric Weddle),0.610,1.140
4,2:19,2,2,LAC 33,22,10,Philip Rivers pass complete short right to Mike Williams for 7 yards (tackle by Brandon Carr and C.J. Mosley),1.140,1.600
4,2:00,1,10,LAC 40,22,10,Philip Rivers pass complete short left to Keenan Allen for 17 yards (tackle by Jimmy Smith),1.600,2.720
4,1:41,1,10,BAL 43,22,10,Philip Rivers pass incomplete short right intended for Tyrell Williams,2.720,2.180
4,1:37,2,10,BAL 43,22,10,Philip Rivers pass incomplete deep left intended for Travis Benjamin,2.180,1.490
4,1:31,3,10,BAL 43,22,10,Philip Rivers pass deep middle intended for Travis Benjamin is intercepted by Marlon Humphrey at BAL-0 and returned for no gain,1.490,-0.280
4,1:21,1,10,BAL 20,22,10,Gus Edwards right end for 21 yards (tackle by Casey Hayward),0.280,1.660
4,1:15,,,,,,Timeout #2 by Los Angeles Chargers,,
4,1:14,1,10,BAL 41,22,10,Lamar Jackson kneels for -1 yards,1.660,0.990
4,0:32,2,11,BAL 40,22,10,Lamar Jackson kneels for -1 yards,0.990,0.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
