Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Jacoby Jones,HOU,0,0,,0,0,3,-4,-1.3,0,0
Andre' Davis,HOU,3,67,22.3,0,0,0,0,,0,0
Kevin Walter,HOU,1,7,7.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Cortland Finnegan,TEN,0,0,,0,0,2,11,5.5,0,0
Chris Barclay,TEN,3,64,21.3,0,0,0,0,,0,0
Michael Griffin,TEN,1,24,24.0,0,0,0,0,,0,0
