Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
2,13:44,3,10,ARI 19,7,0,Matt Leinart pass complete short middle to Jerheme Urban for 13 yards (tackle by Aaron Smith),-1.070,1.070
2,13:14,1,10,ARI 32,7,0,Matt Leinart pass complete short right to Bryant Johnson for 7 yards (tackle by Troy Polamalu),1.070,1.470
2,12:34,2,3,ARI 39,7,0,Edgerrin James up the middle for 6 yards (tackle by James Farrior),1.470,1.930
2,11:52,1,10,ARI 45,7,0,Matt Leinart up the middle for 9 yards (tackle by Larry Foote),1.930,2.600
2,11:10,2,1,PIT 46,7,0,Edgerrin James left tackle for 4 yards (tackle by Nick Eason),2.600,2.790
2,11:10,1,10,PIT 42,7,0,Matt Leinart pass incomplete short middle intended for Leonard Pope,2.790,2.240
2,10:16,2,10,PIT 42,7,0,Matt Leinart sacked by Aaron Smith and James Harrison for -4 yards,2.240,1.030
2,9:39,3,14,PIT 46,7,0,Matt Leinart pass incomplete short middle intended for Bryant Johnson,1.030,0.200
2,9:32,4,14,PIT 46,7,0,"Mike Barr punts 46 yards, touchback",0.200,-0.280
2,9:24,1,10,PIT 20,7,0,Ben Roethlisberger pass complete short middle to Willie Parker for 4 yards (tackle by Calvin Pace),0.280,0.270
2,8:39,2,6,PIT 24,7,0,Willie Parker left tackle for -5 yards (tackle by Antonio Smith),0.270,-1.140
2,7:55,3,11,PIT 19,7,0,Ben Roethlisberger pass complete short right to Willie Reid for 10 yards (tackle by Ralph Brown),-1.140,-1.440
2,7:24,4,1,PIT 29,7,0,Ben Roethlisberger up the middle for 2 yards (tackle by Calvin Pace),-1.440,1.000
2,6:43,1,10,PIT 31,7,0,Willie Parker left end for no gain (tackle by Terrence Holt),1.000,0.460
2,5:57,2,10,PIT 31,7,0,Willie Parker right tackle for 1 yard (tackle by Karlos Dansby and Rodney Bailey),0.460,-0.100
2,5:13,3,9,PIT 32,7,0,Ben Roethlisberger pass incomplete short middle intended for Najeh Davenport (defended by Antrel Rolle),-0.100,-1.240
2,5:13,4,9,PIT 32,7,0,"Daniel Sepulveda punts 52 yards, returned by Steve Breaston for 13 yards (tackle by James Harrison). Penalty on Lawrence Timmons: Player Out of Bounds on Punt, 5 yards",-1.240,-1.200
2,4:56,1,10,ARI 34,7,0,Edgerrin James right tackle for 9 yards (tackle by Clark Haggans),1.200,1.870
2,4:22,2,1,ARI 43,7,0,"Kurt Warner pass complete short right to Larry Fitzgerald for 20 yards (tackle by Ike Taylor). Larry Fitzgerald fumbles (forced by Ike Taylor), recovered by Troy Polamalu at PIT-35 and returned for 13 yards (tackle by Jerheme Urban)",1.870,-2.130
2,4:13,1,10,PIT 48,7,0,Willie Parker right tackle for 3 yards (tackle by Gabe Watson and Darnell Dockett),2.130,1.990
2,3:32,2,7,ARI 49,7,0,Willie Parker up the middle for 2 yards (tackle by Calvin Pace),1.990,1.550
2,2:46,3,5,ARI 47,7,0,"Ben Roethlisberger sacked by Darnell Dockett and Bertrand Berry for -9 yards. Ben Roethlisberger fumbles (forced by Darnell Dockett), recovered by Alan Faneca at PIT-44",1.550,-0.460
2,2:00,4,14,PIT 44,7,0,"Daniel Sepulveda punts 56 yards, touchback",-0.460,-0.280
2,1:51,1,10,ARI 20,7,0,Kurt Warner pass incomplete short right intended for Sean Morey,0.280,-0.270
2,1:47,2,10,ARI 20,7,0,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald,-0.270,-0.960
2,1:39,3,10,ARI 20,7,0,Kurt Warner pass complete deep right to Bryant Johnson for 19 yards (tackle by Aaron Smith),-0.960,1.530
2,1:12,1,10,ARI 39,7,0,Kurt Warner pass incomplete short left intended for Jerheme Urban,1.530,0.990
2,1:10,2,10,ARI 39,7,0,Kurt Warner sacked by Clark Haggans for -6 yards,0.990,-0.490
2,0:20,3,16,ARI 33,7,0,Kurt Warner pass complete deep right to Jerheme Urban for 20 yards (tackle by Ike Taylor),-0.490,2.460
2,0:14,1,10,PIT 47,7,0,Kurt Warner pass complete short right to Larry Fitzgerald for 6 yards (tackle by Ryan Clark),2.460,2.720
2,0:11,2,4,PIT 41,7,0,Kurt Warner pass incomplete short left intended for Bryant Johnson,2.720,2.010
2,0:07,3,4,PIT 41,7,0,"Penalty on Elton Brown: False Start, 5 yards (no play)",2.010,1.350
2,0:07,3,9,PIT 46,7,0,Kurt Warner pass complete short middle to Larry Fitzgerald for 12 yards (tackle by Ike Taylor),1.350,3.310
2,0:04,,,,7,0,Timeout #2 by Arizona Cardinals,0.000,3.310
2,0:04,1,10,PIT 34,7,0,Neil Rackers 52 yard field goal no good,3.310,1.660
Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,7,0,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,PIT 20,7,0,Willie Parker up the middle for 2 yards (tackle by Bertrand Berry),0.280,0.000
3,14:17,2,8,PIT 22,7,0,Willie Parker left tackle for 1 yard (tackle by Gerald Hayes),0.000,-0.560
3,13:32,3,7,PIT 23,7,0,"Ben Roethlisberger pass incomplete short right intended for Santonio Holmes. Penalty on Karlos Dansby: Illegal Contact, 5 yards (no play)",-0.560,0.810
3,13:32,1,10,PIT 28,7,0,Ben Roethlisberger pass complete short left to Willie Parker for 10 yards (tackle by Eric Green),0.810,1.470
3,12:48,1,10,PIT 38,7,0,Willie Parker left tackle for 4 yards (tackle by Adrian Wilson and Calvin Pace),1.470,1.460
3,12:10,2,6,PIT 42,7,0,"Ben Roethlisberger for no gain. Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at PIT-26",1.460,-1.350
3,11:32,3,22,PIT 26,7,0,Ben Roethlisberger pass incomplete deep middle intended for Najeh Davenport,-1.350,-1.630
3,11:32,4,22,PIT 26,7,0,"Daniel Sepulveda punts 51 yards, returned by Steve Breaston for 7 yards (tackle by William Gay)",-1.630,-0.940
3,11:07,1,10,ARI 30,7,0,Kurt Warner pass complete short left to Larry Fitzgerald for 4 yards (tackle by Bryant McFadden),0.940,0.930
3,10:35,2,6,ARI 34,7,0,Edgerrin James left tackle for 9 yards (tackle by Aaron Smith),0.930,1.800
3,10:02,1,10,ARI 43,7,0,Kurt Warner pass complete short left to Larry Fitzgerald for 9 yards (tackle by Bryant McFadden),1.800,2.470
3,9:44,2,1,PIT 48,7,0,Edgerrin James left tackle for 4 yards (tackle by Bryant McFadden and Brett Keisel),2.470,2.650
3,9:00,1,10,PIT 44,7,0,Kurt Warner pass complete short left to Larry Fitzgerald for 9 yards (tackle by Bryant McFadden),2.650,3.330
3,8:42,2,1,PIT 35,7,0,"Kurt Warner pass complete short middle to Jerheme Urban for 11 yards (tackle by Ike Taylor). Penalty on Ike Taylor: Taunting, 12 yards",3.330,4.780
3,8:42,1,10,PIT 12,7,0,Kurt Warner pass complete short left to Larry Fitzgerald for 6 yards (tackle by Deshea Townsend),4.780,5.210
3,7:33,2,4,PIT 6,7,0,Kurt Warner pass incomplete short left intended for Bryant Johnson,5.210,4.380
3,7:30,3,4,PIT 6,7,6,"Kurt Warner pass complete short middle to Jerheme Urban for 6 yards, touchdown",4.380,7.000
,,,,,,,"PIT challenged the pass completion ruling, and the play was upheld.",,
3,,,,PIT 2,7,7,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,7,7,"Neil Rackers kicks off 66 yards, returned by Najeh Davenport for 22 yards (tackle by Aaron Francisco)",0.000,0.670
3,7:17,1,10,PIT 26,7,7,Ben Roethlisberger pass complete short right to Nate Washington for 9 yards (tackle by Roderick Hood),0.670,1.350
3,6:37,2,1,PIT 35,7,7,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,1.350,0.630
3,6:33,3,1,PIT 35,7,7,Willie Parker right tackle for 2 yards (tackle by Darnell Dockett),0.630,1.400
3,5:57,1,10,PIT 37,7,7,Willie Parker left tackle for 1 yard (tackle by Gerald Hayes and Adrian Wilson),1.400,0.990
3,5:17,2,9,PIT 38,7,7,Willie Parker up the middle for 5 yards (tackle by Calvin Pace and Gabe Watson),0.990,0.960
3,5:17,3,4,PIT 43,7,7,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",0.960,0.300
3,4:10,3,9,PIT 38,7,7,Ben Roethlisberger pass incomplete short middle intended for Cedrick Wilson (defended by Karlos Dansby),0.300,-0.850
3,4:10,4,9,PIT 38,7,7,Daniel Sepulveda punts 44 yards,-0.850,-0.040
3,3:46,1,10,ARI 18,7,7,Kurt Warner pass complete short left to Bryant Johnson for 3 yards (tackle by Bryant McFadden),0.040,0.010
3,3:11,2,7,ARI 21,7,7,Kurt Warner pass complete short right to Jerheme Urban for 3 yards (tackle by Deshea Townsend),0.010,-0.400
3,2:28,3,4,ARI 24,7,7,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by James Harrison at ARI-4 (tackle by Elton Brown)",-0.400,-6.280
3,2:13,1,4,ARI 4,7,7,Willie Parker up the middle for 2 yards (tackle by Chris Cooper),6.280,5.720
3,1:37,2,2,ARI 2,7,7,Willie Parker right tackle for no gain (tackle by Adrian Wilson),5.720,4.950
3,0:53,3,2,ARI 2,7,7,Ben Roethlisberger pass incomplete short middle intended for Heath Miller is intercepted by Adrian Wilson at ARI-0,4.950,-0.280
3,0:48,1,10,ARI 20,7,7,Edgerrin James up the middle for 2 yards (tackle by Clark Haggans),0.280,0.000
3,0:16,2,8,ARI 22,7,7,Kurt Warner pass incomplete short middle intended for Edgerrin James,0.000,-0.690
3,0:16,3,8,ARI 22,7,7,"Penalty on Elton Brown: False Start, 5 yards (no play)",-0.690,-1.510
3,0:12,3,13,ARI 17,7,7,Kurt Warner pass complete short right to Larry Fitzgerald for 4 yards (tackle by Bryant McFadden),-1.510,-1.960
Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,ARI 21,7,7,"Mike Barr punts 45 yards, fair catch by Allen Rossum. Penalty on LaMarr Woodley: Offensive Holding, 10 yards",-1.960,-0.540
4,14:56,1,10,PIT 24,7,7,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,0.540,0.000
4,14:49,2,10,PIT 24,7,7,"Penalty on Willie Colon: False Start, 5 yards (no play)",0.000,-0.740
4,14:49,2,15,PIT 19,7,7,Ben Roethlisberger pass incomplete deep right intended for Cedrick Wilson,-0.740,-1.430
4,14:46,3,15,PIT 19,7,7,Ben Roethlisberger pass incomplete short left intended for Heath Miller,-1.430,-2.140
4,14:46,4,15,PIT 19,7,7,"Daniel Sepulveda punts 59 yards, returned by Steve Breaston for 3 yards (tackle by Arnold Harrison). Penalty on Carey Davis: Ineligible Downfield Kick, 5 yards (no play)",-2.140,-2.470
4,14:28,4,20,PIT 14,7,13,"Daniel Sepulveda punts 59 yards, returned by Steve Breaston for 73 yards, touchdown",-2.470,-7.000
4,,,,PIT 2,7,14,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,7,14,"Neil Rackers kicks off 72 yards, returned by Allen Rossum for 23 yards (tackle by Ralph Brown)",0.000,0.340
4,14:04,1,10,PIT 21,7,14,Willie Parker left tackle for 20 yards (tackle by Terrence Holt),0.340,1.660
4,13:35,1,10,PIT 41,7,14,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by Roderick Hood),1.660,1.120
4,13:29,2,10,PIT 41,7,14,"Willie Parker up the middle for -8 yards. Willie Parker fumbles, recovered by Willie Parker at PIT-33",1.120,-0.630
4,12:45,3,18,PIT 33,7,14,"Penalty on Marvel Smith: False Start, 5 yards (no play)",-0.630,-1.290
4,12:24,3,23,PIT 28,7,14,Ben Roethlisberger pass complete short right to Willie Reid for 13 yards (tackle by Ralph Brown),-1.290,-0.650
4,11:41,4,10,PIT 41,7,14,Daniel Sepulveda punts 41 yards,-0.650,-0.040
4,11:33,1,10,ARI 18,7,14,Matt Leinart pass complete deep left to Larry Fitzgerald for 38 yards (tackle by Ike Taylor),0.040,2.650
4,10:45,1,10,PIT 44,7,14,Edgerrin James left tackle for 2 yards (tackle by Deshea Townsend),2.650,2.380
4,10:07,2,8,PIT 42,7,14,Matt Leinart pass complete short left to Edgerrin James for 7 yards (tackle by Brett Keisel),2.380,2.610
4,9:18,3,1,PIT 35,7,14,Edgerrin James left tackle for 2 yards (tackle by Larry Foote),2.610,3.380
4,8:32,1,10,PIT 33,7,14,Edgerrin James left tackle for -2 yards (tackle by Chris Hoke and Deshea Townsend),3.380,2.570
4,7:56,2,12,PIT 35,7,14,"Matt Leinart pass complete short left to Troy Bienemann for 6 yards (tackle by Ryan Clark). Penalty on Clark Haggans: Defensive Offside, 5 yards (no play)",2.570,3.240
4,7:32,2,7,PIT 30,7,14,Kurt Warner pass incomplete (defended by Brett Keisel),3.240,2.540
4,7:29,3,7,PIT 30,7,14,Edgerrin James left tackle for 6 yards (tackle by Ryan Clark and William Gay),2.540,2.020
4,7:04,4,1,PIT 24,7,14,Matt Leinart up the middle for 1 yard (tackle by Aaron Smith),2.020,4.040
4,6:35,1,10,PIT 23,7,14,Matt Leinart pass complete short left to Bryant Johnson for 11 yards (tackle by Deshea Townsend),4.040,4.780
4,5:50,1,10,PIT 12,7,14,Edgerrin James up the middle for 2 yards (tackle by Ryan Clark),4.780,4.450
4,5:05,2,8,PIT 10,7,14,Matt Leinart pass incomplete short left intended for Larry Fitzgerald. Penalty on Elton Brown: Ineligible Downfield Pass (Declined),4.450,3.480
4,5:05,3,8,PIT 10,7,14,Edgerrin James left end for 8 yards (tackle by Ryan Clark),3.480,6.740
4,4:18,1,2,PIT 2,7,20,"Edgerrin James left tackle for 2 yards, touchdown",6.740,7.000
4,,,,PIT 2,7,21,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,,,"Neil Rackers kicks off 73 yards, returned by Allen Rossum for 25 yards (tackle by Darryl Blackstock). Penalty on Jerame Tuman: Offensive Holding, 10 yards, Penalty on Aaron Smith: Offensive Holding (Declined)",,
4,4:08,1,10,PIT 8,7,21,Ben Roethlisberger pass complete short right to Willie Parker for 12 yards (tackle by Antonio Smith),-0.380,0.280
4,3:40,1,10,PIT 20,7,21,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by Karlos Dansby),0.280,1.000
4,3:18,1,10,PIT 31,7,21,Ben Roethlisberger for 8 yards (tackle by Eric Green),1.000,1.540
4,3:11,2,2,PIT 39,7,21,Ben Roethlisberger pass complete deep left to Santonio Holmes for 22 yards (tackle by Eric Green),1.540,2.980
4,3:02,1,10,ARI 39,7,21,Ben Roethlisberger pass complete short middle to Nate Washington for 9 yards (tackle by Karlos Dansby),2.980,3.660
4,2:35,2,1,ARI 30,7,21,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,3.660,2.940
4,2:35,3,1,ARI 30,7,21,Najeh Davenport right tackle for 7 yards (tackle by Antonio Smith and Ralph Brown),2.940,4.040
4,2:04,1,10,ARI 23,7,21,Ben Roethlisberger left end for 16 yards (tackle by Antrel Rolle),4.040,5.600
4,1:54,1,7,ARI 7,13,21,"Ben Roethlisberger pass complete short left to Santonio Holmes for 7 yards, touchdown",5.600,7.000
4,,,,ARI 2,14,21,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,14,21,"Jeff Reed kicks onside 16 yards, recovered by Larry Fitzgerald. Penalty on Lawrence Timmons: Offside on Free Kick, 5 yards",0.000,2.850
4,1:48,1,10,PIT 41,14,21,Edgerrin James right tackle for 3 yards (tackle by Ike Taylor),2.850,2.710
4,1:44,,,,14,21,Timeout #2 by Pittsburgh Steelers,0.000,2.710
4,1:44,2,7,PIT 38,14,21,Edgerrin James up the middle for 1 yard (tackle by James Farrior),2.710,2.150
4,0:57,,,,14,21,Timeout #1 by Arizona Cardinals,0.000,2.150
4,0:57,3,6,PIT 37,14,21,Edgerrin James up the middle for 4 yards (tackle by Aaron Smith and James Farrior),2.150,1.200
4,0:52,,,,14,21,Timeout #3 by Pittsburgh Steelers,0.000,1.200
4,0:52,4,2,PIT 33,14,21,Mike Barr punts 24 yards,1.200,0.380
4,0:46,1,10,PIT 9,14,21,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes (defended by Eric Green),-0.380,-0.780
4,0:40,2,10,PIT 9,14,21,Ben Roethlisberger pass complete deep right to Santonio Holmes for 31 yards (tackle by Karlos Dansby),-0.780,1.600
4,0:32,1,10,PIT 40,14,21,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,1.600,1.050
4,0:26,2,10,PIT 40,14,21,Ben Roethlisberger sacked by Darnell Dockett and Calvin Pace for -8 yards. Penalty on Willie Colon: Offensive Holding (Declined),1.050,-0.690
4,0:19,3,18,PIT 32,14,21,Ben Roethlisberger pass incomplete deep middle intended for Nate Washington is intercepted by Ralph Brown at ARI-45 and returned for 5 yards (tackle by Nate Washington),-0.690,-2.260
4,0:06,1,10,,14,21,Matt Leinart kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
