Player,Pos
Matt Ryan,QB
Michael Turner,RB
Lousaka Polite,FB
Roddy White,WR
Julio Jones,WR
Tony Gonzalez,TE
Sam Baker,LT
Justin Blalock,LG
Todd McClure,C
Peter Konz,RG
Tyson Clabo,RT
Vance Walker,LDE
Peria Jerry,DT
Jonathan Babineaux,DT
John Abraham,RDE
Stephen Nicholas,OLB
Mike Peterson,OLB
Akeem Dent,MLB
Dunta Robinson,CB
Asante Samuel,CB
William Moore,S
Thomas DeCoud,S
