#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,KAN 20,10,4:20,57,Field Goal
2,1,7:38,KAN 14,6,2:49,13,Punt
3,1,3:22,KAN 30,3,2:08,-6,Punt
4,1,1:14,OAK 29,6,2:13,16,Field Goal
5,2,11:57,KAN 33,3,1:14,-2,Punt
6,2,5:55,KAN 17,4,2:34,15,Punt
7,2,1:37,KAN 19,3,0:42,5,Punt
8,2,0:06,KAN 17,1,0:06,-1,End of Half
9,3,13:09,KAN 27,3,1:34,7,Punt
10,3,9:48,KAN 39,3,1:12,13,Interception
11,3,7:04,KAN 17,6,3:36,71,Missed FG
12,3,2:37,KAN 20,3,1:36,5,Punt
13,4,14:40,KAN 26,9,3:10,74,Touchdown
14,4,5:49,KAN 20,8,4:03,19,Punt
15,4,0:34,OAK 15,1,0:34,-1,End of Game
