Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
1,15:00,1,10,KAN 20,0,0,Larry Johnson left end for 9 yards (tackle by Michael Huff),0.280,0.950
1,14:34,2,1,KAN 29,0,0,Larry Johnson right tackle for 3 yards (tackle by Warren Sapp),0.950,1.070
1,13:59,1,10,KAN 32,0,0,Larry Johnson right guard for 1 yard (tackle by Warren Sapp and Derrick Burgess),1.070,0.660
1,13:20,2,9,KAN 33,0,0,Damon Huard pass incomplete short right intended for Kris Wilson,0.660,-0.030
1,13:16,3,9,KAN 33,0,0,Damon Huard pass complete short middle to Dwayne Bowe for 22 yards (tackle by Kirk Morrison),-0.030,2.590
1,12:44,1,10,OAK 45,0,0,Damon Huard pass complete deep middle to Tony Gonzalez for 20 yards (tackle by Michael Huff),2.590,3.910
1,12:03,1,10,OAK 25,0,0,Samie Parker left end for 2 yards (tackle by Thomas Howard),3.910,3.630
1,11:25,2,8,OAK 23,0,0,Damon Huard pass incomplete short left intended for Larry Johnson,3.630,2.940
1,11:20,3,8,OAK 23,0,0,Larry Johnson up the middle for no gain (tackle by Tommy Kelly),2.940,1.930
1,10:44,4,8,OAK 23,3,0,Dave Rayner 41 yard field goal good,1.930,3.000
1,,,,KAN 30,3,0,"Dave Rayner kicks off 65 yards, returned by Dominic Rhodes for 22 yards (tackle by Napoleon Harris)",0.000,0.740
1,10:34,1,10,OAK 27,3,0,LaMont Jordan right tackle for 5 yards (tackle by Ron Edwards and Jared Allen),0.740,0.870
1,9:57,2,5,OAK 32,3,0,LaMont Jordan left tackle for no gain (tackle by Jared Allen),0.870,0.170
1,9:19,3,5,OAK 32,3,0,Daunte Culpepper pass complete short right to Ronald Curry for 13 yards (tackle by Jarrad Page),0.170,1.930
1,8:53,1,10,OAK 45,3,0,LaMont Jordan right end for no gain (tackle by Derrick O. Johnson),1.930,1.380
1,8:30,2,10,OAK 45,3,0,LaMont Jordan left tackle for 1 yard (tackle by Jared Allen),1.380,0.830
1,7:50,3,9,OAK 46,3,0,Daunte Culpepper pass incomplete short left intended for Zach Miller,0.830,-0.320
1,7:44,4,9,OAK 46,3,0,"Shane Lechler punts 40 yards, fair catch by Eddie Drummond",-0.320,0.280
1,7:38,1,10,KAN 14,3,0,Larry Johnson right tackle for 2 yards (tackle by Thomas Howard),-0.280,-0.510
1,7:02,2,8,KAN 16,3,0,Damon Huard pass complete short left to Kris Wilson for 7 yards (tackle by Thomas Howard),-0.510,-0.320
1,6:27,3,1,KAN 23,3,0,Larry Johnson up the middle for 2 yards (tackle by Kirk Morrison),-0.320,0.610
1,5:48,1,10,KAN 25,3,0,Larry Johnson right guard for 2 yards (tackle by Derrick Burgess),0.610,0.330
1,5:07,2,8,KAN 27,3,0,Damon Huard pass incomplete short middle intended for Jeff Webb,0.330,-0.360
1,5:04,3,8,KAN 27,3,0,Damon Huard pass incomplete short middle intended for Kris Wilson (defended by Michael Huff),-0.360,-1.570
1,4:59,4,8,KAN 27,3,0,"Dustin Colquitt punts 45 yards, returned by Chris Carr for -1 yards (tackle by Rashad Barksdale)",-1.570,-0.740
1,4:49,1,10,OAK 27,3,0,Daunte Culpepper sacked by Jared Allen for -8 yards,0.740,-0.940
1,4:19,2,18,OAK 19,3,0,LaMont Jordan right tackle for 1 yard (tackle by Jarrad Page),-0.940,-1.420
1,3:41,3,17,OAK 20,3,0,Daunte Culpepper pass incomplete short left intended for Mike Williams,-1.420,-2.030
1,3:35,4,17,OAK 20,3,0,"Shane Lechler punts 59 yards, returned by Eddie Drummond for 9 yards (tackle by Tony Stewart)",-2.030,-0.940
1,3:22,1,10,KAN 30,3,0,Larry Johnson left end for -2 yards (tackle by Tommy Kelly and Thomas Howard),0.940,0.120
1,2:42,2,12,KAN 28,3,0,Larry Johnson up the middle for 2 yards (tackle by Robert W. Thomas),0.120,-0.300
1,2:03,3,10,KAN 30,3,0,Damon Huard pass complete short left to Priest Holmes for -6 yards (tackle by Nnamdi Asomugha),-0.300,-1.770
1,1:25,4,16,KAN 24,3,0,"Dustin Colquitt punts 47 yards, muffed catch by Nnamdi Asomugha, recovered by Jon McGraw and returned for no gain",-1.770,3.640
1,1:14,1,10,OAK 29,3,0,Larry Johnson up the middle for no gain (tackle by Derrick Burgess),3.640,3.100
1,0:35,2,10,OAK 29,3,0,Damon Huard pass complete short left to Larry Johnson for 11 yards (tackle by Stanford Routt),3.100,4.370
