Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
1,4:10,3,1,SEA 15,0,7,Robert Griffin III pass complete short right to Logan Paulsen for 11 yards (tackle by Malcolm Smith),4.170,6.280
1,3:23,1,4,SEA 4,0,7,Robert Griffin III pass incomplete short right intended for Pierre Garcon (defended by Brandon Browner),6.280,5.340
1,3:15,2,4,SEA 4,0,7,Alfred Morris up the middle for no gain (tackle by Chris Clemons and K.J. Wright),5.340,4.490
1,2:31,3,4,SEA 4,0,13,"Robert Griffin III pass complete short middle to Logan Paulsen for 4 yards, touchdown. Penalty on Bruce Irvin: Unnecessary Roughness, 15 yards",4.490,7.000
1,2:31,,,SEA 2,0,14,Kai Forbath kicks extra point good,0.000,0.000
1,2:26,,,,0,14,"Kai Forbath kicks off 50 yards, touchback",0.000,0.280
1,2:26,1,10,SEA 20,0,14,Marshawn Lynch left tackle for 4 yards (tackle by Ryan Kerrigan),0.280,0.270
1,1:43,2,6,SEA 24,0,14,Russell Wilson sacked by Perry Riley for -6 yards,0.270,-1.330
1,1:07,3,12,SEA 18,0,14,Russell Wilson pass complete short right to Zach Miller for 12 yards (tackle by DeAngelo Hall and Josh Wilson),-1.330,0.940
1,0:27,1,10,SEA 30,0,14,Marshawn Lynch right end for 1 yard (tackle by Jarvis Jenkins and Kedric Golston),0.940,0.530
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,SEA 31,0,14,Russell Wilson right guard for 19 yards (tackle by London Fletcher),0.530,2.260
2,14:20,1,10,,0,14,Russell Wilson pass complete short left to Marshawn Lynch for 9 yards (tackle by Cedric Griffin and Lorenzo Alexander),2.260,2.930
2,13:44,2,1,WAS 41,0,14,Robert Turbin left tackle for 2 yards (tackle by London Fletcher and Jarvis Jenkins),2.930,2.980
2,13:06,1,10,WAS 39,0,14,Russell Wilson pass complete deep right to Sidney Rice for 27 yards (tackle by DeAngelo Hall and Cedric Griffin),2.980,4.780
2,12:57,1,10,WAS 12,0,14,Robert Turbin right end for 3 yards (tackle by Rob Jackson and London Fletcher),4.780,4.640
2,12:24,2,7,WAS 9,0,14,Russell Wilson pass incomplete short middle intended for Doug Baldwin (defended by Reed Doughty),4.640,3.700
2,12:13,3,7,WAS 9,0,14,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",3.700,0.000
2,12:13,,,,0,14,Timeout #1 by Seattle Seahawks,0.000,3.060
2,12:13,3,12,WAS 14,0,14,Russell Wilson pass incomplete short middle intended for Sidney Rice,3.060,2.510
2,12:09,4,12,WAS 14,3,14,Steven Hauschka 32 yard field goal good,2.510,3.000
2,12:05,,,SEA 35,3,14,"Steven Hauschka kicks off 59 yards, returned by Niles Paul for 17 yards (tackle by Malcolm Smith)",0.000,0.480
2,11:59,1,10,WAS 23,3,14,"Robert Griffin III sacked by Chris Clemons for -4 yards. Robert Griffin III fumbles (forced by Chris Clemons), recovered by Chris Chester at WAS-19. Penalty on Brandon Browner: Illegal Contact, 5 yards (no play)",0.480,0.810
2,11:30,1,10,WAS 28,3,14,Alfred Morris left end for 7 yards (tackle by K.J. Wright and Heath Farwell),0.810,1.210
2,10:50,2,3,WAS 35,3,14,Alfred Morris right end for 1 yard (tackle by Bobby Wagner and Red Bryant),1.210,0.630
2,10:02,3,2,WAS 36,3,14,Robert Griffin III pass incomplete short right intended for Logan Paulsen,0.630,-0.980
2,9:54,4,2,WAS 36,3,14,"Saverio Rocca punts 37 yards, fair catch by Leon Washington",-0.980,-0.740
2,9:46,1,10,SEA 27,3,14,Marshawn Lynch left tackle for 8 yards (tackle by Madieu Williams and London Fletcher),0.740,1.280
2,9:03,2,2,SEA 35,3,14,Marshawn Lynch left guard for 5 yards (tackle by Ryan Kerrigan and London Fletcher),1.280,1.600
2,8:23,1,10,SEA 40,3,14,"Russell Wilson right end for 4 yards (tackle by Perry Riley). Penalty on Rob Jackson: Defensive Offside, 5 yards (no play)",1.600,2.330
2,7:58,1,5,SEA 45,3,14,"Russell Wilson for -1 yards. Russell Wilson fumbles, recovered by Marshawn Lynch at SEA-44",2.330,3.180
2,7:25,1,10,WAS 36,3,14,Robert Turbin left end for 1 yard (tackle by Perry Riley),3.180,2.770
2,6:45,2,9,WAS 35,3,14,Russell Wilson pass complete short right to Michael Robinson for 19 yards (tackle by Reed Doughty),2.770,4.510
2,6:00,1,10,WAS 16,3,14,Russell Wilson right end for 11 yards (tackle by Madieu Williams and DeAngelo Hall),4.510,6.060
2,5:20,1,5,WAS 5,3,14,Marshawn Lynch up the middle for 1 yard (tackle by Reed Doughty),6.060,5.340
2,4:45,2,4,WAS 4,9,14,"Russell Wilson pass complete short left to Michael Robinson for 4 yards, touchdown",5.340,7.000
2,4:45,,,WAS 2,10,14,Steven Hauschka kicks extra point good,0.000,0.000
2,4:38,,,SEA 35,10,14,"Jon Ryan kicks off 58 yards, returned by Niles Paul for 19 yards (tackle by Jermaine Kearse)",0.000,0.670
2,4:33,1,10,WAS 26,10,14,Alfred Morris right end for 3 yards (tackle by Bobby Wagner and Clinton McDonald),0.670,0.540
2,3:54,2,7,WAS 29,10,14,Robert Griffin III pass incomplete deep left intended for Pierre Garcon is intercepted by Earl Thomas at SEA-24 and returned for 2 yards (tackle by Josh Morgan),0.540,-0.670
2,3:36,1,10,SEA 26,10,14,Russell Wilson pass incomplete deep middle intended for Sidney Rice (defended by London Fletcher),0.670,0.130
2,3:29,2,10,SEA 26,10,14,Russell Wilson right tackle for 5 yards (tackle by London Fletcher),0.130,0.100
2,2:47,3,5,SEA 31,10,14,Russell Wilson pass complete short middle to Doug Baldwin for 6 yards (tackle by Perry Riley),0.100,1.400
2,2:12,1,10,SEA 37,10,14,Russell Wilson pass complete short middle to Doug Baldwin for 33 yards (tackle by DeAngelo Hall),1.400,3.580
2,2:00,1,10,WAS 30,10,14,Marshawn Lynch up the middle for 6 yards (tackle by Rob Jackson and Jarvis Jenkins),3.580,3.840
2,1:23,2,4,WAS 24,10,14,Marshawn Lynch left guard for 5 yards (tackle by Rob Jackson and Reed Doughty),3.840,4.310
2,0:44,1,10,WAS 19,10,14,Russell Wilson pass incomplete short middle intended for Anthony McCoy,4.310,3.750
2,0:39,2,10,WAS 19,10,14,Marshawn Lynch left end for 3 yards (tackle by London Fletcher),3.750,0.000
2,0:32,,,,10,14,Timeout #2 by Seattle Seahawks,0.000,3.410
2,0:32,3,7,WAS 16,10,14,Russell Wilson pass complete short middle to Golden Tate for 5 yards (tackle by DeAngelo Hall),3.410,0.000
2,0:04,,,,10,14,Timeout #3 by Seattle Seahawks,0.000,2.820
2,0:04,4,2,WAS 11,13,14,Steven Hauschka 29 yard field goal good,2.820,3.000
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,13,14,"Kai Forbath kicks off 57 yards, returned by Leon Washington for 22 yards (tackle by Chris Wilson)",0.000,0.940
3,14:54,1,10,SEA 30,13,14,Marshawn Lynch right end for 26 yards (tackle by London Fletcher),0.940,2.650
3,14:17,1,10,WAS 44,13,14,Russell Wilson pass complete short middle to Robert Turbin for 6 yards (tackle by Perry Riley and DeAngelo Hall),2.650,2.920
3,13:37,2,4,WAS 38,13,14,Robert Turbin left tackle for 3 yards (tackle by Perry Riley),2.920,2.610
3,12:49,3,1,WAS 35,13,14,Michael Robinson right tackle for 3 yards (tackle by Kedric Golston and Reed Doughty),2.610,3.450
3,12:09,1,10,WAS 32,13,14,Russell Wilson pass complete short left to Golden Tate for 15 yards (tackle by Josh Wilson),3.450,4.440
3,11:42,1,10,WAS 17,13,14,Marshawn Lynch up the middle for 15 yards (tackle by Josh Wilson and Reed Doughty),4.440,6.740
3,11:06,1,2,WAS 2,13,14,Marshawn Lynch right tackle for 1 yard (tackle by London Fletcher and Ryan Kerrigan),6.740,5.910
3,10:31,2,1,WAS 1,13,14,"Marshawn Lynch left tackle for -1 yards (tackle by Barry Cofield). Marshawn Lynch fumbles (forced by Barry Cofield), recovered by Jarvis Jenkins at WAS-2 (tackle by Golden Tate)",5.910,0.380
3,10:26,1,10,WAS 3,13,14,Darrel Young right guard for 3 yards (tackle by Bobby Wagner and Kam Chancellor),-0.380,-0.560
3,9:48,2,7,WAS 6,13,14,Robert Griffin III pass complete short right to Pierre Garcon for 3 yards (tackle by Alan Branch),-0.560,-0.720
3,9:02,3,4,WAS 9,13,14,Robert Griffin III pass complete short left to Santana Moss for 5 yards (tackle by LeRoy Hill and Brandon Browner),-0.720,-0.280
3,8:35,1,10,WAS 14,13,14,Alfred Morris left end for 6 yards (tackle by Kam Chancellor and Brandon Mebane),-0.280,0.150
3,7:56,2,4,WAS 20,13,14,Alfred Morris right end for 6 yards (tackle by K.J. Wright),0.150,0.670
3,7:13,1,10,WAS 26,13,14,Robert Griffin III pass complete short left to Josh Morgan for no gain,0.670,0.130
3,6:32,2,10,WAS 26,13,14,Alfred Morris right end for no gain (tackle by Alan Branch),0.130,-0.560
3,5:48,3,10,WAS 26,13,14,Robert Griffin III pass incomplete short middle intended for Josh Morgan,-0.560,-1.630
3,5:45,4,10,WAS 26,13,14,"Saverio Rocca punts 50 yards, returned by Leon Washington for 6 yards (tackle by Reed Doughty)",-1.630,-0.940
3,5:31,1,10,SEA 30,13,14,Russell Wilson pass complete short left to Golden Tate for 8 yards (tackle by London Fletcher),0.940,1.470
3,4:50,2,2,SEA 38,13,14,Russell Wilson sacked by Reed Doughty for -1 yards,1.470,0.630
3,4:09,3,3,SEA 37,13,14,"Russell Wilson pass incomplete short right intended for Doug Baldwin. Penalty on DeAngelo Hall: Defensive Holding, 5 yards (no play)",0.630,1.730
3,4:06,1,10,SEA 42,13,14,Russell Wilson up the middle for 28 yards (tackle by Josh Wilson),1.730,3.580
3,3:19,1,10,WAS 30,13,14,Marshawn Lynch left tackle for 2 yards (tackle by Doug Worthington and Reed Doughty),3.580,3.300
3,2:40,2,8,WAS 28,13,14,Russell Wilson pass incomplete deep right intended for Doug Baldwin,3.300,2.610
3,2:34,3,8,WAS 28,13,14,Russell Wilson sacked by Josh Wilson for -9 yards,2.610,0.790
3,2:34,4,17,WAS 37,13,14,Penalty on Jon Ryan: Delay of Game (Declined),0.790,0.790
3,1:35,4,17,WAS 37,13,14,"Jon Ryan punts 26 yards. Penalty on Bryan Kehl: Offensive Holding, 5 yards",0.790,0.380
3,1:24,1,10,WAS 6,13,14,Robert Griffin III sacked by Alan Branch for -4 yards,-0.380,-1.070
3,0:45,2,14,WAS 2,13,14,Robert Griffin III pass incomplete short left intended for Josh Morgan,-1.070,-1.890
3,0:40,3,14,WAS 2,13,14,Robert Griffin III pass complete short middle to Pierre Garcon for 8 yards (tackle by Bobby Wagner),-1.890,-2.490
3,0:12,4,6,WAS 10,13,14,"Saverio Rocca punts 53 yards, out of bounds",-2.490,-1.400
3,0:04,1,10,SEA 37,13,14,Marshawn Lynch right guard for 3 yards (tackle by Reed Doughty),1.400,1.260
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SEA 40,13,14,Russell Wilson right end for 5 yards (tackle by Stephen Bowen and London Fletcher),1.260,1.220
4,14:13,3,2,SEA 45,13,14,Russell Wilson sacked by Reed Doughty for -5 yards,1.220,-0.720
4,13:28,4,7,SEA 40,13,14,"Jon Ryan punts 38 yards, returned by Richard Crawford for no gain",-0.720,-0.410
4,13:18,1,10,WAS 22,13,14,Robert Griffin III left end for 9 yards (tackle by K.J. Wright),0.410,1.080
4,12:45,2,1,WAS 31,13,14,Alfred Morris right guard for 5 yards (tackle by Kam Chancellor and Alan Branch),1.080,1.330
4,12:00,1,10,WAS 36,13,14,Robert Griffin III pass incomplete deep right intended for Josh Morgan,1.330,0.790
4,11:54,2,10,WAS 36,13,14,Alfred Morris up the middle for 3 yards (tackle by LeRoy Hill and Red Bryant),0.790,0.500
4,11:12,3,7,WAS 39,13,14,Robert Griffin III pass incomplete short middle intended for Leonard Hankerson,0.500,-0.780
4,11:07,4,7,WAS 39,13,14,"Saverio Rocca punts 53 yards, returned by Leon Washington for 13 yards (tackle by Jerome Murphy)",-0.780,-0.340
4,10:53,1,10,SEA 21,13,14,Russell Wilson pass complete short middle to Golden Tate for 7 yards (tackle by Jarvis Jenkins and London Fletcher),0.340,0.750
4,10:17,2,3,SEA 28,13,14,Marshawn Lynch right guard for 18 yards (tackle by Rob Jackson and Chris Baker),0.750,1.990
4,9:35,1,10,SEA 46,13,14,Russell Wilson right end for no gain (tackle by Reed Doughty),1.990,1.450
4,9:00,2,10,SEA 46,13,14,Russell Wilson pass incomplete short right intended for Zach Miller,1.450,0.760
4,8:53,3,10,SEA 46,13,14,Russell Wilson pass complete short middle to Zach Miller for 22 yards (tackle by Lorenzo Alexander),0.760,3.450
4,8:07,1,10,WAS 32,13,14,Russell Wilson pass incomplete deep right intended for Sidney Rice,3.450,2.900
4,7:59,2,10,WAS 32,13,14,Marshawn Lynch right end for 5 yards (tackle by Ryan Kerrigan and London Fletcher),2.900,2.870
4,7:20,3,5,WAS 27,19,14,"Marshawn Lynch right guard for 27 yards, touchdown",2.870,7.000
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
4,7:20,,,,21,14,"Two Point Attempt: Russell Wilson pass complete to Zach Miller, conversion succeeds",0.000,1.000
4,7:08,,,SEA 35,21,14,"Jon Ryan kicks off 63 yards, returned by Niles Paul for 22 yards (tackle by Robert Turbin)",0.000,0.540
4,7:03,1,10,WAS 24,21,14,Robert Griffin III sacked by Bruce Irvin for -12 yards,0.540,-1.660
4,6:25,2,22,WAS 12,21,14,"Robert Griffin III for no gain. Robert Griffin III fumbles, recovered by Clinton McDonald at WAS-5 (tackle by Josh LeRibeus)",-1.660,-6.060
4,6:19,1,5,WAS 5,21,14,Marshawn Lynch right tackle for 1 yard (tackle by Rob Jackson),6.060,5.340
4,5:43,2,4,WAS 4,21,14,Russell Wilson pass incomplete short right intended for Zach Miller (defended by Madieu Williams),5.340,4.490
4,5:38,3,4,WAS 4,21,14,Russell Wilson pass incomplete short middle intended for Golden Tate (defended by DeAngelo Hall),4.490,3.030
4,5:35,4,4,WAS 4,24,14,Steven Hauschka 22 yard field goal good,3.030,3.000
4,5:32,,,SEA 35,24,14,"Jon Ryan kicks off 69 yards, returned by Niles Paul for 22 yards (tackle by Jeremy Lane)",0.000,0.040
4,5:26,1,10,WAS 18,24,14,Kirk Cousins pass complete short middle to Leonard Hankerson for 15 yards (tackle by Bobby Wagner),0.040,1.140
4,4:59,1,10,WAS 33,24,14,Kirk Cousins pass incomplete short right intended for Logan Paulsen (defended by Bruce Irvin),1.140,0.590
4,4:53,2,10,WAS 33,24,14,Kirk Cousins pass complete short left to Leonard Hankerson for 12 yards (tackle by Marcus Trufant),0.590,1.930
4,4:48,1,10,WAS 45,24,14,"Kirk Cousins for 2 yards. Kirk Cousins fumbles, recovered by Kirk Cousins at WAS-39",1.930,0.840
4,4:32,2,14,WAS 41,24,14,Kirk Cousins pass incomplete deep right intended for Santana Moss,0.840,0.170
4,4:27,3,14,WAS 41,24,14,Kirk Cousins pass incomplete short right intended for Josh Morgan,0.170,-0.650
4,4:21,4,14,WAS 41,24,14,Kirk Cousins pass incomplete short middle intended for Santana Moss,-0.650,-2.850
4,4:16,1,10,WAS 41,24,14,Robert Turbin right tackle for 5 yards (tackle by Perry Riley and Stephen Bowen),2.850,2.980
4,3:32,2,5,WAS 36,24,14,Robert Turbin up the middle for 3 yards (tackle by Jarvis Jenkins and Perry Riley),2.980,0.000
4,3:26,,,,24,14,Timeout #1 by Washington Redskins,0.000,2.680
4,3:26,3,2,WAS 33,24,14,Robert Turbin left end for 1 yard (tackle by London Fletcher and Reed Doughty),2.680,0.000
4,3:21,,,,24,14,Timeout #2 by Washington Redskins,0.000,1.310
4,3:21,4,1,WAS 32,24,14,Russell Wilson pass complete short left to Zach Miller for 6 yards (tackle by Reed Doughty),1.310,3.840
4,2:39,1,10,WAS 26,24,14,Robert Turbin right tackle for 4 yards (tackle by Rob Jackson),3.840,0.000
4,2:32,,,,24,14,Timeout #3 by Washington Redskins,0.000,3.840
4,2:32,2,6,WAS 22,24,14,Marshawn Lynch right end for 3 yards (tackle by Perry Riley),3.840,3.570
4,2:00,3,3,WAS 19,24,14,Marshawn Lynch left end for -1 yards (tackle by Lorenzo Alexander and Rob Jackson),3.570,2.200
4,1:16,4,4,WAS 20,24,14,Russell Wilson pass incomplete short right intended for Michael Robinson,2.200,-0.280
4,1:08,1,10,WAS 20,24,14,Kirk Cousins pass incomplete short middle intended for Leonard Hankerson,0.280,-0.270
4,1:04,2,10,WAS 20,24,14,Kirk Cousins pass incomplete short right intended for Josh Morgan,-0.270,-0.960
4,1:01,3,10,WAS 20,24,14,Kirk Cousins pass complete short middle to Santana Moss for 4 yards (tackle by Bobby Wagner and K.J. Wright),-0.960,-1.770
4,0:39,4,6,WAS 24,24,14,Kirk Cousins pass incomplete deep middle intended for Leonard Hankerson,-1.770,-3.970
4,0:35,1,10,WAS 24,24,14,Russell Wilson kneels for -1 yards,3.970,3.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
