Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Steelers to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,PIT 25,0,0,Najee Harris up the middle for 8 yards (tackle by Stephon Gilmore and Dayo Odeyingbo),0.610,1.140
1,14:25,2,2,PIT 33,0,0,Kenny Pickett pass complete short left to Diontae Johnson for 11 yards (tackle by Kenny Moore),1.140,1.860
1,13:49,1,10,PIT 44,0,0,Najee Harris right end for no gain (tackle by DeForest Buckner),1.860,1.320
1,13:11,2,10,PIT 44,0,0,Kenny Pickett pass complete short right to Diontae Johnson for 11 yards (tackle by Stephon Gilmore),1.320,2.590
1,12:29,1,10,IND 45,0,0,Najee Harris right end for 7 yards (tackle by Rodney McLeod),2.590,2.990
1,11:56,2,3,IND 38,0,0,Kenny Pickett pass complete short right to Steven Sims for 3 yards (tackle by Bobby Okereke),2.990,3.250
1,11:20,1,10,IND 35,0,0,"Anthony McFarland left end for no gain (tackle by Kenny Moore). Penalty on Dan Moore: Offensive Holding, 10 yards (accepted) (no play)",3.250,2.590
1,11:01,1,20,IND 45,0,0,Kenny Pickett scrambles right end for 8 yards (tackle by Zaire Franklin),2.590,2.430
1,10:20,2,12,IND 37,0,0,Kenny Pickett pass complete short middle to Pat Freiermuth for 10 yards (tackle by Kenny Moore),2.430,3.070
1,9:39,3,2,IND 27,0,0,Kenny Pickett pass incomplete short left intended for Steven Sims (defended by Kenny Moore),3.070,1.800
1,9:32,4,2,IND 27,3,0,Matthew Wright 45 yard field goal good,1.800,3.000
1,9:27,,,PIT 35,3,0,"Matthew Wright kicks off 64 yards, returned by Isaiah Rodgers for 33 yards (tackle by Benny Snell and Arthur Maulet)",0.000,1.200
1,9:21,1,10,IND 34,3,0,Matt Ryan pass incomplete short right intended for Alec Pierce (defended by Levi Wallace),1.200,0.660
1,9:16,2,10,IND 34,3,0,Matt Ryan pass short left intended for Michael Pittman is intercepted by James Pierre at IND-38 and returned for no gain (tackle by Michael Pittman),0.660,-3.050
1,9:09,1,10,IND 38,3,0,Kenny Pickett pass complete short left to Cody White for 2 yards (tackle by Isaiah Rodgers),3.050,2.780
1,8:33,2,8,IND 36,3,0,Najee Harris left guard for 3 yards (tackle by DeForest Buckner and Zaire Franklin),2.780,2.480
1,7:51,3,5,IND 33,3,0,Kenny Pickett scrambles left end for 9 yards (tackle by Zaire Franklin),2.480,3.970
1,7:09,1,10,IND 24,3,0,Kenny Pickett sacked by Yannick Ngakoue for -5 yards,3.970,2.760
1,6:32,2,15,IND 29,3,0,Najee Harris left end for 3 yards (tackle by Stephon Gilmore),2.760,2.480
1,5:48,3,12,IND 26,3,0,Kenny Pickett sacked by Yannick Ngakoue for -12 yards,2.480,0.720
1,5:06,4,24,IND 38,3,0,"Pressley Harvin punts 38 yards, touchback.",0.720,-0.280
1,4:58,1,10,IND 20,3,0,Jonathan Taylor right end for 6 yards (tackle by Alex Highsmith),0.280,0.540
1,4:31,2,4,IND 26,3,0,Jonathan Taylor left tackle for 1 yard (tackle by Arthur Maulet),0.540,-0.030
1,3:54,3,3,IND 27,3,0,Matt Ryan sacked by Terrell Edmunds for -7 yards,-0.030,-2.030
1,3:12,4,10,IND 20,3,0,"Matt Haack punts 59 yards, returned by Steven Sims for 18 yards (tackle by E.J. Speed)",-2.030,-1.530
1,3:00,1,10,PIT 39,3,0,Najee Harris up the middle for 2 yards (tackle by Eric Johnson),1.530,1.260
1,2:25,2,8,PIT 41,3,0,Kenny Pickett pass complete short left to George Pickens for 9 yards (tackle by Zaire Franklin),1.260,2.260
1,1:45,1,10,PIT 50,3,0,Kenny Pickett pass incomplete short right intended for Diontae Johnson,2.260,1.710
1,1:39,2,10,PIT 50,3,0,Anthony McFarland left end for 14 yards (tackle by Julian Blackmon and Stephon Gilmore),1.710,3.180
1,0:58,1,10,IND 36,3,0,Anthony McFarland left tackle for -1 yards (tackle by DeForest Buckner and Bobby Okereke),3.180,2.500
1,0:23,2,11,IND 37,3,0,Kenny Pickett pass complete short left to Anthony McFarland for -1 yards (tackle by Rodney McLeod),2.500,1.690
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,IND 38,3,0,Kenny Pickett pass complete short left to Najee Harris for 4 yards (tackle by Yannick Ngakoue),1.690,1.060
2,14:14,4,8,IND 34,6,0,Matthew Wright 52 yard field goal good,1.060,3.000
2,14:09,,,PIT 35,6,0,"Matthew Wright kicks off 64 yards, returned by Isaiah Rodgers for 29 yards (tackle by Arthur Maulet and Marcus Allen)",0.000,0.940
2,14:03,1,10,IND 30,6,0,Matt Ryan pass incomplete short middle intended for Jonathan Taylor,0.940,0.390
2,14:00,2,10,IND 30,6,0,Jonathan Taylor up the middle for 6 yards (tackle by Minkah Fitzpatrick),0.390,0.500
2,13:33,3,4,IND 36,6,0,"Matt Ryan pass incomplete short right intended for Michael Pittman. Penalty on Braden Smith: Offensive Holding, 10 yards (declined)",0.500,-0.980
2,13:25,4,4,IND 36,6,0,"Matt Haack punts 42 yards, returned by Steven Sims for -1 yards (tackle by Bobby Okereke)",-0.980,-0.340
2,13:17,1,10,PIT 21,6,0,Kenny Pickett pass complete deep right to George Pickens for 35 yards (tackle by Brandon Facyson),0.340,2.650
2,12:49,1,10,IND 44,6,0,Najee Harris up the middle for 5 yards (tackle by Grover Stewart and E.J. Speed),2.650,2.780
2,12:10,2,5,IND 39,6,0,Benny Snell up the middle for 3 yards (tackle by Zaire Franklin and E.J. Speed),2.780,2.480
2,11:32,3,2,IND 36,6,0,Benny Snell up the middle for 2 yards (tackle by E.J. Speed and Kenny Moore),2.480,3.310
2,10:49,1,10,IND 34,6,0,Benny Snell left tackle for 5 yards (tackle by DeForest Buckner),3.310,3.450
2,10:13,2,5,IND 29,6,0,Kenny Pickett pass complete short left to Pat Freiermuth for 12 yards (tackle by Stephon Gilmore),3.450,4.440
2,9:33,1,10,IND 17,6,0,Najee Harris up the middle for -1 yards (tackle by E.J. Speed and Rodney McLeod),4.440,3.720
2,8:55,2,11,IND 18,6,0,Kenny Pickett up the middle for 9 yards (tackle by Julian Blackmon),3.720,4.570
2,8:31,3,2,IND 9,6,0,Anthony McFarland left guard for 3 yards (tackle by Yannick Ngakoue and E.J. Speed),4.570,5.830
2,7:51,1,6,IND 6,12,0,"Najee Harris up the middle for 6 yards, touchdown",5.830,7.000
2,7:46,,,IND 15,13,0,Matthew Wright kicks extra point good,0.000,0.000
2,7:46,,,PIT 35,13,0,"Matthew Wright kicks off 65 yards, touchback.",0.000,0.610
2,7:46,1,10,IND 25,13,0,Jonathan Taylor right tackle for 10 yards (tackle by Myles Jack and Terrell Edmunds),0.610,1.270
2,7:09,1,10,IND 35,13,0,Matt Ryan pass incomplete intended for Michael Pittman (defended by Levi Wallace),1.270,0.720
2,7:05,2,10,IND 35,13,0,Matt Ryan pass complete to Jonathan Taylor for 9 yards (tackle by Arthur Maulet and Devin Bush),0.720,1.220
2,6:40,3,1,IND 44,13,0,Jonathan Taylor right tackle for 7 yards (tackle by Arthur Maulet),1.220,2.320
2,6:05,1,10,PIT 49,13,0,Matt Ryan pass incomplete short left,2.320,1.780
2,5:58,2,10,PIT 49,13,0,Matt Ryan pass complete short middle to Michael Pittman for 10 yards (tackle by Myles Jack and Larry Ogunjobi),1.780,2.980
2,5:16,1,10,PIT 39,13,0,Jonathan Taylor up the middle for 4 yards (tackle by Malik Reed and Montravius Adams),2.980,2.980
2,4:38,2,6,PIT 35,13,0,Zack Moss right tackle for 2 yards (tackle by Larry Ogunjobi),2.980,2.540
2,3:59,3,4,PIT 33,13,0,Matt Ryan pass incomplete short right intended for Mo Alie-Cox,2.540,1.180
2,3:53,4,4,PIT 33,13,3,Chase McLaughlin 51 yard field goal good,1.180,3.000
2,3:48,,,IND 35,13,3,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
2,3:48,1,10,PIT 25,13,3,Kenny Pickett pass complete short right to Anthony McFarland for 12 yards (tackle by Byron Cowart),0.610,1.400
2,3:09,1,10,PIT 37,13,3,Kenny Pickett pass complete short right to Diontae Johnson for 9 yards (tackle by Stephon Gilmore),1.400,2.070
2,2:30,2,1,PIT 46,13,3,Anthony McFarland up the middle for 5 yards (tackle by Rodney McLeod),2.070,2.320
2,2:00,1,10,IND 49,13,3,Benny Snell up the middle for 16 yards (tackle by Rodney Thomas and Stephon Gilmore),2.320,3.380
2,1:35,1,10,IND 33,13,3,Kenny Pickett pass complete short right to Steven Sims for 6 yards (tackle by Kenny Moore),3.380,3.650
2,1:28,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:28,2,4,IND 27,13,3,Kenny Pickett scrambles left end for 5 yards (tackle by Kenny Moore),3.650,4.110
2,1:22,1,10,IND 22,13,3,Najee Harris up the middle for 2 yards (tackle by Ben Banogu),4.110,3.830
2,1:17,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,1:17,2,8,IND 20,13,3,Kenny Pickett pass complete short right to Diontae Johnson for 10 yards (tackle by Kenny Moore),3.830,4.910
2,1:13,1,10,IND 10,13,3,Kenny Pickett pass incomplete short right intended for Pat Freiermuth (defended by Rodney McLeod),4.910,4.190
2,1:09,2,10,IND 10,13,3,Kenny Pickett up the middle for 3 yards (tackle by Ben Banogu),4.190,3.810
2,1:05,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:05,3,7,IND 7,13,3,Kenny Pickett pass incomplete short left intended for George Pickens,3.810,2.970
2,0:59,4,7,IND 7,16,3,Matthew Wright 25 yard field goal good,2.970,3.000
2,0:56,,,PIT 35,16,3,"Matthew Wright kicks off 69 yards, returned by Isaiah Rodgers for 45 yards (tackle by Matthew Wright and Arthur Maulet)",0.000,1.660
2,0:48,1,10,IND 41,16,3,Matt Ryan pass complete short left to Michael Pittman for 6 yards (tackle by Devin Bush and Terrell Edmunds),1.660,1.930
2,0:31,2,4,IND 47,16,3,Matt Ryan scrambles right end for 6 yards (tackle by Levi Wallace),1.930,2.460
2,0:22,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:22,1,10,PIT 47,16,3,"Matt Ryan pass complete short left to Alec Pierce for no gain (tackle by Minkah Fitzpatrick). Penalty on Ryan Kelly: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.460,2.130
2,0:17,1,15,IND 48,16,3,Matt Ryan pass complete short right to Jonathan Taylor for 2 yards (tackle by Devin Bush),2.130,1.510
2,0:11,2,13,IND 50,16,3,Matt Ryan pass incomplete short left intended for Jelani Woods,1.510,0.830
2,0:06,3,13,IND 50,16,3,Matt Ryan pass complete short middle to Jelani Woods for 9 yards (tackle by Damontae Kazee),0.830,0.530
2,0:03,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:03,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,0:03,4,4,PIT 41,16,3,Chase McLaughlin 59 yard field goal no good blocked by Isaiahh Loudermilk,0.530,2.130
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,16,3,"Matthew Wright kicks off 73 yards, returned by Dallis Flowers for 89 yards (tackle by Connor Heyward)",0.000,4.310
3,14:49,1,10,PIT 19,16,3,Jonathan Taylor right tackle for 2 yards (tackle by Larry Ogunjobi),4.310,4.030
3,14:07,2,8,PIT 17,16,3,Jonathan Taylor up the middle for 7 yards (tackle by Devin Bush and Alex Highsmith),4.030,4.690
3,13:43,3,1,PIT 10,16,3,Matt Ryan pass complete short left to Parris Campbell for 8 yards (tackle by Cameron Sutton),4.690,6.740
3,13:08,1,2,PIT 2,16,9,"Jonathan Taylor up the middle for 2 yards, touchdown",6.740,7.000
3,13:04,,,PIT 15,16,10,Chase McLaughlin kicks extra point good,0.000,0.000
3,13:04,,,IND 35,16,10,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
3,13:04,1,10,PIT 25,16,10,Kenny Pickett pass incomplete short left intended for Diontae Johnson,0.610,0.060
3,13:00,2,10,PIT 25,16,10,Anthony McFarland up the middle for 9 yards (tackle by Rodney Thomas and Rodney McLeod),0.060,0.560
3,12:38,3,1,PIT 34,16,10,Anthony McFarland up the middle for no gain (tackle by Zaire Franklin and Dayo Odeyingbo),0.560,-1.110
3,12:03,4,1,PIT 34,16,10,Pressley Harvin punts 54 yards out of bounds,-1.110,0.350
3,11:55,1,10,IND 12,16,10,Jonathan Taylor up the middle for 4 yards (tackle by Larry Ogunjobi),-0.350,-0.370
3,11:20,2,6,IND 16,16,10,Matt Ryan pass complete short right to Jelani Woods for 8 yards (tackle by Minkah Fitzpatrick and Arthur Maulet),-0.370,0.540
3,10:55,1,10,IND 24,16,10,Jonathan Taylor up the middle for 5 yards (tackle by Myles Jack and Larry Ogunjobi),0.540,0.670
3,10:28,2,5,IND 29,16,10,Matt Ryan pass complete short left to Jelani Woods for 14 yards (tackle by Myles Jack),0.670,1.800
3,10:00,1,10,IND 43,16,10,Jonathan Taylor up the middle for 13 yards (tackle by Minkah Fitzpatrick),1.800,2.650
3,9:31,1,10,PIT 44,16,10,Jonathan Taylor right tackle for 3 yards (tackle by Malik Reed and Minkah Fitzpatrick),2.650,2.520
3,9:01,2,7,PIT 41,16,10,Matt Ryan pass complete short right to Parris Campbell for 6 yards (tackle by Minkah Fitzpatrick and Myles Jack),2.520,2.610
3,8:32,3,1,PIT 35,16,10,Jonathan Taylor up the middle for no gain (tackle by Terrell Edmunds),2.610,1.000
3,7:42,4,1,PIT 35,16,10,Matt Ryan up the middle for 2 yards (tackle by Myles Jack),1.000,3.380
3,7:06,1,10,PIT 33,16,10,"Matt Ryan pass complete short right to Mo Alie-Cox for 11 yards (tackle by Myles Jack). Penalty on Myles Jack: Defensive Holding, 5 yards (declined)",3.380,4.110
3,6:55,1,10,PIT 22,16,10,Matt Ryan pass complete short left to Mo Alie-Cox for 3 yards (tackle by Devin Bush and Alex Highsmith),4.110,3.970
3,6:16,2,7,PIT 19,16,10,Matt Ryan pass incomplete short right intended for Michael Pittman (defended by Devin Bush),3.970,3.260
3,6:13,3,7,PIT 19,16,10,Matt Ryan pass complete short middle to Jelani Woods for 6 yards (tackle by T.J. Watt and Devin Bush),3.260,2.720
3,5:20,4,1,PIT 13,16,10,"Penalty on Cameron Sutton: Defensive Offside, 4 yards (accepted) (no play)",2.720,5.140
3,5:20,1,9,PIT 9,16,10,Jonathan Taylor up the middle for 3 yards (tackle by Malik Reed and Devin Bush),5.140,4.950
3,4:43,2,6,PIT 6,16,10,Matt Ryan pass incomplete short middle,4.950,4.040
3,4:39,3,6,PIT 6,16,10,"Matt Ryan pass incomplete short right intended for Jelani Woods. Penalty on Minkah Fitzpatrick: Defensive Pass Interference, 5 yards (accepted) (no play)",4.040,6.970
3,4:35,1,1,PIT 1,16,10,"Matt Ryan aborted snap, recovered by Chris Wormley at PIT-7",6.970,0.380
3,4:29,1,10,PIT 7,16,10,Benny Snell left end for 8 yards (tackle by Kenny Moore and Bobby Okereke),-0.380,-0.140
3,3:49,2,2,PIT 15,16,10,Benny Snell up the middle for no gain (tackle by Zaire Franklin),-0.140,-0.480
3,3:08,3,2,PIT 15,16,10,Kenny Pickett pass incomplete short middle intended for George Pickens,-0.480,-2.440
3,3:03,4,2,PIT 15,16,10,"Pressley Harvin punts 40 yards, fair catch by Dallis Flowers at IND-45",-2.440,-1.930
3,2:57,1,10,IND 45,16,10,Matt Ryan pass complete short right to Jelani Woods for 16 yards. Jelani Woods fumbles (forced by T.J. Watt),1.930,2.980
3,2:32,1,10,PIT 39,16,10,Jonathan Taylor up the middle for 4 yards (tackle by Chris Wormley and Montravius Adams),2.980,2.720
3,2:11,2,6,PIT 39,16,10,Matt Ryan pass complete short left to Jelani Woods for no gain (tackle by Alex Highsmith),2.720,2.280
3,1:27,3,6,PIT 35,16,10,Matt Ryan pass complete short middle to Jelani Woods for 28 yards (tackle by Devin Bush and Levi Wallace),2.280,5.600
3,0:56,1,7,PIT 7,16,10,Jonathan Taylor right guard for 1 yard (tackle by Chris Wormley and Malik Reed),5.600,4.950
3,0:20,2,6,PIT 6,16,16,"Matt Ryan pass complete short left to Michael Pittman for 6 yards, touchdown",4.950,7.000
3,0:16,,,PIT 15,16,17,Chase McLaughlin kicks extra point good,0.000,0.000
3,0:16,,,IND 35,16,17,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
3,0:16,1,10,PIT 25,16,17,Kenny Pickett pass incomplete short right intended for George Pickens,0.610,0.060
3,0:10,2,10,PIT 25,16,17,Benny Snell right guard for 1 yard (tackle by Bobby Okereke and Eric Johnson),0.060,-0.490
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,14:45,3,9,PIT 26,16,17,"Kenny Pickett pass complete short middle to George Pickens for 13 yards (tackle by Brandon Facyson). Penalty on E.J. Speed: Roughing the Passer, 15 yards (accepted)",-0.490,2.520
4,14:27,1,10,IND 46,16,17,Gunner Olszewski right end for 9 yards (tackle by Bobby Okereke and Zaire Franklin),2.520,3.190
4,13:51,2,1,IND 37,16,17,Benny Snell left tackle for 13 yards (tackle by Julian Blackmon),3.190,3.970
4,13:07,1,10,IND 24,16,17,Kenny Pickett pass complete short left to Zach Gentry for -4 yards (tackle by Zaire Franklin and Kenny Moore),3.970,2.890
4,12:21,2,14,IND 28,16,17,Kenny Pickett pass complete short middle to Diontae Johnson for 8 yards (tackle by Kenny Moore),2.890,3.270
4,11:36,3,6,IND 20,16,17,Kenny Pickett pass complete short left to Pat Freiermuth for 17 yards (tackle by Kenny Moore),3.270,6.510
4,10:46,1,3,IND 3,16,17,Kenny Pickett pass complete short middle to Derek Watt for 1 yard (tackle by DeForest Buckner),6.510,5.720
4,10:03,2,2,IND 2,16,17,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by Brandon Facyson),5.720,4.950
4,9:58,3,2,IND 2,22,17,"Benny Snell left end for 2 yards, touchdown",4.950,7.000
4,9:55,,,IND 2,24,17,Two Point Attempt: Kenny Pickett pass complete to to George Pickens for no gain,1.000,1.000
4,9:55,,,PIT 35,24,17,"Matthew Wright kicks off 69 yards, returned by Dallis Flowers for 29 yards (tackle by Arthur Maulet)",0.000,0.610
4,9:50,1,10,IND 25,24,17,Matt Ryan pass complete short left to Jonathan Taylor for 1 yard (tackle by Arthur Maulet),0.610,0.200
4,9:24,2,9,IND 26,24,17,Matt Ryan sacked by Arthur Maulet for -5 yards,0.200,-1.150
4,8:40,3,14,IND 21,24,17,Matt Ryan pass complete short middle to Michael Pittman for 4 yards (tackle by Minkah Fitzpatrick),-1.150,-1.700
4,7:58,4,10,IND 25,24,17,"Matt Haack punts 49 yards, returned by Steven Sims for 1 yard (tackle by Ashton Dulin)",-1.700,-0.740
4,7:50,1,10,PIT 27,24,17,Benny Snell up the middle for 8 yards (tackle by Rodney McLeod and Zaire Franklin),0.740,1.280
4,7:13,2,2,PIT 35,24,17,Benny Snell right tackle for 1 yard (tackle by Zaire Franklin and Julian Blackmon),1.280,0.700
4,6:30,3,1,PIT 36,24,17,Derek Watt up the middle for 4 yards (tackle by Dayo Odeyingbo and E.J. Speed),0.700,1.600
4,5:51,1,10,PIT 40,24,17,Benny Snell right tackle for 3 yards (tackle by Dayo Odeyingbo),1.600,1.460
4,5:14,2,7,PIT 43,24,17,"Kenny Pickett sacked by Tony Brown for -6 yards. Penalty on James Daniels: Offensive Holding, 10 yards (declined)",1.460,-0.030
4,4:53,3,13,PIT 37,24,17,Kenny Pickett pass complete short right to Benny Snell for 6 yards (tackle by DeForest Buckner),-0.030,-0.520
4,4:02,4,7,PIT 43,24,17,Pressley Harvin punts 50 yards,-0.520,0.380
4,3:52,1,10,IND 7,24,17,"Matt Ryan pass complete deep middle to Michael Pittman for 28 yards (tackle by Terrell Edmunds and Levi Wallace). Penalty on Levi Wallace: Defensive Pass Interference, 15 yards (declined)",-0.380,1.270
4,3:44,1,10,IND 35,24,17,Jonathan Taylor up the middle for 4 yards (tackle by Montravius Adams),1.270,1.260
4,3:12,2,6,IND 39,24,17,Matt Ryan pass complete short middle to Jelani Woods for 17 yards (tackle by Levi Wallace),1.260,2.650
4,2:49,1,10,PIT 44,24,17,Jonathan Taylor up the middle for 4 yards (tackle by T.J. Watt and Cameron Heyward),2.650,2.650
4,2:24,2,6,PIT 40,24,17,Matt Ryan pass incomplete deep right intended for Alec Pierce,2.650,1.950
4,2:21,3,6,PIT 40,24,17,Matt Ryan pass complete short middle to Michael Pittman for 3 yards (tackle by Minkah Fitzpatrick),1.950,0.790
4,2:00,4,3,PIT 37,24,17,Matt Ryan pass complete short middle to Michael Pittman for 4 yards (tackle by Levi Wallace),0.790,3.380
4,1:35,1,10,PIT 33,24,17,"Matt Ryan sacked by Alex Highsmith for -7 yards. Matt Ryan fumbles (forced by Alex Highsmith), recovered by Will Fries at PIT-40 (tackle by Alex Highsmith)",3.380,1.890
4,1:00,2,17,PIT 40,24,17,Matt Ryan scrambles up the middle for 14 yards (tackle by Terrell Edmunds),1.890,3.070
4,0:33,3,3,PIT 26,24,17,Jonathan Taylor up the middle for no gain (tackle by Alex Highsmith),3.070,1.840
4,0:30,,,,,,Timeout #1 by Indianapolis Colts,,
4,0:30,4,3,PIT 26,24,17,Matt Ryan pass incomplete short left intended for Parris Campbell (defended by Cameron Sutton),1.840,-0.740
4,0:24,1,10,PIT 27,24,17,Kenny Pickett kneels for -2 yards,0.740,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
