Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Benny Snell Jr.,PIT,12,62,1,4,38,3.2,24,2.0,0,
Najee Harris,PIT,10,35,1,1,9,0.9,26,2.6,1,10.0
Anthony McFarland Jr.,PIT,6,30,0,3,16,2.7,14,2.3,1,6.0
Kenny Pickett,PIT,6,32,0,2,29,4.8,3,0.5,0,
Gunner Olszewski,PIT,1,9,0,,6,6.0,3,3.0,0,
Derek Watt,PIT,1,4,0,1,1,1.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,20,86,1,4,34,1.7,52,2.6,3,6.7
Matt Ryan,IND,4,22,0,2,18,4.5,4,1.0,0,
Zack Moss,IND,1,2,0,,1,1.0,1,1.0,0,
