Quarter,Time,Tm,Detail,ATL,TAM
1.0,6:43,Buccaneers,Matt Bryant 42 yard field goal,0,3
2.0,11:42,Buccaneers,Matt Bryant 24 yard field goal,0,6
3.0,9:51,Falcons,Demorrio Williams 54 yard defensive fumble return (Morten Andersen kick),7,6
,3:24,Falcons,Justin Griffith 21 yard rush (Morten Andersen kick),14,6
4.0,3:14,Falcons,Morten Andersen 23 yard field goal,17,6
