Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
3,12:13,3,12,MIA 42,16,3,Chad Henne pass incomplete short right intended for Brian Hartline,0.370,-0.590
3,12:07,4,12,MIA 42,16,3,Brandon Fields punts 50 yards,-0.590,0.380
3,11:59,1,10,HOU 8,16,3,Ben Tate up the middle for 11 yards (tackle by Reshad Jones),-0.380,0.150
3,11:25,1,10,HOU 19,16,3,Ben Tate left guard for 1 yard (tackle by Randy Starks),0.150,-0.200
3,10:56,2,9,HOU 20,16,3,"Matt Schaub pass complete deep middle to James Casey for 23 yards (tackle by Reshad Jones). Penalty on Eric Winston: Offensive Holding, 10 yards (no play)",-0.200,-1.440
3,10:27,2,19,HOU 10,16,3,Matt Schaub pass complete short left to Ben Tate for 9 yards (tackle by Vontae Davis),-1.440,-1.070
3,10:00,3,10,HOU 19,16,3,Matt Schaub pass incomplete short right intended for Owen Daniels,-1.070,-2.140
3,9:54,4,10,HOU 19,16,3,"Brett Hartmann punts 45 yards, returned by Edmond Gates for 2 yards (tackle by Brice McCain)",-2.140,-1.470
3,9:43,1,10,MIA 38,16,3,Reggie Bush left guard for 4 yards (tackle by Connor Barwin),1.470,1.460
3,9:07,2,6,MIA 42,16,3,Reggie Bush up the middle for 3 yards (tackle by Brian Cushing),1.460,1.160
3,8:41,3,3,MIA 45,16,3,Chad Henne pass complete short right to Brandon Marshall for 16 yards (tackle by Troy Nolan),1.160,2.980
3,8:04,1,10,HOU 39,16,3,Daniel Thomas up the middle for 14 yards (tackle by Troy Nolan and Danieal Manning),2.980,3.910
3,7:29,1,10,HOU 25,16,3,Chad Henne pass incomplete short right intended for Brian Hartline (defended by Brice McCain),3.910,3.360
3,7:24,2,10,HOU 25,16,3,Daniel Thomas up the middle for 13 yards (tackle by Danieal Manning),3.360,4.780
3,6:45,1,10,HOU 12,16,9,"Chad Henne pass complete short right to Brandon Marshall for 12 yards, touchdown",4.780,7.000
3,,,,HOU 2,16,10,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 35,16,10,"Dan Carpenter kicks off 74 yards, returned by Danieal Manning for 34 yards (tackle by Nolan Carroll)",0.000,0.610
3,6:32,1,10,HOU 25,16,10,Matt Schaub sacked by Reshad Jones for -10 yards,0.610,-1.430
3,5:54,2,20,HOU 15,16,10,Matt Schaub pass complete short left to Jacoby Jones for 8 yards (tackle by Yeremiah Bell),-1.430,-0.890
3,5:24,3,12,HOU 23,16,10,Matt Schaub sacked by Jason Taylor for -8 yards,-0.890,-2.440
3,5:00,4,20,HOU 15,16,10,"Brett Hartmann punts 58 yards, returned by Edmond Gates for 13 yards (tackle by Brooks Reed)",-2.440,-1.600
3,4:48,1,10,MIA 40,16,10,"Daniel Thomas right guard for 13 yards (tackle by Kareem Jackson). Daniel Thomas fumbles (forced by Kareem Jackson), recovered by Glover Quin at HOU-46 (tackle by Jake Long)",1.600,-1.990
3,4:37,1,10,HOU 46,16,10,Ben Tate left tackle for 3 yards (tackle by Paul Soliai),1.990,1.860
3,4:01,2,7,HOU 49,16,10,Ben Tate right tackle for 6 yards (tackle by Yeremiah Bell),1.860,1.950
3,3:24,3,1,MIA 45,16,10,Ben Tate left tackle for 2 yards (tackle by Randy Starks),1.950,2.720
3,2:43,1,10,MIA 43,16,10,Matt Schaub for 3 yards (tackle by Randy Starks),2.720,2.580
3,2:17,2,7,MIA 40,16,10,Steve Slaton left tackle for no gain (tackle by Paul Soliai),2.580,1.880
3,1:34,3,7,MIA 40,16,10,Matt Schaub pass incomplete deep left intended for Andre Johnson,1.880,0.590
3,1:27,4,7,MIA 40,16,10,"Brett Hartmann punts 31 yards, fair catch by Davone Bess",0.590,0.380
3,1:19,1,10,MIA 9,16,10,Chad Henne pass complete short left to Brian Hartline for 11 yards (tackle by Kareem Jackson),-0.380,0.280
3,0:49,1,10,MIA 20,16,10,Daniel Thomas up the middle for 2 yards (tackle by DeMeco Ryans),0.280,0.000
3,0:12,2,8,MIA 22,16,10,Chad Henne for 20 yards (tackle by Johnathan Joseph),0.000,1.730
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 42,16,10,Daniel Thomas left guard for 6 yards (tackle by Brian Cushing),1.730,2.000
4,14:32,2,4,MIA 48,16,10,Chad Henne pass complete short left to Brandon Marshall for 5 yards (tackle by Jason Allen),2.000,2.460
4,13:52,1,10,HOU 47,16,10,Reggie Bush up the middle for 6 yards (tackle by Earl Mitchell),2.460,2.720
4,13:19,2,4,HOU 41,16,10,Chad Henne pass complete deep right to Brian Hartline for 25 yards (tackle by Kareem Jackson and Danieal Manning),2.720,4.510
4,13:12,1,10,HOU 16,16,10,Chad Henne pass incomplete short left intended for Davone Bess,4.510,3.900
4,13:08,2,10,HOU 16,16,10,Chad Henne pass incomplete deep right intended for Brandon Marshall,3.900,3.080
4,13:03,3,10,HOU 16,16,10,Chad Henne pass incomplete deep right intended for Brandon Marshall,3.080,2.380
4,12:57,4,10,HOU 16,16,13,Dan Carpenter 34 yard field goal good,2.380,3.000
4,,,,MIA 35,16,13,"Dan Carpenter kicks off 71 yards, returned by Danieal Manning for 43 yards (tackle by Sean Smith)",0.000,1.400
4,12:45,1,10,HOU 37,16,13,Matt Schaub pass complete short middle to Ben Tate for 13 yards (tackle by Kevin Burnett),1.400,2.260
4,12:07,1,10,,16,13,Matt Schaub pass complete short left to Andre Johnson for 7 yards (tackle by Nolan Carroll),2.260,2.660
4,11:28,2,3,MIA 43,16,13,Ben Tate up the middle for 16 yards (tackle by Kendall Langford),2.660,3.780
4,10:49,1,10,MIA 27,16,13,Ben Tate right tackle for 4 yards (tackle by Kevin Burnett),3.780,3.770
4,10:13,2,6,MIA 23,22,13,"Matt Schaub pass complete deep left to Andre Johnson for 23 yards, touchdown",3.770,7.000
4,,,,MIA 2,23,13,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 35,23,13,"Brett Hartmann kicks off 68 yards, returned by Edmond Gates for 11 yards (tackle by Dominique Barber)",0.000,-0.380
4,10:00,1,10,MIA 8,23,13,Chad Henne up the middle for 2 yards (tackle by Antonio Smith),-0.380,-0.630
4,9:29,2,8,MIA 10,23,13,Reggie Bush right tackle for 3 yards (tackle by Kareem Jackson),-0.630,-0.840
4,8:59,3,5,MIA 13,23,13,Chad Henne left tackle for 4 yards (tackle by Brian Cushing),-0.840,-2.320
4,8:14,,,,23,13,Timeout #1 by Miami Dolphins,0.000,-2.320
4,8:14,4,1,MIA 17,23,13,"Brandon Fields punts 61 yards, returned by Jacoby Jones for -4 yards",-2.320,-0.040
4,8:01,1,10,HOU 18,23,13,Ben Tate right tackle for 7 yards (tackle by Jared Odrick),0.040,0.550
4,7:22,2,3,HOU 25,23,13,Ben Tate left tackle for 7 yards (tackle by Koa Misi),0.550,1.070
4,6:42,1,10,HOU 32,23,13,Ben Tate left tackle for 7 yards (tackle by Reshad Jones and Yeremiah Bell),1.070,1.470
4,5:59,2,3,HOU 39,23,13,Ben Tate right guard for 2 yards (tackle by Marvin Mitchell),1.470,1.030
4,5:17,,,,23,13,Timeout #2 by Houston Texans,0.000,1.030
4,5:17,3,1,HOU 41,23,13,Ben Tate right tackle for 3 yards (tackle by Paul Soliai),1.030,1.860
4,4:35,1,10,HOU 44,23,13,Ben Tate right tackle for -2 yards (tackle by Cameron Wake),1.860,1.050
4,3:52,2,12,HOU 42,23,13,Ben Tate right end for 4 yards (tackle by Yeremiah Bell),1.050,0.890
4,3:07,3,8,HOU 46,23,13,Ben Tate up the middle for 1 yard (tackle by Kevin Burnett),0.890,-0.260
4,3:03,,,,23,13,Timeout #2 by Miami Dolphins,0.000,-0.260
4,3:03,4,7,HOU 47,23,13,"Brett Hartmann punts 41 yards, returned by Davone Bess for 8 yards (tackle by Troy Nolan)",-0.260,-0.280
4,2:51,1,10,MIA 20,23,13,Chad Henne sacked by Antonio Smith for -9 yards,0.280,-1.440
4,2:23,2,19,MIA 11,23,13,Chad Henne pass incomplete short right intended for Brian Hartline (defended by Johnathan Joseph),-1.440,-2.470
4,2:16,3,19,MIA 11,23,13,Chad Henne pass incomplete short middle intended for Edmond Gates (defended by Connor Barwin),-2.470,-2.490
4,2:12,4,19,MIA 11,23,13,Chad Henne pass incomplete deep left intended for Davone Bess (defended by Brice McCain). Penalty on Marc Colombo: Offensive Holding (Declined),-2.490,-4.840
4,2:04,1,10,MIA 11,23,13,Ben Tate right guard for 1 yard (tackle by Koa Misi),4.840,4.320
4,1:58,2,9,MIA 10,23,13,Ben Tate left tackle for 7 yards (tackle by Kevin Burnett and Yeremiah Bell),4.320,4.890
4,1:14,3,2,MIA 3,23,13,Ben Tate right guard for 1 yard (tackle by Jason Taylor),4.890,3.250
4,0:55,,,,23,13,Timeout #3 by Miami Dolphins,0.000,3.250
4,0:55,4,1,MIA 2,23,13,Ben Tate left guard for 1 yard (tackle by Jared Odrick and Phillip Merling),3.250,6.970
4,0:26,1,1,MIA 1,23,13,Matt Schaub kneels for -1 yards,6.970,5.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
