Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Texans to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,HOU 20,0,0,Matt Schaub pass complete short left to Andre Johnson for 5 yards (tackle by Sean Smith),0.280,0.410
1,14:42,2,5,HOU 25,0,0,Matt Schaub pass complete short left to Owen Daniels for 10 yards (tackle by Reshad Jones),0.410,1.270
1,14:11,1,10,HOU 35,0,0,Matt Schaub pass incomplete,1.270,0.720
1,14:03,2,10,HOU 35,0,0,Arian Foster left tackle for 14 yards (tackle by Yeremiah Bell),0.720,2.190
1,13:26,1,10,HOU 49,0,0,Arian Foster right tackle for 2 yards (tackle by Kevin Burnett),2.190,1.920
1,12:50,2,8,MIA 49,0,0,Arian Foster right tackle for 6 yards (tackle by Cameron Wake and Yeremiah Bell),1.920,2.010
1,12:09,3,2,MIA 43,0,0,Matt Schaub pass complete short right to Arian Foster for 4 yards (tackle by Sean Smith),2.010,2.980
1,11:46,1,10,MIA 39,0,0,Matt Schaub pass complete deep right to Jacoby Jones for 31 yards,2.980,5.370
1,11:17,1,8,MIA 8,0,0,Arian Foster right end for 3 yards (tackle by Karlos Dansby),5.370,5.150
1,10:52,2,5,MIA 5,0,0,Arian Foster left tackle for no gain (tackle by Karlos Dansby),5.150,4.260
1,10:11,3,5,MIA 5,0,0,Matt Schaub pass incomplete,4.260,3.010
1,10:02,4,5,MIA 5,3,0,Neil Rackers 23 yard field goal good,3.010,3.000
1,,,,HOU 35,3,0,"Brett Hartmann kicks off 65 yards, touchback",0.000,0.280
1,9:58,1,10,MIA 20,3,0,Chad Henne pass incomplete short right intended for Jeron Mastrud,0.280,-0.270
1,9:53,2,10,MIA 20,3,0,Reggie Bush left guard for 2 yards (tackle by Mario Williams),-0.270,-0.690
1,9:16,3,8,MIA 22,3,0,Chad Henne sacked by Connor Barwin for -8 yards,-0.690,-2.470
1,8:53,4,16,MIA 14,3,0,"Brandon Fields punts 70 yards, returned by Jacoby Jones for 40 yards (tackle by Marvin Mitchell)",-2.470,-2.650
1,8:37,1,10,MIA 44,3,0,Matt Schaub pass complete short right to Bryant Johnson for 16 yards (tackle by Sean Smith and Reshad Jones),2.650,3.710
1,8:02,1,10,MIA 28,3,0,Arian Foster left tackle for -2 yards (tackle by Randy Starks),3.710,2.900
1,7:29,2,12,MIA 30,3,0,Matt Schaub pass complete short left to Arian Foster for 3 yards (tackle by Vontae Davis),2.900,2.610
1,6:48,3,9,MIA 27,3,0,Matt Schaub pass complete short left to Andre Johnson for 15 yards (tackle by Reshad Jones),2.610,4.780
1,6:06,1,10,MIA 12,3,0,Matt Schaub pass incomplete short left intended for Owen Daniels,4.780,4.100
1,5:59,2,10,MIA 12,3,0,Arian Foster right guard for 6 yards (tackle by Ryan Baker),4.100,4.380
1,5:24,3,4,MIA 6,3,0,Arian Foster right tackle for 2 yards (tackle by Jason Taylor and Yeremiah Bell),4.380,3.040
1,4:38,4,2,MIA 4,6,0,Neil Rackers 22 yard field goal good,3.040,3.000
1,,,,HOU 35,6,0,"Brett Hartmann kicks off 71 yards, returned by Edmond Gates for 27 yards (tackle by Troy Nolan). Penalty on Jason Trusnik: Offensive Holding, 10 yards",0.000,-0.370
1,4:26,1,10,MIA 11,6,0,Chad Henne pass incomplete short right intended for Anthony Fasano (defended by Mario Williams),-0.370,-0.780
1,4:22,2,10,MIA 11,6,0,Chad Henne pass complete short right to Brandon Marshall for 10 yards (tackle by Johnathan Joseph),-0.780,0.340
1,3:53,1,10,MIA 21,6,0,"Chad Henne pass complete deep middle to Davone Bess for 41 yards (tackle by Danieal Manning). Penalty on Antonio Smith: Roughing the Passer, 15 yards, Penalty on Danieal Manning: Face Mask (15 Yards) (Declined)",0.340,4.040
1,3:39,1,10,HOU 23,6,0,"Penalty on MIA: Illegal Substitution, 5 yards (no play)",4.040,3.710
1,3:19,1,15,HOU 28,6,0,Chad Henne pass incomplete deep right intended for Brandon Marshall,3.710,2.820
1,3:13,2,15,HOU 28,6,0,Chad Henne pass incomplete short right intended for Edmond Gates (defended by Johnathan Joseph),2.820,2.150
1,3:09,3,15,HOU 28,6,0,Daniel Thomas up the middle for 4 yards (tackle by J.J. Watt),2.150,1.870
1,2:30,4,11,HOU 24,6,3,Dan Carpenter 42 yard field goal good,1.870,3.000
1,,,,MIA 35,6,3,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
1,2:25,1,10,HOU 20,6,3,Matt Schaub pass complete short middle to Ben Tate for 13 yards (tackle by Karlos Dansby),0.280,1.140
1,1:53,1,10,HOU 33,6,3,Ben Tate right tackle for 15 yards (tackle by Sean Smith),1.140,2.130
1,1:10,1,10,HOU 48,6,3,Matt Schaub pass incomplete short right intended for Jacoby Jones (defended by Sean Smith),2.130,1.580
1,1:04,2,10,HOU 48,6,3,Ben Tate left guard for no gain (tackle by Jared Odrick),1.580,0.890
1,0:24,3,10,HOU 48,6,3,Matt Schaub pass incomplete short left intended for Joel Dreessen (defended by Sean Smith). Penalty on Eric Winston: Offensive Holding (Declined),0.890,-0.190
1,0:18,4,10,HOU 48,6,3,"Brett Hartmann punts 43 yards, fair catch by Davone Bess",-0.190,0.380
1,0:10,1,10,MIA 9,6,3,Reggie Bush up the middle for no gain (tackle by Brian Cushing and Earl Mitchell),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,MIA 9,6,3,Chad Henne pass incomplete short left intended for Brian Hartline is intercepted by Johnathan Joseph at MIA-11 and returned for 5 yards (tackle by Brian Hartline),-0.780,-5.830
2,14:53,1,6,MIA 6,6,3,Arian Foster left end for 2 yards (tackle by Randy Starks),5.830,5.340
2,14:16,2,4,MIA 4,12,3,"Matt Schaub pass complete short right to Owen Daniels for 4 yards, touchdown",5.340,7.000
2,,,,MIA 2,13,3,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 35,13,3,"Brett Hartmann kicks off 65 yards, touchback",0.000,0.280
2,14:09,1,10,MIA 20,13,3,Daniel Thomas right guard for 5 yards (tackle by Brian Cushing),0.280,0.410
2,13:35,2,5,MIA 25,13,3,Daniel Thomas right guard for 3 yards (tackle by Brian Cushing and Danieal Manning),0.410,0.100
2,12:55,3,2,MIA 28,13,3,Chad Henne pass complete deep left to Brandon Marshall for 29 yards (tackle by Johnathan Joseph),0.100,2.720
2,12:25,1,10,HOU 43,13,3,Daniel Thomas right guard for 3 yards (tackle by Brian Cushing),2.720,2.580
2,11:44,2,7,HOU 40,13,3,Chad Henne pass complete short right to Daniel Thomas for 10 yards (tackle by Mario Williams),2.580,3.580
2,10:58,1,10,HOU 30,13,3,Chad Henne pass incomplete short right intended for Anthony Fasano,3.580,3.030
2,10:54,2,10,HOU 30,13,3,Daniel Thomas up the middle for 10 yards (tackle by Glover Quin),3.030,4.240
2,10:18,1,10,HOU 20,13,3,Daniel Thomas right guard for 6 yards (tackle by Glover Quin),4.240,4.640
2,9:43,2,4,HOU 14,13,3,Larry Johnson right guard for 2 yards (tackle by Shaun Cody),4.640,4.340
2,9:04,3,2,HOU 12,13,3,Chad Henne pass complete short right to Reggie Bush for 3 yards (tackle by Johnathan Joseph),4.340,5.140
2,8:36,1,9,HOU 9,13,3,Daniel Thomas up the middle for 3 yards (tackle by Glover Quin),5.140,4.950
2,7:51,2,6,HOU 6,13,3,Chad Henne pass complete short right to Davone Bess for 1 yard (tackle by Glover Quin),4.950,4.260
2,7:07,3,5,HOU 5,13,3,Chad Henne pass incomplete short right intended for Brian Hartline,4.260,3.010
2,7:00,4,5,HOU 5,13,3,"Dan Carpenter 22 yard field goal no good, blocked by J.J. Watt",3.010,-0.280
2,6:56,1,10,HOU 20,13,3,"Ben Tate right tackle for 2 yards (tackle by Vontae Davis). Penalty on Mike Brisiel: Offensive Holding, 10 yards",0.280,-0.600
2,6:39,1,18,HOU 12,13,3,Matt Schaub pass incomplete deep left intended for Andre Johnson,-0.600,-1.360
2,6:34,2,18,HOU 12,13,3,Matt Schaub pass complete short left to Andre Johnson for -1 yards (tackle by Will Allen),-1.360,-2.470
2,5:48,3,19,HOU 11,13,3,Matt Schaub pass complete short middle to Owen Daniels for 11 yards (tackle by Koa Misi and Yeremiah Bell),-2.470,-1.900
2,5:14,4,8,HOU 22,13,3,"Brett Hartmann punts 69 yards, returned by Edmond Gates for 17 yards (tackle by Darryl Sharpton)",-1.900,-0.670
2,5:01,1,10,MIA 26,13,3,"Chad Henne pass incomplete deep middle intended for Brandon Marshall (defended by Kareem Jackson). Penalty on Kareem Jackson: Defensive Pass Interference, 41 yards (no play)",0.670,3.380
2,4:53,1,10,HOU 33,13,3,Daniel Thomas up the middle for 6 yards (tackle by J.J. Watt),3.380,3.650
2,4:20,2,4,HOU 27,13,3,Daniel Thomas up the middle for 6 yards (tackle by J.J. Watt and Danieal Manning),3.650,4.170
2,3:37,1,10,HOU 21,13,3,Chad Henne pass incomplete deep right intended for Brandon Marshall,4.170,3.630
2,3:30,2,10,HOU 21,13,3,Daniel Thomas up the middle for 5 yards (tackle by Brian Cushing),3.630,3.630
2,2:52,3,5,HOU 16,13,3,Chad Henne pass incomplete short right intended for Davone Bess (defended by Antonio Smith),3.630,2.430
2,2:47,4,5,HOU 16,13,3,Dan Carpenter 34 yard field goal no good,2.430,-0.540
2,2:42,1,10,HOU 24,13,3,Arian Foster right end for no gain (tackle by Randy Starks),0.540,0.000
2,2:32,,,,13,3,Timeout #1 by Miami Dolphins,0.000,0.000
2,2:32,2,10,HOU 24,13,3,Matt Schaub pass complete short right to Jacoby Jones for 9 yards (tackle by Nolan Carroll),0.000,0.500
2,2:07,3,1,HOU 33,13,3,Matt Schaub pass complete deep middle to Andre Johnson for 43 yards (tackle by Vontae Davis),0.500,3.970
2,1:56,1,10,MIA 24,13,3,Matt Schaub pass complete short right to Joel Dreessen for 9 yards (tackle by Koa Misi),3.970,4.850
2,1:49,2,1,MIA 15,13,3,Ben Tate right tackle for 4 yards (tackle by Karlos Dansby),4.850,4.840
2,1:13,1,10,MIA 11,13,3,Matt Schaub pass complete short left to Andre Johnson for 1 yard (tackle by Vontae Davis),4.840,4.320
2,0:40,,,,13,3,Timeout #1 by Houston Texans,0.000,4.320
2,0:40,2,9,MIA 10,13,3,Matt Schaub pass complete short left to Ben Tate for -3 yards (tackle by Vontae Davis),4.320,3.080
2,0:33,3,12,MIA 13,13,3,Matt Schaub sacked by Cameron Wake for -5 yards,3.080,2.250
2,0:02,,,,13,3,Timeout #2 by Houston Texans,0.000,0.000
2,0:02,,,,13,3,Timeout #2 by Miami Dolphins,0.000,2.250
2,0:02,4,17,MIA 18,16,3,Neil Rackers 36 yard field goal good,2.250,3.000
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,16,3,"Brett Hartmann kicks off 72 yards, returned by Edmond Gates for 39 yards (tackle by Jason Allen)",0.000,1.070
3,14:54,1,10,MIA 32,16,3,Daniel Thomas left guard for 3 yards (tackle by J.J. Watt),1.070,0.930
3,14:19,2,7,MIA 35,16,3,Daniel Thomas left end for 2 yards (tackle by Brian Cushing and Danieal Manning),0.930,0.500
3,13:52,3,5,MIA 37,16,3,Chad Henne pass complete short right to Brandon Marshall for 7 yards (tackle by Troy Nolan),0.500,1.860
3,13:18,,,,16,3,Timeout #1 by Houston Texans,0.000,1.860
3,13:18,1,10,MIA 44,16,3,Chad Henne pass incomplete short right intended for Brandon Marshall,1.860,1.320
3,13:14,2,10,MIA 44,16,3,Daniel Thomas up the middle for 3 yards (tackle by Brian Cushing),1.320,1.030
3,12:33,3,7,MIA 47,16,3,"Penalty on Jake Long: False Start, 5 yards (no play)",1.030,0.370
