Player,Pos
Jimmy Garoppolo,QB
Elijah Mitchell,RB
Kyle Juszczyk,FB
Brandon Aiyuk,WR
Deebo Samuel,WR
Charlie Woerner,TE
Mike McGlinchey,T
Jaylon Moore,T
Daniel Brunskill,G
Laken Tomlinson,G
Alex Mack,C
Nick Bosa,DE
Arik Armstead,DE
D.J. Jones,DT
Kentavius Street,DT
Marcell Harris,LB
Fred Warner,LB
Azeez Al-Shaair,LB
Emmanuel Moseley,CB
Josh Norman,CB
Jaquiski Tartt,S
Jimmie Ward,DB
