Quarter,Time,Tm,Detail,MIN,GNB
1.0,13:42,Packers,Randall Cobb 80 yard punt return (Mason Crosby kick),0,7
,5:02,Packers,Greg Jennings 24 yard pass from Aaron Rodgers (Mason Crosby kick),0,14
2.0,12:04,Packers,Mason Crosby 25 yard field goal,0,17
3.0,10:45,Packers,Jordy Nelson 17 yard pass from Aaron Rodgers (Mason Crosby kick),0,24
,8:41,Vikings,Adrian Peterson 3 yard rush (Ryan Longwell kick),7,24
,6:21,Packers,John Kuhn 9 yard pass from Aaron Rodgers (Mason Crosby kick),7,31
4.0,10:59,Packers,Jordy Nelson 4 yard pass from Aaron Rodgers (Mason Crosby kick),7,38
,4:27,Packers,Matt Flynn 3 yard rush (Mason Crosby kick),7,45
