Quarter,Time,Tm,Detail,STL,SFO
1.0,1:51,Rams,Joey Goodspeed 2 yard rush (Jeff Wilkins kick),7,0
,1:13,Rams,Shaun McDonald 6 yard pass from Marc Bulger (Jeff Wilkins kick),14,0
2.0,7:32,Rams,Jeff Wilkins 20 yard field goal,17,0
,0:29,Rams,Steven Jackson 2 yard rush (Jeff Wilkins kick),24,0
4.0,13:33,49ers,Curtis Conway 9 yard pass from Tim Rattay (pass failed),24,6
,0:16,49ers,Rashaun Woods 18 yard pass from Tim Rattay (Curtis Conway pass from Tim Rattay),24,14
