Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
2,12:19,2,10,DAL 48,3,3,Matt Hasselbeck pass complete short right to Bobby Engram for 11 yards (tackle by Aaron Glenn),1.850,3.120
2,11:54,1,10,DAL 37,3,3,Shaun Alexander middle for no gain (tackle by Bradie James and Jason Ferguson),3.120,2.570
2,11:11,2,10,DAL 37,3,3,Matt Hasselbeck pass incomplete short left intended for Deion Branch (defended by Bobby Carpenter),2.570,1.880
2,11:06,,,,3,3,Timeout #2 by Seattle Seahawks,0.000,1.880
2,11:06,3,10,DAL 37,3,3,"Matt Hasselbeck pass incomplete short middle intended for Jerramy Stevens. Penalty on Kevin Burnett: Defensive Holding, 5 yards (no play)",1.880,3.450
2,11:01,1,10,DAL 32,3,3,Shaun Alexander right tackle for 5 yards (tackle by Chris Canty),3.450,3.580
2,10:21,2,5,DAL 27,3,3,Matt Hasselbeck pass incomplete deep right intended for D.J. Hackett,3.580,2.870
2,10:12,3,5,DAL 27,3,3,"Matt Hasselbeck left tackle for 4 yards (tackle by Bradie James). Penalty on Nate Jones: Defensive Holding, 5 yards",2.870,4.370
2,9:53,1,10,DAL 18,3,3,Shaun Alexander left tackle for 3 yards (tackle by Bradie James and Akin Ayodele),4.370,4.250
2,9:09,2,7,DAL 15,3,3,Matt Hasselbeck pass incomplete short left intended for Bobby Engram (defended by Terence Newman),4.250,3.460
2,9:02,3,7,DAL 15,3,3,Mack Strong middle for 3 yards (tackle by Marcus Spears and Jay Ratliff),3.460,2.710
2,8:28,4,4,DAL 12,3,6,Josh Brown 30 yard field goal good,2.710,3.000
2,,,,SEA 30,3,6,"Josh Brown kicks off 68 yards, returned by Nate Jones for 24 yards (tackle by Joe Tafoya)",0.000,0.670
2,8:17,1,10,DAL 26,3,6,Tony Romo sacked by Bryce Fisher for -7 yards,0.670,-0.870
2,7:42,2,17,DAL 19,3,6,Julius Jones right tackle for 4 yards (tackle by Jordan Babineaux and Lofa Tatupu),-0.870,-0.960
2,6:56,3,13,DAL 23,3,6,Tony Romo pass incomplete short right intended for Patrick Crayton,-0.960,-1.830
2,6:48,4,13,DAL 23,3,6,Mat McBriar punts 42 yards,-1.830,-1.270
2,6:40,1,10,SEA 35,3,6,Matt Hasselbeck pass complete short left to Mack Strong for 6 yards (tackle by Akin Ayodele),1.270,1.530
2,6:12,2,4,SEA 41,3,6,Shaun Alexander left end for -5 yards (tackle by Bobby Carpenter),1.530,0.170
2,5:27,3,9,SEA 36,3,6,Matt Hasselbeck pass incomplete short right intended for Darrell Jackson,0.170,-0.980
2,5:21,4,9,SEA 36,3,6,Ryan Plackemeier punts 40 yards,-0.980,-0.540
2,5:14,1,10,DAL 24,3,6,Tony Romo pass complete short right to Terry Glenn for 9 yards (tackle by Kelly Jennings),0.540,1.210
2,4:42,2,1,DAL 33,3,6,Julius Jones left tackle for 2 yards (tackle by Chartric Darby),1.210,1.270
2,3:38,1,10,DAL 35,3,6,Julius Jones right tackle for 8 yards (tackle by LeRoy Hill),1.270,1.800
2,2:56,2,2,DAL 43,3,6,Julius Jones left end for -4 yards (tackle by Julian Peterson),1.800,0.560
2,2:07,3,6,DAL 39,3,6,Tony Romo pass complete short middle to Patrick Crayton for 18 yards (tackle by Ken Hamlin and Pete Hunter),0.560,2.720
2,2:00,1,10,SEA 43,3,6,Tony Romo pass complete short right to Marion Barber for 6 yards (tackle by Darryl Tapp),2.720,2.990
2,1:28,2,4,SEA 37,3,6,Marion Barber left tackle for 2 yards (tackle by LeRoy Hill and Russell Davis),2.990,2.540
2,0:45,3,2,SEA 35,3,6,Tony Romo pass incomplete short right intended for Terrell Owens,2.540,0.990
2,0:39,,,,3,6,Timeout #1 by Dallas Cowboys,0.000,0.990
2,0:39,4,2,SEA 35,3,6,Tony Romo pass complete deep middle to Jason Witten for 32 yards (tackle by Michael Boulware),0.990,6.510
2,0:24,,,,3,6,Timeout #2 by Dallas Cowboys,0.000,6.510
2,0:24,1,3,SEA 3,3,6,"Tony Romo pass incomplete short right intended for Lousaka Polite. Penalty on Marc Colombo: Offensive Holding, 10 yards (no play)",6.510,4.530
2,0:18,1,13,SEA 13,9,6,"Tony Romo pass complete short left to Patrick Crayton for 13 yards, touchdown",4.530,7.000
2,,,,SEA 2,10,6,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,DAL 30,10,6,"Martin Gramatica kicks off 68 yards, returned by Nate Burleson for 30 yards (tackle by Miles Austin)",0.000,1.070
2,0:05,1,10,SEA 32,10,6,Matt Hasselbeck kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,10,6,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,10,6,"Tony Romo sacked by Bryce Fisher for -8 yards. Tony Romo fumbles (forced by Bryce Fisher), recovered by Julius Jones at DAL-6",0.280,-1.800
3,14:19,2,24,DAL 6,10,6,Julius Jones right guard for 4 yards (tackle by Rocky Bernard and Lofa Tatupu),-1.800,-2.590
3,13:36,3,20,DAL 10,10,6,Tony Romo pass complete short right to Marion Barber for 9 yards (tackle by Pete Hunter),-2.590,-2.140
3,13:03,4,11,DAL 19,10,6,"Mat McBriar punts 43 yards, returned by Nate Burleson for no gain",-2.140,-1.470
3,12:53,1,10,SEA 38,10,6,Matt Hasselbeck pass incomplete short middle intended for Bobby Engram (defended by Jason Ferguson),1.470,0.920
3,12:48,2,10,SEA 38,10,6,"Matt Hasselbeck pass incomplete deep right intended for Bobby Engram. Penalty on Terence Newman: Defensive Holding, 5 yards (no play)",0.920,1.800
3,12:42,1,10,SEA 43,10,6,Shaun Alexander right guard for 4 yards (tackle by Chris Canty),1.800,1.790
3,12:04,2,6,SEA 47,10,6,Matt Hasselbeck pass complete short middle to Jerramy Stevens for 13 yards (tackle by Pat Watkins),1.790,2.920
3,11:30,1,10,DAL 40,10,6,Mack Strong middle for 5 yards (tackle by Chris Canty and Bradie James),2.920,3.050
3,10:51,2,5,DAL 35,10,6,Matt Hasselbeck pass complete short right to D.J. Hackett for 4 yards (tackle by Terence Newman),3.050,2.870
3,10:08,3,1,DAL 31,10,6,Mack Strong middle for no gain (tackle by Kenyon Coleman and Marcus Spears),2.870,1.410
3,9:36,4,1,DAL 31,10,6,Shaun Alexander left tackle for 4 yards (tackle by Bobby Carpenter and Keith Davis),1.410,3.780
3,9:00,1,10,DAL 27,10,6,Maurice Morris right end for 6 yards (tackle by Akin Ayodele),3.780,4.040
3,8:22,2,4,DAL 21,10,6,Shaun Alexander right tackle for 3 yards (tackle by Chris Canty),4.040,3.840
3,7:40,3,1,DAL 18,10,6,Shaun Alexander middle for no gain (tackle by Bradie James),3.840,2.400
3,6:53,4,1,DAL 18,10,6,Shaun Alexander left end for 3 yards (tackle by Bobby Carpenter),2.400,4.580
3,6:15,1,10,DAL 15,10,12,"Matt Hasselbeck pass complete short right to Jerramy Stevens for 15 yards, touchdown",4.580,7.000
3,,,,DAL 2,10,13,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,16,13,"Josh Brown kicks off 63 yards, returned by Miles Austin for 93 yards, touchdown",0.000,7.000
3,,,,,16,13,"Penalty on Pat McQuistan: False Start, 5 yards (no play)",0.000,0.000
3,,,,SEA 2,17,13,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,DAL 30,17,13,"Martin Gramatica kicks off 57 yards, returned by Nate Burleson for 15 yards (tackle by Kevin Burnett)",0.000,0.810
3,5:50,1,10,SEA 28,17,13,Matt Hasselbeck pass complete short right to Jerramy Stevens for 6 yards (tackle by Terence Newman),0.810,1.070
3,5:09,2,4,SEA 34,17,13,Matt Hasselbeck pass incomplete short right intended for Bobby Engram,1.070,0.370
3,5:01,3,4,SEA 34,17,13,Matt Hasselbeck pass complete short left to Deion Branch for 27 yards (tackle by Tony Parrish),0.370,2.980
3,4:21,1,10,DAL 39,17,13,Matt Hasselbeck pass complete short right to D.J. Hackett for 4 yards (tackle by Terence Newman),2.980,2.980
3,3:45,2,6,DAL 35,17,13,Shaun Alexander left tackle for -2 yards (tackle by Akin Ayodele),2.980,2.020
3,3:04,3,8,DAL 37,17,13,Matt Hasselbeck pass incomplete intended for Nate Burleson (defended by Aaron Glenn),2.020,0.790
3,3:00,4,8,DAL 37,17,13,"Ryan Plackemeier punts 30 yards, fair catch by Patrick Crayton",0.790,0.380
3,2:53,1,10,DAL 7,17,13,Julius Jones middle for 1 yard (tackle by Michael Boulware),-0.380,-0.710
3,2:12,2,9,DAL 8,17,13,Tony Romo pass complete short right to Julius Jones for 2 yards (tackle by Jordan Babineaux),-0.710,-1.070
3,1:24,3,7,DAL 10,17,13,Tony Romo pass complete short right to Marion Barber for 8 yards (tackle by Pete Hunter),-1.070,0.040
3,0:50,1,10,DAL 18,17,13,Julius Jones left end for 2 yards (tackle by Ken Hamlin),0.040,-0.130
3,0:08,2,8,DAL 20,17,13,Tony Romo pass incomplete short right intended for Julius Jones,-0.130,-0.910
3,0:02,3,8,DAL 20,17,13,Tony Romo pass incomplete short middle intended for Marion Barber,-0.910,-2.030
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,8,DAL 20,17,13,"Mat McBriar punts 62 yards, returned by Nate Burleson for 13 yards (tackle by Kevin Burnett)",-2.030,-1.000
4,14:48,1,10,SEA 31,17,13,Matt Hasselbeck pass incomplete deep right intended for D.J. Hackett is intercepted by Roy Williams at DAL-43,1.000,-1.800
,,,,,,,"SEA challenged the ruling, and the play was upheld.",,
4,14:41,1,10,DAL 43,17,13,"Tony Romo pass complete short middle to Julius Jones for 3 yards (tackle by Julian Peterson). Penalty on Kyle Kosier: Illegal Use of Hands, 10 yards (no play)",1.800,1.140
4,14:13,1,20,DAL 33,17,13,Tony Romo pass complete short right to Terry Glenn for 16 yards (tackle by Julian Peterson and LeRoy Hill),1.140,2.060
4,13:30,2,4,DAL 49,17,13,Julius Jones middle for 6 yards (tackle by Lofa Tatupu),2.060,2.590
4,12:59,1,10,SEA 45,17,13,Julius Jones left tackle for 18 yards (tackle by Bryce Fisher),2.590,3.780
4,12:28,1,10,SEA 27,17,13,"Julius Jones right tackle for 3 yards (tackle by Julian Peterson). Penalty on Chartric Darby: Defensive Holding, 5 yards",3.780,4.310
4,12:01,1,10,SEA 19,17,13,Julius Jones right tackle for 6 yards (tackle by Russell Davis),4.310,4.720
4,11:31,2,4,SEA 13,17,13,Julius Jones middle for 3 yards (tackle by Michael Boulware),4.720,4.690
4,10:59,3,1,SEA 10,17,13,Marion Barber left guard for -1 yards (tackle by LeRoy Hill and Bryce Fisher),4.690,2.820
4,10:19,4,2,SEA 11,20,13,Martin Gramatica 29 yard field goal good,2.820,3.000
4,,,,DAL 30,20,13,"Martin Gramatica kicks off 66 yards, returned by Nate Burleson for 23 yards (tackle by Miles Austin)",0.000,0.740
4,10:09,1,10,SEA 27,20,13,Shaun Alexander middle for 2 yards (tackle by Kenyon Coleman and Jason Ferguson),0.740,0.470
4,9:30,2,8,SEA 29,20,13,Matt Hasselbeck pass complete short middle to Bobby Engram for 11 yards (tackle by Roy Williams and Bradie James),0.470,1.600
4,8:51,1,10,SEA 40,20,13,Matt Hasselbeck pass complete to Bobby Engram for 30 yards (tackle by Terence Newman),1.600,3.580
4,8:14,1,10,DAL 30,20,13,"Matt Hasselbeck pass incomplete deep middle intended for Nate Burleson. Penalty on Terence Newman: Defensive Pass Interfere, 29 yards (no play)",3.580,6.970
4,8:10,1,1,DAL 1,20,13,Shaun Alexander left end for -7 yards (tackle by DeMarcus Ware),6.970,4.570
4,7:28,2,8,DAL 8,20,13,Matt Hasselbeck pass incomplete short middle intended for Bobby Engram,4.570,3.580
4,7:24,3,8,DAL 8,20,13,Matt Hasselbeck pass complete short right to Jerramy Stevens for 6 yards (tackle by Akin Ayodele),3.580,3.250
4,6:48,4,2,DAL 2,20,13,Matt Hasselbeck pass incomplete short right intended for Will Heller,3.250,0.380
4,6:42,1,10,DAL 2,20,15,"Tony Romo pass complete short left to Terry Glenn for no gain. Terry Glenn fumbles (forced by Kelly Jennings), touchdown",-0.380,-2.000
,,,,,,,"DAL challenged the ruling, and the original play was overturned.",,
4,,,,DAL 20,20,15,"Mat McBriar kicks off 49 yards, returned by Nate Burleson for 19 yards (tackle by Nate Jones)",0.000,2.260
4,6:17,1,10,SEA 50,20,15,Matt Hasselbeck pass complete short middle to Mack Strong for 7 yards (tackle by Akin Ayodele),2.260,2.660
4,5:45,2,3,DAL 43,20,15,Shaun Alexander left tackle for 2 yards (tackle by Kenyon Coleman),2.660,2.210
4,5:12,3,1,DAL 41,20,15,Shaun Alexander left tackle for 4 yards (tackle by Akin Ayodele),2.210,3.120
4,4:31,1,10,DAL 37,20,21,"Matt Hasselbeck pass complete deep middle to Jerramy Stevens for 37 yards, touchdown",3.120,7.000
4,,,,,20,21,"Two Point Attempt: Matt Hasselbeck pass incomplete intended for Deion Branch, conversion fails",1.000,-1.000
4,,,,SEA 30,20,21,"Josh Brown kicks off 61 yards, returned by Miles Austin for 19 yards (tackle by Oliver Celestin)",0.000,0.810
4,4:18,1,10,DAL 28,20,21,Tony Romo pass complete short right to Patrick Crayton for 11 yards (tackle by Michael Boulware),0.810,1.530
4,3:44,1,10,DAL 39,20,21,Julius Jones middle for 3 yards (tackle by Grant Wistrom),1.530,1.390
4,3:07,2,7,DAL 42,20,21,Tony Romo pass complete short right to Terrell Owens for 12 yards,1.390,2.520
4,3:02,1,10,SEA 46,20,21,Julius Jones middle for 35 yards (tackle by Ken Hamlin),2.520,4.840
4,2:15,1,10,SEA 11,20,21,Julius Jones middle for no gain (tackle by Bryce Fisher),4.840,4.140
4,2:00,2,10,SEA 11,20,21,Marion Barber right guard for 3 yards (tackle by Jordan Babineaux and Julian Peterson),4.140,3.760
4,1:53,,,,20,21,Timeout #2 by Seattle Seahawks,0.000,3.760
4,1:53,3,7,SEA 8,20,21,Tony Romo pass complete short right to Jason Witten for 6 yards (tackle by Lofa Tatupu and Julian Peterson),3.760,3.250
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,1:19,,,,20,21,Timeout #3 by Seattle Seahawks,0.000,3.250
4,1:19,4,1,SEA 2,20,21,"Tony Romo for no gain. Tony Romo fumbles, recovered by Tony Romo at SEA-9",3.250,0.380
4,1:14,1,10,SEA 2,20,21,Shaun Alexander left tackle for 20 yards (tackle by Tony Parrish),-0.380,0.410
4,1:05,,,,20,21,Timeout #1 by Dallas Cowboys,0.000,0.410
4,1:05,1,10,SEA 22,20,21,Maurice Morris left tackle for -1 yards (tackle by Chris Canty),0.410,-0.270
4,1:00,,,,20,21,Timeout #2 by Dallas Cowboys,0.000,-0.270
4,1:00,2,11,SEA 21,20,21,Shaun Alexander right tackle for no gain (tackle by Kenyon Coleman and Akin Ayodele),-0.270,-0.960
4,0:55,,,,20,21,Timeout #3 by Dallas Cowboys,0.000,-0.960
4,0:55,3,11,SEA 21,20,21,Shaun Alexander left end for 8 yards (tackle by Chris Canty),-0.960,-1.440
4,0:08,4,3,SEA 29,20,21,"Penalty on Ryan Plackemeier: Delay of Game, 5 yards (no play)",-1.440,-1.770
4,0:07,4,8,SEA 24,20,21,Ryan Plackemeier punts 26 yards,-1.770,-2.260
4,0:02,1,10,SEA 50,20,21,Tony Romo pass incomplete deep middle intended for Terrell Owens (defended by Pete Hunter),2.260,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
