Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,GNB 42,0,7,Aaron Rodgers pass complete deep right to Jordy Nelson for 32 yards (tackle by Chris Conte),1.530,3.840
2,14:27,1,10,CHI 26,0,7,Aaron Rodgers pass incomplete short right intended for Jordy Nelson is intercepted by Tim Jennings at CHI-17 and returned for 3 yards (tackle by Jordy Nelson),3.840,-0.280
2,14:21,1,10,CHI 20,0,7,Matt Forte left guard for 4 yards (tackle by Ryan Pickett),0.280,0.270
2,13:42,2,6,CHI 24,0,7,Jay Cutler pass complete short right to Alshon Jeffery for 1 yard (tackle by Tramon Williams and Mike Neal),0.270,-0.300
2,13:01,3,5,CHI 25,0,7,Jay Cutler pass incomplete short left intended for Brandon Marshall,-0.300,-1.700
2,12:56,4,5,CHI 25,0,7,"Adam Podlesh punts 38 yards, muffed catch by Micah Hyde, recovered by Jarrett Bush and returned for no gain",-1.700,-1.330
2,12:45,1,10,GNB 36,0,7,Aaron Rodgers pass incomplete short left intended for Andrew Quarless,1.330,0.790
2,12:42,2,10,GNB 36,0,7,Eddie Lacy left tackle for 5 yards (tackle by Major Wright),0.790,0.760
2,11:57,3,5,GNB 41,0,7,Aaron Rodgers pass complete deep left to Jordy Nelson for 26 yards (tackle by Zackary Bowman),0.760,3.380
2,11:16,1,10,CHI 33,0,7,Aaron Rodgers pass complete short right to James Jones for 4 yards (tackle by Isaiah Frey),3.380,3.380
2,10:45,2,6,CHI 29,0,7,Eddie Lacy right end for 1 yard (tackle by Major Wright),3.380,2.810
2,10:03,3,5,CHI 28,0,7,"Aaron Rodgers sacked by Lance Briggs for -5 yards. Penalty on Shea McClellin: Unnecessary Roughness, 15 yards",2.810,4.370
2,9:38,1,10,CHI 18,0,7,Aaron Rodgers pass complete short left to James Jones for 7 yards (tackle by Zackary Bowman),4.370,5.010
2,8:55,2,3,CHI 11,0,7,Eddie Lacy right end for -4 yards (tackle by Lance Briggs),5.010,5.010
2,8:09,2,3,CHI 11,0,7,Timeout #2 by Green Bay Packers,5.010,3.460
2,8:09,3,7,CHI 15,0,7,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,3.460,2.440
2,8:04,4,7,CHI 15,3,7,Mason Crosby 33 yard field goal good,2.440,3.000
2,8:04,,,GNB 35,3,7,"Mason Crosby kicks off 57 yards, returned by Devin Hester for 17 yards. Devin Hester fumbles, recovered by Devin Hester at CHI-26. Penalty on Blake Costanzo: Illegal Block Above the Waist, 10 yards",0.000,0.380
2,7:49,1,10,CHI 10,3,7,Jay Cutler sacked by Andy Mulumba for -2 yards,-0.380,-0.930
2,7:10,2,12,CHI 8,3,7,Matt Forte right tackle for 2 yards (tackle by Mike Daniels),-0.930,-1.420
2,6:26,3,10,CHI 10,3,7,Jay Cutler pass incomplete short middle intended for Alshon Jeffery (defended by Jarrett Bush),-1.420,-2.490
2,6:20,4,10,CHI 10,3,7,Adam Podlesh punts 31 yards,-2.490,-2.850
2,6:09,1,10,CHI 41,3,7,Eddie Lacy left end for -2 yards (tackle by James Anderson),2.850,2.040
2,5:31,2,12,CHI 43,3,7,Aaron Rodgers pass complete short right to Eddie Lacy for 8 yards (tackle by Tim Jennings),2.040,2.410
2,4:58,3,4,CHI 35,3,7,Aaron Rodgers pass complete short right to James Jones for 6 yards (tackle by Derrick Martin),2.410,3.640
2,4:34,1,10,CHI 29,3,7,James Starks right guard for 9 yards (tackle by James Anderson),3.640,4.320
2,4:11,2,1,CHI 20,3,7,James Starks left end for 3 yards (tackle by Major Wright and Landon Cohen),4.320,4.440
2,3:34,1,10,CHI 17,9,7,"Aaron Rodgers sacked by Julius Peppers for -6 yards. Aaron Rodgers fumbles (forced by Julius Peppers), recovered by Jarrett Boykin at CHI-15 and returned for 15 yards, touchdown",4.440,7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,3:34,,,CHI 2,10,7,Mason Crosby kicks extra point good,0.000,0.000
2,3:34,,,GNB 35,10,7,"Mason Crosby kicks off 70 yards, returned by Devin Hester for 20 yards (tackle by Jarrett Bush)",0.000,0.220
2,3:23,1,10,CHI 15,10,7,Matt Forte left guard for 4 yards (tackle by Mike Neal),-0.220,-0.110
2,2:46,2,6,CHI 19,10,7,Michael Bush right guard for 6 yards (tackle by Mike Neal),-0.110,0.610
2,2:09,1,10,CHI 25,10,7,Michael Bush left guard for 5 yards (tackle by Mike Neal),0.610,0.740
2,2:00,2,5,CHI 30,10,7,"Jay Cutler pass complete short right to Alshon Jeffery for 12 yards (tackle by Tramon Williams). Alshon Jeffery fumbles (forced by Tramon Williams), recovered by Morgan Burnett at CHI-43 and returned for 3 yards, lateral to Sam Shields for 12 yards (tackle by Matt Forte)",0.740,-3.710
2,1:47,1,10,CHI 28,10,7,Eddie Lacy right guard for 3 yards (tackle by James Anderson),3.710,3.570
2,1:19,2,7,CHI 25,10,7,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,3.570,2.870
2,1:17,3,7,CHI 25,10,7,Aaron Rodgers pass complete deep left to Jordy Nelson for 16 yards (tackle by Zackary Bowman),2.870,5.140
2,0:54,1,9,CHI 9,10,7,Eddie Lacy left guard for no gain (tackle by Lance Briggs and Shea McClellin),5.140,4.380
2,0:19,2,9,CHI 9,10,7,Aaron Rodgers pass incomplete short left intended for Andrew Quarless,4.380,4.380
2,0:11,2,9,CHI 9,10,7,Timeout #3 by Green Bay Packers,4.380,3.360
2,0:11,3,9,CHI 9,10,7,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,3.360,2.830
2,0:07,4,9,CHI 9,13,7,Mason Crosby 27 yard field goal good,2.830,3.000
2,0:07,,,GNB 35,13,7,"Mason Crosby kicks off 36 yards, muffed catch by Eric Weems, recovered by Eric Weems and returned for no gain",0.000,1.270
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,13,7,"Robbie Gould kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,GNB 20,13,7,James Starks left end for 1 yard (tackle by Lance Briggs),0.280,-0.130
3,14:28,2,9,GNB 21,13,7,James Starks left guard for 8 yards (tackle by Chris Conte),-0.130,0.230
3,13:42,3,1,GNB 29,13,7,Aaron Rodgers pass incomplete short left intended for Jarrett Boykin,0.230,-1.440
3,13:38,4,1,GNB 29,13,7,"Tim Masthay punts 50 yards, returned by Devin Hester for 49 yards (tackle by Ryan Taylor)",-1.440,-3.580
3,13:18,1,10,GNB 30,13,7,Matt Forte right guard for 15 yards (tackle by M.D. Jennings),3.580,4.580
3,12:41,1,10,GNB 15,13,7,Matt Forte left end for 3 yards (tackle by Jamari Lattimore),4.580,4.450
3,12:04,2,7,GNB 12,13,7,Matt Forte right guard for 4 yards (tackle by Mike Neal),4.450,4.450
3,11:31,3,3,GNB 8,13,7,Matt Forte left end for 3 yards (tackle by M.D. Jennings and Jamari Lattimore),4.450,6.060
3,10:51,1,5,GNB 5,13,13,"Matt Forte left tackle for 5 yards, touchdown",6.060,7.000
3,10:51,,,GNB 2,13,14,Robbie Gould kicks extra point good,0.000,0.000
3,10:51,,,CHI 35,13,14,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,10:46,1,10,GNB 20,13,14,Eddie Lacy left tackle for 17 yards (tackle by Major Wright),0.280,1.400
3,10:16,1,10,GNB 37,13,14,James Starks left tackle for 4 yards (tackle by Major Wright),1.400,1.400
3,9:49,2,6,GNB 41,13,14,James Starks left end for 5 yards (tackle by Craig Steltz),1.400,1.360
3,9:22,3,1,GNB 46,13,14,James Starks left tackle for 41 yards (tackle by Isaiah Frey),1.360,4.710
3,8:46,1,10,CHI 13,13,14,James Starks right guard for 1 yard (tackle by James Anderson),4.710,4.220
3,8:14,2,9,CHI 12,13,14,Aaron Rodgers pass complete short right to James Jones for 5 yards (tackle by Tim Jennings),4.220,4.330
3,7:32,3,4,CHI 7,19,14,"Aaron Rodgers pass complete short middle to Randall Cobb for 7 yards, touchdown",4.330,7.000
3,7:32,,,CHI 2,20,14,Mason Crosby kicks extra point good,0.000,0.000
3,7:32,,,GNB 35,20,14,"Mason Crosby kicks off 50 yards, returned by Michael Ford for 11 yards (tackle by Morgan Burnett)",0.000,-0.670
3,7:20,1,10,CHI 26,20,14,Matt Forte right guard for 4 yards (tackle by Nick Perry),0.670,0.670
3,6:37,2,6,CHI 30,20,14,Matt Forte right guard for 2 yards (tackle by Jamari Lattimore and B.J. Raji),0.670,0.230
3,6:01,3,4,CHI 32,20,14,Jay Cutler pass complete deep left to Alshon Jeffery for 67 yards (tackle by Sam Shields),0.230,0.230
3,5:07,3,4,CHI 32,20,14,Timeout #1 by Chicago Bears,0.230,6.970
3,5:07,1,1,GNB 1,20,20,"Matt Forte left guard for 1 yard, touchdown",6.970,7.000
3,5:07,,,GNB 2,20,21,Robbie Gould kicks extra point good,0.000,0.000
3,5:07,,,CHI 35,20,21,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,5:04,1,10,GNB 20,20,21,Aaron Rodgers pass complete deep right to Jordy Nelson for 18 yards (tackle by Tim Jennings),0.280,1.470
3,4:39,1,10,GNB 38,20,21,Eddie Lacy right guard for no gain (tackle by Corey Wootton),1.470,0.920
3,4:02,2,10,GNB 38,20,21,Aaron Rodgers pass incomplete deep middle intended for Andrew Quarless,0.920,0.230
,,,,,,,"GNB challenged the incomplete pass ruling, and the play was upheld.",,
3,3:43,3,10,GNB 38,20,21,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson,0.230,-0.850
3,3:39,4,10,GNB 38,20,21,Tim Masthay punts 30 yards,-0.850,-1.070
3,3:27,1,10,CHI 32,20,21,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by Micah Hyde),1.070,1.740
3,2:52,2,1,CHI 41,20,21,Matt Forte right tackle for 2 yards (tackle by Ryan Pickett),1.740,1.800
3,2:18,1,10,CHI 43,20,21,Matt Forte right guard for 16 yards (tackle by Tramon Williams),1.800,2.850
3,1:40,1,10,GNB 41,20,21,Jay Cutler pass complete short left to Matt Forte for 33 yards (tackle by Sean Richardson),2.850,5.370
3,0:50,1,8,GNB 8,20,21,Matt Forte left end for 3 yards (tackle by Josh Boyd),5.370,5.150
3,0:21,2,5,GNB 5,20,21,Matt Forte right end for no gain (tackle by Tramon Williams),5.150,4.260
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,GNB 5,20,27,"Jay Cutler pass complete short right to Brandon Marshall for 5 yards, touchdown",4.260,7.000
4,15:00,,,GNB 2,20,28,Robbie Gould kicks extra point good,0.000,0.000
4,15:00,,,CHI 35,20,28,"Robbie Gould kicks off 60 yards, returned by Micah Hyde for 18 yards (tackle by Anthony Walters)",0.000,-0.480
4,14:50,1,10,GNB 23,20,28,Eddie Lacy left end for 2 yards (tackle by James Anderson),0.480,0.200
4,14:12,2,8,GNB 25,20,28,Aaron Rodgers pass complete short right to Jordy Nelson for 34 yards (tackle by Chris Conte),0.200,2.850
4,13:38,1,10,CHI 41,20,28,Eddie Lacy right tackle for 1 yard (tackle by Julius Peppers),2.850,2.440
4,12:55,2,9,CHI 40,20,28,Aaron Rodgers pass complete short left to James Jones for 12 yards (tackle by Chris Conte),2.440,3.710
4,12:11,1,10,CHI 28,20,28,Aaron Rodgers pass complete deep middle to Andrew Quarless for 22 yards (tackle by Major Wright),3.710,5.830
4,11:43,1,6,CHI 6,26,28,"Eddie Lacy right guard for 6 yards, touchdown",5.830,7.000
4,11:43,,,CHI 2,27,28,Mason Crosby kicks extra point good,0.000,0.000
4,11:43,,,GNB 35,27,28,"Mason Crosby kicks off 60 yards, returned by Devin Hester for 21 yards (tackle by Davon House)",0.000,-0.670
4,11:30,1,10,CHI 26,27,28,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",0.670,0.340
4,11:30,1,15,CHI 21,27,28,Jay Cutler pass complete short left to Matt Forte for 7 yards (tackle by Jamari Lattimore),0.340,0.400
4,10:50,2,8,CHI 28,27,28,Matt Forte right guard for 6 yards (tackle by Tramon Williams),0.400,0.500
4,10:09,3,2,CHI 34,27,28,Matt Forte left end for 11 yards (tackle by Sam Shields),0.500,1.930
4,9:23,1,10,CHI 45,27,28,Jay Cutler pass complete short right to Brandon Marshall for 7 yards (tackle by Tramon Williams),1.930,2.330
4,8:45,2,3,GNB 48,27,28,Jay Cutler pass complete short right to Marquess Wilson for 10 yards (tackle by A.J. Hawk),2.330,3.050
4,8:10,1,10,GNB 38,27,28,"Jay Cutler pass incomplete short left intended for Alshon Jeffery. Penalty on Brandon Marshall: Illegal Formation, 5 yards (no play)",3.050,2.720
4,8:06,1,15,GNB 43,27,28,Jay Cutler pass complete short middle to Matt Forte for 3 yards (tackle by A.J. Hawk),2.720,2.240
4,7:22,2,12,GNB 40,27,28,Matt Forte left guard for -5 yards (tackle by Andy Mulumba),2.240,2.240
4,6:38,2,12,GNB 40,27,28,Timeout #2 by Green Bay Packers,2.240,0.890
4,6:38,3,17,GNB 45,27,28,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,0.890,0.270
4,6:32,4,17,GNB 45,27,28,"Adam Podlesh punts 32 yards, fair catch by Micah Hyde",0.270,0.320
4,6:24,1,10,GNB 13,27,28,Eddie Lacy right tackle for 2 yards (tackle by Corey Wootton),-0.320,-0.570
4,5:57,2,8,GNB 15,27,28,Aaron Rodgers pass complete short left to Eddie Lacy for 7 yards (tackle by Lance Briggs and Isaiah Frey),-0.570,-0.350
4,5:24,3,1,GNB 22,27,28,Eddie Lacy left guard for no gain (tackle by Jay Ratliff),-0.350,-1.900
4,4:41,4,1,GNB 22,27,28,John Kuhn right tackle for 1 yard (tackle by James Anderson),-1.900,0.480
4,4:18,1,10,GNB 23,27,28,Aaron Rodgers pass complete short left to James Jones for 7 yards (tackle by Isaiah Frey),0.480,0.880
4,3:53,2,3,GNB 30,27,28,Aaron Rodgers pass incomplete short left intended for James Jones,0.880,0.170
4,3:51,3,3,GNB 30,27,28,Aaron Rodgers left guard for 5 yards (tackle by Lance Briggs),0.170,1.270
4,3:18,1,10,GNB 35,27,28,Aaron Rodgers pass complete short left to Jordy Nelson for 7 yards (tackle by Major Wright),1.270,1.670
4,2:51,2,3,GNB 42,27,28,Eddie Lacy left tackle for 2 yards (tackle by Landon Cohen),1.670,1.220
4,2:16,3,1,GNB 44,27,28,Eddie Lacy left end for no gain (tackle by James Anderson),1.220,-0.460
4,2:00,4,1,GNB 44,27,28,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by Zackary Bowman),-0.460,2.260
4,1:23,1,10,,27,28,Aaron Rodgers pass incomplete deep left intended for Andrew Quarless,2.260,1.710
4,1:17,2,10,,27,28,Eddie Lacy left end for 2 yards (tackle by Shea McClellin),1.710,1.290
4,0:51,3,8,CHI 48,27,28,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson (defended by Tim Jennings),1.290,0.070
4,0:46,4,8,CHI 48,33,28,"Aaron Rodgers pass complete deep left to Randall Cobb for 48 yards, touchdown",0.070,7.000
4,0:46,,,,33,28,"Two Point Attempt: Aaron Rodgers pass incomplete, conversion fails",0.000,-1.000
4,0:46,,,GNB 35,33,28,--,0.000,-1.600
4,0:31,1,10,CHI 40,33,28,Jay Cutler pass complete short middle to Martellus Bennett for 15 yards (tackle by Jarrett Bush),1.600,1.600
4,0:24,1,10,CHI 40,33,28,Timeout #2 by Chicago Bears,1.600,2.590
4,0:24,1,10,GNB 45,33,28,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,2.590,2.040
4,0:16,2,10,GNB 45,33,28,Jay Cutler pass incomplete short middle intended for Brandon Marshall,2.040,1.360
4,0:10,3,10,GNB 45,33,28,Jay Cutler pass incomplete deep right intended for Alshon Jeffery is intercepted by Sam Shields at GNB-0 and returned for 7 yards,1.360,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
