Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joshua Kelley,LAC,13,39,0,3,24,1.8,15,1.2,0,
Elijah Dotson,LAC,4,6,0,,3,0.8,3,0.8,0,
Derius Davis,LAC,1,10,0,1,8,8.0,2,2.0,0,
Justin Herbert,LAC,1,0,0,0,0,0.0,0,0.0,0,
Isaiah Spiller,LAC,1,3,0,,3,3.0,0,0.0,0,
Mike Williams,LAC,1,3,0,0,2,2.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,25,80,1,5,36,1.4,44,1.8,0,
Tyjae Spears,TEN,8,49,0,4,21,2.6,28,3.5,2,4.0
Ryan Tannehill,TEN,1,12,1,1,10,10.0,2,2.0,0,
