Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,13,52,1,3,25,1.9,27,2.1,1,13.0
Daniel Jones,NYG,4,27,0,1,27,6.8,0,0.0,0,
Devontae Booker,NYG,1,6,0,,3,3.0,3,3.0,0,
Evan Engram,NYG,1,-3,0,,-3,-3.0,0,0.0,0,
Kadarius Toney,NYG,1,1,0,0,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,26,120,0,4,58,2.2,62,2.4,3,8.7
Taysom Hill,NOR,6,28,2,3,15,2.5,13,2.2,3,2.0
Tony Jones,NOR,3,8,0,1,8,2.7,0,0.0,0,
Ty Montgomery,NOR,2,7,0,0,5,2.5,2,1.0,0,
Alex Armah,NOR,1,2,0,1,1,1.0,1,1.0,0,
Dwayne Washington,NOR,1,5,0,,0,0.0,5,5.0,0,
