Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
1,11:31,1,10,PIT 16,3,0,Duce Staley left guard for 3 yards (tackle by Vince Wilfork),-0.140,-0.180
1,10:51,2,7,PIT 19,3,0,Ben Roethlisberger pass complete to Antwaan Randle El for -3 yards (tackle by Randall Gay),-0.180,-1.320
1,10:16,3,10,PIT 16,3,0,Ben Roethlisberger pass complete to Antwaan Randle El for 9 yards (tackle by Tedy Bruschi),-1.320,-1.700
1,9:38,4,1,PIT 25,3,0,"Chris Gardocki punts 38 yards, returned by Kevin Faulk for 4 yards (tackle by Clint Kriewaldt)",-1.700,-1.660
1,9:29,1,10,NWE 41,3,0,Kevin Faulk up the middle for 1 yard (tackle by Joey Porter and Aaron Smith),1.660,1.260
1,8:56,2,9,NWE 42,3,0,Tom Brady pass complete to Kevin Faulk for 4 yards (tackle by Larry Foote),1.260,1.090
1,8:12,3,5,NWE 46,3,0,Tom Brady pass incomplete intended for David Givens,1.090,-0.320
1,8:06,4,5,NWE 46,3,0,"Josh Miller punts 54 yards, touchback",-0.320,-0.280
1,7:56,1,10,PIT 20,3,0,Duce Staley left end for 3 yards (tackle by Rodney Harrison),0.280,0.140
1,7:15,2,7,PIT 23,3,0,Duce Staley left tackle for 1 yard (tackle by Richard Seymour and Rodney Harrison),0.140,-0.430
1,6:31,3,6,PIT 24,3,0,Ben Roethlisberger pass complete to Verron Haynes for 14 yards (tackle by Rodney Harrison),-0.430,1.470
1,5:43,1,10,PIT 38,3,0,"Ben Roethlisberger pass complete to Plaxico Burress for 10 yards (tackle by Asante Samuel). Penalty on Plaxico Burress: Offensive Pass Interference, 10 yards (no play)",1.470,0.810
1,5:18,1,20,PIT 28,3,0,Ben Roethlisberger pass complete to Hines Ward for 21 yards (tackle by Eugene Wilson),0.810,2.190
1,4:37,1,10,PIT 49,3,0,Duce Staley left guard for 4 yards (tackle by Jarvis Green and Ted Johnson),2.190,2.190
1,3:54,2,6,NWE 47,3,6,"Ben Roethlisberger pass complete to Plaxico Burress for 47 yards, touchdown",2.190,7.000
1,,,,NWE 2,3,7,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,3,7,"Jeff Reed kicks off 59 yards, returned by Bethel Johnson for 18 yards (tackle by Chidi Iwuoma)",0.000,0.870
1,3:41,1,10,NWE 29,3,7,Tom Brady sacked by Joey Porter for -6 yards. Tom Brady fumbles (forced by Joey Porter),0.870,-3.780
1,3:31,1,10,NWE 27,3,7,Duce Staley left guard for 8 yards (tackle by Rodney Harrison),3.780,4.350
1,2:47,2,2,NWE 19,3,7,Duce Staley left guard for 2 yards (tackle by Ty Warren and Richard Seymour),4.350,4.440
1,2:04,1,10,NWE 17,3,7,Duce Staley left end for 11 yards (tackle by Randall Gay and Rodney Harrison),4.440,5.830
1,2:04,1,6,NWE 6,3,7,Duce Staley right tackle for 2 yards (tackle by Ted Johnson and Mike Vrabel),5.830,5.340
1,0:33,2,4,NWE 4,3,13,"Ben Roethlisberger pass complete to Plaxico Burress for 4 yards, touchdown",5.340,7.000
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
1,,,,NWE 2,3,14,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,3,14,"Jeff Reed kicks off 70 yards, returned by Bethel Johnson for 33 yards (tackle by Chidi Iwuoma)",0.000,1.140
1,0:22,1,10,NWE 33,3,20,"Tom Brady pass incomplete intended for Bethel Johnson is intercepted by Deshea Townsend at NWE-39 and returned for 39 yards, touchdown",1.140,-7.000
1,,,,NWE 2,3,21,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,3,21,"Jeff Reed kicks off 57 yards, returned by Bethel Johnson for 18 yards (tackle by James Harrison)",0.000,1.000
1,0:09,1,10,NWE 31,3,21,"Penalty on Steve Neal: False Start, 5 yards (no play)",1.000,0.670
1,0:09,1,15,NWE 26,3,21,Kevin Faulk left end for -2 yards (tackle by James Farrior and Joey Porter),0.670,-0.490
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,17,NWE 24,3,21,Tom Brady sacked by Joey Porter for -10 yards,-0.490,-3.180
2,14:26,3,27,NWE 14,3,21,Tom Brady pass complete to Kevin Faulk for 10 yards (tackle by James Farrior),-3.180,-1.770
2,13:40,4,17,NWE 24,3,21,"Josh Miller punts 55 yards, returned by Antwaan Randle El for 9 yards (tackle by Tully Banta-Cain). Penalty on Antwaan Randle El: Taunting, 15 yards",-1.770,0.220
2,13:28,1,10,PIT 15,3,21,Duce Staley right end for 6 yards (tackle by Asante Samuel),-0.220,0.210
2,12:53,2,4,PIT 21,3,21,Duce Staley left end for 3 yards (tackle by Richard Seymour and Eugene Wilson),0.210,-0.270
2,12:08,3,1,PIT 24,3,21,Ben Roethlisberger pass complete to Hines Ward for 10 yards (tackle by Rodney Harrison),-0.270,1.200
2,11:30,1,10,PIT 34,3,21,Duce Staley up the middle for 5 yards (tackle by Keith Traylor and Ted Johnson),1.200,1.330
2,10:52,2,5,PIT 39,3,21,Duce Staley up the middle for 2 yards (tackle by Mike Vrabel and Ted Johnson),1.330,0.890
2,10:12,3,3,PIT 41,3,21,Ben Roethlisberger pass complete to Antwaan Randle El for 2 yards (tackle by Randall Gay),0.890,-0.520
2,9:34,4,1,PIT 43,3,21,"Chris Gardocki punts 44 yards, fair catch by Kevin Faulk",-0.520,0.320
2,9:26,1,10,NWE 13,3,21,Cedric Cobbs left end for 1 yard,-0.320,-0.680
2,8:47,2,9,NWE 14,3,21,Tom Brady pass incomplete intended for Daniel Graham (defended by Troy Polamalu),-0.680,-1.300
2,8:15,3,9,NWE 14,3,21,Tom Brady pass complete to David Givens for 17 yards (tackle by Willie J. Williams),-1.300,1.000
2,8:15,1,10,NWE 31,3,21,"Penalty on Brandon Gorin: False Start, 5 yards (no play)",1.000,0.670
2,7:56,1,15,NWE 26,3,21,Tom Brady pass incomplete intended for Troy Brown,0.670,-0.220
2,7:51,2,15,NWE 26,3,21,Tom Brady pass incomplete intended for David Givens,-0.220,-0.890
2,7:45,3,15,NWE 26,3,21,Tom Brady pass incomplete intended for Bethel Johnson is intercepted by Ike Taylor at PIT-20,-0.890,-0.280
2,7:35,1,10,PIT 20,3,21,Duce Staley right guard for 3 yards (tackle by Ted Johnson),0.280,0.140
2,6:50,2,7,PIT 23,3,21,"Ben Roethlisberger pass incomplete intended for Plaxico Burress. Penalty on Vince Wilfork: Roughing the Passer, 15 yards (no play)",0.140,1.470
2,6:49,1,10,PIT 38,3,21,Duce Staley right tackle for 4 yards (tackle by Ty Warren and Richard Seymour),1.470,1.460
2,6:05,2,6,PIT 42,3,21,Duce Staley up the middle for 3 yards (tackle by Rodney Harrison and Mike Vrabel),1.460,1.160
2,5:20,3,3,PIT 45,3,21,"Penalty on Oliver Ross: False Start, 5 yards (no play)",1.160,0.500
2,4:58,3,8,PIT 40,3,21,"Ben Roethlisberger pass complete to Antwaan Randle El for 20 yards (tackle by Asante Samuel). Antwaan Randle El fumbles (forced by Asante Samuel), ball out of bounds at NWE-40. Penalty on Dexter Reid: Face Mask (15 Yards), 15 yards",0.500,3.910
2,4:26,1,10,NWE 25,3,21,Ben Roethlisberger pass complete to Antwaan Randle El for 15 yards (tackle by Mike Vrabel),3.910,4.910
2,3:48,1,10,NWE 10,3,21,Duce Staley up the middle for 6 yards (tackle by Eugene Wilson),4.910,5.340
2,3:48,2,4,NWE 4,3,21,Ben Roethlisberger pass incomplete intended for Jay Riemersma,5.340,4.490
2,2:47,3,4,NWE 4,3,21,Ben Roethlisberger pass complete to Hines Ward for 3 yards (tackle by Rodney Harrison),4.490,3.550
2,2:09,,,,3,21,Timeout #2 by New England Patriots,0.000,3.550
2,2:09,4,1,NWE 1,3,24,Jeff Reed 19 yard field goal good,3.550,3.000
2,,,,PIT 30,3,24,"Jeff Reed kicks off 67 yards, returned by Bethel Johnson for 41 yards (tackle by Troy Polamalu). Bethel Johnson fumbles (forced by Troy Polamalu), ball out of bounds at NWE-44",0.000,1.860
2,1:58,1,10,NWE 44,3,24,Tom Brady pass complete to Kevin Faulk for 13 yards (tackle by Larry Foote),1.860,2.720
2,1:37,1,10,PIT 43,3,24,Tom Brady pass complete to David Givens for 14 yards (tackle by Willie J. Williams),2.720,3.640
2,1:14,1,10,PIT 29,3,24,Tom Brady pass incomplete intended for Troy Brown,3.640,3.100
2,1:11,,,,3,24,Timeout #1 by Pittsburgh Steelers,0.000,3.100
2,1:11,2,10,PIT 29,3,24,Tom Brady pass complete to David Givens for 10 yards (tackle by Clark Haggans),3.100,4.310
2,1:06,1,10,PIT 19,3,24,Tom Brady pass complete to Kevin Faulk for 17 yards (tackle by Russell Stuvaints),4.310,6.740
2,0:51,,,,3,24,Timeout #3 by New England Patriots,0.000,6.740
2,0:49,1,2,PIT 2,3,24,Tom Brady pass incomplete intended for Christian Fauria,6.740,5.720
2,0:46,2,2,PIT 2,9,24,"Tom Brady pass complete to David Givens for 2 yards, touchdown",5.720,7.000
2,,,,PIT 2,10,24,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,10,24,"Adam Vinatieri kicks off 69 yards, returned by Antwaan Randle El for 37 yards (tackle by Larry Izzo)",0.000,1.470
2,0:34,1,10,PIT 38,10,24,Ben Roethlisberger pass complete to Antwaan Randle El for 1 yard (tackle by Eugene Wilson),1.470,1.060
2,0:27,2,9,PIT 39,10,24,Ben Roethlisberger pass complete to Hines Ward for 12 yards,1.060,2.320
2,0:19,1,10,NWE 49,10,24,Verron Haynes up the middle for 8 yards (tackle by Rosevelt Colvin),2.320,2.860
2,0:13,,,,10,24,Timeout #2 by Pittsburgh Steelers,0.000,2.860
2,0:13,2,2,NWE 41,10,24,Ben Roethlisberger pass complete to Hines Ward for 9 yards,2.860,3.450
2,0:09,1,10,NWE 32,10,24,"Verron Haynes up the middle for 3 yards (tackle by Rodney Harrison). Penalty on Jeff Hartings: Offensive Holding, 10 yards",3.450,2.980
2,0:03,1,17,NWE 39,10,24,Ben Roethlisberger pass incomplete intended for Lee Mays (defended by Roman Phifer),2.980,1.960
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,10,24,"Jeff Reed kicks off 63 yards, returned by Bethel Johnson for 17 yards (tackle by Ricardo Colclough)",0.000,0.540
3,14:53,1,10,NWE 24,10,24,"Tom Brady pass complete to Kevin Faulk for -2 yards (tackle by Joey Porter). Kevin Faulk fumbles (forced by Joey Porter), recovered by Aaron Smith at NWE-22 and returned for 5 yards (tackle by Steve Neal)",0.540,-4.440
3,14:43,1,10,NWE 17,10,24,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Randall Gay),4.440,3.850
3,14:29,2,10,NWE 17,10,24,Ben Roethlisberger pass complete to Hines Ward for 3 yards (tackle by Asante Samuel),3.850,3.500
3,13:53,3,7,NWE 14,10,24,Ben Roethlisberger pass complete to Plaxico Burress for 12 yards (tackle by Eugene Wilson),3.500,6.740
3,13:09,1,2,NWE 2,10,30,"Jerome Bettis up the middle for 2 yards, touchdown",6.740,7.000
3,,,,NWE 2,10,31,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,10,31,"Jeff Reed kicks off 67 yards, returned by Bethel Johnson for 31 yards (tackle by Chidi Iwuoma)",0.000,1.200
3,12:58,1,10,NWE 34,10,31,Tom Brady pass complete to David Patten for 9 yards (tackle by Deshea Townsend),1.200,1.870
3,12:43,2,1,NWE 43,10,31,Tom Brady pass complete to Kevin Faulk for 9 yards (tackle by James Farrior),1.870,2.390
3,12:13,1,10,PIT 48,10,31,Tom Brady pass incomplete intended for David Patten,2.390,1.850
3,12:07,2,10,PIT 48,10,31,Tom Brady pass complete to Troy Brown for 10 yards,1.850,3.050
3,11:49,1,10,PIT 38,10,31,Tom Brady pass complete to Troy Brown for 18 yards,3.050,4.240
3,11:31,1,10,PIT 20,10,31,Tom Brady pass complete to Troy Brown for 6 yards (tackle by Ricardo Colclough),4.240,4.640
3,11:03,2,4,PIT 14,10,31,"Tom Brady pass incomplete intended for David Patten. Penalty on Chris Hope: Face Mask (15 Yards), 7 yards",4.640,5.600
,,,,,,,"PIT challenged the ruling, and the original play was overturned.",,
3,11:00,1,7,PIT 7,10,31,Tom Brady pass incomplete intended for David Givens,5.600,4.760
3,10:54,2,7,PIT 7,10,31,Tom Brady pass incomplete intended for David Patten,4.760,3.810
3,10:49,3,7,PIT 7,10,31,Tom Brady pass incomplete intended for David Givens,3.810,2.970
3,10:44,4,7,PIT 7,13,31,Adam Vinatieri 25 yard field goal good,2.970,3.000
3,,,,NWE 30,13,31,"Adam Vinatieri kicks off 66 yards, returned by Antwaan Randle El for 24 yards (tackle by Rodney Harrison)",0.000,0.810
3,10:29,1,10,PIT 28,13,31,Duce Staley up the middle for 6 yards (tackle by Ted Johnson and Rodney Harrison),0.810,1.070
3,9:57,2,4,PIT 34,13,31,(tackle by Eugene Wilson),1.070,1.930
3,9:28,1,10,PIT 45,13,31,Duce Staley right guard for 6 yards (tackle by Ty Warren and Dexter Reid),1.930,2.190
3,8:48,2,4,NWE 49,13,31,Duce Staley right tackle for 3 yards (tackle by Mike Vrabel and Dexter Reid),2.190,1.880
3,8:04,3,1,NWE 46,13,31,Duce Staley right tackle for 10 yards (tackle by Tedy Bruschi and Vince Wilfork),1.880,3.180
3,7:19,1,10,NWE 36,13,31,Duce Staley right tackle for 6 yards (tackle by Rodney Harrison),3.180,3.450
3,7:19,2,4,NWE 30,13,31,Duce Staley right guard for 4 yards (tackle by Vince Wilfork and Rodney Harrison),3.450,3.840
3,5:53,1,10,NWE 26,13,31,Jerome Bettis left tackle for no gain (tackle by Rodney Harrison and Richard Seymour),3.840,3.300
3,4:56,2,10,NWE 26,13,31,Jerome Bettis left tackle for 9 yards (tackle by Randall Gay and Rosevelt Colvin),3.300,3.950
3,4:24,3,1,NWE 17,13,31,Jerome Bettis right guard for 4 yards (tackle by Vince Wilfork and Richard Seymour),3.950,4.710
3,3:40,1,10,NWE 13,13,31,Jerome Bettis up the middle for -1 yards (tackle by Richard Seymour and Tedy Bruschi),4.710,3.900
3,2:58,2,11,NWE 14,13,31,Jerome Bettis up the middle for 3 yards (tackle by Keith Traylor),3.900,3.450
3,2:14,3,8,NWE 11,13,31,Ben Roethlisberger pass incomplete intended for Plaxico Burress,3.450,2.700
3,2:10,4,8,NWE 11,13,34,Jeff Reed 29 yard field goal good,2.700,3.000
3,,,,PIT 30,13,34,Jeff Reed kicks off 68 yards,0.000,1.600
3,2:06,1,10,NWE 40,13,34,Tom Brady pass complete to Troy Brown for 6 yards (tackle by Russell Stuvaints),1.600,1.860
3,1:54,2,4,NWE 46,13,34,Tom Brady pass complete to Kevin Faulk for 8 yards (tackle by Clark Haggans),1.860,2.520
3,1:21,1,10,PIT 46,13,34,"Tom Brady pass incomplete intended for Kevin Faulk (defended by James Farrior). Penalty on Steve Neal: Offensive Holding, 10 yards (no play)",2.520,1.860
3,1:16,1,20,NWE 44,13,34,Tom Brady pass incomplete intended for David Patten,1.860,0.630
3,1:10,2,20,NWE 44,13,34,Tom Brady sacked by Joey Porter for -7 yards,0.630,-0.960
3,0:39,3,27,NWE 37,13,34,Tom Brady pass incomplete intended for David Givens,-0.960,-0.910
3,0:32,4,27,NWE 37,13,34,"Josh Miller punts 48 yards, returned by Antwaan Randle El for 1 yard (tackle by Mike Vrabel). Penalty on Ricardo Colclough: Offensive Holding, 8 yards",-0.910,0.380
3,0:22,1,10,PIT 8,13,34,Duce Staley up the middle for 10 yards (tackle by Ted Johnson and Eugene Wilson),-0.380,0.040
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 18,13,34,Duce Staley left end for 10 yards (tackle by Rodney Harrison and Eugene Wilson),0.040,0.810
4,14:00,1,10,PIT 28,13,34,Ben Roethlisberger up the middle for 1 yard (tackle by Willie McGinest),0.810,0.400
4,13:37,2,9,PIT 29,13,34,Jerome Bettis left tackle for 6 yards (tackle by Rosevelt Colvin),0.400,0.500
4,12:53,3,3,PIT 35,13,34,Ben Roethlisberger up the middle for 5 yards (tackle by Richard Seymour and Tedy Bruschi),0.500,1.600
4,12:09,1,10,PIT 40,13,34,Jerome Bettis right tackle for 2 yards (tackle by Asante Samuel),1.600,1.320
4,11:26,2,8,PIT 42,13,34,Jerome Bettis right end for -3 yards (tackle by Ty Warren),1.320,0.230
4,10:41,3,11,PIT 39,13,34,Ben Roethlisberger pass complete to Verron Haynes for 4 yards (tackle by Ted Johnson),0.230,-0.520
4,9:58,4,7,PIT 43,13,34,"Chris Gardocki punts 48 yards, returned by Kevin Faulk for 5 yards (tackle by Brett Keisel)",-0.520,0.280
4,9:47,1,10,NWE 14,13,34,Tom Brady pass complete to Kevin Faulk for 13 yards,-0.280,0.740
4,9:31,1,10,NWE 27,13,34,Kevin Faulk up the middle for 4 yards (tackle by Troy Polamalu),0.740,0.740
4,9:06,2,6,NWE 31,13,34,Tom Brady pass incomplete intended for David Patten (defended by Joey Porter),0.740,0.040
4,9:01,3,6,NWE 31,13,34,Tom Brady pass complete to David Givens for 11 yards (tackle by Willie J. Williams),0.040,1.730
4,8:44,1,10,NWE 42,13,34,Tom Brady pass complete to David Patten for 15 yards (tackle by Ike Taylor),1.730,2.720
4,8:17,1,10,PIT 43,13,34,"Rabih Abdullah right end for no gain (tackle by Chris Hope and James Farrior). Penalty on Bethel Johnson: Illegal Substitution, 5 yards (no play)",2.720,2.390
4,8:06,1,15,PIT 48,13,34,Tom Brady sacked by Aaron Smith for -9 yards,2.390,0.290
4,7:45,2,24,NWE 43,13,34,Tom Brady pass complete to David Givens for 13 yards (tackle by Troy Polamalu),0.290,1.360
4,7:26,3,11,PIT 44,13,34,Tom Brady pass complete to Troy Brown for 19 yards (tackle by Russell Stuvaints). Penalty on Willie J. Williams: Illegal Contact (Declined),1.360,3.910
4,6:59,1,10,PIT 25,13,34,Kevin Faulk up the middle for 2 yards,3.910,3.630
4,6:39,2,8,PIT 23,19,34,"Tom Brady pass complete to David Givens for 23 yards, touchdown",3.630,7.000
4,,,,PIT 2,20,34,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,20,34,"Adam Vinatieri kicks off 63 yards, returned by Ricardo Colclough for 23 yards (tackle by Rodney Harrison)",0.000,0.940
4,6:27,1,10,PIT 30,20,34,Jerome Bettis up the middle for 8 yards (tackle by Tedy Bruschi),0.940,1.470
4,5:45,2,2,PIT 38,20,34,Jerome Bettis left guard for 1 yard (tackle by Tedy Bruschi and Ted Johnson),1.470,0.890
4,5:01,3,1,PIT 39,20,34,Jerome Bettis up the middle for 4 yards (tackle by Roman Phifer and Rodney Harrison),0.890,1.800
4,4:16,1,10,PIT 43,20,34,Jerome Bettis up the middle for 1 yard (tackle by Keith Traylor and Richard Seymour),1.800,1.390
4,3:32,2,9,PIT 44,20,34,Verron Haynes up the middle for 6 yards (tackle by Ted Johnson and Tedy Bruschi),1.390,1.490
4,3:20,,,,20,34,Timeout #1 by New England Patriots,0.000,1.490
4,3:20,3,3,PIT 50,20,34,Ben Roethlisberger pass complete to Dan Kreider for 13 yards (tackle by Roman Phifer),1.490,3.120
4,2:38,1,10,NWE 37,20,34,Jerome Bettis up the middle for no gain (tackle by Ty Warren),3.120,2.570
4,2:32,,,,20,34,Timeout #2 by New England Patriots,0.000,2.570
4,2:31,2,10,NWE 37,20,34,Jerome Bettis up the middle for 29 yards (tackle by Rodney Harrison),2.570,5.370
4,2:00,1,8,NWE 8,20,34,Ben Roethlisberger kneels for -1 yards,5.370,4.380
4,1:14,2,9,NWE 9,20,34,Ben Roethlisberger kneels for -1 yards,4.380,3.130
4,0:37,3,10,NWE 10,20,34,Ben Roethlisberger kneels for -1 yards,3.130,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
