Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
1,4:28,1,10,NWE 10,0,0,Peyton Manning pass incomplete short left intended for Julius Thomas,4.910,4.190
1,4:25,2,10,NWE 10,0,0,Knowshon Moreno left guard for 1 yard (tackle by Sealver Siliga),4.190,3.360
1,3:53,3,9,NWE 9,0,0,Peyton Manning pass incomplete short middle intended for Eric Decker,3.360,2.830
1,3:48,4,9,NWE 9,0,3,Matt Prater 27 yard field goal good,2.830,3.000
1,3:48,,,DEN 35,0,3,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
1,3:43,1,10,NWE 20,0,3,Tom Brady pass complete short left to Shane Vereen for 24 yards (tackle by Mike Adams),0.280,1.860
1,3:06,1,10,NWE 44,0,3,Tom Brady pass incomplete deep left intended for Julian Edelman,1.860,1.320
1,3:00,2,10,NWE 44,0,3,Stevan Ridley left end for 5 yards (tackle by Wesley Woodyard),1.320,1.290
1,2:15,3,5,NWE 49,0,3,Tom Brady pass complete short left to Julian Edelman for 18 yards (tackle by Tony Carter),1.290,3.380
1,1:43,1,10,DEN 33,0,3,Stevan Ridley left guard for no gain (tackle by Shaun Phillips),3.380,2.840
1,1:02,2,10,DEN 33,0,3,Tom Brady pass incomplete short left intended for Julian Edelman,2.840,2.150
1,0:56,3,10,DEN 33,0,3,"Tom Brady pass complete short middle to Austin Collie for 8 yards (tackle by Tony Carter). Penalty on Michael Hoomanawanui: Offensive Pass Interference, 10 yards (no play)",2.150,0.830
1,0:38,3,20,DEN 43,0,3,Tom Brady pass complete short right to Julian Edelman for 4 yards (tackle by Champ Bailey),0.830,0.660
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,16,DEN 39,0,3,Ryan Allen punts 32 yards,0.660,0.380
2,14:51,1,10,DEN 7,0,3,Knowshon Moreno left tackle for 11 yards (tackle by Devin McCourty),-0.380,0.040
2,14:11,1,10,DEN 18,0,3,Knowshon Moreno up the middle for 1 yard (tackle by Jamie Collins),0.040,-0.320
2,13:36,2,9,DEN 19,0,3,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,-0.320,-1.040
2,13:31,3,9,DEN 19,0,3,Peyton Manning pass complete short left to Wes Welker for 14 yards (tackle by Logan Ryan),-1.040,1.140
2,12:48,1,10,DEN 33,0,3,Peyton Manning pass complete short right to Julius Thomas for 3 yards (tackle by Kyle Arrington),1.140,1.000
2,12:16,2,7,DEN 36,0,3,Virgil Green up the middle for 6 yards (tackle by Devin McCourty),1.000,1.090
2,11:35,3,1,DEN 42,0,3,"Peyton Manning pass incomplete short right intended for Eric Decker. Penalty on Logan Ryan: Defensive Holding, 5 yards (no play)",1.090,2.060
2,11:31,1,10,DEN 47,0,3,Knowshon Moreno right tackle for 2 yards (tackle by Dont'a Hightower),2.060,1.790
2,10:54,2,8,DEN 49,0,3,Peyton Manning pass complete short left to Montee Ball for 12 yards (tackle by Kyle Arrington),1.790,2.980
2,10:39,1,10,NWE 39,0,3,Peyton Manning pass incomplete short left intended for Eric Decker,2.980,2.440
2,10:34,2,10,NWE 39,0,3,Peyton Manning pass incomplete short middle intended for Wes Welker,2.440,1.750
2,10:31,3,10,NWE 39,0,3,Knowshon Moreno right tackle for 28 yards (tackle by Alfonzo Dennard),1.750,4.840
2,9:48,1,10,NWE 11,0,3,Montee Ball up the middle for 9 yards (tackle by Jamie Collins),4.840,5.850
2,9:06,2,1,NWE 2,0,3,Montee Ball left tackle for no gain (tackle by Dane Fletcher),5.850,5.120
2,8:29,3,1,NWE 2,0,3,Montee Ball left tackle for 1 yard (tackle by Dont'a Hightower),5.120,6.970
2,7:55,1,1,NWE 1,0,9,"Peyton Manning pass complete short middle to Jacob Tamme for 1 yard, touchdown",6.970,7.000
2,7:55,,,NWE 2,0,10,Matt Prater kicks extra point good,0.000,0.000
2,7:55,,,DEN 35,0,10,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
2,7:50,1,10,NWE 20,0,10,Tom Brady pass complete deep middle to Aaron Dobson for 27 yards (tackle by Duke Ihenacho),0.280,2.060
2,7:20,1,10,NWE 47,0,10,LeGarrette Blount right tackle for 3 yards (tackle by Danny Trevathan),2.060,1.920
2,6:42,2,7,,0,10,Tom Brady pass complete short left to Shane Vereen for 13 yards (tackle by Mike Adams),1.920,3.120
2,6:09,1,10,DEN 37,0,10,LeGarrette Blount right guard for 2 yards (tackle by Danny Trevathan),3.120,2.840
2,5:30,2,8,DEN 35,0,10,Tom Brady pass complete short middle to Michael Hoomanawanui for 15 yards (tackle by Duke Ihenacho),2.840,4.240
2,4:57,1,10,DEN 20,0,10,LeGarrette Blount right guard for no gain (tackle by Terrance Knighton),4.240,3.690
2,4:29,2,10,DEN 20,0,10,Tom Brady pass complete short middle to Julian Edelman for 2 yards (tackle by Danny Trevathan),3.690,3.690
2,3:41,2,10,DEN 20,0,10,Timeout #1 by New England Patriots,3.690,3.220
2,3:41,3,8,DEN 18,0,10,Tom Brady sacked by Robert Ayers for -11 yards,3.220,1.500
2,3:00,4,19,DEN 29,3,10,Stephen Gostkowski 47 yard field goal good,1.500,3.000
2,3:00,,,NWE 35,3,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,2:54,1,10,DEN 20,3,10,Knowshon Moreno up the middle for -1 yards (tackle by Rob Ninkovich),0.280,-0.460
2,2:20,2,11,DEN 19,3,10,"Peyton Manning pass complete short left to Wes Welker for 13 yards (tackle by Kyle Arrington). Penalty on Chris Clark: Offensive Holding, 9 yards (no play)",-0.460,-1.510
2,2:00,2,20,DEN 10,3,10,Peyton Manning pass complete short right to Demaryius Thomas for 26 yards (tackle by Steve Gregory),-1.510,1.330
2,1:33,1,10,DEN 36,3,10,Peyton Manning pass complete short middle to Demaryius Thomas for 27 yards (tackle by Devin McCourty),1.330,3.120
2,0:58,1,10,NWE 37,3,10,Peyton Manning pass complete short left to Andre Caldwell for 11 yards (tackle by Logan Ryan),3.120,3.840
2,0:52,1,10,NWE 26,3,10,Peyton Manning pass complete short left to Montee Ball for 3 yards,3.840,3.700
2,0:47,2,7,NWE 23,3,10,Peyton Manning pass complete short right to Wes Welker for 2 yards (tackle by Devin McCourty),3.700,3.700
2,0:40,2,7,NWE 23,3,10,Timeout #1 by Denver Broncos,3.700,3.270
2,0:40,3,5,NWE 21,3,10,Peyton Manning pass complete short right to Knowshon Moreno for 4 yards (tackle by Logan Ryan),3.270,3.270
2,0:30,3,5,NWE 21,3,10,Timeout #2 by Denver Broncos,3.270,2.460
2,0:30,4,1,NWE 17,3,13,Matt Prater 35 yard field goal good,2.460,3.000
2,0:30,,,DEN 35,3,13,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
2,0:25,1,10,NWE 20,3,13,Tom Brady pass incomplete short right intended for Julian Edelman,0.280,-0.270
2,0:21,2,10,NWE 20,3,13,"Tom Brady pass incomplete deep middle intended for Aaron Dobson (defended by Dominique Rodgers-Cromartie). Penalty on Shaun Phillips: Defensive Offside, 5 yards (no play)",-0.270,0.410
2,0:16,2,5,NWE 25,3,13,Tom Brady pass incomplete deep right intended for Austin Collie,0.410,-0.300
2,0:09,3,5,NWE 25,3,13,Shane Vereen up the middle for 5 yards (tackle by Shaun Phillips),-0.300,0.940
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,3,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,DEN 20,3,13,Knowshon Moreno up the middle for 1 yard (tackle by Dont'a Hightower),0.280,-0.130
3,14:31,2,9,DEN 21,3,13,"Peyton Manning pass complete short left to Eric Decker for 10 yards (tackle by Logan Ryan). Penalty on Chris Clark: Offensive Holding (Declined), Penalty on Eric Decker: Offensive Pass Interference (Offsetting), Penalty on Logan Ryan: Defensive Pass Interference (Offsetting) (no play)",-0.130,-0.130
3,14:08,2,9,DEN 21,3,13,Peyton Manning pass complete deep left to Eric Decker for 18 yards (tackle by Logan Ryan),-0.130,1.530
3,13:56,1,10,DEN 39,3,13,Knowshon Moreno up the middle for 6 yards (tackle by Sealver Siliga),1.530,1.800
3,13:16,2,4,DEN 45,3,13,Peyton Manning pass complete short middle to Demaryius Thomas for 15 yards (tackle by Kyle Arrington),1.800,2.920
3,12:33,1,10,NWE 40,3,13,Montee Ball up the middle for 5 yards (tackle by Steve Gregory),2.920,3.050
3,11:54,2,5,NWE 35,3,13,Peyton Manning pass complete short left to Eric Decker for 8 yards (tackle by Logan Ryan),3.050,3.780
3,11:20,1,10,NWE 27,3,13,Knowshon Moreno up the middle for 3 yards (tackle by Dont'a Hightower and Kyle Arrington),3.780,3.640
3,10:44,2,7,NWE 24,3,13,Peyton Manning pass complete short middle to Demaryius Thomas for 4 yards (tackle by Alfonzo Dennard),3.640,3.640
3,9:59,2,7,NWE 24,3,13,Timeout #1 by Denver Broncos,3.640,3.470
3,9:59,3,3,NWE 20,3,13,Peyton Manning pass complete short right to Julius Thomas for 5 yards (tackle by Devin McCourty),3.470,4.580
3,9:15,1,10,NWE 15,3,13,Knowshon Moreno right guard for 7 yards (tackle by Steve Gregory),4.580,5.220
3,8:36,2,3,NWE 8,3,13,Peyton Manning pass incomplete short right intended for Julius Thomas,5.220,4.450
3,8:31,3,3,NWE 8,3,13,Montee Ball up the middle for 5 yards (tackle by Dont'a Hightower),4.450,6.510
3,7:55,1,3,NWE 3,3,19,"Peyton Manning pass complete short right to Demaryius Thomas for 3 yards, touchdown",6.510,7.000
3,7:55,,,NWE 2,3,20,Matt Prater kicks extra point good,0.000,0.000
3,7:55,,,DEN 35,3,20,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,7:52,1,10,NWE 20,3,20,Tom Brady pass complete short left to Aaron Dobson for 6 yards (tackle by Dominique Rodgers-Cromartie),0.280,0.540
3,7:16,2,4,NWE 26,3,20,Tom Brady pass complete short left to Shane Vereen for 3 yards (tackle by Nate Irving),0.540,0.230
3,6:39,3,1,NWE 29,3,20,Tom Brady pass complete short middle to Austin Collie for 7 yards (tackle by Tony Carter),0.230,1.330
3,6:10,1,10,NWE 36,3,20,Stevan Ridley left tackle for 5 yards (tackle by Danny Trevathan),1.330,1.470
3,5:32,2,5,NWE 41,3,20,Tom Brady pass incomplete short middle intended for Danny Amendola,1.470,0.760
3,5:29,3,5,NWE 41,3,20,Tom Brady pass complete short right to Austin Collie for 12 yards (tackle by Tony Carter),0.760,2.460
3,4:59,1,10,DEN 47,3,20,Tom Brady pass incomplete deep middle intended for Aaron Dobson,2.460,1.910
3,4:51,2,10,DEN 47,3,20,Shane Vereen right tackle for 9 yards (tackle by Danny Trevathan),1.910,2.410
3,4:20,3,1,DEN 38,3,20,Tom Brady up the middle for 2 yards (tackle by Danny Trevathan),2.410,3.180
3,3:37,1,10,DEN 36,3,20,Stevan Ridley right end for 8 yards (tackle by Duke Ihenacho),3.180,3.720
3,3:20,2,2,DEN 28,3,20,Stevan Ridley left tackle for -1 yards (tackle by Terrance Knighton),3.720,2.870
3,2:38,3,3,DEN 29,3,20,Tom Brady pass incomplete short middle intended for Shane Vereen,2.870,2.870
3,2:30,3,3,DEN 29,3,20,Timeout #2 by Denver Broncos,2.870,1.580
3,2:30,4,3,DEN 29,3,20,Tom Brady sacked by Terrance Knighton for -10 yards,1.580,-1.530
3,2:25,1,10,DEN 39,3,20,Peyton Manning pass complete short left to Montee Ball for -2 yards (tackle by Sealver Siliga),1.530,0.720
3,1:40,2,12,DEN 37,3,20,Peyton Manning pass complete short right to Julius Thomas for 14 yards (tackle by Jamie Collins and Logan Ryan),0.720,2.320
3,0:54,1,10,NWE 49,3,20,Peyton Manning pass complete deep left to Demaryius Thomas for 30 yards (tackle by Steve Gregory),2.320,4.310
3,0:14,1,10,NWE 19,3,20,Montee Ball up the middle for 7 yards (tackle by Steve Gregory),4.310,4.920
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NWE 12,3,20,"Montee Ball right end for 2 yards (tackle by Devin McCourty). Penalty on Julius Thomas: Offensive Holding, 10 yards (no play)",4.920,3.360
4,14:33,2,13,NWE 22,3,20,Peyton Manning pass complete short left to Julius Thomas for 14 yards (tackle by Devin McCourty),3.360,5.370
4,13:53,1,8,NWE 8,3,20,"Knowshon Moreno left guard for 3 yards (tackle by Dont'a Hightower). Penalty on Zane Beadles: Offensive Holding, 10 yards (no play)",5.370,4.240
4,13:30,1,18,NWE 18,3,20,Peyton Manning pass complete short right to Wes Welker for 16 yards (tackle by Logan Ryan and Kyle Arrington),4.240,5.720
4,12:50,2,2,NWE 2,3,20,Peyton Manning pass complete short middle to Julius Thomas for 1 yard (tackle by Dont'a Hightower),5.720,5.170
4,12:10,3,1,NWE 1,3,20,Peyton Manning pass incomplete short right intended for Julius Thomas,5.170,3.550
4,12:07,4,1,NWE 1,3,23,Matt Prater 19 yard field goal good,3.550,3.000
4,12:07,,,DEN 35,3,23,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,12:02,1,10,NWE 20,3,23,Tom Brady pass complete short right to Michael Hoomanawanui for 18 yards (tackle by Tony Carter and Duke Ihenacho),0.280,1.470
4,11:35,1,10,NWE 38,3,23,Tom Brady pass complete deep middle to Austin Collie for 20 yards (tackle by Wesley Woodyard),1.470,2.790
4,11:12,1,10,DEN 42,3,23,Tom Brady pass complete short middle to Julian Edelman for 16 yards (tackle by Mike Adams),2.790,3.840
4,10:50,1,10,DEN 26,3,23,Tom Brady pass incomplete short left intended for Julian Edelman,3.840,3.300
4,10:46,2,10,DEN 26,3,23,Tom Brady pass complete short left to Shane Vereen for 7 yards (tackle by Danny Trevathan),3.300,3.570
4,10:06,3,3,DEN 19,3,23,Tom Brady pass incomplete short left intended for Shane Vereen,3.570,2.280
4,10:03,4,3,DEN 19,3,23,Tom Brady pass complete short left to Shane Vereen for 12 yards (tackle by Danny Trevathan),2.280,5.600
4,9:33,1,7,DEN 7,3,23,Tom Brady pass incomplete short middle intended for Julian Edelman,5.600,4.760
4,9:30,2,7,DEN 7,9,23,"Tom Brady pass complete short right to Julian Edelman for 7 yards, touchdown",4.760,7.000
4,9:30,,,DEN 2,10,23,Stephen Gostkowski kicks extra point good,0.000,0.000
4,9:30,,,NWE 35,10,23,"Stephen Gostkowski kicks off 44 yards, returned by Trindon Holliday for 4 yards (tackle by Devin McCourty)",0.000,-0.610
4,9:23,1,10,DEN 25,10,23,Peyton Manning pass incomplete short right intended for Demaryius Thomas,0.610,0.060
4,9:19,2,10,DEN 25,10,23,Peyton Manning pass complete deep left to Julius Thomas for 37 yards (tackle by Jamie Collins),0.060,3.050
4,8:35,1,10,NWE 38,10,23,Knowshon Moreno left tackle for 1 yard (tackle by Chris Jones),3.050,2.640
4,7:52,2,9,NWE 37,10,23,Knowshon Moreno left tackle for 1 yard (tackle by Jamie Collins),2.640,2.080
4,7:11,3,8,NWE 36,10,23,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,2.080,0.880
4,7:05,4,8,NWE 36,10,26,Matt Prater 54 yard field goal good,0.880,3.000
4,7:05,,,DEN 35,10,26,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,7:00,1,10,NWE 20,10,26,Tom Brady pass incomplete short left intended for Shane Vereen,0.280,-0.270
4,6:56,2,10,NWE 20,10,26,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Champ Bailey),-0.270,0.100
4,6:14,3,2,NWE 28,10,26,Tom Brady pass complete short right to Julian Edelman for 11 yards (tackle by David Bruton),0.100,1.530
4,5:46,1,10,NWE 39,10,26,Shane Vereen up the middle for 9 yards (tackle by Duke Ihenacho),1.530,2.200
4,5:19,2,1,NWE 48,10,26,Tom Brady pass complete short middle to Julian Edelman for 11 yards (tackle by Michael Huff),2.200,2.850
4,4:47,1,10,DEN 41,10,26,Tom Brady pass incomplete short left intended for Michael Hoomanawanui (defended by Tony Carter),2.850,2.310
4,4:42,2,10,DEN 41,10,26,Shane Vereen up the middle for 11 yards (tackle by Mike Adams),2.310,3.580
4,4:12,1,10,DEN 30,10,26,Tom Brady pass complete short left to Austin Collie for 18 yards (tackle by Champ Bailey),3.580,4.780
4,3:44,1,10,DEN 12,10,26,Tom Brady pass complete short middle to Julian Edelman for 7 yards (tackle by Dominique Rodgers-Cromartie),4.780,5.410
4,3:13,2,3,DEN 5,16,26,"Tom Brady up the middle for 5 yards, touchdown",5.410,7.000
4,3:13,,,,16,26,"Two Point Attempt: Shane Vereen up the middle, conversion fails",0.000,-1.000
4,3:13,,,NWE 35,16,26,"Stephen Gostkowski kicks onside 16 yards, recovered by Eric Decker",0.000,-2.190
4,3:06,1,10,DEN 49,16,26,Montee Ball up the middle for 3 yards (tackle by Chris Jones),2.190,2.190
4,3:01,1,10,DEN 49,16,26,Timeout #1 by New England Patriots,2.190,2.050
4,3:01,2,7,NWE 48,16,26,Peyton Manning pass complete short right to Jacob Tamme for 23 yards (tackle by Logan Ryan and Steve Gregory),2.050,2.050
4,2:48,2,7,NWE 48,16,26,Timeout #2 by New England Patriots,2.050,3.910
4,2:48,1,10,NWE 25,16,26,Montee Ball up the middle for 5 yards (tackle by Sealver Siliga),3.910,3.910
4,2:41,1,10,NWE 25,16,26,Timeout #3 by New England Patriots,3.910,4.040
4,2:41,2,5,NWE 20,16,26,Montee Ball up the middle for 3 yards (tackle by Chris Jones),4.040,3.850
4,2:00,3,2,NWE 17,16,26,Montee Ball up the middle for no gain (tackle by Sealver Siliga),3.850,2.440
4,1:19,4,2,NWE 17,16,26,Montee Ball right end for 5 yards (tackle by Rob Ninkovich),2.440,4.780
4,0:34,1,10,NWE 12,16,26,Peyton Manning kneels for -1 yards,4.780,3.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
