Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
1,6:14,1,10,MIN 31,3,0,Sam Bradford pass complete short left to Adam Thielen for 6 yards (tackle by Marshon Lattimore),1.000,1.270
1,5:44,2,4,MIN 37,3,0,Dalvin Cook right end for -1 yards (tackle by P.J. Williams and Manti Te'o),1.270,0.430
1,4:57,3,5,MIN 36,3,0,"Sam Bradford pass complete short left to Stefon Diggs for 10 yards (tackle by Marcus Williams). Penalty on Marcus Williams: Unnecessary Roughness, 15 yards",0.430,2.980
1,4:36,1,10,NOR 39,3,0,Dalvin Cook left tackle for -1 yards (tackle by A.J. Klein),2.980,2.300
1,4:00,2,11,NOR 40,3,0,"Sam Bradford pass incomplete short left intended for Dalvin Cook. Penalty on Alex Anzalone: Unnecessary Roughness, 15 yards (no play)",2.300,3.910
1,3:52,1,10,NOR 25,3,0,Sam Bradford pass complete short middle to Jerick McKinnon for 4 yards (tackle by Alex Anzalone),3.910,3.900
1,3:18,2,6,NOR 21,3,0,Sam Bradford pass incomplete deep right intended for Jarius Wright,3.900,3.200
1,3:12,3,6,NOR 21,3,0,Jerick McKinnon middle for 10 yards (tackle by Kenny Vaccaro),3.200,4.840
1,2:32,1,10,NOR 11,3,0,Dalvin Cook left guard for 2 yards (tackle by A.J. Klein and Marcus Williams),4.840,3.980
1,1:11,3,6,NOR 7,3,0,Sam Bradford pass incomplete short middle intended for Adam Thielen (defended by Alex Anzalone),3.980,2.980
1,1:05,4,6,NOR 7,3,3,Kai Forbath 24 yard field goal good,2.980,3.000
1,1:01,,,MIN 35,3,3,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
1,1:01,1,10,NOR 25,3,3,Adrian Peterson right tackle for 3 yards (tackle by Linval Joseph and Shamar Stephen),0.610,0.470
1,0:25,2,7,NOR 28,3,3,Alvin Kamara middle for 3 yards (tackle by Trae Waynes),0.470,0.170
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NOR 31,3,3,Drew Brees pass incomplete short right intended for Michael Thomas,0.170,-1.310
2,14:56,4,4,NOR 31,3,3,"Thomas Morstead punts 57 yards, returned by Marcus Sherels for 13 yards (tackle by Chris Banjo)",-1.310,-0.610
2,14:45,1,10,MIN 25,3,3,Dalvin Cook left end for 6 yards (tackle by A.J. Klein),0.610,0.870
2,14:19,2,4,MIN 31,3,3,Dalvin Cook middle for no gain (tackle by David Onyemata),0.870,0.170
2,13:37,3,4,MIN 31,3,3,"Sam Bradford pass complete short right to Jerick McKinnon for 9 yards (tackle by A.J. Klein). Penalty on Mike Remmers: Offensive Holding, 10 yards (no play)",0.170,-1.150
2,13:04,3,14,MIN 21,3,3,Sam Bradford pass complete short right to Jerick McKinnon for 3 yards (tackle by Alex Okafor and Kenny Vaccaro),-1.150,-1.770
2,12:24,4,11,MIN 24,3,3,"Ryan Quigley punts 52 yards, returned by Ted Ginn for no gain",-1.770,-0.540
2,12:15,1,10,NOR 24,3,3,Drew Brees pass complete short right to Tommylee Lewis for no gain,0.540,0.000
2,11:42,2,10,NOR 24,3,3,Drew Brees pass complete short left to Alvin Kamara for 3 yards (tackle by Terence Newman and Andrew Sendejo),0.000,-0.300
2,11:04,3,7,NOR 27,3,3,"Drew Brees sacked by Tom Johnson for -9 yards. Penalty on Tom Johnson: Roughing the Passer, 15 yards (no play)",-0.300,1.730
2,10:37,1,10,NOR 42,3,3,Mark Ingram right tackle for 7 yards (tackle by Eric Kendricks),1.730,2.130
2,9:57,2,3,NOR 49,3,3,Drew Brees pass incomplete short right intended for Alvin Kamara,2.130,1.420
2,9:52,3,3,NOR 49,3,3,Drew Brees pass complete short right to Michael Thomas for 6 yards (tackle by Trae Waynes and Anthony Barr),1.420,2.590
2,9:06,1,10,MIN 45,3,3,Drew Brees pass complete deep middle to Coby Fleener for 24 yards (tackle by Ben Gedeon),2.590,4.170
2,8:29,1,10,MIN 21,3,3,Mark Ingram left tackle for 2 yards (tackle by Everson Griffen),4.170,3.900
2,7:50,2,8,MIN 19,3,3,Drew Brees pass incomplete short right intended for Alvin Kamara,3.900,3.180
2,7:45,3,8,MIN 19,3,3,Drew Brees pass complete short middle to Coby Fleener for 10 yards (tackle by Xavier Rhodes and Harrison Smith),3.180,5.140
2,7:06,1,9,MIN 9,3,3,Ted Ginn right end for 5 yards (tackle by Andrew Sendejo),5.140,5.340
2,6:37,2,4,MIN 4,3,3,Mark Ingram right guard for -1 yards (tackle by Everson Griffen and Anthony Barr),5.340,4.260
2,6:15,3,5,MIN 5,3,3,Mark Ingram middle for 3 yards (tackle by Harrison Smith),4.260,3.250
2,5:30,4,2,MIN 2,6,3,Wil Lutz 21 yard field goal good,3.250,3.000
2,5:26,,,NOR 35,6,3,"Wil Lutz kicks off 70 yards, returned by Jerick McKinnon for 31 yards (tackle by Craig Robertson)",0.000,-0.670
2,5:21,1,10,MIN 26,6,3,Sam Bradford pass complete deep left to Adam Thielen for 35 yards (tackle by Manti Te'o),0.670,2.980
2,4:44,1,10,NOR 39,6,3,Sam Bradford pass complete deep right to Jarius Wright for 21 yards (tackle by Marcus Williams),2.980,4.370
2,4:13,1,10,NOR 18,6,9,"Sam Bradford pass complete deep right to Stefon Diggs for 18 yards, touchdown",4.370,7.000
2,4:08,,,NOR 15,6,10,Kai Forbath kicks extra point good,0.000,0.000
2,4:08,,,MIN 35,6,10,"Kai Forbath kicks off 66 yards, returned by Alvin Kamara for 26 yards (tackle by Marcus Sherels)",0.000,-0.610
2,4:02,1,10,NOR 25,6,10,Alvin Kamara middle for 2 yards (tackle by Linval Joseph),0.610,0.330
2,3:27,2,8,NOR 27,6,10,"Drew Brees sacked by Everson Griffen for -7 yards. Penalty on Everson Griffen: Defensive Offside, 5 yards (no play)",0.330,1.010
2,3:06,2,3,NOR 32,6,10,Adrian Peterson right end for 1 yard (tackle by Trae Waynes),1.010,0.000
2,2:26,,,,,,Timeout #1 by New Orleans Saints,0.000,-0.430
2,2:26,3,2,NOR 33,6,10,Drew Brees pass complete short right to Alvin Kamara for -6 yards (tackle by Anthony Barr),0.430,-1.570
2,2:00,4,8,NOR 27,6,10,Thomas Morstead punts 68 yards,-1.570,0.380
2,1:43,1,10,MIN 5,6,10,Dalvin Cook middle for 5 yards (tackle by Marcus Williams and Alex Okafor),-0.380,0.000
2,1:37,,,,,,Timeout #2 by New Orleans Saints,0.000,0.420
2,1:37,2,5,MIN 10,6,10,Sam Bradford pass complete short right to Dalvin Cook for 4 yards (tackle by Alex Okafor),-0.420,0.000
2,1:27,,,,,,Timeout #3 by New Orleans Saints,0.000,0.370
2,1:27,3,1,MIN 14,6,10,Dalvin Cook left guard for 10 yards (tackle by A.J. Klein),-0.370,0.000
2,1:21,,,,,,Timeout #1 by Minnesota Vikings,0.000,-0.540
2,1:21,1,10,MIN 24,6,10,Sam Bradford pass complete short left to Dalvin Cook for 2 yards (tackle by A.J. Klein),0.540,0.270
2,0:51,2,8,MIN 26,6,10,Sam Bradford pass complete deep middle to Adam Thielen for 44 yards (tackle by P.J. Williams),0.270,0.000
2,0:41,,,,,,Timeout #2 by Minnesota Vikings,0.000,-3.580
2,0:41,1,10,NOR 30,6,10,Sam Bradford pass complete short middle to Kyle Rudolph for 6 yards (tackle by P.J. Williams and A.J. Klein),3.580,3.840
2,0:22,2,4,NOR 24,6,10,"Sam Bradford pass complete deep right to Stefon Diggs for 20 yards (tackle by Kenny Vaccaro). Penalty on Kenny Vaccaro: Unnecessary Roughness, 2 yards",3.840,6.740
2,0:16,1,2,NOR 2,6,10,"Penalty on Nick Easton: False Start, 5 yards (no play)",6.740,5.600
2,0:16,1,7,NOR 7,6,10,Sam Bradford pass incomplete short right intended for Dalvin Cook (defended by Cameron Jordan),5.600,4.760
2,0:11,2,7,NOR 7,6,10,Sam Bradford pass complete short right to Kyle Rudolph for 5 yards (tackle by Marcus Williams),4.760,4.950
2,0:07,3,2,NOR 2,6,16,"Sam Bradford pass complete short right to Stefon Diggs for 2 yards, touchdown",4.950,7.000
2,0:03,,,NOR 15,6,16,Kai Forbath kicks extra point no good,0.000,-1.000
2,0:03,,,MIN 35,6,16,"Kai Forbath kicks off 37 yards, returned by John Kuhn for 9 yards (tackle by C.J. Ham)",0.000,1.270
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,6,16,"Wil Lutz kicks off 71 yards, returned by Jerick McKinnon for 39 yards (tackle by Craig Robertson)",0.000,-1.140
3,14:52,1,10,MIN 33,6,16,Dalvin Cook left end for 7 yards (tackle by Alex Okafor),1.140,1.540
3,14:15,2,3,MIN 40,6,16,Sam Bradford pass complete deep right to Stefon Diggs for 30 yards (tackle by De'Vante Harris). Penalty on De'Vante Harris: Defensive Pass Interference (Declined),1.540,3.580
3,14:06,1,10,NOR 30,6,16,Dalvin Cook left end for no gain (tackle by Tyeler Davison),3.580,3.030
3,13:23,2,10,NOR 30,6,16,Dalvin Cook right end for 10 yards (tackle by P.J. Williams),3.030,4.240
3,12:45,1,10,NOR 20,6,16,Sam Bradford pass complete short middle to Adam Thielen for 4 yards (tackle by Kenny Vaccaro),4.240,4.280
3,12:05,2,6,NOR 16,6,16,"Latavius Murray middle for 3 yards (tackle by A.J. Klein). Latavius Murray fumbles (forced by A.J. Klein), recovered by David Morgan at NOR-13",4.280,4.100
3,11:16,3,3,NOR 13,6,16,Sam Bradford pass incomplete short left intended for Dalvin Cook,4.100,2.670
3,11:11,4,3,NOR 13,6,19,Kai Forbath 32 yard field goal good,2.670,3.000
3,11:07,,,MIN 35,6,19,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
3,11:07,1,10,NOR 25,6,19,Adrian Peterson middle for 2 yards (tackle by Trae Waynes),0.610,0.330
3,10:30,2,8,NOR 27,6,19,Drew Brees sacked by Everson Griffen for -7 yards,0.330,-1.290
3,9:44,3,15,NOR 20,6,19,Drew Brees pass incomplete short right intended for Michael Thomas. Penalty on Senio Kelemete: Offensive Holding (Declined),-1.290,-2.030
3,9:36,4,15,NOR 20,6,19,"Thomas Morstead punts 46 yards, returned by Marcus Sherels for -2 yards (tackle by Chris Banjo)",-2.030,-1.070
3,9:28,1,10,MIN 32,6,19,Jerick McKinnon left guard for -2 yards (tackle by Sheldon Rankins),1.070,0.260
3,8:46,2,12,MIN 30,6,19,Sam Bradford pass complete short right to Adam Thielen for 6 yards (tackle by P.J. Williams and David Onyemata),0.260,0.370
3,8:05,3,6,MIN 36,6,19,Sam Bradford pass complete deep right to Adam Thielen for 24 yards (tackle by P.J. Williams),0.370,2.920
3,7:34,1,10,NOR 40,6,19,Stefon Diggs left end for -6 yards (tackle by Alex Okafor),2.920,1.560
3,7:04,2,16,NOR 46,6,19,Sam Bradford sacked by Cameron Jordan for -5 yards,1.560,0.230
3,6:19,3,21,MIN 49,6,19,Sam Bradford pass complete short middle to Adam Thielen for 5 yards (tackle by Kenny Vaccaro),0.230,0.200
3,5:36,4,16,NOR 46,6,19,"Ryan Quigley punts 35 yards, fair catch by Ted Ginn",0.200,0.370
3,5:29,1,10,NOR 11,6,19,Drew Brees pass complete short right to Michael Thomas for 14 yards (tackle by Harrison Smith),-0.370,0.610
3,5:00,1,10,NOR 25,6,19,Alvin Kamara left guard for 3 yards (tackle by Everson Griffen and Shamar Stephen),0.610,0.470
3,4:29,2,7,NOR 28,6,19,Drew Brees pass complete short left to Ted Ginn for 12 yards (tackle by Terence Newman),0.470,1.600
3,3:50,1,10,NOR 40,6,19,Drew Brees pass complete deep right to Tommylee Lewis for 52 yards (tackle by Trae Waynes). Penalty on Trae Waynes: Defensive Pass Interference (Declined),1.600,5.370
3,3:33,1,8,MIN 8,6,19,Adrian Peterson left guard for 2 yards (tackle by Andrew Sendejo and Shamar Stephen),5.370,4.950
3,2:55,2,6,MIN 6,6,19,Drew Brees pass incomplete short right intended for Brandon Coleman,4.950,4.040
3,2:51,3,6,MIN 6,6,19,Drew Brees pass incomplete short left intended for Ted Ginn,4.040,2.990
3,2:46,4,6,MIN 6,9,19,Wil Lutz 24 yard field goal good,2.990,3.000
3,2:43,,,NOR 35,9,19,"Wil Lutz kicks off 70 yards, returned by Jerick McKinnon for 16 yards (tackle by Trey Edmunds)",0.000,0.370
3,2:39,1,10,MIN 11,9,19,Sam Bradford pass incomplete short right intended for Stefon Diggs,-0.370,-0.780
3,2:34,2,10,MIN 11,9,19,Dalvin Cook left guard for 1 yard (tackle by David Onyemata and Tyeler Davison),-0.780,-1.300
3,1:53,3,9,MIN 12,9,19,Sam Bradford pass complete deep right to Adam Thielen for 27 yards (tackle by Marshon Lattimore),-1.300,1.530
3,1:06,1,10,MIN 39,9,19,"Dalvin Cook middle for 3 yards (tackle by Marshon Lattimore). Penalty on Alex Okafor: Illegal Use of Hands, 5 yards",1.530,2.060
3,0:37,1,10,MIN 47,9,19,Dalvin Cook middle for 5 yards (tackle by Manti Te'o and A.J. Klein),2.060,2.190
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,NOR 48,9,19,Dalvin Cook right end for 32 yards (tackle by A.J. Klein),2.190,4.510
4,14:18,1,10,NOR 16,9,19,Dalvin Cook left tackle for 4 yards (tackle by Manti Te'o),4.510,4.570
4,13:40,2,6,NOR 12,9,19,Jerick McKinnon middle for -3 yards (tackle by Alex Okafor),4.570,3.220
4,12:57,3,9,NOR 15,9,25,"Sam Bradford pass complete short left to Kyle Rudolph for 15 yards, touchdown",3.220,7.000
4,12:52,,,NOR 15,9,26,Kai Forbath kicks extra point good,0.000,0.000
4,12:52,,,MIN 35,9,26,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
4,12:52,1,10,NOR 25,9,26,Drew Brees pass complete short left to Coby Fleener for 5 yards (tackle by Eric Kendricks),0.610,0.740
4,12:20,2,5,NOR 30,9,26,Drew Brees pass complete short right to Brandon Coleman for 4 yards (tackle by Trae Waynes),0.740,0.560
4,11:46,3,1,NOR 34,9,26,Drew Brees pass complete short left to Ted Ginn for 6 yards (tackle by Terence Newman),0.560,1.600
4,11:15,1,10,NOR 40,9,26,Drew Brees pass complete short right to Michael Thomas for 3 yards (tackle by Trae Waynes),1.600,1.460
4,10:42,2,7,NOR 43,9,26,Drew Brees pass complete short left to Alvin Kamara for 15 yards (tackle by Andrew Sendejo),1.460,2.790
4,10:13,1,10,MIN 42,9,26,Drew Brees pass incomplete deep left intended for Michael Thomas (defended by Harrison Smith),2.790,2.240
4,10:07,2,10,MIN 42,9,26,Alvin Kamara right tackle for 5 yards (tackle by Everson Griffen and Shamar Stephen),2.240,2.210
4,9:29,3,5,MIN 37,9,26,Drew Brees pass complete deep left to Ted Ginn for 27 yards (tackle by Terence Newman),2.210,4.910
4,8:59,1,10,MIN 10,9,26,Drew Brees pass complete short left to Coby Fleener for 7 yards (tackle by Harrison Smith and Andrew Sendejo),4.910,5.530
4,8:38,2,3,MIN 3,9,26,Alvin Kamara middle for 1 yard (tackle by Eric Kendricks and Danielle Hunter),5.530,4.950
4,8:00,3,2,MIN 2,9,26,Drew Brees pass incomplete short right intended for Adrian Peterson,4.950,3.250
4,7:53,4,2,MIN 2,12,26,Wil Lutz 20 yard field goal good,3.250,3.000
4,7:49,,,NOR 35,12,26,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,7:49,1,10,MIN 25,12,26,Dalvin Cook left end for 4 yards (tackle by David Onyemata),0.610,0.600
4,7:09,2,6,MIN 29,12,26,Sam Bradford pass complete short left to Laquon Treadwell for 7 yards (tackle by De'Vante Harris),0.600,1.330
4,6:25,1,10,MIN 36,12,26,Dalvin Cook middle for 3 yards (tackle by Alex Anzalone),1.330,1.200
4,5:45,2,7,MIN 39,12,26,Sam Bradford pass complete short right to Jerick McKinnon for 25 yards (tackle by Marshon Lattimore),1.200,3.180
4,4:59,1,10,NOR 36,12,26,Dalvin Cook middle for no gain (tackle by Cameron Jordan and P.J. Williams),3.180,0.000
4,4:50,,,,,,Timeout #1 by New Orleans Saints,0.000,-2.640
4,4:50,2,10,NOR 36,12,26,Latavius Murray left tackle for 3 yards (tackle by Manti Te'o),2.640,2.350
4,4:11,3,7,NOR 33,12,26,Sam Bradford pass complete short right to Adam Thielen for 6 yards (tackle by P.J. Williams),2.350,1.820
4,4:05,4,1,NOR 27,12,29,Kai Forbath 45 yard field goal good,1.820,3.000
4,4:00,,,MIN 35,12,29,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
4,4:00,1,10,NOR 25,12,29,Drew Brees pass complete short left to Brandon Coleman for 9 yards (tackle by Xavier Rhodes),0.610,1.280
4,3:54,2,1,NOR 34,12,29,Drew Brees pass complete short left to Michael Thomas for 14 yards (tackle by Xavier Rhodes). Penalty on Xavier Rhodes: Defensive Holding (Declined),1.280,2.130
4,3:47,1,10,NOR 48,12,29,Drew Brees pass complete short middle to Mark Ingram for 8 yards (tackle by Eric Kendricks and Anthony Barr),2.130,2.660
4,3:20,2,2,MIN 44,12,29,Drew Brees pass complete short right to Mark Ingram for 9 yards (tackle by Trae Waynes),2.660,3.250
4,2:57,1,10,MIN 35,12,29,Drew Brees pass complete short right to Mark Ingram for 8 yards (tackle by Anthony Barr),3.250,3.780
4,2:35,2,2,MIN 27,12,29,Drew Brees pass complete short right to Mark Ingram for 11 yards (tackle by Harrison Smith),3.780,4.510
4,2:08,1,10,MIN 16,12,29,Drew Brees pass complete short right to Alvin Kamara for 8 yards (tackle by Trae Waynes and Anthony Barr),4.510,5.350
4,2:00,2,2,MIN 8,18,29,"Drew Brees pass complete short middle to Coby Fleener for 8 yards, touchdown",5.350,7.000
4,1:56,,,MIN 15,19,29,Wil Lutz kicks extra point good,0.000,0.000
4,1:56,,,NOR 35,19,29,Wil Lutz kicks onside 13 yards,0.000,-2.390
4,1:55,1,10,NOR 48,19,29,Dalvin Cook right end for 2 yards (tackle by Craig Robertson),2.390,0.000
4,1:48,,,,,,Timeout #2 by New Orleans Saints,0.000,-2.120
4,1:47,2,8,NOR 46,19,29,Dalvin Cook right tackle for 1 yard (tackle by Sheldon Rankins and Cameron Jordan),2.120,0.000
4,1:42,,,,,,Timeout #3 by New Orleans Saints,0.000,-1.550
4,1:42,3,7,NOR 45,19,29,Dalvin Cook right end for 33 yards (tackle by A.J. Klein),1.550,4.780
4,0:55,1,10,NOR 12,19,29,Sam Bradford kneels for -1 yards,4.780,3.940
4,0:28,2,11,NOR 13,19,29,Sam Bradford kneels for -2 yards,3.940,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
