Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
2,11:50,2,6,PHI 20,7,3,Ladell Betts right end for -3 yards (tackle by Sam Rayburn),3.970,2.870
2,11:10,3,9,PHI 23,13,3,"Jason Campbell pass incomplete short left intended for Chris Cooley is intercepted by Michael Lewis at PHI-16 and returned for 84 yards, touchdown",2.870,-7.000
2,,,,WAS 2,14,3,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,14,3,"David Akers kicks off 67 yards, returned by Rock Cartwright for 22 yards (tackle by Omar Gaither)",0.000,0.610
2,10:52,1,10,WAS 25,14,3,"Penalty on Mike Sellers: False Start, 5 yards (no play)",0.610,0.280
2,10:49,1,15,WAS 20,14,3,"T.J. Duckett left guard for 10 yards (tackle by Brian Dawkins and Juqua Parker). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",0.280,-0.950
2,10:29,1,25,WAS 10,14,3,T.J. Duckett left guard for 2 yards (tackle by Sheldon Brown and Jeremiah Trotter),-0.950,-1.730
2,9:48,2,23,WAS 12,14,3,Jason Campbell sacked by Juqua Parker for -8 yards,-1.730,-3.880
2,9:11,3,31,WAS 4,14,3,Ladell Betts left guard for 5 yards (tackle by Jeremiah Trotter),-3.880,-2.490
2,8:51,4,26,WAS 9,14,3,"Derrick Frost punts 38 yards, returned by Reno Mahe for no gain. Reno Mahe fumbles, recovered by Ade Jimoh at WAS-47",-2.490,2.060
2,8:41,1,10,WAS 47,14,3,Ladell Betts left end for 1 yard (tackle by Will Peterson),2.060,1.650
2,8:03,2,9,WAS 48,14,3,Jason Campbell pass incomplete short middle intended for Santana Moss (defended by Omar Gaither),1.650,0.960
2,7:57,3,9,WAS 48,14,3,Jason Campbell pass incomplete deep middle intended for Antwaan Randle El,0.960,-0.190
2,7:49,4,9,WAS 48,14,3,"Derrick Frost punts 52 yards, touchback",-0.190,-0.280
2,7:37,1,10,PHI 20,14,3,Brian Westbrook right guard for 4 yards (tackle by Vernon Fox),0.280,0.270
2,7:03,2,6,PHI 24,14,3,Jeff Garcia pass complete deep middle to Reggie Brown for 60 yards (tackle by Carlos Rogers),0.270,4.510
2,6:14,1,10,WAS 16,14,3,Jeff Garcia middle for 10 yards (tackle by Cornelius Griffin),4.510,5.830
2,5:33,1,6,WAS 6,14,3,Brian Westbrook right tackle for 3 yards (tackle by Demetric Evans and Phillip Daniels),5.830,5.530
2,4:51,2,3,WAS 3,14,3,Jeff Garcia pass incomplete short right intended for Reggie Brown,5.530,4.720
2,4:45,,,,14,3,Timeout #1 by Philadelphia Eagles,0.000,4.720
2,4:45,3,3,WAS 3,20,3,"Jeff Garcia pass complete short right to Donte' Stallworth for 3 yards, touchdown. Penalty on Marcus Washington: Roughing the Passer, 15 yards",4.720,7.000
2,,,,WAS 2,21,3,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,21,3,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,4:39,1,10,WAS 20,21,3,Ladell Betts right end for 2 yards (tackle by Jerome McDougle and Jeremiah Trotter),0.280,0.000
2,4:08,2,8,WAS 22,21,3,Jason Campbell middle for 9 yards (tackle by Jerome McDougle),0.000,1.000
2,3:29,1,10,WAS 31,21,3,Jason Campbell pass complete short middle to Chris Cooley for 8 yards (tackle by Omar Gaither),1.000,1.540
2,2:57,2,2,WAS 39,21,3,Ladell Betts right guard for 17 yards (tackle by Brian Dawkins),1.540,2.650
2,2:20,1,10,PHI 44,21,3,Jason Campbell pass complete short right to Mike Sellers for 3 yards (tackle by Omar Gaither and Dhani Jones),2.650,2.520
2,2:00,2,7,PHI 41,21,3,Ladell Betts middle for 12 yards (tackle by Sean Considine),2.520,3.640
2,1:24,1,10,PHI 29,21,3,Ladell Betts left guard for 3 yards (tackle by Jeremiah Trotter and Darren Howard),3.640,3.510
2,1:18,,,,21,3,Timeout #1 by Washington Redskins,0.000,3.510
2,1:18,2,7,PHI 26,21,3,Jason Campbell pass incomplete short left intended for Antwaan Randle El,3.510,2.810
2,1:12,3,7,PHI 26,21,3,"Penalty on Santana Moss: False Start, 5 yards (no play)",2.810,2.150
2,1:12,3,12,PHI 31,21,3,"Penalty on Derrick Dockery: False Start, 5 yards (no play)",2.150,1.490
2,1:12,3,17,PHI 36,21,3,Jason Campbell pass complete short right to Ladell Betts for 9 yards (tackle by Juqua Parker and Michael Lewis),1.490,1.670
2,1:02,,,,21,3,Timeout #2 by Philadelphia Eagles,0.000,1.670
2,1:02,4,8,PHI 27,21,6,Shaun Suisham 45 yard field goal good,1.670,3.000
2,,,,WAS 30,21,6,"Shaun Suisham kicks off 66 yards, returned by Reno Mahe for 19 yards (tackle by Sean Taylor)",0.000,0.480
2,0:49,1,10,PHI 23,21,6,Brian Westbrook middle for 16 yards (tackle by Kenny Wright),0.480,1.530
2,0:24,1,10,PHI 39,21,6,Jeff Garcia pass complete short middle to Brian Westbrook for 11 yards (tackle by Lemar Marshall),1.530,2.260
2,0:16,,,,21,6,Timeout #3 by Philadelphia Eagles,0.000,2.260
2,0:16,1,10,WAS 50,21,6,Jeff Garcia pass incomplete short right intended for Reggie Brown,2.260,1.710
2,0:10,2,10,WAS 50,21,6,Jeff Garcia pass complete short right to Reggie Brown for 8 yards (tackle by Shawn Springs and Marcus Washington),1.710,2.080
2,0:03,3,2,WAS 42,21,6,Jeff Garcia pass complete short middle to Donte' Stallworth for 12 yards (tackle by Kenny Wright),2.080,1.990
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,21,6,"David Akers kicks off 65 yards, returned by Rock Cartwright for 26 yards (tackle by Joselio Hanson)",0.000,1.000
3,14:56,1,10,WAS 31,21,6,Ladell Betts right tackle for 14 yards (tackle by Sean Considine and Brian Dawkins),1.000,1.930
3,14:15,1,10,WAS 45,21,6,Jason Campbell pass incomplete short left intended for Ladell Betts (defended by Dhani Jones),1.930,1.380
3,14:09,2,10,WAS 45,21,6,Ladell Betts left tackle for 11 yards (tackle by Jeremiah Trotter and Brian Dawkins),1.380,2.650
3,13:37,1,10,PHI 44,21,6,Ladell Betts right guard for 2 yards (tackle by Dhani Jones and Sean Considine),2.650,2.380
3,13:00,2,8,PHI 42,21,6,Jason Campbell pass complete short right to Antwaan Randle El for 5 yards,2.380,2.350
3,12:15,3,3,PHI 37,21,6,Jason Campbell pass complete short middle to Antwaan Randle El for 15 yards (tackle by Lito Sheppard),2.350,4.110
3,11:34,1,10,PHI 22,21,6,Ladell Betts left end for -2 yards (tackle by Michael Lewis),4.110,3.290
3,10:56,2,12,PHI 24,21,6,Jason Campbell pass incomplete short right intended for Mike Sellers,3.290,2.610
3,10:50,3,12,PHI 24,21,6,Jason Campbell right end for 10 yards (tackle by Sheldon Brown),2.610,2.630
3,10:50,,,,21,6,Timeout #1 by Washington Redskins,0.000,2.630
3,10:35,4,2,PHI 14,21,9,Shaun Suisham 32 yard field goal good,2.630,3.000
3,,,,WAS 30,21,9,"Shaun Suisham kicks off 54 yards, returned by Reno Mahe for 7 yards (tackle by Rocky McIntosh)",0.000,0.480
3,10:24,1,10,PHI 23,21,9,Brian Westbrook right guard for 2 yards (tackle by Andre Carter and Lemar Marshall),0.480,0.200
3,9:47,2,8,PHI 25,21,9,"Penalty on Donte' Stallworth: False Start, 5 yards (no play)",0.200,-0.470
3,9:24,2,13,PHI 20,21,9,Brian Westbrook middle for 7 yards (tackle by Marcus Washington),-0.470,-0.230
3,8:44,3,6,PHI 27,21,9,Jeff Garcia pass complete deep right to Brian Westbrook for 22 yards (tackle by Sean Taylor),-0.230,2.190
3,8:01,1,10,PHI 49,21,9,Jeff Garcia pass incomplete deep right intended for Matt Schobel (defended by Marcus Washington),2.190,1.650
3,7:54,2,10,PHI 49,21,9,Brian Westbrook right guard for 19 yards (tackle by Vernon Fox),1.650,3.450
3,7:22,1,10,WAS 32,21,9,Brian Westbrook left end for no gain (tackle by Sean Taylor and Andre Carter),3.450,2.900
3,6:40,2,10,WAS 32,21,9,Jeff Garcia pass complete short middle to L.J. Smith for -4 yards (tackle by Andre Carter),2.900,1.690
3,5:51,,,,21,9,Timeout #1 by Philadelphia Eagles,0.000,1.690
3,5:51,3,14,WAS 36,21,9,Jeff Garcia pass incomplete short middle intended for L.J. Smith,1.690,0.880
3,5:46,4,14,WAS 36,21,9,Dirk Johnson punts 26 yards,0.880,0.380
3,5:38,1,10,WAS 10,21,9,Ladell Betts left end for 4 yards (tackle by Michael Lewis),-0.380,-0.460
3,5:08,2,6,WAS 14,21,9,Ladell Betts right tackle for 4 yards (tackle by Mike Patterson and Jeremiah Trotter),-0.460,-0.480
3,4:28,3,2,WAS 18,21,9,Jason Campbell pass complete short right to Antwaan Randle El for 8 yards (tackle by Brian Dawkins),-0.480,0.670
3,3:50,1,10,WAS 26,21,9,Jason Campbell pass complete short right to Ladell Betts for 5 yards (tackle by Sean Considine and Dhani Jones),0.670,0.810
3,3:10,2,5,WAS 31,21,9,Ladell Betts right guard for 3 yards (tackle by Omar Gaither),0.810,0.500
3,2:27,3,2,WAS 34,21,9,"Ladell Betts middle for 1 yard (tackle by Darwin Walker and Dhani Jones). Penalty on Chris Samuels: Illegal Formation, 5 yards (no play)",0.500,-0.160
3,2:08,3,7,WAS 29,21,9,Jason Campbell pass complete short right to Chris Cooley for 20 yards (tackle by Brian Dawkins and Michael Lewis),-0.160,2.190
3,1:24,1,10,WAS 49,21,9,Jason Campbell pass incomplete deep right intended for Santana Moss,2.190,1.650
3,1:16,2,10,WAS 49,21,9,Ladell Betts middle for 2 yards (tackle by Torrance Daniels and Jerome McDougle),1.650,1.220
3,0:35,3,8,PHI 49,21,9,"Jason Campbell pass incomplete short middle intended for Mike Sellers (defended by Juqua Parker). Penalty on Juqua Parker: Roughing the Passer, 15 yards (no play)",1.220,3.310
3,0:30,1,10,PHI 34,21,15,"Jason Campbell pass complete deep left to Antwaan Randle El for 34 yards, touchdown",3.310,7.000
3,,,,PHI 2,21,16,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,21,16,"Shaun Suisham kicks off 64 yards, returned by Reno Mahe for 23 yards (tackle by Reed Doughty)",0.000,0.870
3,0:14,1,10,PHI 29,21,16,Jeff Garcia pass complete short right to L.J. Smith for 4 yards (tackle by Marcus Washington),0.870,0.870
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,PHI 33,21,16,Brian Westbrook right tackle for 4 yards (tackle by Kedric Golston),0.870,0.700
4,14:17,3,2,PHI 37,21,16,Jeff Garcia pass incomplete short middle intended for Reggie Brown,0.700,-0.910
4,14:13,4,2,PHI 37,21,16,"Dirk Johnson punts 54 yards, returned by Antwaan Randle El for -3 yards (tackle by Jon Dorenbos). Penalty on Rock Cartwright: Illegal Block Above the , 3 yards",-0.910,0.380
4,13:58,1,10,WAS 3,21,16,Ladell Betts middle for 1 yard (tackle by Mike Patterson and Dhani Jones),-0.380,-0.710
4,13:24,2,9,WAS 4,21,16,Jason Campbell for 4 yards,-0.710,-0.840
4,12:45,3,5,WAS 8,21,16,Jason Campbell pass incomplete deep left intended for Antwaan Randle El (defended by Brian Dawkins),-0.840,-2.490
4,12:38,4,5,WAS 8,21,16,"Derrick Frost punts 54 yards, returned by Reno Mahe for 4 yards (tackle by Adam Archuleta)",-2.490,-1.730
4,12:25,1,10,PHI 42,21,16,Brian Westbrook right end for -1 yards (tackle by Warrick Holdman and Phillip Daniels),1.730,1.050
4,11:44,2,11,PHI 41,21,16,Jeff Garcia pass incomplete deep right intended for Brian Westbrook,1.050,0.370
4,11:38,3,11,PHI 41,21,16,Jeff Garcia pass incomplete short middle intended for Donte' Stallworth,0.370,-0.650
4,11:33,4,11,PHI 41,21,16,"Dirk Johnson punts 53 yards, returned by Antwaan Randle El for 9 yards (tackle by Quintin Mikell)",-0.650,0.220
4,11:21,1,10,WAS 15,21,16,Ladell Betts left end for 9 yards (tackle by Jeremiah Trotter),-0.220,0.620
4,10:47,2,1,WAS 24,21,16,Ladell Betts left end for 3 yards (tackle by Juqua Parker),0.620,0.740
4,10:14,1,10,WAS 27,21,16,Ladell Betts right tackle for 2 yards (tackle by Sean Considine),0.740,0.470
4,9:40,2,8,WAS 29,21,16,Jason Campbell pass complete short middle to Chris Cooley for 13 yards (tackle by Jeremiah Trotter and Dhani Jones),0.470,1.730
4,8:55,1,10,WAS 42,21,16,Antwaan Randle El pass complete deep left to Brandon Lloyd for 40 yards (tackle by Sean Considine),1.730,4.370
4,8:26,1,10,PHI 18,21,16,Ladell Betts left end for -3 yards (tackle by Jeremiah Trotter and Darwin Walker),4.370,3.420
4,7:43,2,13,PHI 21,21,16,Ladell Betts middle for 3 yards (tackle by Michael Lewis),3.420,3.050
4,7:03,3,10,PHI 18,21,16,Jason Campbell right end for 15 yards (tackle by Darwin Walker and Sean Considine),3.050,6.510
4,6:15,1,3,PHI 3,21,16,T.J. Duckett right tackle for no gain (tackle by Mike Patterson and Jeremiah Trotter),6.510,5.530
4,5:37,2,3,PHI 3,21,16,Jason Campbell pass incomplete short right intended for Chris Cooley,5.530,4.720
4,5:29,3,3,PHI 3,21,16,"Penalty on WAS: Illegal Substitution, 5 yards (no play)",4.720,3.580
4,5:29,3,8,PHI 8,21,16,Jason Campbell sacked by Brian Dawkins for -9 yards,3.580,2.310
4,5:02,4,17,PHI 17,21,19,Shaun Suisham 35 yard field goal good,2.310,3.000
4,,,,WAS 30,21,19,"Shaun Suisham kicks off 67 yards, returned by Reno Mahe for 20 yards (tackle by Carlos Rogers)",0.000,0.480
4,4:52,1,10,PHI 23,21,19,Jeff Garcia pass complete short right to Reggie Brown for 5 yards (tackle by Carlos Rogers),0.480,0.610
4,4:11,2,5,PHI 28,21,19,Brian Westbrook left tackle for 4 yards (tackle by Vernon Fox and Lemar Marshall),0.610,0.430
4,3:34,,,,21,19,Timeout #2 by Philadelphia Eagles,0.000,0.430
4,3:34,3,1,PHI 32,21,19,Jeff Garcia pass complete short right to Thomas Tapeh for 4 yards (tackle by Warrick Holdman),0.430,1.330
4,3:28,1,10,PHI 36,21,19,Brian Westbrook left guard for 1 yard (tackle by Phillip Daniels and Kedric Golston),1.330,0.930
4,3:22,,,,21,19,Timeout #2 by Washington Redskins,0.000,0.930
4,3:22,2,9,PHI 37,21,19,Jeff Garcia pass complete short left to Donte' Stallworth for 16 yards (tackle by Vernon Fox),0.930,2.460
4,2:38,1,10,WAS 47,21,19,Brian Westbrook right tackle for 3 yards (tackle by Kedric Golston and Marcus Washington),2.460,2.320
4,2:37,,,,21,19,Timeout #3 by Washington Redskins,0.000,2.320
4,2:37,2,7,WAS 44,21,19,Brian Westbrook left tackle for 12 yards (tackle by Vernon Fox),2.320,3.450
4,2:00,1,10,WAS 32,21,19,Jeff Garcia kneels for -1 yards,3.450,2.770
4,1:19,2,11,WAS 33,21,19,Jeff Garcia kneels for -1 yards,2.770,1.950
4,0:36,3,12,WAS 34,21,19,Jeff Garcia kneels for -1 yards,1.950,0.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
