Quarter,Time,Tm,Detail,PHI,WAS
1.0,8:50,Redskins,Shaun Suisham 31 yard field goal,0,3
,3:09,Eagles,L.J. Smith 10 yard pass from Jeff Garcia (David Akers kick),7,3
2.0,10:54,Eagles,Michael Lewis 84 yard interception return (David Akers kick),14,3
,4:40,Eagles,Donte' Stallworth 3 yard pass from Jeff Garcia (David Akers kick),21,3
,0:56,Redskins,Shaun Suisham 45 yard field goal,21,6
3.0,10:30,Redskins,Shaun Suisham 32 yard field goal,21,9
,0:23,Redskins,Antwaan Randle El 34 yard pass from Jason Campbell (Shaun Suisham kick),21,16
4.0,4:58,Redskins,Shaun Suisham 35 yard field goal,21,19
