Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
2,10:03,1,10,TAM 49,7,3,"Kyle Orton sacked by Simeon Rice for -8 yards. Kyle Orton fumbles (forced by Simeon Rice), recovered by Bryan Johnson at CHI-45 and returned for 3 yards",2.320,1.380
2,9:45,2,13,CHI 48,7,3,Thomas Jones up the middle for 1 yard (tackle by Derrick Brooks),1.380,0.830
2,9:10,3,12,CHI 49,7,3,Kyle Orton pass complete to Desmond Clark for 6 yards (tackle by Juran Bolden),0.830,0.270
2,8:17,4,6,TAM 45,7,3,"Brad Maynard punts 36 yards, fair catch by Mark Jones",0.270,0.380
2,8:09,1,10,TAM 9,7,3,Cadillac Williams up the middle for 4 yards (tackle by Chris Harris),-0.380,-0.480
2,7:27,2,6,TAM 13,7,3,Cadillac Williams for 17 yards (tackle by Mike Brown),-0.480,0.940
2,6:48,1,10,TAM 30,7,3,Chris Simms pass incomplete intended for Michael Clayton,0.940,0.390
2,6:43,2,10,TAM 30,7,3,Chris Simms pass complete to Anthony Becht for 6 yards (tackle by Brian Urlacher),0.390,0.500
2,6:02,3,4,TAM 36,7,3,Chris Simms pass incomplete intended for Alex Smith (defended by Alex Brown),0.500,-0.980
2,5:56,4,4,TAM 36,7,3,"Josh Bidwell punts 52 yards, returned by Bobby Wade for 11 yards (tackle by Torrie Cox). Bobby Wade fumbles, recovered by Israel Idonije at CHI-25 (tackle by Ryan Nece)",-0.980,-0.610
2,5:42,1,10,CHI 25,7,3,Kyle Orton pass complete to Justin Gage for 7 yards (tackle by Brian Kelly),0.610,1.010
2,5:04,2,3,CHI 32,7,3,Adrian Peterson right tackle for 6 yards (tackle by Shelton Quarles and Anthony McFarland),1.010,1.470
2,4:27,1,10,CHI 38,7,3,Kyle Orton pass complete to Desmond Clark for 7 yards (tackle by Shelton Quarles and Ryan Nece),1.470,1.870
2,3:51,2,3,CHI 45,7,3,Adrian Peterson left end for 4 yards (tackle by Shelton Quarles and Derrick Brooks),1.870,2.190
2,3:14,1,10,CHI 49,7,3,Adrian Peterson up the middle for 8 yards (tackle by Ryan Nece and Dexter Jackson),2.190,2.730
2,2:39,2,2,TAM 43,7,3,"Kyle Orton for no gain. Kyle Orton fumbles, recovered by Adrian Peterson at TAM-40",2.730,2.920
2,2:09,1,10,TAM 40,7,3,Kyle Orton pass incomplete intended for Justin Gage is intercepted by Brian Kelly at TAM-6,2.920,0.380
2,1:58,1,10,TAM 6,7,3,Cadillac Williams up the middle for 2 yards (tackle by Michael Green),-0.380,-0.630
2,1:52,,,,7,3,Timeout #1 by Chicago Bears,0.000,-0.630
2,1:52,2,8,TAM 8,7,3,Cadillac Williams up the middle for 1 yard (tackle by Mike Brown),-0.630,-1.070
2,1:46,,,,7,3,Timeout #2 by Chicago Bears,0.000,-1.070
2,1:46,3,7,TAM 9,7,3,Cadillac Williams left end for 2 yards (tackle by Nathan Vasher),-1.070,-2.490
2,1:38,,,,7,3,Timeout #3 by Chicago Bears,0.000,-2.490
2,1:38,4,5,TAM 11,7,3,"Josh Bidwell punts 46 yards, returned by Rashied Davis for 10 yards (tackle by Kalvin Pearson)",-2.490,-2.460
2,1:26,1,10,TAM 47,7,3,Kyle Orton pass complete to Justin Gage for 7 yards (tackle by Juran Bolden),2.460,2.860
2,1:20,2,3,TAM 40,7,3,Kyle Orton pass complete to Justin Gage for 5 yards (tackle by Juran Bolden),2.860,3.250
2,1:13,1,10,TAM 35,7,3,Kyle Orton pass complete to Muhsin Muhammad for 13 yards (tackle by Derrick Brooks),3.250,4.110
2,1:07,1,10,TAM 22,7,3,Kyle Orton pass incomplete intended for Muhsin Muhammad,4.110,3.560
2,1:01,2,10,TAM 22,7,3,Kyle Orton pass incomplete intended for Muhsin Muhammad (defended by Brian Kelly),3.560,2.870
2,0:57,3,10,TAM 22,7,3,"Thomas Jones up the middle for 2 yards (tackle by Derrick Brooks). Penalty on Brian Kelly: Illegal Use of Hands, 5 yards",2.870,4.580
2,0:51,1,10,TAM 15,7,3,Kyle Orton pass incomplete intended for Bobby Wade,4.580,3.950
2,0:46,2,10,TAM 15,7,3,Kyle Orton pass complete to Thomas Jones for 8 yards (tackle by Ronde Barber and Derrick Brooks),3.950,4.680
2,0:26,3,2,TAM 7,7,3,Kyle Orton pass incomplete intended for Muhsin Muhammad (defended by Dexter Jackson),4.680,3.000
2,0:21,4,2,TAM 7,10,3,Robbie Gould 25 yard field goal good,3.000,3.000
2,,,,CHI 30,10,3,"Robbie Gould kicks off 71 yards, returned by Edell Shepherd for 24 yards (tackle by Adrian Peterson)",0.000,0.480
2,0:12,1,10,TAM 23,10,3,Chris Simms kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,10,3,"Robbie Gould kicks off 69 yards, returned by Edell Shepherd for 18 yards (tackle by Leon Joe). Penalty on Donte Nicholson: Offensive Holding, 9 yards",0.000,-0.380
3,14:45,1,10,TAM 9,10,3,Chris Simms pass complete to Chris Simms for -3 yards (tackle by Tommie Harris),-0.380,-1.000
3,14:15,2,13,TAM 6,10,3,Cadillac Williams up the middle for 8 yards (tackle by Mike Brown),-1.000,-0.840
3,13:34,3,5,TAM 14,10,3,Chris Simms sacked by Alex Brown for -8 yards. Penalty on Kenyatta Walker: Offensive Holding (Declined),-0.840,-2.490
3,13:16,4,13,TAM 6,10,3,"Josh Bidwell punts 39 yards. Penalty on Brandon McGowan: Offensive Holding, 10 yards",-2.490,-1.470
3,13:02,1,10,CHI 38,10,3,Kyle Orton pass complete to Muhsin Muhammad for 5 yards (tackle by Brian Kelly),1.470,1.600
3,12:28,2,5,CHI 43,10,3,Thomas Jones up the middle for 6 yards (tackle by Derrick Brooks),1.600,2.190
3,11:54,1,10,CHI 49,10,3,Thomas Jones left end for 1 yard (tackle by Ronde Barber),2.190,1.780
3,11:13,2,9,TAM 50,10,3,Thomas Jones left end for -2 yards (tackle by Derrick Brooks),1.780,0.830
3,10:33,3,11,CHI 48,10,3,Kyle Orton pass incomplete intended for Desmond Clark (defended by Ronde Barber),0.830,-0.190
3,10:29,4,11,CHI 48,10,3,"Brad Maynard punts 41 yards, returned by Mark Jones for 13 yards (tackle by Hunter Hillenmeyer)",-0.190,-0.540
3,10:18,1,10,TAM 24,10,3,Chris Simms pass incomplete intended for Joey Galloway,0.540,0.000
3,10:11,2,10,TAM 24,10,3,"Chris Simms pass incomplete. Penalty on Chris Simms: Intentional Grounding, 18 yards",0.000,-3.530
3,10:05,3,28,TAM 6,10,3,Michael Pittman right tackle for 16 yards (tackle by Mike Brown and Chris Harris),-3.530,-1.900
3,9:28,4,12,TAM 22,10,3,"Josh Bidwell punts 48 yards, returned by Rashied Davis for 3 yards (tackle by Jameel Cook). Penalty on Michael Green: Illegal Block Above the , 10 yards",-1.900,0.060
3,9:12,1,10,CHI 17,10,3,Thomas Jones up the middle for -1 yards (tackle by Chris Hovan),-0.060,-0.730
3,8:29,2,11,CHI 16,10,3,"Penalty on Ruben Brown: False Start, 5 yards (no play)",-0.730,-1.220
3,8:07,2,16,CHI 11,10,3,Thomas Jones up the middle for 19 yards (tackle by Derrick Brooks),-1.220,0.940
3,7:26,1,10,CHI 30,10,3,Thomas Jones up the middle for 2 yards (tackle by Greg Spires),0.940,0.660
3,6:57,2,8,CHI 32,10,3,Kyle Orton pass incomplete intended for Desmond Clark (defended by Derrick Brooks),0.660,-0.030
3,6:45,3,8,CHI 32,10,3,Kyle Orton pass complete to Thomas Jones for 41 yards (tackle by Juran Bolden),-0.030,3.780
3,5:57,1,10,TAM 27,10,3,Adrian Peterson right guard for 7 yards (tackle by Shelton Quarles),3.780,4.180
3,5:24,2,3,TAM 20,10,3,Adrian Peterson left guard for 2 yards (tackle by Chris Hovan and Ryan Nece),4.180,3.840
3,4:44,3,1,TAM 18,10,3,Thomas Jones left tackle for no gain (tackle by Shelton Quarles),3.840,2.400
3,3:52,4,1,TAM 18,13,3,Robbie Gould 36 yard field goal good,2.400,3.000
3,,,,CHI 30,13,3,"Robbie Gould kicks off 69 yards, returned by Edell Shepherd for 28 yards (tackle by Brandon McGowan)",0.000,0.870
3,3:40,1,10,TAM 29,13,3,Chris Simms pass complete to Joey Galloway for 8 yards (tackle by Charles Tillman),0.870,1.410
3,3:11,2,2,TAM 37,13,3,Cadillac Williams up the middle for 5 yards (tackle by Michael Green and Hunter Hillenmeyer),1.410,1.730
3,2:41,1,10,TAM 42,13,3,Chris Simms pass complete to Joey Galloway for 16 yards (tackle by Charles Tillman),1.730,2.790
3,1:17,1,10,CHI 42,13,3,Chris Simms pass complete to Alex Smith for 10 yards (tackle by Lance Briggs),2.790,3.450
3,1:00,1,10,CHI 32,13,3,Chris Simms pass complete to Cadillac Williams for -2 yards (tackle by Lance Briggs),3.450,2.630
3,0:39,2,12,CHI 34,13,3,Chris Simms pass incomplete intended for Anthony Becht (defended by Alex Brown),2.630,1.950
3,0:31,3,12,CHI 34,13,3,Chris Simms sacked by Adewale Ogunleye for -9 yards,1.950,0.400
3,0:03,4,21,CHI 43,13,3,"Josh Bidwell punts 31 yards, fair catch by Rashied Davis",0.400,0.350
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 12,13,3,Thomas Jones up the middle for 3 yards (tackle by Derrick Brooks and Dexter Jackson),-0.350,-0.500
4,14:26,2,7,CHI 15,13,3,Thomas Jones up the middle for 4 yards (tackle by Derrick Brooks and Dexter Jackson),-0.500,-0.600
4,13:49,3,3,CHI 19,13,3,Kyle Orton pass incomplete intended for Muhsin Muhammad (defended by Simeon Rice),-0.600,-2.140
4,13:42,4,3,CHI 19,13,3,"Brad Maynard punts 41 yards, returned by Mark Jones for 27 yards (tackle by Hunter Hillenmeyer). Penalty on Ryan Nece: Illegal Block Above the , 10 yards",-2.140,-2.260
4,13:28,1,10,TAM 50,13,3,Cadillac Williams up the middle for 5 yards (tackle by Brian Urlacher),2.260,2.390
4,12:55,2,5,CHI 45,13,3,Chris Simms pass complete to Dave Moore for 5 yards (tackle by Hunter Hillenmeyer),2.390,2.920
4,12:15,1,10,CHI 40,13,3,Cadillac Williams left end for 1 yard (tackle by Lance Briggs and Michael Green),2.920,2.510
4,11:38,2,9,CHI 39,13,3,Chris Simms pass complete to Anthony Becht for 6 yards (tackle by Lance Briggs and Hunter Hillenmeyer),2.510,2.610
4,10:52,3,3,CHI 33,13,3,Chris Simms pass complete to Alex Smith for 4 yards (tackle by Nathan Vasher),2.610,3.640
4,10:10,1,10,CHI 29,13,3,Chris Simms pass complete to Mike Alstott for 5 yards (tackle by Lance Briggs),3.640,3.780
4,9:29,2,5,CHI 24,13,3,Chris Simms pass complete to Jameel Cook for 9 yards (tackle by Israel Idonije),3.780,4.580
4,8:43,1,10,CHI 15,13,3,Mike Alstott up the middle for 5 yards (tackle by Israel Idonije and Mike Brown),4.580,4.840
4,8:00,2,5,CHI 10,13,3,Cadillac Williams left guard for 8 yards (tackle by Hunter Hillenmeyer and Charles Tillman),4.840,6.740
4,7:13,1,2,CHI 2,13,3,Chris Simms pass incomplete intended for Anthony Becht,6.740,5.720
4,7:05,2,2,CHI 2,13,9,"Mike Alstott up the middle for 2 yards, touchdown",5.720,7.000
4,,,,CHI 2,13,10,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,13,10,"Matt Bryant kicks off 70 yards, returned by Rashied Davis for 21 yards (tackle by Kalvin Pearson)",0.000,0.340
4,6:53,1,10,CHI 21,13,10,Kyle Orton pass complete to Muhsin Muhammad for 14 yards (tackle by Ronde Barber),0.340,1.270
4,6:29,1,10,CHI 35,13,10,"Kyle Orton pass incomplete. Penalty on Kyle Orton: Intentional Grounding, 10 yards",1.270,-0.630
4,6:23,2,20,CHI 25,13,10,Thomas Jones up the middle for 1 yard (tackle by Anthony McFarland),-0.630,-1.150
4,5:44,3,19,CHI 26,13,10,Kyle Orton for 9 yards (tackle by Ellis Wyms),-1.150,-1.040
4,5:16,4,10,CHI 35,13,10,"Brad Maynard punts 34 yards, returned by Mark Jones for no gain",-1.040,-1.000
4,5:06,1,10,TAM 31,13,10,Chris Simms pass complete to Joey Galloway for 30 yards (tackle by Charles Tillman),1.000,2.980
4,4:25,1,10,CHI 39,13,10,Cadillac Williams right tackle for 4 yards (tackle by Michael Green),2.980,2.980
4,3:50,2,6,CHI 35,13,10,Chris Simms pass complete to Joey Galloway for 16 yards (tackle by Charles Tillman),2.980,4.310
4,3:43,1,10,CHI 19,13,10,Cadillac Williams up the middle for 2 yards (tackle by Adewale Ogunleye and Chris Harris),4.310,4.030
4,3:02,,,,13,10,Timeout #1 by Tampa Bay Buccaneers,0.000,4.030
4,3:02,2,8,CHI 17,13,10,Chris Simms pass complete to Michael Pittman for 6 yards (tackle by Michael Green),4.030,4.430
4,2:56,3,2,CHI 11,13,10,Chris Simms pass incomplete intended for Mike Alstott,4.430,2.820
4,2:51,4,2,CHI 11,13,10,Matt Bryant 29 yard field goal no good,2.820,-0.280
4,2:47,1,10,CHI 20,13,10,Thomas Jones left tackle for 3 yards (tackle by Shelton Quarles and Dexter Jackson),0.280,0.140
4,2:43,,,,13,10,Timeout #2 by Tampa Bay Buccaneers,0.000,0.140
4,2:43,2,7,CHI 23,13,10,Thomas Jones right end for 10 yards (tackle by Jermaine Phillips),0.140,1.140
4,2:35,,,,13,10,Timeout #3 by Tampa Bay Buccaneers,0.000,1.140
4,2:35,1,10,CHI 33,13,10,Thomas Jones left guard for -1 yards (tackle by Anthony McFarland),1.140,0.460
4,2:00,2,11,CHI 32,13,10,Thomas Jones up the middle for no gain (tackle by Anthony McFarland),0.460,-0.230
4,1:12,,,,13,10,Timeout #1 by Chicago Bears,0.000,-0.230
4,1:12,3,11,CHI 32,13,10,Thomas Jones right tackle for 2 yards (tackle by Greg Spires),-0.230,-1.110
4,0:26,,,,13,10,Timeout #2 by Chicago Bears,0.000,-1.110
4,0:26,4,9,CHI 34,13,10,Brad Maynard punts 52 yards (tackle by Rashied Davis),-1.110,-0.870
4,0:15,1,10,TAM 29,13,10,Chris Simms sacked by Adewale Ogunleye for -9 yards,0.870,-0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
