Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,1:11,,,STL 35,7,10,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
2,1:11,1,10,SEA 20,7,10,Leon Washington up the middle for 2 yards (tackle by Cortland Finnegan),0.280,0.000
2,0:53,2,8,SEA 22,7,10,Russell Wilson pass incomplete short right intended for Sidney Rice,0.000,-0.690
2,0:49,3,8,SEA 22,7,10,"Penalty on Robert Quinn: Defensive Offside, 5 yards (no play)",-0.690,-0.030
2,0:49,3,3,SEA 27,7,10,Russell Wilson sacked by Eugene Sims for -12 yards,-0.030,0.000
2,0:40,,,,7,10,Timeout #2 by St. Louis Rams,0.000,-2.440
2,0:40,4,15,SEA 15,7,10,"Jon Ryan punts 31 yards, out of bounds",-2.440,-2.520
2,0:34,1,10,SEA 46,7,10,Sam Bradford pass complete short middle to Daryl Richardson for 11 yards (tackle by Malcolm Smith),2.520,3.250
2,0:18,1,10,SEA 35,7,10,Sam Bradford spiked the ball,3.250,2.700
2,0:18,2,10,SEA 35,7,10,Daryl Richardson up the middle for 5 yards (tackle by Chris Clemons),2.700,0.000
2,0:03,,,,7,10,Timeout #3 by St. Louis Rams,0.000,2.680
2,0:03,3,5,SEA 30,7,13,Greg Zuerlein 48 yard field goal good,2.680,3.000
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,13,"Steven Hauschka kicks onside 13 yards, recovered by Josh Hull",0.000,2.390
3,14:58,1,10,SEA 48,7,13,Danny Amendola left end for 6 yards (tackle by Chris Maragos),2.390,2.660
3,14:28,2,4,SEA 42,7,13,Steven Jackson right tackle for no gain (tackle by Brandon Mebane),2.660,1.950
3,14:01,3,4,SEA 42,7,13,Sam Bradford pass incomplete short right intended for Brian Quick (defended by Richard Sherman),1.950,0.460
3,13:51,4,4,SEA 42,7,16,Greg Zuerlein 60 yard field goal good,0.460,3.000
3,13:46,,,STL 35,7,16,"Greg Zuerlein kicks off 70 yards, returned by Leon Washington for 69 yards (tackle by Trumaine Johnson)",0.000,3.180
3,13:35,1,10,STL 36,7,16,Marshawn Lynch left tackle for 2 yards (tackle by Chris Long),3.180,2.910
3,12:57,2,8,STL 34,7,16,Russell Wilson pass incomplete short right intended for Sidney Rice is intercepted by Rocky McIntosh at STL-19 and returned for 34 yards (tackle by Anthony McCoy),2.910,-2.460
3,12:43,1,10,SEA 47,7,16,Sam Bradford pass incomplete short right intended for Brandon Gibson,2.460,1.910
3,12:38,2,10,SEA 47,7,16,Steven Jackson right end for -5 yards (tackle by Bobby Wagner),1.910,0.560
3,11:58,3,15,STL 48,7,16,"Penalty on Jason Jones: Neutral Zone Infraction, 5 yards (no play)",0.560,1.220
3,11:41,3,10,SEA 47,7,16,Sam Bradford pass incomplete deep left intended for Chris Givens,1.220,0.130
3,11:33,4,10,SEA 47,7,16,"John Hekker punts 34 yards, fair catch by Leon Washington",0.130,0.320
3,11:25,1,10,SEA 13,7,16,Russell Wilson pass complete short right to Marshawn Lynch for 5 yards (tackle by James Laurinaitis),-0.320,-0.140
3,10:45,2,5,SEA 18,7,16,Russell Wilson pass complete short middle to Marshawn Lynch for 16 yards (tackle by Jo-Lonn Dunbar),-0.140,1.200
3,10:01,1,10,SEA 34,7,16,Robert Turbin left tackle for 9 yards (tackle by Craig Dahl and Mario Haggan),1.200,1.870
3,9:25,2,1,SEA 43,7,16,Robert Turbin up the middle for 2 yards (tackle by James Laurinaitis),1.870,1.930
3,8:47,1,10,SEA 45,7,16,Robert Turbin right tackle for 11 yards (tackle by Cortland Finnegan),1.930,2.650
3,8:05,1,10,STL 44,7,16,Russell Wilson pass complete short left to Anthony McCoy for 15 yards (tackle by Janoris Jenkins),2.650,3.640
3,7:46,1,10,STL 29,7,16,Marshawn Lynch left tackle for 9 yards (tackle by Quintin Mikell),3.640,4.320
3,7:08,2,1,STL 20,7,16,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",4.320,3.640
3,6:56,2,6,STL 25,7,16,Russell Wilson pass complete short right to Sidney Rice for 5 yards (tackle by Cortland Finnegan),3.640,3.600
3,6:22,3,1,STL 20,7,16,Russell Wilson up the middle for 2 yards (tackle by Jo-Lonn Dunbar),3.600,4.370
3,5:46,1,10,STL 18,7,16,Marshawn Lynch right end for 2 yards (tackle by Cortland Finnegan),4.370,4.090
3,5:00,2,8,STL 16,7,16,Russell Wilson left end for 4 yards (tackle by Mario Haggan),4.090,4.030
3,4:23,3,4,STL 12,7,16,Russell Wilson pass incomplete short right intended for Sidney Rice,4.030,2.710
3,4:14,4,4,STL 12,10,16,Steven Hauschka 31 yard field goal good,2.710,3.000
3,4:10,,,SEA 35,10,16,"Steven Hauschka kicks off 70 yards, returned by Danny Amendola for 12 yards, lateral to Chris Givens for -2 yards (tackle by Heath Farwell)",0.000,-0.380
3,4:04,1,10,STL 5,10,16,Daryl Richardson right tackle for 2 yards (tackle by LeRoy Hill),-0.380,-0.630
3,3:27,2,8,STL 7,10,16,Daryl Richardson up the middle for -2 yards (tackle by Bobby Wagner),-0.630,-1.420
3,2:35,3,10,STL 5,10,16,"Penalty on Sam Bradford: Delay of Game, 2 yards (no play)",-1.420,-1.650
3,2:19,3,12,STL 3,10,16,Daryl Richardson left tackle for 8 yards (tackle by Kam Chancellor). Penalty on Robert Turner: Offensive Holding (Declined),-1.650,-2.490
3,1:59,4,4,STL 11,10,16,"John Hekker punts 48 yards, returned by Leon Washington for 4 yards (tackle by Rocky McIntosh)",-2.490,-1.930
3,1:48,1,10,SEA 45,10,16,Marshawn Lynch left end for 7 yards (tackle by Craig Dahl),1.930,2.330
3,1:19,2,3,STL 48,10,16,Russell Wilson pass complete short right to Marshawn Lynch for 8 yards (tackle by Quintin Mikell),2.330,2.920
3,0:41,1,10,STL 40,10,16,Robert Turbin right guard for 9 yards (tackle by James Laurinaitis),2.920,3.590
3,0:06,2,1,STL 31,10,16,Robert Turbin left tackle for 13 yards (tackle by Craig Dahl),3.590,4.370
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 18,10,16,Marshawn Lynch left tackle for 5 yards (tackle by Janoris Jenkins and Craig Dahl),4.370,4.610
4,14:24,2,5,STL 13,10,16,Marshawn Lynch left tackle for 3 yards (tackle by Robert Quinn),4.610,4.510
4,13:46,3,2,STL 10,10,16,Russell Wilson right tackle for -2 yards (tackle by William Hayes),4.510,2.710
4,13:08,4,4,STL 12,13,16,Steven Hauschka 30 yard field goal good,2.710,3.000
4,13:03,,,SEA 35,13,16,"Steven Hauschka kicks off 74 yards, touchback",0.000,0.280
4,13:03,1,10,STL 20,13,16,Sam Bradford pass complete short right to Danny Amendola for 15 yards (tackle by Marcus Trufant),0.280,1.270
4,12:29,1,10,STL 35,13,16,Sam Bradford pass incomplete short right intended for Chris Givens,1.270,0.720
4,12:22,2,10,STL 35,13,16,Sam Bradford pass incomplete short right intended for Danny Amendola,0.720,0.040
4,12:19,3,10,STL 35,13,16,Sam Bradford pass complete short right to Danny Amendola for 15 yards (tackle by Earl Thomas),0.040,2.260
4,11:42,1,10,,13,16,Steven Jackson up the middle for 5 yards (tackle by Red Bryant),2.260,2.390
4,10:56,2,5,SEA 45,13,16,Sam Bradford pass complete short right to Austin Pettis for 5 yards (tackle by Kam Chancellor),2.390,2.920
4,10:18,1,10,SEA 40,13,16,Steven Jackson right guard for -5 yards (tackle by Brandon Mebane),2.920,1.700
4,9:32,2,15,SEA 45,13,16,Sam Bradford pass complete short right to Daryl Richardson for 2 yards (tackle by Mike Morgan). Penalty on STL: Illegal Shift (Declined),1.700,1.290
4,9:09,3,13,SEA 43,13,16,Sam Bradford pass complete deep right to Lance Kendricks for 26 yards (tackle by Earl Thomas). Penalty on Clinton McDonald: Illegal Use of Hands (Declined),1.290,4.440
4,8:37,1,10,SEA 17,13,16,Steven Jackson up the middle for -2 yards (tackle by Brandon Mebane),4.440,3.600
4,7:56,2,12,SEA 19,13,16,Sam Bradford pass complete short left to Steven Jackson for 12 yards (tackle by Mike Morgan),3.600,5.600
4,7:10,1,7,SEA 7,13,16,Steven Jackson right tackle for 1 yard (tackle by Clinton McDonald),5.600,4.950
4,6:24,2,6,SEA 6,13,16,Sam Bradford pass incomplete short right intended for Danny Amendola,4.950,4.040
4,6:16,3,6,SEA 6,13,16,Sam Bradford pass incomplete short left intended for Steven Jackson,4.040,2.990
4,6:10,4,6,SEA 6,13,19,Greg Zuerlein 24 yard field goal good,2.990,3.000
4,6:07,,,STL 35,13,19,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,6:07,1,10,SEA 20,13,19,Marshawn Lynch left tackle for 9 yards (tackle by Kendall Langford),0.280,0.950
4,5:32,2,1,SEA 29,13,19,"Marshawn Lynch left tackle for 6 yards (tackle by James Laurinaitis). Penalty on Breno Giacomini: Personal Foul, 15 yards",0.950,0.280
4,5:11,1,10,SEA 20,13,19,Robert Turbin left guard for 1 yard (tackle by William Hayes),0.280,-0.130
4,4:27,2,9,SEA 21,13,19,Russell Wilson pass incomplete deep left intended for Golden Tate (defended by Janoris Jenkins),-0.130,-0.820
4,4:20,3,9,SEA 21,13,19,Russell Wilson sacked by Robert Quinn for -8 yards,-0.820,-2.490
4,3:49,4,17,SEA 13,13,19,"Jon Ryan punts 41 yards, out of bounds",-2.490,-1.990
4,3:35,1,10,STL 46,13,19,Steven Jackson right tackle for -1 yards (tackle by Bobby Wagner),1.990,0.000
4,3:29,,,,13,19,Timeout #1 by Seattle Seahawks,0.000,1.320
4,3:29,2,11,STL 45,13,19,Steven Jackson up the middle for 10 yards (tackle by Jeremy Lane),1.320,0.000
4,3:22,,,,13,19,Timeout #2 by Seattle Seahawks,0.000,1.950
4,3:22,3,1,SEA 45,13,19,Steven Jackson right tackle for -2 yards (tackle by Earl Thomas),1.950,0.000
4,3:17,,,,13,19,Timeout #3 by Seattle Seahawks,0.000,0.130
4,3:17,4,3,SEA 47,13,19,"John Hekker punts 27 yards, fair catch by Leon Washington",0.130,-0.280
4,3:09,1,10,SEA 20,13,19,Russell Wilson pass incomplete short left intended for Doug Baldwin,0.280,-0.270
4,3:04,2,10,SEA 20,13,19,Russell Wilson pass complete short right to Doug Baldwin for 10 yards (tackle by Cortland Finnegan),-0.270,0.940
4,2:59,1,10,SEA 30,13,19,Russell Wilson right end for 6 yards (tackle by Cortland Finnegan),0.940,1.200
4,2:48,2,4,SEA 36,13,19,Russell Wilson pass complete short right to Sidney Rice for 3 yards (tackle by Jo-Lonn Dunbar),1.200,0.890
4,2:27,3,1,SEA 39,13,19,Marshawn Lynch left guard for 8 yards (tackle by Quintin Mikell),0.890,2.060
4,2:06,1,10,SEA 47,13,19,Russell Wilson pass complete short middle to Marshawn Lynch for 8 yards (tackle by Jo-Lonn Dunbar),2.060,2.600
4,2:00,2,2,STL 45,13,19,Marshawn Lynch left end for 5 yards (tackle by Quintin Mikell),2.600,2.920
4,1:36,1,10,STL 40,13,19,Russell Wilson pass complete short left to Anthony McCoy for 5 yards (tackle by James Laurinaitis),2.920,3.050
4,1:08,2,5,STL 35,13,19,Russell Wilson pass incomplete short right intended for Anthony McCoy is intercepted by Bradley Fletcher at STL-23 and returned for 2 yards,3.050,-0.610
4,1:00,1,10,STL 25,13,19,Sam Bradford kneels for -1 yards,0.610,-0.070
4,0:27,2,11,STL 24,13,19,Sam Bradford kneels for -1 yards,-0.070,-0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
